,0,1
21,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets.,"Armand Joulin,Tomás Mikolov,"
22,Where are they looking?,"Adrià Recasens,Aditya Khosla,Carl Vondrick,Antonio Torralba,"
23,The Pareto Regret Frontier for Bandits.,"Tor Lattimore,"
24,On the Limitation of Spectral Methods: From the Gaussian Hidden Clique Problem to Rank-One Perturbations of Gaussian Tensors.,"Andrea Montanari,Daniel Reichman,Ofer Zeitouni,"
25,Measuring Sample Quality with Stein's Method.,"Jackson Gorham,Lester W. Mackey,"
26,Bidirectional Recurrent Convolutional Networks for Multi-Frame Super-Resolution.,"Yan Huang,Wei Wang,Liang Wang,"
27,Bounding errors of Expectation-Propagation.,"Guillaume P. Dehaene,Simon Barthelmé,"
28,"A fast, universal algorithm to learn parametric nonlinear embeddings.","Miguel Á. Carreira-Perpiñán,Max Vladymyrov,"
29,Texture Synthesis Using Convolutional Neural Networks.,"Leon A. Gatys,Alexander S. Ecker,Matthias Bethge,"
30,Extending Gossip Algorithms to Distributed Estimation of U-statistics.,"Igor Colin,Aurélien Bellet,Joseph Salmon,Stéphan Clémençon,"
31,"Streaming, Distributed Variational Inference for Bayesian Nonparametrics.","Trevor Campbell,Julian Straub,John W. Fisher III,Jonathan P. How,"
32,Learning visual biases from human imagination.,"Carl Vondrick,Hamed Pirsiavash,Aude Oliva,Antonio Torralba,"
33,Smooth and Strong: MAP Inference with Linear Convergence.,"Ofer Meshi,Mehrdad Mahdavi,Alexander G. Schwing,"
34,Copeland Dueling Bandits.,"Masrour Zoghi,Zohar S. Karnin,Shimon Whiteson,Maarten de Rijke,"
35,Optimal Ridge Detection using Coverage Risk.,"Yen-Chi Chen,Christopher R. Genovese,Shirley Ho,Larry A. Wasserman,"
36,Top-k Multiclass SVM.,"Maksim Lapin,Matthias Hein,Bernt Schiele,"
37,Policy Evaluation Using the Ω-Return.,"Philip S. Thomas,Scott Niekum,Georgios Theocharous,George Dimitri Konidaris,"
38,Orthogonal NMF through Subspace Exploration.,"Megasthenis Asteris,Dimitris S. Papailiopoulos,Alexandros G. Dimakis,"
39,Stochastic Online Greedy Learning with Semi-bandit Feedbacks.,"Tian Lin,Jian Li,Wei Chen,"
40,Deeply Learning the Messages in Message Passing Inference.,"Guosheng Lin,Chunhua Shen,Ian D. Reid,Anton van den Hengel,"
41,Synaptic Sampling: A Bayesian Approach to Neural Network Plasticity and Rewiring.,"David Kappel,Stefan Habenschuss,Robert A. Legenstein,Wolfgang Maass,"
42,Accelerated Proximal Gradient Methods for Nonconvex Programming.,"Huan Li,Zhouchen Lin,"
43,Approximating Sparse PCA from Incomplete Data.,"Abhisek Kundu,Petros Drineas,Malik Magdon-Ismail,"
44,"Nonparametric von Mises Estimators for Entropies, Divergences and Mutual Informations.","Kirthevasan Kandasamy,Akshay Krishnamurthy,Barnabás Póczos,Larry A. Wasserman,James M. Robins,"
45,Column Selection via Adaptive Sampling.,"Saurabh Paul,Malik Magdon-Ismail,Petros Drineas,"
46,HONOR: Hybrid Optimization for NOn-convex Regularized problems.,"Pinghua Gong,Jieping Ye,"
47,3D Object Proposals for Accurate Object Class Detection.,"Xiaozhi Chen,Kaustav Kundu,Yukun Zhu,Andrew G. Berneshawi,Huimin Ma,Sanja Fidler,Raquel Urtasun,"
48,Algorithms with Logarithmic or Sublinear Regret for Constrained Contextual Bandits.,"Huasen Wu,R. Srikant,Xin Liu,Chong Jiang,"
49,Tensorizing Neural Networks.,"Alexander Novikov,Dmitry Podoprikhin,Anton Osokin,Dmitry P. Vetrov,"
50,Parallelizing MCMC with Random Partition Trees.,"Xiangyu Wang,Fangjian Guo,Katherine A. Heller,David B. Dunson,"
51,A Reduced-Dimension fMRI Shared Response Model.,"Po-Hsuan Chen,Janice Chen,Yaara Yeshurun,Uri Hasson,James V. Haxby,Peter J. Ramadge,"
52,Spectral Learning of Large Structured HMMs for Comparative Epigenomics.,"Chicheng Zhang,Jimin Song,Kamalika Chaudhuri,Kevin C. Chen,"
53,"Individual Planning in Infinite-Horizon Multiagent Settings: Inference, Structure and Scalability.","Xia Qu,Prashant Doshi,"
54,Estimating Mixture Models via Mixtures of Polynomials.,"Sida I. Wang,Arun Tejasvi Chaganty,Percy Liang,"
55,On the Global Linear Convergence of Frank-Wolfe Optimization Variants.,"Simon Lacoste-Julien,Martin Jaggi,"
56,Deep Knowledge Tracing.,"Chris Piech,Jonathan Bassen,Jonathan Huang,Surya Ganguli,Mehran Sahami,Leonidas J. Guibas,Jascha Sohl-Dickstein,"
57,Rethinking LDA: Moment Matching for Discrete ICA.,"Anastasia Podosinnikova,Francis R. Bach,Simon Lacoste-Julien,"
58,Efficient Compressive Phase Retrieval with Constrained Sensing Vectors.,"Sohail Bahmani,Justin K. Romberg,"
59,Barrier Frank-Wolfe for Marginal Inference.,"Rahul G. Krishnan,Simon Lacoste-Julien,David A. Sontag,"
60,Learning Theory and Algorithms for Forecasting Non-stationary Time Series.,"Vitaly Kuznetsov,Mehryar Mohri,"
61,Compressive spectral embedding: sidestepping the SVD.,"Dinesh Ramasamy,Upamanyu Madhow,"
62,A Nonconvex Optimization Framework for Low Rank Matrix Estimation.,"Tuo Zhao,Zhaoran Wang,Han Liu,"
63,Automatic Variational Inference in Stan.,"Alp Kucukelbir,Rajesh Ranganath,Andrew Gelman,David M. Blei,"
64,Attention-Based Models for Speech Recognition.,"Jan Chorowski,Dzmitry Bahdanau,Dmitriy Serdyuk,Kyunghyun Cho,Yoshua Bengio,"
65,Closed-form Estimators for High-dimensional Generalized Linear Models.,"Eunho Yang,Aurelie C. Lozano,Pradeep Ravikumar,"
66,Online F-Measure Optimization.,"Róbert Busa-Fekete,Balázs Szörényi,Krzysztof Dembczynski,Eyke Hüllermeier,"
67,Online Rank Elicitation for Plackett-Luce: A Dueling Bandits Approach.,"Balázs Szörényi,Róbert Busa-Fekete,Adil Paul,Eyke Hüllermeier,"
68,M-Best-Diverse Labelings for Submodular Energies and Beyond.,"Alexander Kirillov,Dmytro Shlezinger,Dmitry P. Vetrov,Carsten Rother,Bogdan Savchynskyy,"
69,Tractable Bayesian Network Structure Learning with Bounded Vertex Cover Number.,"Janne H. Korhonen,Pekka Parviainen,"
70,Learning Large-Scale Poisson DAG Models based on OverDispersion Scoring.,"Gunwoong Park,Garvesh Raskutti,"
71,Training Restricted Boltzmann Machine via the Thouless-Anderson-Palmer free energy.,"Marylou Gabrié,Eric W. Tramel,Florent Krzakala,"
72,Character-level Convolutional Networks for Text Classification.,"Xiang Zhang,Junbo Jake Zhao,Yann LeCun,"
73,Robust Feature-Sample Linear Discriminant Analysis for Brain Disorders Diagnosis.,"Ehsan Adeli-Mosabbeb,Kim-Han Thung,Le An,Feng Shi,Dinggang Shen,"
74,Black-box optimization of noisy functions with unknown smoothness.,"Jean-Bastien Grill,Michal Valko,Rémi Munos,"
75,Recovering Communities in the General Stochastic Block Model Without Knowing the Parameters.,"Emmanuel Abbe,Colin Sandon,"
76,Deep learning with Elastic Averaging SGD.,"Sixin Zhang,Anna Choromanska,Yann LeCun,"
77,Monotone k-Submodular Function Maximization with Size Constraints.,"Naoto Ohsaka,Yuichi Yoshida,"
78,Active Learning from Weak and Strong Labelers.,"Chicheng Zhang,Kamalika Chaudhuri,"
79,On the Optimality of Classifier Chain for Multi-label Classification.,"Weiwei Liu,Ivor W. Tsang,"
80,Robust Regression via Hard Thresholding.,"Kush Bhatia,Prateek Jain,Purushottam Kar,"
81,Sparse Local Embeddings for Extreme Multi-label Classification.,"Kush Bhatia,Himanshu Jain,Purushottam Kar,Manik Varma,Prateek Jain,"
82,Solving Random Quadratic Systems of Equations Is Nearly as Easy as Solving Linear Systems.,"Yuxin Chen,Emmanuel J. Candès,"
83,A Framework for Individualizing Predictions of Disease Trajectories by Exploiting Multi-Resolution Structure.,"Peter Schulam,Suchi Saria,"
84,Subspace Clustering with Irrelevant Features via Robust Dantzig Selector.,"Chao Qu,Huan Xu,"
85,Sparse PCA via Bipartite Matchings.,"Megasthenis Asteris,Dimitris S. Papailiopoulos,Anastasios Kyrillidis,Alexandros G. Dimakis,"
86,Fast Randomized Kernel Ridge Regression with Statistical Guarantees.,"Ahmed El Alaoui,Michael W. Mahoney,"
87,Online Learning for Adversaries with Memory: Price of Past Mistakes.,"Oren Anava,Elad Hazan,Shie Mannor,"
88,Convolutional spike-triggered covariance analysis for neural subunit models.,"Anqi Wu,Il Memming Park,Jonathan W. Pillow,"
89,Convolutional LSTM Network: A Machine Learning Approach for Precipitation Nowcasting.,"Xingjian Shi,Zhourong Chen,Hao Wang,Dit-Yan Yeung,Wai-Kin Wong,Wang-chun Woo,"
90,GAP Safe screening rules for sparse multi-task and multi-class models.,"Eugène Ndiaye,Olivier Fercoq,Alexandre Gramfort,Joseph Salmon,"
91,Empirical Localization of Homogeneous Divergences on Discrete Sample Spaces.,"Takashi Takenouchi,Takafumi Kanamori,"
92,Statistical Model Criticism using Kernel Two Sample Tests.,"James Robert Lloyd,Zoubin Ghahramani,"
93,Precision-Recall-Gain Curves: PR Analysis Done Right.,"Peter A. Flach,Meelis Kull,"
94,A Generalization of Submodular Cover via the Diminishing Return Property on the Integer Lattice.,"Tasuku Soma,Yuichi Yoshida,"
95,Bidirectional Recurrent Neural Networks as Generative Models.,"Mathias Berglund,Tapani Raiko,Mikko Honkala,Leo Kärkkäinen,Akos Vetek,Juha Karhunen,"
96,Quartz: Randomized Dual Coordinate Ascent with Arbitrary Sampling.,"Zheng Qu,Peter Richtárik,Tong Zhang,"
97,Maximum Likelihood Learning With Arbitrary Treewidth via Fast-Mixing Parameter Sets.,"Justin Domke,"
98,Hessian-free Optimization for Learning Deep Multidimensional Recurrent Neural Networks.,"Minhyung Cho,Chandra Shekhar Dhir,Jaehyung Lee,"
99,Large-scale probabilistic predictors with and without guarantees of validity.,"Vladimir Vovk,Ivan Petej,Valentina Fedorova,"
100,Shepard Convolutional Neural Networks.,"Jimmy S. J. Ren,Li Xu,Qiong Yan,Wenxiu Sun,"
101,Matrix Manifold Optimization for Gaussian Mixtures.,"Reshad Hosseini,Suvrit Sra,"
102,Semi-supervised Convolutional Neural Networks for Text Categorization via Region Embedding.,"Rie Johnson,Tong Zhang,"
103,Parallel Recursive Best-First AND/OR Search for Exact MAP Inference in Graphical Models.,"Akihiro Kishimoto,Radu Marinescu,Adi Botea,"
104,Convolutional Neural Networks with Intra-Layer Recurrent Connections for Scene Labeling.,"Ming Liang,Xiaolin Hu,Bo Zhang,"
105,Bounding the Cost of Search-Based Lifted Inference.,"David B. Smith,Vibhav Gogate,"
106,Gradient-free Hamiltonian Monte Carlo with Efficient Kernel Exponential Families.,"Heiko Strathmann,Dino Sejdinovic,Samuel Livingstone,Zoltán Szabó,Arthur Gretton,"
107,Linear Multi-Resource Allocation with Semi-Bandit Feedback.,"Tor Lattimore,Koby Crammer,Csaba Szepesvári,"
108,Unsupervised Learning by Program Synthesis.,"Kevin Ellis,Armando Solar-Lezama,Joshua B. Tenenbaum,"
109,Enforcing balance allows local supervised learning in spiking recurrent networks.,"Ralph Bourdoukan,Sophie Denève,"
110,Fast and Guaranteed Tensor Decomposition via Sketching.,"Yining Wang,Hsiao-Yu Fish Tung,Alexander J. Smola,Anima Anandkumar,"
111,Differentially private subspace clustering.,"Yining Wang,Yu-Xiang Wang,Aarti Singh,"
112,Predtron: A Family of Online Algorithms for General Prediction Problems.,"Prateek Jain,Nagarajan Natarajan,Ambuj Tewari,"
113,"Weighted Theta Functions and Embeddings with Applications to Max-Cut, Clustering and Summarization.","Fredrik D. Johansson,Ankani Chattoraj,Chiranjib Bhattacharyya,Devdatt P. Dubhashi,"
114,SGD Algorithms based on Incomplete U-statistics: Large-Scale Minimization of Empirical Risk.,"Guillaume Papa,Stéphan Clémençon,Aurélien Bellet,"
115,On Top-k Selection in Multi-Armed Bandits and Hidden Bipartite Graphs.,"Wei Cao,Jian Li,Yufei Tao,Zhize Li,"
116,The Brain Uses Reliability of Stimulus Information when Making Perceptual Decisions.,"Sebastian Bitzer,Stefan J. Kiebel,"
117,Fast Classification Rates for High-dimensional Gaussian Generative Models.,"Tianyang Li,Adarsh Prasad,Pradeep Ravikumar,"
118,Fast Distributed k-Center Clustering with Outliers on Massive Data.,"Gustavo Malkomes,Matt J. Kusner,Wenlin Chen,Kilian Q. Weinberger,Benjamin Moseley,"
119,Human Memory Search as Initial-Visit Emitting Random Walk.,"Kwang-Sung Jun,Xiaojin Zhu,Timothy T. Rogers,Zhuoran Yang,Ming Yuan,"
120,Non-convex Statistical Optimization for Sparse Tensor Graphical Model.,"Wei Sun,Zhaoran Wang,Han Liu,Guang Cheng,"
121,Convergence Rates of Active Learning for Maximum Likelihood Estimation.,"Kamalika Chaudhuri,Sham M. Kakade,Praneeth Netrapalli,Sujay Sanghavi,"
122,Weakly-supervised Disentangling with Recurrent Transformations for 3D View Synthesis.,"Jimei Yang,Scott E. Reed,Ming-Hsuan Yang,Honglak Lee,"
123,Efficient Exact Gradient Update for training Deep Networks with Very Large Sparse Targets.,"Pascal Vincent,Alexandre de Brébisson,Xavier Bouthillier,"
124,Backpropagation for Energy-Efficient Neuromorphic Computing.,"Steven K. Esser,Rathinakumar Appuswamy,Paul Merolla,John V. Arthur,Dharmendra S. Modha,"
125,Alternating Minimization for Regression Problems with Vector-valued Outputs.,"Prateek Jain,Ambuj Tewari,"
126,Learning both Weights and Connections for Efficient Neural Network.,"Song Han,Jeff Pool,John Tran,William J. Dally,"
127,Optimal Rates for Random Fourier Features.,"Bharath K. Sriperumbudur,Zoltán Szabó,"
128,The Population Posterior and Bayesian Modeling on Streams.,"James McInerney,Rajesh Ranganath,David M. Blei,"
129,Frank-Wolfe Bayesian Quadrature: Probabilistic Integration with Theoretical Guarantees.,"François-Xavier Briol,Chris J. Oates,Mark A. Girolami,Michael A. Osborne,"
130,Scheduled Sampling for Sequence Prediction with Recurrent Neural Networks.,"Samy Bengio,Oriol Vinyals,Navdeep Jaitly,Noam Shazeer,"
131,Unified View of Matrix Completion under General Structural Constraints.,"Suriya Gunasekar,Arindam Banerjee,Joydeep Ghosh,"
132,Efficient Output Kernel Learning for Multiple Tasks.,"Pratik Jawanpuria,Maksim Lapin,Matthias Hein,Bernt Schiele,"
133,Scalable Adaptation of State Complexity for Nonparametric Hidden Markov Models.,"Michael C. Hughes,William T. Stephenson,Erik B. Sudderth,"
134,Variational Consensus Monte Carlo.,"Maxim Rabinovich,Elaine Angelino,Michael I. Jordan,"
135,Newton-Stein Method: A Second Order Method for GLMs via Stein's Lemma.,"Murat A. Erdogdu,"
136,Practical and Optimal LSH for Angular Distance.,"Alexandr Andoni,Piotr Indyk,Thijs Laarhoven,Ilya P. Razenshteyn,Ludwig Schmidt,"
137,Learning to Linearize Under Uncertainty.,"Ross Goroshin,Michaël Mathieu,Yann LeCun,"
138,Finite-Time Analysis of Projected Langevin Monte Carlo.,"Sébastien Bubeck,Ronen Eldan,Joseph Lehec,"
139,Deep Visual Analogy-Making.,"Scott E. Reed,Yi Zhang,Yuting Zhang,Honglak Lee,"
140,Matrix Completion from Fewer Entries: Spectral Detectability and Rank Estimation.,"Alaa Saade,Florent Krzakala,Lenka Zdeborová,"
141,Online Learning with Adversarial Delays.,"Kent Quanrud,Daniel Khashabi,"
142,Multi-Layer Feature Reduction for Tree Structured Group Lasso via Hierarchical Projection.,"Jie Wang,Jieping Ye,"
143,Minimum Weight Perfect Matching via Blossom Belief Propagation.,"Sungsoo Ahn,Sejun Park,Michael Chertkov,Jinwoo Shin,"
144,Efficient Thompson Sampling for Online Matrix-Factorization Recommendation.,"Jaya Kawale,Hung Hai Bui,Branislav Kveton,Long Tran-Thanh,Sanjay Chawla,"
145,Improved Iteration Complexity Bounds of Cyclic Block Coordinate Descent for Convex Problems.,"Ruoyu Sun,Mingyi Hong,"
146,Lifted Symmetry Detection and Breaking for MAP Inference.,"Timothy Kopp,Parag Singla,Henry A. Kautz,"
147,Evaluating the statistical significance of biclusters.,"Jason D. Lee,Yuekai Sun,Jonathan E. Taylor,"
148,Discriminative Robust Transformation Learning.,"Jiaji Huang,Qiang Qiu,Guillermo Sapiro,A. Robert Calderbank,"
149,Bandits with Unobserved Confounders: A Causal Approach.,"Elias Bareinboim,Andrew Forney,Judea Pearl,"
150,Scalable Semi-Supervised Aggregation of Classifiers.,"Akshay Balsubramani,Yoav Freund,"
151,Online Learning with Gaussian Payoffs and Side Observations.,"Yifan Wu,András György,Csaba Szepesvári,"
152,Private Graphon Estimation for Sparse Graphs.,"Christian Borgs,Jennifer T. Chayes,Adam D. Smith,"
153,SubmodBoxes: Near-Optimal Search for a Set of Diverse Object Proposals.,"Qing Sun,Dhruv Batra,"
154,Fast Second Order Stochastic Backpropagation for Variational Inference.,"Kai Fan,Ziteng Wang,Jeffrey M. Beck,James T. Kwok,Katherine A. Heller,"
155,Randomized Block Krylov Methods for Stronger and Faster Approximate Singular Value Decomposition.,"Cameron Musco,Christopher Musco,"
156,Cross-Domain Matching for Bag-of-Words Data via Kernel Embeddings of Latent Distributions.,"Yuya Yoshikawa,Tomoharu Iwata,Hiroshi Sawada,Takeshi Yamada,"
157,Scalable Inference for Gaussian Process Models with Black-Box Likelihoods.,"Amir Dezfouli,Edwin V. Bonilla,"
158,Fast Bidirectional Probability Estimation in Markov Models.,"Siddhartha Banerjee,Peter Lofgren,"
159,Probabilistic Variational Bounds for Graphical Models.,"Qiang Liu,John W. Fisher III,Alexander T. Ihler,"
160,Linear Response Methods for Accurate Covariance Estimates from Mean Field Variational Bayes.,"Ryan Giordano,Tamara Broderick,Michael I. Jordan,"
161,Combinatorial Cascading Bandits.,"Branislav Kveton,Zheng Wen,Azin Ashkan,Csaba Szepesvári,"
162,Mixing Time Estimation in Reversible Markov Chains from a Single Sample Path.,"Daniel J. Hsu,Aryeh Kontorovich,Csaba Szepesvári,"
163,Policy Gradient for Coherent Risk Measures.,"Aviv Tamar,Yinlam Chow,Mohammad Ghavamzadeh,Shie Mannor,"
164,Fast Rates for Exp-concave Empirical Risk Minimization.,"Tomer Koren,Kfir Y. Levy,"
165,Deep Generative Image Models using a Laplacian Pyramid of Adversarial Networks.,"Emily L. Denton,Soumith Chintala,Arthur Szlam,Rob Fergus,"
166,Decoupled Deep Neural Network for Semi-supervised Semantic Segmentation.,"Seunghoon Hong,Hyeonwoo Noh,Bohyung Han,"
167,Equilibrated adaptive learning rates for non-convex optimization.,"Yann N. Dauphin,Harm de Vries,Yoshua Bengio,"
168,BACKSHIFT: Learning causal cyclic graphs from unknown shift interventions.,"Dominik Rothenhäusler,Christina Heinze,Jonas Peters,Nicolai Meinshausen,"
169,Risk-Sensitive and Robust Decision-Making: a CVaR Optimization Approach.,"Yinlam Chow,Aviv Tamar,Shie Mannor,Marco Pavone,"
170,Asynchronous stochastic convex optimization: the noise is in the noise and SGD don't care.,"Sorathan Chaturapruek,John C. Duchi,Christopher Ré,"
171,Lifelong Learning with Non-i.i.d. Tasks.,"Anastasia Pentina,Christoph H. Lampert,"
172,Optimal Linear Estimation under Unknown Nonlinear Transform.,"Xinyang Yi,Zhaoran Wang,Constantine Caramanis,Han Liu,"
173,Learning with Group Invariant Features: A Kernel Perspective.,"Youssef Mroueh,Stephen Voinea,Tomaso A. Poggio,"
174,Regularized EM Algorithms: A Unified Framework and Statistical Guarantees.,"Xinyang Yi,Constantine Caramanis,"
175,Distributionally Robust Logistic Regression.,"Soroosh Shafieezadeh-Abadeh,Peyman Mohajerin Esfahani,Daniel Kuhn,"
176,Adaptive Stochastic Optimization: From Sets to Paths.,"Zhan Wei Lim,David Hsu,Wee Sun Lee,"
177,Beyond Convexity: Stochastic Quasi-Convex Optimization.,"Elad Hazan,Kfir Y. Levy,Shai Shalev-Shwartz,"
178,A Tractable Approximation to Optimal Point Process Filtering: Application to Neural Encoding.,"Yuval Harel,Ron Meir,Manfred Opper,"
179,Sum-of-Squares Lower Bounds for Sparse PCA.,"Tengyu Ma,Avi Wigderson,"
180,Max-Margin Majority Voting for Learning from Crowds.,"Tian Tian,Jun Zhu,"
181,Learning with Incremental Iterative Regularization.,"Lorenzo Rosasco,Silvia Villa,"
182,Halting in Random Walk Kernels.,"Mahito Sugiyama,Karsten M. Borgwardt,"
183,MCMC for Variationally Sparse Gaussian Processes.,"James Hensman,Alexander G. de G. Matthews,Maurizio Filippone,Zoubin Ghahramani,"
184,Less is More: Nyström Computational Regularization.,"Alessandro Rudi,Raffaello Camoriano,Lorenzo Rosasco,"
185,Infinite Factorial Dynamical Model.,"Isabel Valera,Francisco J. R. Ruiz,Lennart Svensson,Fernando Pérez-Cruz,"
186,Regularization Path of Cross-Validation Error Lower Bounds.,"Atsushi Shibagaki,Yoshiki Suzuki,Masayuki Karasuyama,Ichiro Takeuchi,"
187,Attractor Network Dynamics Enable Preplay and Rapid Path Planning in Maze-like Environments.,"Dane S. Corneil,Wulfram Gerstner,"
188,Teaching Machines to Read and Comprehend.,"Karl Moritz Hermann,Tomás Kociský,Edward Grefenstette,Lasse Espeholt,Will Kay,Mustafa Suleyman,Phil Blunsom,"
189,Principal Differences Analysis: Interpretable Characterization of Differences between Distributions.,"Jonas Mueller,Tommi S. Jaakkola,"
190,When are Kalman-Filter Restless Bandits Indexable?,"Christopher R. Dance,Tomi Silander,"
191,Segregated Graphs and Marginals of Chain Graph Models.,"Ilya Shpitser,"
192,Efficient Non-greedy Optimization of Decision Trees.,"Mohammad Norouzi,Maxwell D. Collins,Matthew Johnson,David J. Fleet,Pushmeet Kohli,"
193,Probabilistic Curve Learning: Coulomb Repulsion and the Electrostatic Gaussian Process.,"Ye Wang,David B. Dunson,"
194,Inverse Reinforcement Learning with Locally Consistent Reward Functions.,"Quoc Phong Nguyen,Kian Hsiang Low,Patrick Jaillet,"
195,Communication Complexity of Distributed Convex Learning and Optimization.,"Yossi Arjevani,Ohad Shamir,"
196,End-to-end Learning of LDA by Mirror-Descent Back Propagation over a Deep Architecture.,"Jianshu Chen,Ji He,Yelong Shen,Lin Xiao,Xiaodong He,Jianfeng Gao,Xinying Song,Li Deng,"
197,Subset Selection by Pareto Optimization.,"Chao Qian,Yang Yu,Zhi-Hua Zhou,"
198,On the Accuracy of Self-Normalized Log-Linear Models.,"Jacob Andreas,Maxim Rabinovich,Michael I. Jordan,Dan Klein,"
199,Regret Lower Bound and Optimal Algorithm in Finite Stochastic Partial Monitoring.,"Junpei Komiyama,Junya Honda,Hiroshi Nakagawa,"
200,Is Approval Voting Optimal Given Approval Votes?,"Ariel D. Procaccia,Nisarg Shah,"
201,Regressive Virtual Metric Learning.,"Michaël Perrot,Amaury Habrard,"
202,Analysis of Robust PCA via Local Incoherence.,"Huishuai Zhang,Yi Zhou,Yingbin Liang,"
203,Learning to Transduce with Unbounded Memory.,"Edward Grefenstette,Karl Moritz Hermann,Mustafa Suleyman,Phil Blunsom,"
204,Max-Margin Deep Generative Models.,"Chongxuan Li,Jun Zhu,Tianlin Shi,Bo Zhang,"
205,Spherical Random Features for Polynomial Kernels.,"Jeffrey Pennington,Felix X. Yu,Sanjiv Kumar,"
206,Rectified Factor Networks.,"Djork-Arné Clevert,Andreas Mayr,Thomas Unterthiner,Sepp Hochreiter,"
207,Learning Bayesian Networks with Thousands of Variables.,"Mauro Scanagatta,Cassio P. de Campos,Giorgio Corani,Marco Zaffalon,"
208,Matrix Completion Under Monotonic Single Index Models.,"Ravi Sastry Ganti Mahapatruni,Laura Balzano,Rebecca Willett,"
209,Visalogy: Answering Visual Analogy Questions.,"Fereshteh Sadeghi,C. Lawrence Zitnick,Ali Farhadi,"
210,Tree-Guided MCMC Inference for Normalized Random Measure Mixture Models.,"Juho Lee,Seungjin Choi,"
211,Streaming Min-max Hypergraph Partitioning.,"Dan Alistarh,Jennifer Iglesias,Milan Vojnovic,"
212,Collaboratively Learning Preferences from Ordinal Data.,"Sewoong Oh,Kiran Koshy Thekumparampil,Jiaming Xu,"
213,Biologically Inspired Dynamic Textures for Probing Motion Perception.,"Jonathan Vacher,Andrew Isaac Meso,Laurent U. Perrinet,Gabriel Peyré,"
214,Generative Image Modeling Using Spatial LSTMs.,"Lucas Theis,Matthias Bethge,"
215,Robust PCA with compressed data.,"Wooseok Ha,Rina Foygel Barber,"
216,Sampling from Probabilistic Submodular Models.,"Alkis Gotovos,S. Hamed Hassani,Andreas Krause,"
217,COEVOLVE: A Joint Point Process Model for Information Diffusion and Network Co-evolution.,"Mehrdad Farajtabar,Yichen Wang,Manuel Gomez-Rodriguez,Shuang Li,Hongyuan Zha,Le Song,"
218,Supervised Learning for Dynamical System Learning.,"Ahmed Hefny,Carlton Downey,Geoffrey J. Gordon,"
219,Regret-Based Pruning in Extensive-Form Games.,"Noam Brown,Tuomas Sandholm,"
220,Fast Two-Sample Testing with Analytic Representations of Probability Measures.,"Kacper Chwialkowski,Aaditya Ramdas,Dino Sejdinovic,Arthur Gretton,"
221,Learning to Segment Object Candidates.,"Pedro H. O. Pinheiro,Ronan Collobert,Piotr Dollár,"
222,GP Kernels for Cross-Spectrum Analysis.,"Kyle R. Ulrich,David E. Carlson,Kafui Dzirasa,Lawrence Carin,"
