,0,1
17,Causal Inference on Time Series using Restricted Structural Equation Models.,"Jonas Peters,Dominik Janzing,Bernhard Schölkopf,"
18,Deep Fisher Networks for Large-Scale Image Classification.,"Karen Simonyan,Andrea Vedaldi,Andrew Zisserman,"
19,Sparse Additive Text Models with Low Rank Background.,"Lei Shi,"
20,Variance Reduction for Stochastic Gradient Optimization.,"Chong Wang,Xi Chen,Alexander J. Smola,Eric P. Xing,"
21,Training and Analysing Deep Recurrent Neural Networks.,"Michiel Hermans,Benjamin Schrauwen,"
22,A simple example of Dirichlet process mixture inconsistency for the number of components.,"Jeffrey W. Miller,Matthew T. Harrison,"
23,Variational Policy Search via Trajectory Optimization.,"Sergey Levine,Vladlen Koltun,"
24,Scalable kernels for graphs with continuous attributes.,"Aasa Feragen,Niklas Kasenburg,Jens Petersen,Marleen de Bruijne,Karsten M. Borgwardt,"
25,Density estimation from unweighted k-nearest neighbor graphs: a roadmap.,"Ulrike von Luxburg,Morteza Alamgir,"
26,Decision Jungles: Compact and Rich Models for Classification.,"Jamie Shotton,Toby Sharp,Pushmeet Kohli,Sebastian Nowozin,John M. Winn,Antonio Criminisi,"
27,What Are the Invariant Occlusive Components of Image Patches? A Probabilistic Generative Approach.,"Zhenwen Dai,Georgios Exarchakis,Jörg Lücke,"
28,Actor-Critic Algorithms for Risk-Sensitive MDPs.,"Prashanth L. A.,Mohammad Ghavamzadeh,"
29,Summary Statistics for Partitionings and Feature Allocations.,"Isik Baris Fidaner,Ali Taylan Cemgil,"
30,One-shot learning and big data with n=2.,"Lee H. Dicker,Dean P. Foster,"
31,Variational Inference for Mahalanobis Distance Metrics in Gaussian Process Regression.,"Michalis K. Titsias,Miguel Lázaro-Gredilla,"
32,Correlations strike back (again): the case of associative memory retrieval.,"Cristina Savin,Peter Dayan,Máté Lengyel,"
33,Optimal Neural Population Codes for High-dimensional Stimulus Variables.,"Zhuo Wang,Alan A. Stocker,Daniel D. Lee,"
34,Online Variational Approximations to non-Exponential Family Change Point Models: With Application to Radar Tracking.,"Ryan D. Turner,Steven Bottone,Clay J. Stanek,"
35,Accelerating Stochastic Gradient Descent using Predictive Variance Reduction.,"Rie Johnson,Tong Zhang,"
36,Using multiple samples to learn mixture models.,"Jason D. Lee,Ran Gilad-Bachrach,Rich Caruana,"
37,Learning Hidden Markov Models from Non-sequence Data via Tensor Decomposition.,"Tzu-Kuo Huang,Jeff G. Schneider,"
38,On model selection consistency of penalized M-estimators: a geometric theory.,"Jason D. Lee,Yuekai Sun,Jonathan E. Taylor,"
39,Dropout Training as Adaptive Regularization.,"Stefan Wager,Sida I. Wang,Percy Liang,"
40,New Subsampling Algorithms for Fast Least Squares Regression.,"Paramveer S. Dhillon,Yichao Lu,Dean P. Foster,Lyle H. Ungar,"
41,Faster Ridge Regression via the Subsampled Randomized Hadamard Transform.,"Yichao Lu,Paramveer S. Dhillon,Dean P. Foster,Lyle H. Ungar,"
42,Accelerated Mini-Batch Stochastic Dual Coordinate Ascent.,"Shai Shalev-Shwartz,Tong Zhang,"
43,Improved and Generalized Upper Bounds on the Complexity of Policy Iteration.,"Bruno Scherrer,"
44,Online Learning of Nonparametric Mixture Models via Sequential Variational Approximation.,"Dahua Lin,"
45,Online Robust PCA via Stochastic Optimization.,"Jiashi Feng,Huan Xu,Shuicheng Yan,"
46,Least Informative Dimensions.,"Fabian H. Sinz,Anna Stockl,Jan Grewe,Jan Benda,"
47,A Scalable Approach to Probabilistic Latent Space Inference of Large-Scale Networks.,"Junming Yin,Qirong Ho,Eric P. Xing,"
48,Understanding variable importances in forests of randomized trees.,"Gilles Louppe,Louis Wehenkel,Antonio Sutera,Pierre Geurts,"
49,Correlated random features for fast semi-supervised learning.,"Brian McWilliams,David Balduzzi,Joachim M. Buhmann,"
50,Dynamic Clustering via Asymptotics of the Dependent Dirichlet Process Mixture.,"Trevor Campbell,Miao Liu,Brian Kulis,Jonathan P. How,Lawrence Carin,"
51,Better Approximation and Faster Algorithm Using the Proximal Average.,"Yaoliang Yu,"
52,Rapid Distance-Based Outlier Detection via Sampling.,"Mahito Sugiyama,Karsten M. Borgwardt,"
53,Regularized M-estimators with nonconvexity: Statistical and algorithmic theory for local optima.,"Po-Ling Loh,Martin J. Wainwright,"
54,Non-Linear Domain Adaptation with Boosting.,"Carlos J. Becker,C. Mario Christoudias,Pascal Fua,"
55,Mid-level Visual Element Discovery as Discriminative Mode Seeking.,"Carl Doersch,Abhinav Gupta,Alexei A. Efros,"
56,q-OCSVM: A q-Quantile Estimator for High-Dimensional Distributions.,"Assaf Glazer,Michael Lindenbaum,Shaul Markovitch,"
57,Auditing: Active Learning with Outcome-Dependent Query Costs.,"Sivan Sabato,Anand D. Sarwate,Nati Srebro,"
58,A message-passing algorithm for multi-agent trajectory planning.,"José Bento,Nate Derbinsky,Javier Alonso-Mora,Jonathan S. Yedidia,"
59,Learning Stochastic Feedforward Neural Networks.,"Yichuan Tang,Ruslan Salakhutdinov,"
60,Inferring neural population dynamics from multiple partial recordings of the same neural circuit.,"Srinivas C. Turaga,Lars Buesing,Adam M. Packer,Henry Dalgleish,Noah Pettit,Michael Häusser,Jakob H. Macke,"
61,Multi-Prediction Deep Boltzmann Machines.,"Ian J. Goodfellow,Mehdi Mirza,Aaron C. Courville,Yoshua Bengio,"
62,"Higher Order Priors for Joint Intrinsic Image, Objects, and Attributes Estimation.","Vibhav Vineet,Carsten Rother,Philip H. S. Torr,"
63,Blind Calibration in Compressed Sensing using Message Passing Algorithms.,"Christophe Schülke,Francesco Caltagirone,Florent Krzakala,Lenka Zdeborová,"
64,Learning Trajectory Preferences for Manipulators via Iterative Improvement.,"Ashesh Jain,Brian Wojcik,Thorsten Joachims,Ashutosh Saxena,"
65,Large Scale Distributed Sparse Precision Estimation.,"Huahua Wang,Arindam Banerjee,Cho-Jui Hsieh,Pradeep Ravikumar,Inderjit S. Dhillon,"
66,Neural representation of action sequences: how far can a simple snippet-matching model take us?,"Cheston Tan,Jedediah M. Singer,Thomas Serre,David Sheinberg,Tomaso A. Poggio,"
67,On Algorithms for Sparse Multi-factor NMF.,"Siwei Lyu,Xin Wang,"
68,Dirty Statistical Models.,"Eunho Yang,Pradeep Ravikumar,"
69,Parallel Sampling of DP Mixture Models using Sub-Cluster Splits.,"Jason Chang,John W. Fisher III,"
70,Trading Computation for Communication: Distributed Stochastic Dual Coordinate Ascent.,"Tianbao Yang,"
71,Prior-free and prior-dependent regret bounds for Thompson Sampling.,"Sébastien Bubeck,Che-Yu Liu,"
72,Structured Learning via Logistic Regression.,"Justin Domke,"
73,Which Space Partitioning Tree to Use for Search?,"Parikshit Ram,Alexander G. Gray,"
74,Projecting Ising Model Parameters for Fast Mixing.,"Justin Domke,Xianghang Liu,"
75,Mixed Optimization for Smooth Functions.,"Mehrdad Mahdavi,Lijun Zhang,Rong Jin,"
76,Conditional Random Fields via Univariate Exponential Families.,"Eunho Yang,Pradeep Ravikumar,Genevera I. Allen,Zhandong Liu,"
77,Stochastic blockmodel approximation of a graphon: Theory and consistent estimation.,"Edoardo M. Airoldi,Thiago B. Costa,Stanley H. Chan,"
78,Reinforcement Learning in Robust Markov Decision Processes.,"Shiau Hong Lim,Huan Xu,Shie Mannor,"
79,On the Linear Convergence of the Proximal Gradient Method for Trace Norm Regularization.,"Ke Hou,Zirui Zhou,Anthony Man-Cho So,Zhi-Quan Luo,"
80,Recurrent networks of coupled Winner-Take-All oscillators for solving constraint satisfaction problems.,"Hesham Mostafa,Lorenz K. Müller,Giacomo Indiveri,"
81,Latent Structured Active Learning.,"Wenjie Luo,Alexander G. Schwing,Raquel Urtasun,"
82,A Gang of Bandits.,"Nicolò Cesa-Bianchi,Claudio Gentile,Giovanni Zappella,"
83,Learning Feature Selection Dependencies in Multi-task Learning.,"Daniel Hernández-Lobato,José Miguel Hernández-Lobato,"
84,"B-test: A Non-parametric, Low Variance Kernel Two-sample Test.","Wojciech Zaremba,Arthur Gretton,Matthew B. Blaschko,"
85,Online PCA for Contaminated Data.,"Jiashi Feng,Huan Xu,Shie Mannor,Shuicheng Yan,"
86,Non-strongly-convex smooth stochastic approximation with convergence rate O(1/n).,"Francis R. Bach,Eric Moulines,"
87,Efficient Algorithm for Privately Releasing Smooth Queries.,"Ziteng Wang,Kai Fan,Jiaqi Zhang,Liwei Wang,"
88,Beyond Pairwise: Provably Fast Algorithms for Approximate k-Way Similarity Search.,"Anshumali Shrivastava,Ping Li,"
89,Unsupervised Spectral Learning of Finite State Transducers.,"Raphaël Bailly,Xavier Carreras,Ariadna Quattoni,"
90,Learning a Deep Compact Image Representation for Visual Tracking.,"Naiyan Wang,Dit-Yan Yeung,"
91,Learning Multi-level Sparse Representations.,"Ferran Diego Andilla,Fred A. Hamprecht,"
92,Robust Data-Driven Dynamic Programming.,"Grani Adiwena Hanasusanto,Daniel Kuhn,"
93,Low-Rank Matrix and Tensor Completion via Adaptive Sampling.,"Akshay Krishnamurthy,Aarti Singh,"
94,Probabilistic Low-Rank Matrix Completion with Adaptive Spectral Regularization Algorithms.,"Adrien Todeschini,François Caron,Marie Chavent,"
95,Distributed Exploration in Multi-Armed Bandits.,"Eshcar Hillel,Zohar Shay Karnin,Tomer Koren,Ronny Lempel,Oren Somekh,"
96,The Pareto Regret Frontier.,"Wouter M. Koolen,"
97,Direct 0-1 Loss Minimization and Margin Maximization with Boosting.,"Shaodan Zhai,Tian Xia,Ming Tan,Shaojun Wang,"
98,Regret based Robust Solutions for Uncertain Markov Decision Processes.,"Asrar Ahmed,Pradeep Varakantham,Yossiri Adulyasak,Patrick Jaillet,"
99,Speeding up Permutation Testing in Neuroimaging.,"Chris Hinrichs,Vamsi K. Ithapu,Qinyuan Sun,Sterling C. Johnson,Vikas Singh,"
100,Generalized Denoising Auto-Encoders as Generative Models.,"Yoshua Bengio,Li Yao,Guillaume Alain,Pascal Vincent,"
101,Supervised Sparse Analysis and Synthesis Operators.,"Pablo Sprechmann,Roee Litman,Tal Ben Yakar,Alexander M. Bronstein,Guillermo Sapiro,"
102,Low-rank matrix reconstruction and clustering via approximate message passing.,"Ryosuke Matsushita,Toshiyuki Tanaka,"
103,Reasoning With Neural Tensor Networks for Knowledge Base Completion.,"Richard Socher,Danqi Chen,Christopher D. Manning,Andrew Y. Ng,"
104,Zero-Shot Learning Through Cross-Modal Transfer.,"Richard Socher,Milind Ganjoo,Christopher D. Manning,Andrew Y. Ng,"
105,Estimating LASSO Risk and Noise Level.,"Mohsen Bayati,Murat A. Erdogdu,Andrea Montanari,"
106,Learning Adaptive Value of Information for Structured Prediction.,"David J. Weiss,Ben Taskar,"
107,Efficient Online Inference for Bayesian Nonparametric Relational Models.,"Dae Il Kim,Prem Gopalan,David M. Blei,Erik B. Sudderth,"
108,Approximate inference in latent Gaussian-Markov models from continuous time observations.,"Botond Cseke,Manfred Opper,Guido Sanguinetti,"
109,Linear Convergence with Condition Number Independent Access of Full Gradients.,"Lijun Zhang,Mehrdad Mahdavi,Rong Jin,"
110,"When in Doubt, SWAP: High-Dimensional Sparse Recovery from Correlated Measurements.","Divyanshu Vats,Richard G. Baraniuk,"
111,Wavelets on Graphs via Deep Learning.,"Raif M. Rustamov,Leonidas J. Guibas,"
112,Robust Spatial Filtering with Beta Divergence.,"Wojciech Samek,Duncan A. J. Blythe,Klaus-Robert Müller,Motoaki Kawanabe,"
113,Convex Relaxations for Permutation Problems.,"Fajwel Fogel,Rodolphe Jenatton,Francis R. Bach,Alexandre d'Aspremont,"
114,High-Dimensional Gaussian Process Bandits.,"Josip Djolonga,Andreas Krause,Volkan Cevher,"
115,A memory frontier for complex synapses.,"Subhaneil Lahiri,Surya Ganguli,"
116,Marginals-to-Models Reducibility.,"Tim Roughgarden,Michael J. Kearns,"
117,First-order Decomposition Trees.,"Nima Taghipour,Jesse Davis,Hendrik Blockeel,"
118,A Comparative Framework for Preconditioned Lasso Algorithms.,"Fabian L. Wauthier,Nebojsa Jojic,Michael I. Jordan,"
119,Lasso Screening Rules via Dual Polytope Projection.,"Jie Wang,Jiayu Zhou,Peter Wonka,Jieping Ye,"
120,Binary to Bushy: Bayesian Hierarchical Clustering with the Beta Coalescent.,"Yuening Hu,Jordan L. Boyd-Graber,Hal Daumé III,Z. Irene Ying,"
121,A Latent Source Model for Nonparametric Time Series Classification.,"George H. Chen,Stanislav Nikolov,Devavrat Shah,"
122,Efficient Optimization for Sparse Gaussian Process Regression.,"Yanshuai Cao,Marcus A. Brubaker,David J. Fleet,Aaron Hertzmann,"
123,Lexical and Hierarchical Topic Regression.,"Viet-An Nguyen,Jordan L. Boyd-Graber,Philip Resnik,"
124,Stochastic Convex Optimization with Multiple Objectives.,"Mehrdad Mahdavi,Tianbao Yang,Rong Jin,"
125,A Kernel Test for Three-Variable Interactions.,"Dino Sejdinovic,Arthur Gretton,Wicher Bergsma,"
126,Memoized Online Variational Inference for Dirichlet Process Mixture Models.,"Michael C. Hughes,Erik B. Sudderth,"
127,Designed Measurements for Vector Count Data.,"Liming Wang,David E. Carlson,Miguel R. D. Rodrigues,David Wilcox,A. Robert Calderbank,Lawrence Carin,"
128,Robust Transfer Principal Component Analysis with Rank Constraints.,"Yuhong Guo,"
129,Online Learning with Switching Costs and Other Adaptive Adversaries.,"Nicolò Cesa-Bianchi,Ofer Dekel,Ohad Shamir,"
130,Learning Prices for Repeated Auctions with Strategic Buyers.,"Kareem Amin,Afshin Rostamizadeh,Umar Syed,"
131,Probabilistic Principal Geodesic Analysis.,"Miaomiao Zhang,P. Thomas Fletcher,"
132,Confidence Intervals and Hypothesis Testing for High-Dimensional Statistical Models.,"Adel Javanmard,Andrea Montanari,"
133,Learning with Noisy Labels.,"Nagarajan Natarajan,Inderjit S. Dhillon,Pradeep Ravikumar,Ambuj Tewari,"
134,Tracking Time-varying Graphical Structure.,"Erich Kummerfeld,David Danks,"
135,Factorized Asymptotic Bayesian Inference for Latent Feature Models.,"Kohei Hayashi,Ryohei Fujimaki,"
136,More Effective Distributed ML via a Stale Synchronous Parallel Parameter Server.,"Qirong Ho,James Cipar,Henggang Cui,Seunghak Lee,Jin Kyu Kim,Phillip B. Gibbons,Garth A. Gibson,Gregory R. Ganger,Eric P. Xing,"
137,Bayesian Estimation of Latently-grouped Parameters in Undirected Graphical Models.,"Jie Liu,David Page,"
138,Online Learning with Costly Features and Labels.,"Navid Zolghadr,Gábor Bartók,Russell Greiner,András György,Csaba Szepesvári,"
139,Sparse nonnegative deconvolution for compressive calcium imaging: algorithms and phase transitions.,"Eftychios A. Pnevmatikakis,Liam Paninski,"
140,A Novel Two-Step Method for Cross Language Representation Learning.,"Min Xiao,Yuhong Guo,"
141,On Sampling from the Gibbs Distribution with Random Maximum A-Posteriori Perturbations.,"Tamir Hazan,Subhransu Maji,Tommi S. Jaakkola,"
142,Graphical Models for Inference with Missing Data.,"Karthika Mohan,Judea Pearl,Jin Tian,"
143,Reshaping Visual Datasets for Domain Adaptation.,"Boqing Gong,Kristen Grauman,Fei Sha,"
144,Statistical Active Learning Algorithms.,"Maria-Florina Balcan,Vitaly Feldman,"
145,Bayesian Inference and Online Experimental Design for Mapping Neural Microcircuits.,"Benjamin Shababo,Brooks Paige,Ari Pakman,Liam Paninski,"
146,Reflection methods for user-friendly submodular optimization.,"Stefanie Jegelka,Francis R. Bach,Suvrit Sra,"
147,Unsupervised Structure Learning of Stochastic And-Or Grammars.,"Kewei Tu,Maria Pavlovskaia,Song Chun Zhu,"
148,Convex Tensor Decomposition via Structured Schatten Norm Regularization.,"Ryota Tomioka,Taiji Suzuki,"
149,Stochastic Ratio Matching of RBMs for Sparse High-Dimensional Inputs.,"Yann N. Dauphin,Yoshua Bengio,"
150,Learning Chordal Markov Networks by Constraint Satisfaction.,"Jukka Corander,Tomi Janhunen,Jussi Rintanen,Henrik J. Nyman,Johan Pensar,"
151,Parametric Task Learning.,"Ichiro Takeuchi,Tatsuya Hongo,Masashi Sugiyama,Shinichi Nakajima,"
152,A Deep Architecture for Matching Short Texts.,"Zhengdong Lu,Hang Li,"
153,Computing the Stationary Distribution Locally.,"Christina E. Lee,Asuman E. Ozdaglar,Devavrat Shah,"
154,Nonparametric Multi-group Membership Model for Dynamic Networks.,"Myunghwan Kim,Jure Leskovec,"
155,Adaptive Step-Size for Policy Gradient Methods.,"Matteo Pirotta,Marcello Restelli,Luca Bascetta,"
156,Optimistic Concurrency Control for Distributed Unsupervised Learning.,"Xinghao Pan,Joseph E. Gonzalez,Stefanie Jegelka,Tamara Broderick,Michael I. Jordan,"
157,Reservoir Boosting : Between Online and Offline Ensemble Learning.,"Leonidas Lefakis,François Fleuret,"
158,Multiclass Total Variation Clustering.,"Xavier Bresson,Thomas Laurent,David Uminsky,James H. von Brecht,"
159,Approximate Inference in Continuous Determinantal Processes.,"Raja Hafiz Affandi,Emily B. Fox,Ben Taskar,"
160,Global Solver and Its Efficient Approximation for Variational Bayesian Low-rank Subspace Clustering.,"Shinichi Nakajima,Akiko Takeda,S. Derin Babacan,Masashi Sugiyama,Ichiro Takeuchi,"
161,Thompson Sampling for 1-Dimensional Exponential Family Bandits.,"Nathaniel Korda,Emilie Kaufmann,Rémi Munos,"
162,Active Learning for Probabilistic Hypotheses Using the Maximum Gibbs Error Criterion.,"Viet Cuong Nguyen,Wee Sun Lee,Nan Ye,Kian Ming Adam Chai,Hai Leong Chieu,"
163,It is all in the noise: Efficient multi-task Gaussian process inference with structured residuals.,"Barbara Rakitsch,Christoph Lippert,Karsten M. Borgwardt,Oliver Stegle,"
164,Convex Calibrated Surrogates for Low-Rank Loss Matrices with Applications to Subset Ranking Losses.,"Harish G. Ramaswamy,Shivani Agarwal,Ambuj Tewari,"
165,Inverse Density as an Inverse Problem: the Fredholm Equation Approach.,"Qichao Que,Mikhail Belkin,"
166,Robust Image Denoising with Multi-Column Deep Neural Networks.,"Forest Agostinelli,Michael R. Anderson,Honglak Lee,"
167,EDML for Learning Parameters in Directed and Undirected Graphical Models.,"Khaled S. Refaat,Arthur Choi,Adnan Darwiche,"
168,Similarity Component Analysis.,"Soravit Changpinyo,Kuan Liu,Fei Sha,"
169,Approximate Bayesian Image Interpretation using Generative Probabilistic Graphics Programs.,"Vikash K. Mansinghka,Tejas D. Kulkarni,Yura N. Perov,Joshua B. Tenenbaum,"
170,Local Privacy and Minimax Bounds: Sharp Rates for Probability Estimation.,"John C. Duchi,Martin J. Wainwright,Michael I. Jordan,"
171,Firing rate predictions in optimal balanced networks.,"David G. T. Barrett,Sophie Denève,Christian K. Machens,"
172,Manifold-based Similarity Adaptation for Label Propagation.,"Masayuki Karasuyama,Hiroshi Mamitsuka,"
173,Non-Uniform Camera Shake Removal Using a Spatially-Adaptive Sparse Penalty.,"Haichao Zhang,David P. Wipf,"
174,Near-Optimal Entrywise Sampling for Data Matrices.,"Dimitris Achlioptas,Zohar Shay Karnin,Edo Liberty,"
175,Learning to Prune in Metric and Non-Metric Spaces.,"Leonid Boytsov,Bilegsaikhan Naidan,"
176,Online learning in episodic Markovian decision processes by relative entropy policy search.,"Alexander Zimin,Gergely Neu,"
177,Optimistic policy iteration and natural actor-critic: A unifying view and a non-optimality result.,"Paul Wagner,"
178,Bayesian Hierarchical Community Discovery.,"Charles Blundell,Yee Whye Teh,"
179,From Bandits to Experts: A Tale of Domination and Independence.,"Noga Alon,Nicolò Cesa-Bianchi,Claudio Gentile,Yishay Mansour,"
180,Predictive PAC Learning and Process Decompositions.,"Cosma Rohilla Shalizi,Aryeh Kontorovich,"
181,Pass-efficient unsupervised feature selection.,"Crystal Maung,Haim Schweitzer,"
182,Simultaneous Rectification and Alignment via Robust Recovery of Low-rank Tensors.,"Xiaoqin Zhang,Di Wang,Zhengyuan Zhou,Yi Ma,"
183,Bayesian Mixture Modelling and Inference based Thompson Sampling in Monte-Carlo Tree Search.,"Aijun Bai,Feng Wu,Xiaoping Chen,"
184,Solving inverse problem of Markov chain with partial observations.,"Tetsuro Morimura,Takayuki Osogami,Tsuyoshi Idé,"
185,Locally Adaptive Bayesian Multivariate Time Series.,"Daniele Durante,Bruno Scarpa,David B. Dunson,"
186,Mapping paradigm ontologies to and from the brain.,"Yannick Schwartz,Bertrand Thirion,Gaël Varoquaux,"
187,Noise-Enhanced Associative Memories.,"Amin Karbasi,Amir Hesam Salavati,Amin Shokrollahi,Lav R. Varshney,"
188,Exact and Stable Recovery of Pairwise Interaction Tensors.,"Shouyuan Chen,Michael R. Lyu,Irwin King,Zenglin Xu,"
189,Bayesian entropy estimation for binary spike train data using parametric prior knowledge.,"Evan Archer,Il Memming Park,Jonathan W. Pillow,"
190,Perfect Associative Learning with Spike-Timing-Dependent Plasticity.,"Christian Albers,Maren Westkott,Klaus Pawelzik,"
191,On Poisson Graphical Models.,"Eunho Yang,Pradeep Ravikumar,Genevera I. Allen,Zhandong Liu,"
192,Streaming Variational Bayes.,"Tamara Broderick,Nicholas Boyd,Andre Wibisono,Ashia C. Wilson,Michael I. Jordan,"
193,Gaussian Process Conditional Copulas with Applications to Financial Time Series.,"José Miguel Hernández-Lobato,James Robert Lloyd,Daniel Hernández-Lobato,"
194,Extracting regions of interest from biological images with convolutional sparse block coding.,"Marius Pachitariu,Adam M. Packer,Noah Pettit,Henry Dalgleish,Michael Häusser,Maneesh Sahani,"
195,Approximate Dynamic Programming Finally Performs Well in the Game of Tetris.,"Victor Gabillon,Mohammad Ghavamzadeh,Bruno Scherrer,"
196,"Third-Order Edge Statistics: Contour Continuation, Curvature, and Cortical Connections.","Matthew Lawlor,Steven W. Zucker,"
197,DESPOT: Online POMDP Planning with Regularization.,"Adhiraj Somani,Nan Ye,David Hsu,Wee Sun Lee,"
198,Matrix Completion From any Given Set of Observations.,"Troy Lee,Adi Shraibman,"
199,Regression-tree Tuning in a Streaming Setting.,"Samory Kpotufe,Francesco Orabona,"
200,Multiscale Dictionary Learning for Estimating Conditional Distributions.,"Francesca Petralia,Joshua T. Vogelstein,David B. Dunson,"
201,Dimension-Free Exponentiated Gradient.,"Francesco Orabona,"
202,Stochastic Optimization of PCA with Capped MSG.,"Raman Arora,Andrew Cotter,Nati Srebro,"
203,On Flat versus Hierarchical Classification in Large-Scale Taxonomies.,"Rohit Babbar,Ioannis Partalas,Éric Gaussier,Massih-Reza Amini,"
204,Learning Gaussian Graphical Models with Observed or Latent FVSs.,"Ying Liu,Alan S. Willsky,"
205,Visual Concept Learning: Combining Machine Vision and Bayesian Generalization on Concept Hierarchies.,"Yangqing Jia,Joshua T. Abbott,Joseph L. Austerweil,Thomas L. Griffiths,Trevor Darrell,"
206,Robust Bloom Filters for Large MultiLabel Classification Tasks.,"Moustapha Cissé,Nicolas Usunier,Thierry Artières,Patrick Gallinari,"
207,Solving the multi-way matching problem by permutation synchronization.,"Deepti Pachauri,Risi Kondor,Vikas Singh,"
208,Generalizing Analytic Shrinkage for Arbitrary Covariance Structures.,"Daniel Bartz,Klaus-Robert Müller,"
209,Top-Down Regularization of Deep Belief Networks.,"Hanlin Goh,Nicolas Thome,Matthieu Cord,Joo-Hwee Lim,"
210,Learning Efficient Random Maximum A-Posteriori Predictors with Non-Decomposable Loss Functions.,"Tamir Hazan,Subhransu Maji,Joseph Keshet,Tommi S. Jaakkola,"
211,Heterogeneous-Neighborhood-based Multi-Task Local Learning Algorithms.,"Yu Zhang,"
212,Machine Teaching for Bayesian Learners in the Exponential Family.,"Xiaojin Zhu,"
213,Scoring Workers in Crowdsourcing: How Many Control Questions are Enough?,"Qiang Liu,Alexander T. Ihler,Mark Steyvers,"
214,Action from Still Image Dataset and Inverse Optimal Control to Learn Task Specific Visual Scanpaths.,"Stefan Mathe,Cristian Sminchisescu,"
215,A Determinantal Point Process Latent Variable Model for Inhibition in Neural Spiking Data.,"Jasper Snoek,Richard S. Zemel,Ryan Prescott Adams,"
216,Robust Sparse Principal Component Regression under the High Dimensional Elliptical Model.,"Fang Han,Han Liu,"
217,Global MAP-Optimality by Shrinking the Combinatorial Search Area with Convex Relaxation.,"Bogdan Savchynskyy,Jörg Hendrik Kappes,Paul Swoboda,Christoph Schnörr,"
218,Near-optimal Anomaly Detection in Graphs using Lovasz Extended Scan Statistic.,"James Sharpnack,Akshay Krishnamurthy,Aarti Singh,"
219,Demixing odors - fast inference in olfaction.,"Agnieszka Grabska-Barwinska,Jeffrey M. Beck,Alexandre Pouget,Peter E. Latham,"
220,Learning Multiple Models via Regularized Weighting.,"Daniel Vainsencher,Shie Mannor,Huan Xu,"
221,When are Overcomplete Topic Models Identifiable? Uniqueness of Tensor Tucker Decompositions with Structured Sparsity.,"Anima Anandkumar,Daniel J. Hsu,Majid Janzamin,Sham M. Kakade,"
222,Distributed k-means and k-median clustering on general communication topologies.,"Maria-Florina Balcan,Steven Ehrlich,Yingyu Liang,"
223,Multi-Task Bayesian Optimization.,"Kevin Swersky,Jasper Snoek,Ryan Prescott Adams,"
224,Online Learning of Dynamic Parameters in Social Networks.,"Shahin Shahrampour,Alexander Rakhlin,Ali Jadbabaie,"
225,A Graphical Transformation for Belief Propagation: Maximum Weight Matchings and Odd-Sized Cycles.,"Jinwoo Shin,Andrew E. Gelfand,Michael Chertkov,"
226,Learning with Invariance via Linear Functionals on Reproducing Kernel Hilbert Space.,"Xinhua Zhang,Wee Sun Lee,Yee Whye Teh,"
227,Approximate Gaussian process inference for the drift function in stochastic differential equations.,"Andreas Ruttor,Philipp Batz,Manfred Opper,"
228,Distributed Submodular Maximization: Identifying Representative Elements in Massive Data.,"Baharan Mirzasoleiman,Amin Karbasi,Rik Sarkar,Andreas Krause,"
229,Adaptive Market Making via Online Learning.,"Jacob D. Abernethy,Satyen Kale,"
230,On the Sample Complexity of Subspace Learning.,"Alessandro Rudi,Guillermo D. Cañas,Lorenzo Rosasco,"
