,0,1
48,Learning multiple visual domains with residual adapters.,"Sylvestre-Alvise Rebuffi,Hakan Bilen,Andrea Vedaldi,"
49,"Dykstra's Algorithm, ADMM, and Coordinate Descent: Connections, Insights, and Extensions.","Ryan J. Tibshirani,"
50,Learning Spherical Convolution for Fast Features from 360° Imagery.,"Yu-Chuan Su,Kristen Grauman,"
51,MarrNet: 3D Shape Reconstruction via 2.5D Sketches.,"Jiajun Wu,Yifan Wang,Tianfan Xue,Xingyuan Sun,Bill Freeman,Josh Tenenbaum,"
52,Multimodal Learning and Reasoning for Visual Question Answering.,"Ilija Ilievski,Jiashi Feng,"
53,Adversarial Surrogate Losses for Ordinal Regression.,"Rizal Fathony,Mohammad Ali Bashiri,Brian D. Ziebart,"
54,Hypothesis Transfer Learning via Transformation Functions.,"Simon S. Du,Jayanth Koushik,Aarti Singh,Barnabás Póczos,"
55,Controllable Invariance through Adversarial Feature Learning.,"Qizhe Xie,Zihang Dai,Yulun Du,Eduard H. Hovy,Graham Neubig,"
56,Convergence Analysis of Two-layer Neural Networks with ReLU Activation.,"Yuanzhi Li,Yang Yuan,"
57,Doubly Accelerated Stochastic Variance Reduced Dual Averaging Method for Regularized Empirical Risk Minimization.,"Tomoya Murata,Taiji Suzuki,"
58,Langevin Dynamics with Continuous Tempering for Training Deep Neural Networks.,"Nanyang Ye,Zhanxing Zhu,Rafal Mantiuk,"
59,Efficient Online Linear Optimization with Approximation Algorithms.,"Dan Garber,"
60,Geometric Descent Method for Convex Composite Minimization.,"Shixiang Chen,Shiqian Ma,Wei Liu,"
61,Diffusion Approximations for Online Principal Component Estimation and Global Convergence.,"Chris Junchi Li,Mengdi Wang,Tong Zhang,"
62,Avoiding Discrimination through Causal Reasoning.,"Niki Kilbertus,Mateo Rojas-Carulla,Giambattista Parascandolo,Moritz Hardt,Dominik Janzing,Bernhard Schölkopf,"
63,Nonparametric Online Regression while Learning the Metric.,"Ilja Kuzborskij,Nicolò Cesa-Bianchi,"
64,Recycling Privileged Learning and Distribution Matching for Fairness.,"Novi Quadrianto,Viktoriia Sharmanska,"
65,Safe and Nested Subgame Solving for Imperfect-Information Games.,"Noam Brown,Tuomas Sandholm,"
66,Unsupervised Image-to-Image Translation Networks.,"Ming-Yu Liu,Thomas Breuel,Jan Kautz,"
67,Coded Distributed Computing for Inverse Problems.,"Yaoqing Yang,Pulkit Grover,Soummya Kar,"
68,A Screening Rule for l1-Regularized Ising Model Estimation.,"Zhaobin Kuang,Sinong Geng,David Page,"
69,Improved Dynamic Regret for Non-degenerate Functions.,"Lijun Zhang,Tianbao Yang,Jinfeng Yi,Jing Rong,Zhi-Hua Zhou,"
70,Learning Efficient Object Detection Models with Knowledge Distillation.,"Guobin Chen,Wongun Choi,Xiang Yu,Tony X. Han,Manmohan Chandraker,"
71,One-Sided Unsupervised Domain Mapping.,"Sagie Benaim,Lior Wolf,"
72,Deep Mean-Shift Priors for Image Restoration.,"Siavash Arjomand Bigdeli,Matthias Zwicker,Paolo Favaro,Meiguang Jin,"
73,Greedy Algorithms for Cone Constrained Optimization with Convergence Guarantees.,"Francesco Locatello,Michael Tschannen,Gunnar Rätsch,Martin Jaggi,"
74,A New Theory for Matrix Completion.,"Guangcan Liu,Qingshan Liu,Xiaotong Yuan,"
75,Robust Hypothesis Test for Nonlinear Effect with Gaussian Processes.,"Jeremiah Z. Liu,Brent A. Coull,"
76,Lower bounds on the robustness to adversarial perturbations.,"Jonathan Peck,Joris Roels,Bart Goossens,Yvan Saeys,"
77,Minimizing a Submodular Function from Samples.,"Eric Balkanski,Yaron Singer,"
78,Introspective Classification with Convolutional Nets.,"Long Jin,Justin Lazarow,Zhuowen Tu,"
79,Label Distribution Learning Forests.,"Wei Shen,Kai Zhao,Yilu Guo,Alan L. Yuille,"
80,Unsupervised learning of object frames by dense equivariant image labelling.,"James Thewlis,Hakan Bilen,Andrea Vedaldi,"
81,Compression-aware Training of Deep Networks.,"Jose M. Alvarez,Mathieu Salzmann,"
82,Multiscale Semi-Markov Dynamics for Intracortical Brain-Computer Interfaces.,"Daniel Milstein,Jason Pacheco,Leigh J. Hochberg,John D. Simeral,Beata Jarosiewicz,Erik B. Sudderth,"
83,PredRNN: Recurrent Neural Networks for Predictive Learning using Spatiotemporal LSTMs.,"Yunbo Wang,Mingsheng Long,Jianmin Wang,Zhifeng Gao,Philip S. Yu,"
84,Detrended Partial Cross Correlation for Brain Connectivity Analysis.,"Jaime S. Ide,Fabio Augusto Cappabianco,Fábio Augusto Faria,Chiang-shan R. Li,"
85,Contrastive Learning for Image Captioning.,"Bo Dai,Dahua Lin,"
86,Safe Model-based Reinforcement Learning with Stability Guarantees.,"Felix Berkenkamp,Matteo Turchetta,Angela P. Schoellig,Andreas Krause,"
87,Online multiclass boosting.,"Young Hun Jung,Jack Goetz,Ambuj Tewari,"
88,Matching on Balanced Nonlinear Representations for Treatment Effects Estimation.,"Sheng Li,Yun Fu,"
89,Learning Overcomplete HMMs.,"Vatsal Sharan,Sham M. Kakade,Percy Liang,Gregory Valiant,"
90,GP CaKe: Effective brain connectivity with causal kernels.,"Luca Ambrogioni,Max Hinne,Marcel van Gerven,Eric Maris,"
91,"Decoupling ""when to update"" from ""how to update"".","Eran Malach,Shai Shalev-Shwartz,"
92,Self-Normalizing Neural Networks.,"Günter Klambauer,Thomas Unterthiner,Andreas Mayr,Sepp Hochreiter,"
93,Learning to Pivot with Adversarial Networks.,"Gilles Louppe,Michael Kagan,Kyle Cranmer,"
94,SchNet: A continuous-filter convolutional neural network for modeling quantum interactions.,"Kristof Schütt,Pieter-Jan Kindermans,Huziel Enoc Sauceda Felix,Stefan Chmiela,Alexandre Tkatchenko,Klaus-Robert Müller,"
95,Active Bias: Training More Accurate Neural Networks by Emphasizing High Variance Samples.,"Haw-Shiuan Chang,Erik G. Learned-Miller,Andrew McCallum,"
96,Differentiable Learning of Submodular Functions.,"Josip Djolonga,Andreas Krause,"
97,Inductive Representation Learning on Large Graphs.,"William L. Hamilton,Zhitao Ying,Jure Leskovec,"
98,Subset Selection and Summarization in Sequential Data.,"Ehsan Elhamifar,M. Clara De Paolis Kaluza,"
99,Question Asking as Program Generation.,"Anselm Rothe,Brenden M. Lake,Todd M. Gureckis,"
100,Revisiting Perceptron: Efficient and Label-Optimal Learning of Halfspaces.,"Songbai Yan,Chicheng Zhang,"
101,Gradient Descent Can Take Exponential Time to Escape Saddle Points.,"Simon S. Du,Chi Jin,Jason D. Lee,Michael I. Jordan,Aarti Singh,Barnabás Póczos,"
102,Union of Intersections (UoI) for Interpretable Data Driven Discovery and Prediction.,"Kristofer E. Bouchard,Alejandro F. Bujan,Farbod Roosta-Khorasani,Shashanka Ubaru,Prabhat,Antoine Snijders,Jian-Hua Mao,Edward F. Chang,Michael W. Mahoney,Sharmodeep Bhattacharyya,"
103,One-Shot Imitation Learning.,"Yan Duan,Marcin Andrychowicz,Bradly C. Stadie,Jonathan Ho,Jonas Schneider,Ilya Sutskever,Pieter Abbeel,Wojciech Zaremba,"
104,Learning the Morphology of Brain Signals Using Alpha-Stable Convolutional Sparse Coding.,"Mainak Jas,Tom Dupré la Tour,Umut Simsekli,Alexandre Gramfort,"
105,Integration Methods and Optimization Algorithms.,"Damien Scieur,Vincent Roulet,Francis R. Bach,Alexandre d'Aspremont,"
106,"Sharpness, Restart and Acceleration.","Vincent Roulet,Alexandre d'Aspremont,"
107,Learning Koopman Invariant Subspaces for Dynamic Mode Decomposition.,"Naoya Takeishi,Yoshinobu Kawahara,Takehisa Yairi,"
108,Soft-to-Hard Vector Quantization for End-to-End Learning Compressible Representations.,"Eirikur Agustsson,Fabian Mentzer,Michael Tschannen,Lukas Cavigelli,Radu Timofte,Luca Benini,Luc Van Gool,"
109,Learning spatiotemporal piecewise-geodesic trajectories from longitudinal manifold-valued data.,"Stéphanie Allassonnière,Juliette Chevallier,Stephane Oudard,"
110,Improving Regret Bounds for Combinatorial Semi-Bandits with Probabilistically Triggered Arms and Its Applications.,"Qinshi Wang,Wei Chen,"
111,Predictive-State Decoders: Encoding the Future into Recurrent Networks.,"Arun Venkatraman,Nicholas Rhinehart,Wen Sun,Lerrel Pinto,Martial Hebert,Byron Boots,Kris M. Kitani,James Andrew Bagnell,"
112,Optimistic posterior sampling for reinforcement learning: worst-case regret bounds.,"Shipra Agrawal,Randy Jia,"
113,Mean teachers are better role models: Weight-averaged consistency targets improve semi-supervised deep learning results.,"Antti Tarvainen,Harri Valpola,"
114,Matching neural paths: transfer from recognition to correspondence search.,"Nikolay Savinov,Lubor Ladicky,Marc Pollefeys,"
115,Linearly constrained Gaussian processes.,"Carl Jidling,Niklas Wahlström,Adrian Wills,Thomas B. Schön,"
116,Fixed-Rank Approximation of a Positive-Semidefinite Matrix from Streaming Data.,"Joel A. Tropp,Alp Yurtsever,Madeleine Udell,Volkan Cevher,"
117,Multi-Modal Imitation Learning from Unstructured Demonstrations using Generative Adversarial Nets.,"Karol Hausman,Yevgen Chebotar,Stefan Schaal,Gaurav S. Sukhatme,Joseph J. Lim,"
118,Learning to Inpaint for Image Compression.,"Mohammad Haris Baig,Vladlen Koltun,Lorenzo Torresani,"
119,Adaptive Bayesian Sampling with Monte Carlo EM.,"Anirban Roychowdhury,Srinivasan Parthasarathy,"
120,ADMM without a Fixed Penalty Parameter: Faster Convergence with New Adaptive Penalization.,"Yi Xu,Mingrui Liu,Qihang Lin,Tianbao Yang,"
121,Shape and Material from Sound.,"Zhoutong Zhang,Qiujia Li,Zhengjia Huang,Jiajun Wu,Josh Tenenbaum,Bill Freeman,"
122,Flexible statistical inference for mechanistic models of neural dynamics.,"Jan-Matthis Lueckmann,Pedro J. Gonçalves,Giacomo Bassetto,Kaan Öcal,Marcel Nonnenmacher,Jakob H. Macke,"
123,Online Prediction with Selfish Experts.,"Tim Roughgarden,Okke Schrijvers,"
124,Tensor Biclustering.,"Soheil Feizi,Hamid Javadi,David Tse,"
125,DPSCREEN: Dynamic Personalized Screening.,"Kartik Ahuja,William R. Zame,Mihaela van der Schaar,"
126,Learning Unknown Markov Decision Processes: A Thompson Sampling Approach.,"Yi Ouyang,Mukul Gagrani,Ashutosh Nayyar,Rahul Jain,"
127,Testing and Learning on Distributions with Symmetric Noise Invariance.,"Ho Chung Leon Law,Christopher Yau,Dino Sejdinovic,"
128,A Dirichlet Mixture Model of Hawkes Processes for Event Sequence Clustering.,"Hongteng Xu,Hongyuan Zha,"
129,Deanonymization in the Bitcoin P2P Network.,"Giulia C. Fanti,Pramod Viswanath,"
130,Accelerated consensus via Min-Sum Splitting.,"Patrick Rebeschini,Sekhar C. Tatikonda,"
131,Generalized Linear Model Regression under Distance-to-set Penalties.,"Jason Xu,Eric C. Chi,Kenneth Lange,"
132,Adaptive stimulus selection for optimizing neural population responses.,"Benjamin R. Cowley,Ryan C. Williamson,Katerina Clemens,Matthew A. Smith,Byron M. Yu,"
133,Nonbacktracking Bounds on the Influence in Independent Cascade Models.,"Emmanuel Abbe,Sanjeev R. Kulkarni,Eun Jee Lee,"
134,Learning with Feature Evolvable Streams.,"Bo-Jian Hou,Lijun Zhang,Zhi-Hua Zhou,"
135,Online Convex Optimization with Stochastic Constraints.,"Hao Yu,Michael J. Neely,Xiaohan Wei,"
136,Max-Margin Invariant Features from Transformed Unlabelled Data.,"Dipan K. Pal,Ashwin A. Kannan,Gautam Arakalgud,Marios Savvides,"
137,Regularized Modal Regression with Applications in Cognitive Impairment Prediction.,"Xiaoqian Wang,Hong Chen,Weidong Cai,Dinggang Shen,Heng Huang,"
138,Translation Synchronization via Truncated Least Squares.,"Xiangru Huang,Zhenxiao Liang,Chandrajit Bajaj,Qixing Huang,"
139,From which world is your graph.,"Cheng Li,Felix Ming Fai Wong,Zhenming Liu,Varun Kanade,"
140,A New Alternating Direction Method for Linear Programming.,"Sinong Wang,Ness B. Shroff,"
141,Regret Analysis for Continuous Dueling Bandit.,"Wataru Kumagai,"
142,Best Response Regression.,"Omer Ben-Porat,Moshe Tennenholtz,"
143,TernGrad: Ternary Gradients to Reduce Communication in Distributed Deep Learning.,"Wei Wen,Cong Xu,Feng Yan,Chunpeng Wu,Yandan Wang,Yiran Chen,Hai Li,"
144,Learning Affinity via Spatial Propagation Networks.,"Sifei Liu,Shalini De Mello,Jinwei Gu,Guangyu Zhong,Ming-Hsuan Yang,Jan Kautz,"
145,Linear regression without correspondence.,"Daniel J. Hsu,Kevin Shi,Xiaorui Sun,"
146,NeuralFDR: Learning Discovery Thresholds from Hypothesis Features.,"Fei Xia,Martin J. Zhang,James Y. Zou,David Tse,"
147,Cost efficient gradient boosting.,"Sven Peter,Ferran Diego,Fred A. Hamprecht,Boaz Nadler,"
148,Probabilistic Rule Realization and Selection.,"Haizi Yu,Tianxi Li,Lav R. Varshney,"
149,"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions.","Aryeh Kontorovich,Sivan Sabato,Roi Weiss,"
150,A Scale Free Algorithm for Stochastic Bandits with Bounded Kurtosis.,"Tor Lattimore,"
151,Learning Multiple Tasks with Multilinear Relationship Networks.,"Mingsheng Long,Zhangjie Cao,Jianmin Wang,Philip S. Yu,"
152,Deep Hyperalignment.,"Muhammad Yousefnezhad,Daoqiang Zhang,"
153,"Online to Offline Conversions, Universality and Adaptive Minibatch Sizes.","Kfir Y. Levy,"
154,Stochastic Optimization with Variance Reduction for Infinite Datasets with Finite Sum Structure.,"Alberto Bietti,Julien Mairal,"
155,Deep Learning with Topological Signatures.,"Christoph D. Hofer,Roland Kwitt,Marc Niethammer,Andreas Uhl,"
156,Predicting User Activity Level In Point Processes With Mass Transport Equation.,"Yichen Wang,Xiaojing Ye,Hongyuan Zha,Le Song,"
157,Submultiplicative Glivenko-Cantelli and Uniform Convergence of Revenues.,"Noga Alon,Moshe Babaioff,Yannai A. Gonczarowski,Yishay Mansour,Shay Moran,Amir Yehudayoff,"
158,Deep Dynamic Poisson Factorization Model.,"ChengYue Gong,Win-Bin Huang,"
159,Positive-Unlabeled Learning with Non-Negative Risk Estimator.,"Ryuichi Kiryo,Gang Niu,Marthinus Christoffel du Plessis,Masashi Sugiyama,"
160,Optimal Sample Complexity of M-wise Data for Top-K Ranking.,"Minje Jang,Sunghyun Kim,Changho Suh,Sewoong Oh,"
161,What-If Reasoning using Counterfactual Gaussian Processes.,"Peter Schulam,Suchi Saria,"
162,QSGD: Communication-Efficient SGD via Gradient Quantization and Encoding.,"Dan Alistarh,Demjan Grubic,Jerry Li,Ryota Tomioka,Milan Vojnovic,"
163,Convergent Block Coordinate Descent for Training Tikhonov Regularized Deep Neural Networks.,"Ziming Zhang,Matthew Brand,"
164,"Train longer, generalize better: closing the generalization gap in large batch training of neural networks.","Elad Hoffer,Itay Hubara,Daniel Soudry,"
165,Flexpoint: An Adaptive Numerical Format for Efficient Training of Deep Neural Networks.,"Urs Köster,Tristan Webb,Xin Wang,Marcel Nassar,Arjun K. Bansal,William Constable,Oguz Elibol,Stewart Hall,Luke Hornof,Amir Khosrowshahi,Carey Kloss,Ruby J. Pai,Naveen Rao,"
166,Model evidence from nonequilibrium simulations.,"Michael Habeck,"
167,Minimal Exploration in Structured Stochastic Bandits.,"Richard Combes,Stefan Magureanu,Alexandre Proutière,"
168,Learned D-AMP: Principled Neural Network based Compressive Image Recovery.,"Christopher A. Metzler,Ali Mousavi,Richard G. Baraniuk,"
169,Deliberation Networks: Sequence Generation Beyond One-Pass Decoding.,"Yingce Xia,Fei Tian,Lijun Wu,Jianxin Lin,Tao Qin,Nenghai Yu,Tie-Yan Liu,"
170,Adaptive Clustering through Semidefinite Programming.,"Martin Royer,"
171,Log-normality and Skewness of Estimated State/Action Values in Reinforcement Learning.,"Liangpeng Zhang,Ke Tang,Xin Yao,"
172,Repeated Inverse Reinforcement Learning.,"Kareem Amin,Nan Jiang,Satinder P. Singh,"
173,The Numerics of GANs.,"Lars M. Mescheder,Sebastian Nowozin,Andreas Geiger,"
174,Practical Bayesian Optimization for Model Fitting with Bayesian Adaptive Direct Search.,"Luigi Acerbi,Wei Ji,"
175,Learning Chordal Markov Networks via Branch and Bound.,"Kari Rantanen,Antti Hyttinen,Matti Järvisalo,"
176,Revenue Optimization with Approximate Bid Predictions.,"Andres Muñoz Medina,Sergei Vassilvitskii,"
177,Solving Most Systems of Random Quadratic Equations.,"Gang Wang,Georgios B. Giannakis,Yousef Saad,Jie Chen,"
178,Unsupervised Learning of Disentangled and Interpretable Representations from Sequential Data.,"Wei-Ning Hsu,Yu Zhang,James R. Glass,"
179,Lookahead Bayesian Optimization with Inequality Constraints.,"Rémi Lam,Karen Willcox,"
180,Hierarchical Methods of Moments.,"Matteo Ruffini,Guillaume Rabusseau,Borja Balle,"
181,Interpretable and Globally Optimal Prediction for Textual Grounding using Image Concepts.,"Raymond A. Yeh,Jinjun Xiong,Wen-Mei W. Hwu,Minh N. Do,Alexander G. Schwing,"
182,Revisit Fuzzy Neural Network: Demystifying Batch Normalization and ReLU with Generalized Hamming Network.,"Lixin Fan,"
183,Speeding Up Latent Variable Gaussian Graphical Model Estimation via Nonconvex Optimization.,"Pan Xu,Jian Ma,Quanquan Gu,"
184,Batch Renormalization: Towards Reducing Minibatch Dependence in Batch-Normalized Models.,"Sergey Ioffe,"
185,Generating steganographic images via adversarial training.,"Jamie Hayes,George Danezis,"
186,Near-linear time approximation algorithms for optimal transport via Sinkhorn iteration.,"Jason Altschuler,Jonathan Weed,Philippe Rigollet,"
187,PixelGAN Autoencoders.,"Alireza Makhzani,Brendan J. Frey,"
188,Consistent Multitask Learning with Nonlinear Output Relations.,"Carlo Ciliberto,Alessandro Rudi,Lorenzo Rosasco,Massimiliano Pontil,"
189,Alternating minimization for dictionary learning with random initialization.,"Niladri S. Chatterji,Peter L. Bartlett,"
190,Learning ReLUs via Gradient Descent.,"Mahdi Soltanolkotabi,"
191,Stabilizing Training of Generative Adversarial Networks through Regularization.,"Kevin Roth,Aurélien Lucchi,Sebastian Nowozin,Thomas Hofmann,"
192,Expectation Propagation with Stochastic Kinetic Model in Complex Interaction Systems.,"Le Fang,Fan Yang,Wen Dong,Tong Guan,Chunming Qiao,"
193,Data-Efficient Reinforcement Learning in Continuous State-Action Gaussian-POMDPs.,"Rowan McAllister,Carl Edward Rasmussen,"
194,Compatible Reward Inverse Reinforcement Learning.,"Alberto Maria Metelli,Matteo Pirotta,Marcello Restelli,"
195,First-Order Adaptive Sample Size Methods to Reduce Complexity of Empirical Risk Minimization.,"Aryan Mokhtari,Alejandro Ribeiro,"
196,Hiding Images in Plain Sight: Deep Steganography.,"Shumeet Baluja,"
197,Neural Program Meta-Induction.,"Jacob Devlin,Rudy Bunel,Rishabh Singh,Matthew J. Hausknecht,Pushmeet Kohli,"
198,Bayesian Dyadic Trees and Histograms for Regression.,"Stéphanie van der Pas,Veronika Rocková,"
199,A graph-theoretic approach to multitasking.,"Noga Alon,Daniel Reichman,Igor Shinkar,Tal Wagner,Sebastian Musslick,Jonathan D. Cohen,Tom Griffiths,Biswadip Dey,Kayhan Özcimder,"
200,Consistent Robust Regression.,"Kush Bhatia,Prateek Jain,Parameswaran Kamalaruban,Purushottam Kar,"
201,Natural Value Approximators: Learning when to Trust Past Estimates.,"Zhongwen Xu,Joseph Modayil,Hado van Hasselt,André Barreto,David Silver,Tom Schaul,"
202,Bandits Dueling on Partially Ordered Sets.,"Julien Audiffren,Liva Ralaivola,"
203,Elementary Symmetric Polynomials for Optimal Experimental Design.,"Zelda E. Mariet,Suvrit Sra,"
204,Emergence of Language with Multi-agent Games: Learning to Communicate with Sequences of Symbols.,"Serhii Havrylov,Ivan Titov,"
205,Training Deep Networks without Learning Rates Through Coin Betting.,"Francesco Orabona,Tatiana Tommasi,"
206,Pixels to Graphs by Associative Embedding.,"Alejandro Newell,Jia Deng,"
207,Runtime Neural Pruning.,"Ji Lin,Yongming Rao,Jiwen Lu,Jie Zhou,"
208,Eigenvalue Decay Implies Polynomial-Time Learnability for Neural Networks.,"Surbhi Goel,Adam R. Klivans,"
209,MMD GAN: Towards Deeper Understanding of Moment Matching Network.,"Chun-Liang Li,Wei-Cheng Chang,Yu Cheng,Yiming Yang,Barnabás Póczos,"
210,The Reversible Residual Network: Backpropagation Without Storing Activations.,"Aidan N. Gomez,Mengye Ren,Raquel Urtasun,Roger B. Grosse,"
211,Fast Rates for Bandit Optimization with Upper-Confidence Frank-Wolfe.,"Quentin Berthet,Vianney Perchet,"
212,Zap Q-Learning.,"Adithya M. Devraj,Sean P. Meyn,"
213,Expectation Propagation for t-Exponential Family Using q-Algebra.,"Futoshi Futami,Issei Sato,Masashi Sugiyama,"
214,Few-Shot Learning Through an Information Retrieval Lens.,"Eleni Triantafillou,Richard S. Zemel,Raquel Urtasun,"
215,Formal Guarantees on the Robustness of a Classifier against Adversarial Manipulation.,"Matthias Hein,Maksym Andriushchenko,"
216,Associative Embedding: End-to-End Learning for Joint Detection and Grouping.,"Alejandro Newell,Zhiao Huang,Jia Deng,"
217,Practical Locally Private Heavy Hitters.,"Raef Bassily,Kobbi Nissim,Uri Stemmer,Abhradeep Guha Thakurta,"
