,0,1
51,Phone Recognition with the Mean-Covariance Restricted Boltzmann Machine.,"George E. Dahl,Marc'Aurelio Ranzato,Abdel-rahman Mohamed,Geoffrey E. Hinton,"
52,Random Projection Trees Revisited.,"Aman Dhesi,Purushottam Kar,"
53,Throttling Poisson Processes.,"Uwe Dick,Peter Haider,Thomas Vanck,Michael Brückner,Tobias Scheffer,"
54,t-logistic regression.,"Nan Ding,S. V. N. Vishwanathan,"
55,Implicit Differentiation by Perturbation.,"Justin Domke,"
56,Nonparametric Bayesian Policy Priors for Reinforcement Learning.,"Finale Doshi-Velez,David Wingate,Nicholas Roy,Joshua B. Tenenbaum,"
57,Over-complete representations on recurrent neural networks can support persistent percepts.,"Shaul Druckmann,Dmitri B. Chklovskii,"
58,Distributed Dual Averaging In Networks.,"John C. Duchi,Alekh Agarwal,Martin J. Wainwright,"
59,Copula Bayesian Networks.,"Gal Elidan,"
60,Error Propagation for Approximate Policy and Value Iteration.,"Amir Massoud Farahmand,Rémi Munos,Csaba Szepesvári,"
61,PAC-Bayesian Model Selection for Reinforcement Learning.,"Mahdi Milani Fard,Joelle Pineau,"
62,A Computational Decision Theory for Interactive Assistants.,"Alan Fern,Prasad Tadepalli,"
63,Parametric Bandits: The Generalized Linear Case.,"Sarah Filippi,Olivier Cappé,Aurélien Garivier,Csaba Szepesvári,"
64,A Novel Kernel for Learning a Neuron Model from Spike Train Data.,"Nicholas Fisher,Arunava Banerjee,"
65,Extended Bayesian Information Criteria for Gaussian Graphical Models.,"Rina Foygel,Mathias Drton,"
66,Shadow Dirichlet for Restricted Probability Modeling.,"Bela A. Frigyik,Maya R. Gupta,Yihua Chen,"
67,Size Matters: Metric Visual Search Constraints from Monocular Metadata.,"Mario Fritz,Kate Saenko,Trevor Darrell,"
68,A Bayesian Framework for Figure-Ground Interpretation.,"Vicky Froyen,Jacob Feldman,Manish Singh,"
69,Attractor Dynamics with Synaptic Depression.,"C. C. Alan Fung,K. Y. Michael Wong,He Wang,Si Wu,"
70,Learning Kernels with Radiuses of Minimum Enclosing Balls.,"Kun Gai,Guangyun Chen,Changshui Zhang,"
71,Short-term memory in neuronal networks through dynamical compressed sensing.,"Surya Ganguli,Haim Sompolinsky,"
72,Implicit encoding of prior probabilities in optimal neural populations.,"Deep Ganguli,Eero P. Simoncelli,"
73,Group Sparse Coding with a Laplacian Scale Mixture Prior.,"Pierre Garrigues,Bruno A. Olshausen,"
74,Improvements to the Sequence Memoizer.,"Jan Gasthaus,Yee Whye Teh,"
75,On Herding and the Perceptron Cycling Theorem.,"Andrew Gelfand,Yutian Chen,Laurens van der Maaten,Max Welling,"
76,"Rescaling, thinning or complementing? On goodness-of-fit procedures for point process models and Generalized Linear Models.","Felipe Gerhard,Wulfram Gerstner,"
77,The Neural Costs of Optimal Control.,"Samuel Gershman,Robert Wilson,"
78,LSTD with Random Projections.,"Mohammad Ghavamzadeh,Alessandro Lazaric,Odalric-Ambrym Maillard,Rémi Munos,"
79,"Humans Learn Using Manifolds, Reluctantly.","Bryan R. Gibson,Xiaojin Zhu,Timothy T. Rogers,Chuck Kalish,Joseph Harrison,"
80,Universal Consistency of Multi-Class Support Vector Classification.,"Tobias Glasmachers,"
81,Learning Efficient Markov Networks.,"Vibhav Gogate,William Austin Webb,Pedro M. Domingos,"
82,Transduction with Matrix Completion: Three Birds with One Stone.,"Andrew B. Goldberg,Xiaojin Zhu,Ben Recht,Jun-Ming Xu,Robert D. Nowak,"
83,Near-Optimal Bayesian Active Learning with Noisy Observations.,"Daniel Golovin,Andreas Krause,Debajyoti Ray,"
84,Discriminative Clustering by Regularized Information Maximization.,"Ryan Gomes,Andreas Krause,Pietro Perona,"
85,Learning to localise sounds with spiking neural networks.,"Dan F. M. Goodman,Romain Brette,"
86,Feature Set Embedding for Incomplete Data.,"David Grangier,Iain Melvin,"
87,Active Instance Sampling via Matrix Partition.,"Yuhong Guo,"
88,Avoiding False Positive in Multi-Instance Learning.,"Yanjun Han,Qing Tao,Jue Wang,"
89,Nonparametric Density Estimation for Stochastic Optimization with an Observable State Variable.,"Lauren Hannah,Warren B. Powell,David M. Blei,"
90,Space-Variant Single-Image Blind Deconvolution for Removing Camera Shake.,"Stefan Harmeling,Michael Hirsch,Bernhard Schölkopf,"
91,Double Q-learning.,"Hado van Hasselt,"
92,A Primal-Dual Message-Passing Algorithm for Approximated Large Scale Structured Prediction.,"Tamir Hazan,Raquel Urtasun,"
93,An Inverse Power Method for Nonlinear Eigenproblems with Applications in 1-Spectral Clustering and Sparse PCA.,"Matthias Hein,Thomas Bühler,"
94,Online Learning for Latent Dirichlet Allocation.,"Matthew D. Hoffman,David M. Blei,Francis R. Bach,"
95,Latent Variable Models for Predicting File Dependencies in Large-Scale Software Development.,"Diane Hu,Laurens van der Maaten,Youngmin Cho,Lawrence K. Saul,Sorin Lerner,"
96,Predicting Execution Time of Computer Programs Using Sparse Polynomial Regression.,"Ling Huang,Jinzhu Jia,Bin Yu,Byung-Gon Chun,Petros Maniatis,Mayur Naik,"
97,Active Learning by Querying Informative and Representative Examples.,"Sheng-Jun Huang,Rong Jin,Zhi-Hua Zhou,"
98,Exact inference and learning for cumulative distribution functions on loopy graphs.,"Jim C. Huang,Nebojsa Jojic,Christopher Meek,"
99,Inter-time segment information sharing for non-homogeneous dynamic Bayesian networks.,"Dirk Husmeier,Frank Dondelinger,Sophie Lèbre,"
100,Co-regularization Based Semi-supervised Domain Adaptation.,"Hal Daumé III,Abhishek Kumar,Avishek Saha,"
101,Deciphering subsampled data: adaptive compressive sampling as a principle of brain communication.,"Guy Isley,Christopher J. Hillar,Friedrich T. Sommer,"
102,Dynamic Infinite Relational Model for Time-varying Relational Data Analysis.,"Katsuhiko Ishiguro,Tomoharu Iwata,Naonori Ueda,Joshua B. Tenenbaum,"
103,Inductive Regularized Learning of Kernel Functions.,"Prateek Jain,Brian Kulis,Inderjit S. Dhillon,"
104,Hashing Hyperplane Queries to Near Points with Applications to Large-Scale Active Learning.,"Prateek Jain,Sudheendra Vijayanarasimhan,Kristen Grauman,"
105,Guaranteed Rank Minimization via Singular Value Projection.,"Prateek Jain,Raghu Meka,Inderjit S. Dhillon,"
106,A Dirty Model for Multi-task Learning.,"Ali Jalali,Pradeep Ravikumar,Sujay Sanghavi,Chao Ruan,"
107,Lifted Inference Seen from the Other Side : The Tractable Features.,"Abhay Kumar Jha,Vibhav Gogate,Alexandra Meliou,Dan Suciu,"
108,Factorized Latent Spaces with Structured Sparsity.,"Yangqing Jia,Mathieu Salzmann,Trevor Darrell,"
109,Bayesian Action-Graph Games.,"Albert Xin Jiang,Kevin Leyton-Brown,"
110,On a Connection between Importance Sampling and the Likelihood Ratio Policy Gradient.,"Jie Tang,Pieter Abbeel,"
111,Linear Complementarity for Regularized Policy Evaluation and Improvement.,"Jeffrey Johns,Christopher Painter-Wakefield,Ronald Parr,"
112,Synergies in learning words and their referents.,"Mark Johnson,Katherine Demuth,Michael C. Frank,Bevan K. Jones,"
113,Structural epitome: a way to summarize one's visual experience.,"Nebojsa Jojic,Alessandro Perina,Vittorio Murino,"
114,Probabilistic Belief Revision with Structural Constraints.,"Peter B. Jones,Venkatesh Saligrama,Sanjoy K. Mitter,"
115,Efficient Optimization for Discriminative Latent Class Models.,"Armand Joulin,Francis R. Bach,Jean Ponce,"
116,Non-Stochastic Bandit Slate Problems.,"Satyen Kale,Lev Reyzin,Robert E. Schapire,"
117,Static Analysis of Binary Executables Using Structural SVMs.,"Nikos Karampatziakis,"
118,Using body-anchored priors for identifying actions in single images.,"Leonid Karlinsky,Michael Dinerstein,Shimon Ullman,"
119,Effects of Synaptic Weight Diffusion on Learning in Decision Making Networks.,"Kentaro Katahira,Kazuo Okanoya,Masato Okada,"
120,Learning Convolutional Feature Hierarchies for Visual Recognition.,"Koray Kavukcuoglu,Pierre Sermanet,Y-Lan Boureau,Karol Gregor,Michaël Mathieu,Yann LeCun,"
121,Accounting for network effects in neuronal responses using L1 regularized point process models.,"Ryan C. Kelly,Matthew A. Smith,Robert E. Kass,Tai Sing Lee,"
122,Variational bounds for mixed-data factor analysis.,"Mohammad Emtiyaz Khan,Benjamin M. Marlin,Guillaume Bouchard,Kevin P. Murphy,"
123,Sparse Coding for Learning Interpretable Spatio-Temporal Primitives.,"Taehwan Kim,Gregory Shakhnarovich,Raquel Urtasun,"
124,Regularized estimation of image statistics by Score Matching.,"Diederik P. Kingma,Yann LeCun,"
125,Random Conic Pursuit for Semidefinite Programming.,"Ariel Kleiner,Ali Rahimi,Michael I. Jordan,"
126,Generalized roof duality and bisubmodular functions.,"Vladimir Kolmogorov,"
127,Energy Disaggregation via Discriminative Sparse Coding.,"J. Zico Kolter,Siddharth Batra,Andrew Y. Ng,"
128,Constructing Skill Trees for Reinforcement Learning Agents from Demonstration Trajectories.,"George Dimitri Konidaris,Scott Kuindersma,Andrew G. Barto,Roderic A. Grupen,"
129,Structured Determinantal Point Processes.,"Alex Kulesza,Ben Taskar,"
130,MAP Estimation for Graphical Models by Likelihood Maximization.,"Akshat Kumar,Shlomo Zilberstein,"
131,Self-Paced Learning for Latent Variable Models.,"M. Pawan Kumar,Benjamin Packer,Daphne Koller,"
132,Efficient algorithms for learning kernels from multiple similarity matrices with general convex loss functions.,"Achintya Kundu,Vikram Tankasali,Chiranjib Bhattacharyya,Aharon Ben-Tal,"
133,Beyond Actions: Discriminative Models for Contextual Group Activities.,"Tian Lan,Yang Wang,Weilong Yang,Greg Mori,"
134,Functional Geometry Alignment and Localization of Brain Areas.,"Georg Langs,Yanmei Tie,Laura Rigolo,Alexandra J. Golby,Polina Golland,"
135,Efficient Relational Learning with Hidden Variable Detection.,"Ni Lao,Jun Zhu,Xinwang Liu,Yandong Liu,William W. Cohen,"
136,Learning to combine foveal glimpses with a third-order Boltzmann machine.,"Hugo Larochelle,Geoffrey E. Hinton,"
137,Categories and Functional Units: An Infinite Hierarchical Model for Brain Activations.,"Danial Lashkari,Ramesh Sridharan,Polina Golland,"
138,Identifying Dendritic Processing.,"Aurel A. Lazar,Yevgeniy B. Slutskiy,"
139,Tiled convolutional neural networks.,"Quoc V. Le,Jiquan Ngiam,Zhenghao Chen,Daniel Jin hao Chia,Pang Wei Koh,Andrew Y. Ng,"
140,Cross Species Expression Analysis using a Dirichlet Process Mixture Model with Latent Matchings.,"Hai-Son Le,Ziv Bar-Joseph,"
141,Evaluation of Rarity of Fingerprints in Forensics.,"Chang Su,Sargur N. Srihari,"
142,Estimating Spatial Layout of Rooms using Volumetric Reasoning about Objects and Surfaces.,"David C. Lee,Abhinav Gupta,Martial Hebert,Takeo Kanade,"
143,Adaptive Multi-Task Lasso: with Application to eQTL Detection.,"Seunghak Lee,Jun Zhu,Eric P. Xing,"
144,Practical Large-Scale Optimization for Max-norm Regularization.,"Jason D. Lee,Ben Recht,Ruslan Salakhutdinov,Nathan Srebro,Joel A. Tropp,"
145,Joint Cascade Optimization Using A Product Of Boosted Classifiers.,"Leonidas Lefakis,François Fleuret,"
146,Learning To Count Objects in Images.,"Victor S. Lempitsky,Andrew Zisserman,"
147,Optimal Web-Scale Tiering as a Flow Problem.,"Gilbert Leung,Novi Quadrianto,Alexander J. Smola,Kostas Tsioutsiouliklis,"
148,Feature Construction for Inverse Reinforcement Learning.,"Sergey Levine,Zoran Popovic,Vladlen Koltun,"
149,Convex Multiple-Instance Learning by Estimating Likelihood Ratio.,"Fuxin Li,Cristian Sminchisescu,"
150,Object Bank: A High-Level Image Representation for Scene Classification & Semantic Feature Sparsification.,"Li-Jia Li,Hao Su,Eric P. Xing,Fei-Fei Li,"
151,Individualized ROI Optimization via Maximization of Group-wise Consistency of Structural and Functional Profiles.,"Kaiming Li,Lei Guo,Carlos Faraco,Dajiang Zhu,Fan Deng,Tuo Zhang,Xi Jiang,Degang Zhang,Hanbo Chen,Xintao Hu,L. Stephen Miller,Tianming Liu,"
152,Towards Holistic Scene Understanding: Feedback Enabled Cascaded Classification Models.,"Congcong Li,Adarsh Kowdle,Ashutosh Saxena,Tsuhan Chen,"
153,b-Bit Minwise Hashing for Estimating Three-Way Similarities.,"Ping Li,Arnd Christian König,Wenhao Gui,"
154,Construction of Dependent Dirichlet Processes based on Poisson Processes.,"Dahua Lin,Eric Grimson,John W. Fisher III,"
155,Deep Coding Network.,"Yuanqing Lin,Tong Zhang,Shenghuo Zhu,Kai Yu,"
156,Moreau-Yosida Regularization for Grouped Tree Structure Learning.,"Jun Liu,Jieping Ye,"
157,Stability Approach to Regularization Selection (StARS) for High Dimensional Graphical Models.,"Han Liu,Kathryn Roeder,Larry A. Wasserman,"
158,Multivariate Dyadic Regression Trees for Sparse Learning Problems.,"Han Liu,Xi Chen,"
159,Robust Clustering as Ensembles of Affinity Relations.,"Hairong Liu,Longin Jan Latecki,Shuicheng Yan,"
160,Graph-Valued Regression.,"Han Liu,Xi Chen,John D. Lafferty,Larry A. Wasserman,"
161,Multi-Stage Dantzig Selector.,"Ji Liu,Peter Wonka,Jieping Ye,"
162,Decoding Ipsilateral Finger Movements from ECoG Signals in Humans.,"Yuzong Liu,Mohit Sharma,Charles M. Gaona,Jonathan Breshears,Jarod Roland,Zachary Freudenburg,Kilian Q. Weinberger,Eric Leuthardt,"
163,Approximate Inference by Compilation to Arithmetic Circuits.,"Daniel Lowd,Pedro M. Domingos,"
164,Block Variable Selection in Multivariate Regression and High-dimensional Causal Inference.,"Aurelie C. Lozano,Vikas Sindhwani,"
165,Functional form of motion priors in human motion perception.,"Hongjing Lu,Tungyou Lin,Alan L. F. Lee,Luminita A. Vese,Alan L. Yuille,"
166,Learning from Candidate Labeling Sets.,"Jie Luo,Francesco Orabona,"
167,Decomposing Isotonic Regression for Efficiently Solving Large Problems.,"Ronny Luss,Saharon Rosset,Moni Shahar,"
168,Getting lost in space: Large sample analysis of the resistance distance.,"Ulrike von Luxburg,Agnes Radl,Matthias Hein,"
169,Divisive Normalization: Justification and Effectiveness as Efficient Coding Transform.,"Siwei Lyu,"
170,Permutation Complexity Bound on Out-Sample Error.,"Malik Magdon-Ismail,"
171,Basis Construction from Power Series Expansions of Value Functions.,"Sridhar Mahadevan,Bo Liu,"
172,Scrambled Objects for Least-Squares Regression.,"Odalric-Ambrym Maillard,Rémi Munos,"
173,Network Flow Algorithms for Structured Sparsity.,"Julien Mairal,Rodolphe Jenatton,Guillaume Obozinski,Francis R. Bach,"
174,Sphere Embedding: An Application to Part-of-Speech Induction.,"Yariv Maron,Michael Lamar,Elie Bienenstock,"
175,Variable margin losses for classifier design.,"Hamed Masnadi-Shirazi,Nuno Vasconcelos,"
176,Why are some word orders more common than others? A uniform information density account.,"Luke Maurits,Daniel J. Navarro,Amy Perfors,"
177,Direct Loss Minimization for Structured Prediction.,"David A. McAllester,Tamir Hazan,Joseph Keshet,"
178,Gated Softmax Classification.,"Roland Memisevic,Christopher Zach,Geoffrey E. Hinton,Marc Pollefeys,"
179,A Family of Penalty Functions for Structured Sparsity.,"Charles A. Micchelli,Jean Morales,Massimiliano Pontil,"
180,Subgraph Detection Using Eigenvector L1 Norms.,"Benjamin A. Miller,Nadya T. Bliss,Patrick J. Wolfe,"
181,A VLSI Implementation of the Adaptive Exponential Integrate-and-Fire Neuron Model.,"Sebastian Millner,Andreas Grübl,Karlheinz Meier,Johannes Schemmel,Marc-Olivier Schwartz,"
182,Large-Scale Matrix Factorization with Missing Data under Additional Constraints.,"Kaushik Mitra,Sameer Sheorey,Rama Chellappa,"
183,Natural Policy Gradient Methods with Parameter-based Exploration for Control Tasks.,"Atsushi Miyamae,Yuichi Nagata,Isao Ono,Shigenobu Kobayashi,"
184,An analysis on negative curvature induced by singularity in multi-layer neural-network learning.,"Eiji Mizutani,Stuart Dreyfus,"
185,Layer-wise analysis of deep networks with Gaussian kernels.,"Grégoire Montavon,Mikio L. Braun,Klaus-Robert Müller,"
186,Probabilistic latent variable models for distinguishing between cause and effect.,"Joris M. Mooij,Oliver Stegle,Dominik Janzing,Kun Zhang,Bernhard Schölkopf,"
187,A Primal-Dual Algorithm for Group Sparse Regularization with Overlapping Groups.,"Sofia Mosci,Silvia Villa,Alessandro Verri,Lorenzo Rosasco,"
188,Epitome driven 3-D Diffusion Tensor image segmentation: on extracting specific structures.,"Kamiya Motwani,Nagesh Adluru,Chris Hinrichs,Andrew L. Alexander,Vikas Singh,"
189,Improving Human Judgments by Decontaminating Sequential Dependencies.,"Michael Mozer,Harold Pashler,Matthew H. Wilder,Robert V. Lindsey,Matt Jones,Michael Jones,"
190,A Theory of Multiclass Boosting.,"Indraneel Mukherjee,Robert E. Schapire,"
191,A biologically plausible network for the computation of orientation dominance.,"Kritika Muralidharan,Nuno Vasconcelos,"
192,Slice sampling covariance hyperparameters of latent Gaussian models.,"Iain Murray,Ryan Prescott Adams,"
193,On the Convexity of Latent Social Network Inference.,"Seth A. Myers,Jure Leskovec,"
194,Infinite Relational Modeling of Functional Connectivity in Resting State fMRI.,"Morten Mørup,Kristoffer Hougaard Madsen,Anne-Marie Dogonowski,Hartwig R. Siebner,Lars Kai Hansen,"
195,Minimum Average Cost Clustering.,"Kiyohito Nagano,Yoshinobu Kawahara,Satoru Iwata,"
196,Global Analytic Solution for Variational Bayesian Matrix Factorization.,"Shinichi Nakajima,Masashi Sugiyama,Ryota Tomioka,"
197,Random Walk Approach to Regret Minimization.,"Hariharan Narayanan,Alexander Rakhlin,"
198,Sample Complexity of Testing the Manifold Hypothesis.,"Hariharan Narayanan,Sanjoy K. Mitter,"
199,Learning the context of a category.,"Daniel J. Navarro,"
200,Online Markov Decision Processes under Bandit Feedback.,"Gergely Neu,András György,Csaba Szepesvári,András Antos,"
201,"Efficient and Robust Feature Selection via Joint ℓ2, 1-Norms Minimization.","Feiping Nie,Heng Huang,Xiao Cai,Chris H. Q. Ding,"
202,Generative Local Metric Learning for Nearest Neighbor Classification.,"Yung-Kyun Noh,Byoung-Tak Zhang,Daniel D. Lee,"
203,Approximate inference in continuous time Gaussian-Jump processes.,"Manfred Opper,Andreas Ruttor,Guido Sanguinetti,"
204,New Adaptive Algorithms for Online Classification.,"Francesco Orabona,Koby Crammer,"
205,Estimation of Renyi Entropy and Mutual Information Based on Generalized Nearest-Neighbor Graphs.,"Dávid Pál,Barnabás Póczos,Csaba Szepesvári,"
206,Gaussian sampling by local perturbations.,"George Papandreou,Alan L. Yuille,"
207,Large Margin Multi-Task Metric Learning.,"Shibin Parameswaran,Kilian Q. Weinberger,"
208,Multiparty Differential Privacy via Aggregation of Locally Trained Classifiers.,"Manas A. Pathak,Shantanu Rane,Bhiksha Raj,"
209,(RF)^2 - Random Forest Random Field.,"Nadia Payet,Sinisa Todorovic,"
210,On the Theory of Learnining with Privileged Information.,"Dmitry Pechyony,Vladimir Vapnik,"
211,Empirical Bernstein Inequalities for U-Statistics.,"Thomas Peel,Sandrine Anthoine,Liva Ralaivola,"
212,Learning Networks of Stochastic Differential Equations.,"José Bento,Morteza Ibrahimi,Andrea Montanari,"
213,Word Features for Latent Dirichlet Allocation.,"James Petterson,Alexander J. Smola,Tibério S. Caetano,Wray L. Buntine,Shravan M. Narayanamurthy,"
214,Reverse Multi-Label Learning.,"James Petterson,Tibério S. Caetano,"
215,Probabilistic Deterministic Infinite Automata.,"David Pfau,Nicholas Bartlett,Frank D. Wood,"
216,The Maximal Causes of Natural Scenes are Edge Filters.,"Gervasio Puertas,Jörg Bornschein,Jörg Lücke,"
217,A New Probabilistic Model for Rank Aggregation.,"Tao Qin,Xiubo Geng,Tie-Yan Liu,"
218,Multitask Learning without Label Correspondences.,"Novi Quadrianto,Alexander J. Smola,Tibério S. Caetano,S. V. N. Vishwanathan,James Petterson,"
219,Inferring Stimulus Selectivity from the Spatial Structure of Neural Network Dynamics.,"Kanaka Rajan,L. F. Abbott,Haim Sompolinsky,"
220,"Online Learning: Random Averages, Combinatorial Parameters, and Learnability.","Alexander Rakhlin,Karthik Sridharan,Ambuj Tewari,"
221,Evaluating neuronal codes for inference using Fisher information.,"Ralf M. Haefner,Matthias Bethge,"
222,Generating more realistic images using gated MRF's.,"Marc'Aurelio Ranzato,Volodymyr Mnih,Geoffrey E. Hinton,"
223,An Approximate Inference Approach to Temporal Optimization in Optimal Control.,"Konrad Rawlik,Marc Toussaint,Sethu Vijayakumar,"
224,MAP estimation in Binary MRFs via Bipartite Multi-cuts.,"Sashank Jakkam Reddi,Sunita Sarawagi,Sundar Vishwanathan,"
225,Hallucinations in Charles Bonnet Syndrome Induced by Homeostasis: a Deep Boltzmann Machine Model.,"David P. Reichert,Peggy Seriès,Amos J. Storkey,"
226,Link Discovery using Graph Feature Tracking.,"Emile Richard,Nicolas Baskiotis,Theodoros Evgeniou,Nicolas Vayatis,"
227,An Alternative to Low-level-Sychrony-Based Methods for Speech Detection.,"Paul Ruvolo,Javier R. Movellan,"
228,Tight Sample Complexity of Large-Margin Learning.,"Sivan Sabato,Nathan Srebro,Naftali Tishby,"
229,Boosting Classifier Cascades.,"Mohammad J. Saberian,Nuno Vasconcelos,"
230,Collaborative Filtering in a Non-Uniform World: Learning with the Weighted Trace Norm.,"Ruslan Salakhutdinov,Nathan Srebro,"
231,Implicitly Constrained Gaussian Process Regression for Monocular Non-Rigid Pose Estimation.,"Mathieu Salzmann,Raquel Urtasun,"
232,Deterministic Single-Pass Algorithm for LDA.,"Issei Sato,Kenichi Kurihara,Hiroshi Nakagawa,"
233,Active Estimation of F-Measures.,"Christoph Sawade,Niels Landwehr,Tobias Scheffer,"
234,Trading off Mistakes and Don't-Know Predictions.,"Amin Sayedi,Morteza Zadimoghaddam,Avrim Blum,"
235,Sparse Inverse Covariance Selection via Alternating Linearization Methods.,"Katya Scheinberg,Shiqian Ma,Donald Goldfarb,"
236,Spike timing-dependent plasticity as dynamic filter.,"Joscha Schmiedt,Christian Albers,Klaus Pawelzik,"
237,A novel family of non-parametric cumulative based divergences for point processes.,"Sohan Seth,Il Memming Park,Austin J. Brockmeier,Mulugeta Semework,John S. Choi,Joseph T. Francis,José Carlos Príncipe,"
238,Online Learning in The Manifold of Low-Rank Matrices.,"Uri Shalit,Daphna Weinshall,Gal Chechik,"
239,Identifying graph-structured activation patterns in networks.,"James Sharpnack,Aarti Singh,"
