,0,1
240,A rational decision making framework for inhibitory control.,"Pradeep Shenoy,Rajesh P. N. Rao,Angela J. Yu,"
241,Penalized Principal Component Regression on Graphs for Analysis of Subnetworks.,"Ali Shojaie,George Michailidis,"
242,Monte-Carlo Planning in Large POMDPs.,"David Silver,Joel Veness,"
243,Sodium entry efficiency during action potentials: A novel single-parameter family of Hodgkin-Huxley models.,"Anand Singh,Renaud Jolivet,Pierre J. Magistretti,Bruno Weber,"
244,More data means less inference: A pseudo-max approach to structured learning.,"David A. Sontag,Ofer Meshi,Tommi S. Jaakkola,Amir Globerson,"
245,Reward Design via Online Gradient Ascent.,"Jonathan Sorg,Satinder P. Singh,Richard L. Lewis,"
246,"Smoothness, Low Noise and Fast Rates.","Nathan Srebro,Karthik Sridharan,Ambuj Tewari,"
247,Efficient Minimization of Decomposable Submodular Functions.,"Peter Stobbe,Andreas Krause,"
248,Learning from Logged Implicit Exploration Data.,"Alexander L. Strehl,John Langford,Lihong Li,Sham M. Kakade,"
249,"Layered image motion with explicit occlusions, temporal consistency, and depth ordering.","Deqing Sun,Erik B. Sudderth,Michael J. Black,"
250,Improving the Asymptotic Performance of Markov Chain Monte-Carlo by Inserting Vortices.,"Yi Sun,Faustino J. Gomez,Jürgen Schmidhuber,"
251,A Reduction from Apprenticeship Learning to Classification.,"Umar Syed,Robert E. Schapire,"
252,Semi-Supervised Learning with Adversarially Missing Label Information.,"Umar Syed,Ben Taskar,"
253,Identifying Patients at Risk of Major Adverse Cardiovascular Events Using Symbolic Mismatch.,"Zeeshan Syed,John V. Guttag,"
254,Switching state space model for simultaneously estimating state transitions and nonstationary firing rates.,"Ken Takiyama,Masato Okada,"
255,Pose-Sensitive Embedding by Nonlinear NCA Regression.,"Graham W. Taylor,Rob Fergus,George Williams,Ian Spiro,Christoph Bregler,"
256,Fast Large-scale Mixture Modeling with Component-specific Data Partitions.,"Bo Thiesson,Chong Wang,"
257,Policy gradients in linearly-solvable MDPs.,"Emanuel Todorov,"
258,Phoneme Recognition with Large Hierarchical Reservoirs.,"Fabian Triefenbach,Azarakhsh Jalalvand,Benjamin Schrauwen,Jean-Pierre Martens,"
259,Exact learning curves for Gaussian process regression on large random graphs.,"Matthew Urry,Peter Sollich,"
260,Brain covariance selection: better individual functional connectivity models using population prior.,"Gaël Varoquaux,Alexandre Gramfort,Jean-Baptiste Poline,Bertrand Thirion,"
261,Fast detection of multiple change-points shared by many signals using group LARS.,"Jean-Philippe Vert,Kevin Bleakley,"
262,Optimal Bayesian Recommendation Sets and Myopically Optimal Choice Query Sets.,"Paolo Viappiani,Craig Boutilier,"
263,Worst-case bounds on the quality of max-product fixed-points.,"Meritxell Vinyals,Jesús Cerquides,Alessandro Farinelli,Juan A. Rodríguez-Aguilar,"
264,Multiple Kernel Learning and the SMO Algorithm.,"S. V. N. Vishwanathan,Zhaonan Sun,Nawanol Ampornpunt,Manik Varma,"
265,Spectral Regularization for Support Estimation.,"Ernesto De Vito,Lorenzo Rosasco,Alessandro Toigo,"
266,Unsupervised Kernel Dimension Reduction.,"Meihong Wang,Fei Sha,Michael I. Jordan,"
267,Multi-View Active Learning in the Non-Realizable Case.,"Wei Wang,Zhi-Hua Zhou,"
268,A Discriminative Latent Model of Image Region and Object Tag Correspondence.,"Yang Wang,Greg Mori,"
269,Joint Analysis of Time-Evolving Binary Matrices and Associated Documents.,"Eric Wang,Dehong Liu,Jorge G. Silva,David B. Dunson,Lawrence Carin,"
270,Heavy-Tailed Process Priors for Selective Shrinkage.,"Fabian L. Wauthier,Michael I. Jordan,"
271,Sidestepping Intractable Inference with Structured Ensemble Cascades.,"David J. Weiss,Benjamin Sapp,Ben Taskar,"
272,The Multidimensional Wisdom of Crowds.,"Peter Welinder,Steve Branson,Serge J. Belongie,Pietro Perona,"
273,Interval Estimation for Reinforcement-Learning Algorithms in Continuous-State Domains.,"Martha White,Adam M. White,"
274,Active Learning Applied to Patient-Adaptive Heartbeat Classification.,"Jenna Wiens,John V. Guttag,"
275,Probabilistic Inference and Differential Privacy.,"Oliver Williams,Frank McSherry,"
276,Copula Processes.,"Andrew Gordon Wilson,Zoubin Ghahramani,"
277,Linear readout from a neural population with partial correlation data.,"Adrien Wohrer,Ranulfo Romo,Christian K. Machens,"
278,A Log-Domain Implementation of the Diffusion Network in Very Large Scale Integration.,"Yi-Da Wu,Shi-Jie Lin,Hsin Chen,"
279,A unified model of short-range and long-range motion perception.,"Shuang Wu,Xuming He,Hongjing Lu,Alan L. Yuille,"
280,Distributionally Robust Markov Decision Processes.,"Huan Xu,Shie Mannor,"
281,Inference and communication in the game of Password.,"Yang Xu,Charles Kemp,"
282,Robust PCA via Outlier Pursuit.,"Huan Xu,Constantine Caramanis,Sujay Sanghavi,"
283,Relaxed Clipping: A Global Training Method for Robust Regression and Classification.,"Yaoliang Yu,Min Yang,Linli Xu,Martha White,Dale Schuurmans,"
284,"Feature Transitions with Saccadic Search: Size, Color, and Orientation Are Not Alike.","Stella X. Yu,"
285,Learning Multiple Tasks with a Sparse Matrix-Normal Penalty.,"Yi Zhang,Jeff G. Schneider,"
286,Lower Bounds on Rate of Convergence of Cutting Plane Methods.,"Xinhua Zhang,Ankan Saha,S. V. N. Vishwanathan,"
287,Probabilistic Multi-Task Feature Selection.,"Yu Zhang,Dit-Yan Yeung,Qian Xu,"
288,Worst-Case Linear Discriminant Analysis.,"Yu Zhang,Dit-Yan Yeung,"
289,Sufficient Conditions for Generating Group Level Sparsity in a Robust Minimax Framework.,"Hongbo Zhou,Qiang Cheng,"
290,Large Margin Learning of Upstream Scene Understanding Models.,"Jun Zhu,Li-Jia Li,Fei-Fei Li,Eric P. Xing,"
291,Parallelized Stochastic Gradient Descent.,"Martin Zinkevich,Markus Weimer,Alexander J. Smola,Lihong Li,"
