,0,1
48,A Unified Approach for Learning the Parameters of Sum-Product Networks.,"Han Zhao,Pascal Poupart,Geoffrey J. Gordon,"
49,Training and Evaluating Multimodal Word Embeddings with Large-scale Web Annotated Images.,"Junhua Mao,Jiajing Xu,Yushi Jing,Alan L. Yuille,"
50,Stochastic Online AUC Maximization.,"Yiming Ying,Longyin Wen,Siwei Lyu,"
51,The Generalized Reparameterization Gradient.,"Francisco J. R. Ruiz,Michalis K. Titsias,David M. Blei,"
52,Coupled Generative Adversarial Networks.,"Ming-Yu Liu,Oncel Tuzel,"
53,Exponential Family Embeddings.,"Maja R. Rudolph,Francisco J. R. Ruiz,Stephan Mandt,David M. Blei,"
54,Variational Information Maximization for Feature Selection.,"Shuyang Gao,Greg Ver Steeg,Aram Galstyan,"
55,Operator Variational Inference.,"Rajesh Ranganath,Dustin Tran,Jaan Altosaar,David M. Blei,"
56,Fast learning rates with heavy-tailed losses.,"Vu C. Dinh,Lam Si Tung Ho,Binh T. Nguyen,Duy M. H. Nguyen,"
57,Budgeted stream-based active learning via adaptive submodular maximization.,"Kaito Fujii,Hisashi Kashima,"
58,Learning feed-forward one-shot learners.,"Luca Bertinetto,João F. Henriques,Jack Valmadre,Philip H. S. Torr,Andrea Vedaldi,"
59,Learning User Perceived Clusters with Feature-Level Supervision.,"Ting-Yu Cheng,Guiguan Lin,Xinyang Gong,Kang-Jun Liu,Shan-Hung Wu,"
60,Robust Spectral Detection of Global Structures in the Data by Learning a Regularization.,"Pan Zhang,"
61,Residual Networks Behave Like Ensembles of Relatively Shallow Networks.,"Andreas Veit,Michael J. Wilber,Serge J. Belongie,"
62,Adversarial Multiclass Classification: A Risk Minimization Perspective.,"Rizal Fathony,Anqi Liu,Kaiser Asif,Brian D. Ziebart,"
63,Solving Random Systems of Quadratic Equations via Truncated Generalized Gradient Flow.,"Gang Wang,Georgios B. Giannakis,"
64,Coin Betting and Parameter-Free Online Learning.,"Francesco Orabona,Dávid Pál,"
65,Deep Learning without Poor Local Minima.,"Kenji Kawaguchi,"
66,Testing for Differences in Gaussian Graphical Models: Applications to Brain Connectivity.,"Eugene Belilovsky,Gaël Varoquaux,Matthew B. Blaschko,"
67,A Constant-Factor Bi-Criteria Approximation Guarantee for k-means++.,"Dennis Wei,"
68,Generating Videos with Scene Dynamics.,"Carl Vondrick,Hamed Pirsiavash,Antonio Torralba,"
69,Neurally-Guided Procedural Models: Amortized Inference for Procedural Graphics Programs using Neural Networks.,"Daniel Ritchie,Anna Thomas,Pat Hanrahan,Noah D. Goodman,"
70,A Powerful Generative Model Using Random Weights for the Deep Image Representation.,"Kun He,Yan Wang,John E. Hopcroft,"
71,Optimizing affinity-based binary hashing using auxiliary coordinates.,"Ramin Raziperchikolaei,Miguel Á. Carreira-Perpiñán,"
72,Double Thompson Sampling for Dueling Bandits.,"Huasen Wu,Xin Liu,"
73,Generating Images with Perceptual Similarity Metrics based on Deep Networks.,"Alexey Dosovitskiy,Thomas Brox,"
74,Dynamic Filter Networks.,"Xu Jia,Bert De Brabandere,Tinne Tuytelaars,Luc Van Gool,"
75,A Simple Practical Accelerated Method for Finite Sums.,"Aaron Defazio,"
76,Barzilai-Borwein Step Size for Stochastic Gradient Descent.,"Conghui Tan,Shiqian Ma,Yu-Hong Dai,Yuqiu Qian,"
77,On Graph Reconstruction via Empirical Risk Minimization: Fast Learning Rates and Scalability.,"Guillaume Papa,Aurélien Bellet,Stéphan Clémençon,"
78,Optimal spectral transportation with application to music transcription.,"Rémi Flamary,Cédric Févotte,Nicolas Courty,Valentin Emiya,"
79,Regularized Nonlinear Acceleration.,"Damien Scieur,Alexandre d'Aspremont,Francis R. Bach,"
80,SPALS: Fast Alternating Least Squares via Implicit Leverage Scores Sampling.,"Dehua Cheng,Richard Peng,Yan Liu,Ioakeim Perros,"
81,Single-Image Depth Perception in the Wild.,"Weifeng Chen,Zhao Fu,Dawei Yang,Jia Deng,"
82,Computational and Statistical Tradeoffs in Learning to Rank.,"Ashish Khetan,Sewoong Oh,"
83,Online Convex Optimization with Unconstrained Domains and Losses.,"Ashok Cutkosky,Kwabena A. Boahen,"
84,An ensemble diversity approach to supervised binary hashing.,"Miguel Á. Carreira-Perpiñán,Ramin Raziperchikolaei,"
85,Efficient Globally Convergent Stochastic Optimization for Canonical Correlation Analysis.,"Weiran Wang,Jialei Wang,Dan Garber,Nati Srebro,"
86,The Power of Adaptivity in Identifying Statistical Alternatives.,"Kevin G. Jamieson,Daniel Haas,Benjamin Recht,"
87,On Explore-Then-Commit strategies.,"Aurélien Garivier,Tor Lattimore,Emilie Kaufmann,"
88,Sublinear Time Orthogonal Tensor Decomposition.,"Zhao Song,David P. Woodruff,Huan Zhang,"
89,DECOrrelated feature space partitioning for distributed sparse regression.,"Xiangyu Wang,David B. Dunson,Chenlei Leng,"
90,Deep Alternative Neural Network: Exploring Contexts as Early as Possible for Action Recognition.,"Jinzhuo Wang,Wenmin Wang,Xiongtao Chen,Ronggang Wang,Wen Gao,"
91,Dual Learning for Machine Translation.,"Di He,Yingce Xia,Tao Qin,Liwei Wang,Nenghai Yu,Tie-Yan Liu,Wei-Ying Ma,"
92,Dialog-based Language Learning.,"Jason Weston,"
93,Joint Line Segmentation and Transcription for End-to-End Handwritten Paragraph Recognition.,"Théodore Bluche,"
94,Temporal Regularized Matrix Factorization for High-dimensional Time Series Prediction.,"Hsiang-Fu Yu,Nikhil Rao,Inderjit S. Dhillon,"
95,Active Nearest-Neighbor Learning in Metric Spaces.,"Aryeh Kontorovich,Sivan Sabato,Ruth Urner,"
96,Proximal Deep Structured Models.,"Shenlong Wang,Sanja Fidler,Raquel Urtasun,"
97,Faster Projection-free Convex Optimization over the Spectrahedron.,"Dan Garber,"
98,Bayesian Optimization with a Finite Budget: An Approximate Dynamic Programming Approach.,"Rémi Lam,Karen Willcox,David H. Wolpert,"
99,SoundNet: Learning Sound Representations from Unlabeled Video.,"Yusuf Aytar,Carl Vondrick,Antonio Torralba,"
100,Weight Normalization: A Simple Reparameterization to Accelerate Training of Deep Neural Networks.,"Tim Salimans,Diederik P. Kingma,"
101,Efficient Second Order Online Learning by Sketching.,"Haipeng Luo,Alekh Agarwal,Nicolò Cesa-Bianchi,John Langford,"
102,Dynamic Mode Decomposition with Reproducing Kernels for Koopman Spectral Analysis.,"Yoshinobu Kawahara,"
103,Distributed Flexible Nonlinear Tensor Factorization.,"Shandian Zhe,Kai Zhang,Pengyuan Wang,Kuang-chih Lee,Zenglin Xu,Yuan Qi,Zoubin Ghahramani,"
104,The Robustness of Estimator Composition.,"Pingfan Tang,Jeff M. Phillips,"
105,Efficient and Robust Spiking Neural Circuit for Navigation Inspired by Echolocating Bats.,"Bipin Rajendran,Pulkit Tandon,Yash H. Malviya,"
106,PerforatedCNNs: Acceleration through Elimination of Redundant Convolutions.,"Mikhail Figurnov,Aizhan Ibraimova,Dmitry P. Vetrov,Pushmeet Kohli,"
107,Differential Privacy without Sensitivity.,"Kentaro Minami,Hiromi Arai,Issei Sato,Hiroshi Nakagawa,"
108,Optimal Cluster Recovery in the Labeled Stochastic Block Model.,"Se-Young Yun,Alexandre Proutière,"
109,Even Faster SVD Decomposition Yet Without Agonizing Pain.,"Zeyuan Allen Zhu,Yuanzhi Li,"
110,An algorithm for L1 nearest neighbor search via monotonic embedding.,"Xinan Wang,Sanjoy Dasgupta,"
111,Gaussian Process Bandit Optimisation with Multi-fidelity Evaluations.,"Kirthevasan Kandasamy,Gautam Dasarathy,Junier B. Oliva,Jeff G. Schneider,Barnabás Póczos,"
112,Linear-Memory and Decomposition-Invariant Linearly Convergent Conditional Gradient Algorithm for Structured Polytopes.,"Dan Garber,Ofer Meshi,"
113,Efficient Nonparametric Smoothness Estimation.,"Shashank Singh,Simon S. Du,Barnabás Póczos,"
114,A Theoretically Grounded Application of Dropout in Recurrent Neural Networks.,"Yarin Gal,Zoubin Ghahramani,"
115,Fast ε-free Inference of Simulation Models with Bayesian Conditional Density Estimation.,"George Papamakarios,Iain Murray,"
116,Direct Feedback Alignment Provides Learning in Deep Neural Networks.,"Arild Nøkland,"
117,Safe and Efficient Off-Policy Reinforcement Learning.,"Rémi Munos,Tom Stepleton,Anna Harutyunyan,Marc G. Bellemare,"
118,A Multi-Batch L-BFGS Method for Machine Learning.,"Albert S. Berahas,Jorge Nocedal,Martin Takác,"
119,Semiparametric Differential Graph Models.,"Pan Xu,Quanquan Gu,"
120,Rényi Divergence Variational Inference.,"Yingzhen Li,Richard E. Turner,"
121,Doubly Convolutional Neural Networks.,"Shuangfei Zhai,Yu Cheng,Zhongfei (Mark) Zhang,Weining Lu,"
122,Density Estimation via Discrepancy Based Adaptive Sequential Partition.,"Dangna Li,Kun Yang,Wing Hung Wong,"
123,How Deep is the Feature Analysis underlying Rapid Visual Categorization?,"Sven Eberhardt,Jonah G. Cader,Thomas Serre,"
124,VIME: Variational Information Maximizing Exploration.,"Rein Houthooft,Xi Chen,Yan Duan,John Schulman,Filip De Turck,Pieter Abbeel,"
125,Generalized Correspondence-LDA Models (GC-LDA) for Identifying Functional Regions in the Brain.,"Timothy N. Rubin,Oluwasanmi Koyejo,Michael N. Jones,Tal Yarkoni,"
126,Solving Marginal MAP Problems with NP Oracles and Parity Constraints.,"Yexiang Xue,Zhiyuan Li,Stefano Ermon,Carla P. Gomes,Bart Selman,"
127,Multi-view Anomaly Detection via Robust Probabilistic Latent Variable Models.,"Tomoharu Iwata,Makoto Yamada,"
128,Proximal Stochastic Methods for Nonsmooth Nonconvex Finite-Sum Optimization.,"Sashank J. Reddi,Suvrit Sra,Barnabás Póczos,Alexander J. Smola,"
129,Variance Reduction in Stochastic Gradient Langevin Dynamics.,"Kumar Avinava Dubey,Sashank J. Reddi,Sinead A. Williamson,Barnabás Póczos,Alexander J. Smola,Eric P. Xing,"
130,Regularization With Stochastic Transformations and Perturbations for Deep Semi-Supervised Learning.,"Mehdi Sajjadi,Mehran Javanmardi,Tolga Tasdizen,"
131,Dense Associative Memory for Pattern Recognition.,"Dmitry Krotov,John J. Hopfield,"
132,Causal Bandits: Learning Good Interventions via Causal Inference.,"Finnian Lattimore,Tor Lattimore,Mark D. Reid,"
133,Refined Lower Bounds for Adversarial Bandits.,"Sébastien Gerchinovitz,Tor Lattimore,"
134,Theoretical Comparisons of Positive-Unlabeled Learning against Positive-Negative Learning.,"Gang Niu,Marthinus Christoffel du Plessis,Tomoya Sakai,Yao Ma,Masashi Sugiyama,"
135,Homotopy Smoothing for Non-Smooth Problems with Lower Complexity than O(1/\epsilon).,"Yi Xu,Yan Yan,Qihang Lin,Tianbao Yang,"
136,Finite-Sample Analysis of Fixed-k Nearest Neighbor Density Functional Estimators.,"Shashank Singh,Barnabás Póczos,"
137,A state-space model of cross-region dynamic connectivity in MEG/EEG.,"Ying Yang,Elissa Aminoff,Michael J. Tarr,Robert E. Kass,"
138,What Makes Objects Similar: A Unified Multi-Metric Learning Approach.,"Han-Jia Ye,De-Chuan Zhan,Xue-Min Si,Yuan Jiang,Zhi-Hua Zhou,"
139,Adaptive Maximization of Pointwise Submodular Functions With Budget Constraint.,"Nguyen Cuong,Huan Xu,"
140,Dueling Bandits: Beyond Condorcet Winners to General Tournament Solutions.,"Siddartha Y. Ramamohan,Arun Rajkumar,Shivani Agarwal,"
141,Local Similarity-Aware Deep Feature Embedding.,"Chen Huang,Chen Change Loy,Xiaoou Tang,"
142,A Communication-Efficient Parallel Algorithm for Decision Tree.,"Qi Meng,Guolin Ke,Taifeng Wang,Wei Chen,Qiwei Ye,Zhiming Ma,Tie-Yan Liu,"
143,Convex Two-Layer Modeling with Latent Structure.,"Vignesh Ganapathiraman,Xinhua Zhang,Yaoliang Yu,Junfeng Wen,"
144,Sampling for Bayesian Program Learning.,"Kevin Ellis,Armando Solar-Lezama,Josh Tenenbaum,"
145,Learning Kernels with Random Features.,"Aman Sinha,John C. Duchi,"
146,Optimal Tagging with Markov Chain Optimization.,"Nir Rosenfeld,Amir Globerson,"
147,Crowdsourced Clustering: Querying Edges vs Triangles.,"Ramya Korlakai Vinayak,Babak Hassibi,"
148,Mixed vine copulas as joint models of spike counts and local field potentials.,"Arno Onken,Stefano Panzeri,"
149,Achieving the KS threshold in the general stochastic block model with linearized acyclic belief propagation.,"Emmanuel Abbe,Colin Sandon,"
150,Adaptive Concentration Inequalities for Sequential Decision Problems.,"Shengjia Zhao,Enze Zhou,Ashish Sabharwal,Stefano Ermon,"
151,Nested Mini-Batch K-Means.,"James Newling,François Fleuret,"
152,Deep Learning Models of the Retinal Response to Natural Scenes.,"Lane McIntosh,Niru Maheswaranathan,Aran Nayebi,Surya Ganguli,Stephen Baccus,"
153,Preference Completion from Partial Rankings.,"Suriya Gunasekar,Oluwasanmi Koyejo,Joydeep Ghosh,"
154,Dynamic Network Surgery for Efficient DNNs.,"Yiwen Guo,Anbang Yao,Yurong Chen,"
155,Learning a Metric Embedding for Face Recognition using the Multibatch Method.,"Oren Tadmor,Tal Rosenwein,Shai Shalev-Shwartz,Yonatan Wexler,Amnon Shashua,"
156,A Pseudo-Bayesian Algorithm for Robust PCA.,"Tae-Hyun Oh,Yasuyuki Matsushita,In-So Kweon,David P. Wipf,"
157,End-to-End Kernel Learning with Supervised Convolutional Kernel Networks.,"Julien Mairal,"
158,Stochastic Variance Reduction Methods for Saddle-Point Problems.,"Balamurugan Palaniappan,Francis R. Bach,"
159,Flexible Models for Microclustering with Application to Entity Resolution.,"Brenda Betancourt,Giacomo Zanella,Jeffrey W. Miller,Hanna M. Wallach,Abbas Zaidi,Beka Steorts,"
160,Catching heuristics are optimal control policies.,"Boris Belousov,Gerhard Neumann,Constantin A. Rothkopf,Jan Peters,"
161,Bayesian optimization under mixed constraints with a slack-variable augmented Lagrangian.,"Victor Picheny,Robert B. Gramacy,Stefan M. Wild,Sébastien Le Digabel,"
162,Adaptive Neural Compilation.,"Rudy Bunel,Alban Desmaison,Pawan Kumar Mudigonda,Pushmeet Kohli,Philip H. S. Torr,"
163,Synthesis of MCMC and Belief Propagation.,"Sungsoo Ahn,Michael Chertkov,Jinwoo Shin,"
164,Learning Treewidth-Bounded Bayesian Networks with Thousands of Variables.,"Mauro Scanagatta,Giorgio Corani,Cassio P. de Campos,Marco Zaffalon,"
165,Unifying Count-Based Exploration and Intrinsic Motivation.,"Marc G. Bellemare,Sriram Srinivasan,Georg Ostrovski,Tom Schaul,David Saxton,Rémi Munos,"
166,Large Margin Discriminant Dimensionality Reduction in Prediction Space.,"Mohammad J. Saberian,José Costa Pereira,Nuno Vasconcelos,Can Xu,"
167,Stochastic Structured Prediction under Bandit Feedback.,"Artem Sokolov,Julia Kreutzer,Stefan Riezler,Christopher Lo,"
168,Simple and Efficient Weighted Minwise Hashing.,"Anshumali Shrivastava,"
169,Truncated Variance Reduction: A Unified Approach to Bayesian Optimization and Level-Set Estimation.,"Ilija Bogunovic,Jonathan Scarlett,Andreas Krause,Volkan Cevher,"
170,Structured Sparse Regression via Greedy Hard Thresholding.,"Prateek Jain,Nikhil Rao,Inderjit S. Dhillon,"
171,Understanding Probabilistic Sparse Gaussian Process Approximations.,"Matthias Bauer,Mark van der Wilk,Carl Edward Rasmussen,"
172,SEBOOST - Boosting Stochastic Learning Using Subspace Optimization Techniques.,"Elad Richardson,Rom Herskovitz,Boris Ginsburg,Michael Zibulevsky,"
173,Generating Long-term Trajectories Using Deep Hierarchical Networks.,"Stephan Zheng,Yisong Yue,Jennifer A. Hobbs,"
174,Learning Tree Structured Potential Games.,"Vikas K. Garg,Tommi S. Jaakkola,"
175,Observational-Interventional Priors for Dose-Response Learning.,"Ricardo Silva,"
176,Learning from Rational Behavior: Predicting Solutions to Unknown Linear Programs.,"Shahin Jabbari,Ryan M. Rogers,Aaron Roth,Steven Z. Wu,"
177,Identification and Overidentification of Linear Structural Equation Models.,"Bryant Chen,"
178,Adaptive Skills Adaptive Partitions (ASAP).,"Daniel J. Mankowitz,Timothy A. Mann,Shie Mannor,"
179,Multiple-Play Bandits in the Position-Based Model.,"Paul Lagrée,Claire Vernade,Olivier Cappé,"
180,Optimal Black-Box Reductions Between Optimization Objectives.,"Zeyuan Allen Zhu,Elad Hazan,"
181,On Valid Optimal Assignment Kernels and Applications to Graph Classification.,"Nils M. Kriege,Pierre-Louis Giscard,Richard C. Wilson,"
182,Robustness of classifiers: from adversarial to random noise.,"Alhussein Fawzi,Seyed-Mohsen Moosavi-Dezfooli,Pascal Frossard,"
183,A Non-convex One-Pass Framework for Generalized Factorization Machine and Rank-One Matrix Sensing.,"Ming Lin,Jieping Ye,"
184,Exploiting the Structure: Stochastic Gradient Methods Using Raw Clusters.,"Zeyuan Allen Zhu,Yang Yuan,Karthik Sridharan,"
185,Combinatorial Multi-Armed Bandit with General Reward Functions.,"Wei Chen,Wei Hu,Fu Li,Jian Li,Yu Liu,Pinyan Lu,"
186,Boosting with Abstention.,"Corinna Cortes,Giulia DeSalvo,Mehryar Mohri,"
187,Regret of Queueing Bandits.,"Subhashini Krishnasamy,Rajat Sen,Ramesh Johari,Sanjay Shakkottai,"
188,Deep Learning Games.,"Dale Schuurmans,Martin Zinkevich,"
189,Globally Optimal Training of Generalized Polynomial Neural Networks with Nonlinear Spectral Methods.,"Antoine Gautier,Quynh N. Nguyen,Matthias Hein,"
190,Perspective Transformer Nets: Learning Single-View 3D Object Reconstruction without 3D Supervision.,"Xinchen Yan,Jimei Yang,Ersin Yumer,Yijie Guo,Honglak Lee,"
191,A Credit Assignment Compiler for Joint Prediction.,"Kai-Wei Chang,He He,Stéphane Ross,Hal Daumé III,John Langford,"
192,Accelerating Stochastic Composition Optimization.,"Mengdi Wang,Ji Liu,Ethan X. Fang,"
193,Reward Augmented Maximum Likelihood for Neural Structured Prediction.,"Mohammad Norouzi,Samy Bengio,Zhifeng Chen,Navdeep Jaitly,Mike Schuster,Yonghui Wu,Dale Schuurmans,"
194,Consistent Kernel Mean Estimation for Functions of Random Variables.,"Carl-Johann Simon-Gabriel,Adam Scibior,Ilya O. Tolstikhin,Bernhard Schölkopf,"
195,Towards Unifying Hamiltonian Monte Carlo and Slice Sampling.,"Yizhe Zhang,Xiangyu Wang,Changyou Chen,Ricardo Henao,Kai Fan,Lawrence Carin,"
196,Scalable Adaptive Stochastic Optimization Using Random Projections.,"Gabriel Krummenacher,Brian McWilliams,Yannic Kilcher,Joachim M. Buhmann,Nicolai Meinshausen,"
197,Variational Inference in Mixed Probabilistic Submodular Models.,"Josip Djolonga,Sebastian Tschiatschek,Andreas Krause,"
198,Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated.,"Namrata Vaswani,Han Guo,"
199,The Multi-fidelity Multi-armed Bandit.,"Kirthevasan Kandasamy,Gautam Dasarathy,Barnabás Póczos,Jeff G. Schneider,"
200,Anchor-Free Correlated Topic Modeling: Identifiability and Algorithm.,"Kejun Huang,Xiao Fu,Nikos D. Sidiropoulos,"
201,Bootstrap Model Aggregation for Distributed Statistical Learning.,"Jun Han,Qiang Liu,"
202,A scalable end-to-end Gaussian process adapter for irregularly sampled time series classification.,"Steven Cheng-Xian Li,Benjamin M. Marlin,"
203,A Bandit Framework for Strategic Regression.,"Yang Liu,Yiling Chen,"
204,Architectural Complexity Measures of Recurrent Neural Networks.,"Saizheng Zhang,Yuhuai Wu,Tong Che,Zhouhan Lin,Roland Memisevic,Ruslan Salakhutdinov,Yoshua Bengio,"
205,Statistical Inference for Cluster Trees.,"Jisu Kim,Yen-Chi Chen,Sivaraman Balakrishnan,Alessandro Rinaldo,Larry A. Wasserman,"
206,PAC Reinforcement Learning with Rich Observations.,"Akshay Krishnamurthy,Alekh Agarwal,John Langford,"
207,Improved Deep Metric Learning with Multi-class N-pair Loss Objective.,"Kihyuk Sohn,"
208,Unsupervised Learning of Spoken Language with Visual Context.,"David F. Harwath,Antonio Torralba,James R. Glass,"
209,Low-Rank Regression with Tensor Responses.,"Guillaume Rabusseau,Hachem Kadri,"
210,PAC-Bayesian Theory Meets Bayesian Inference.,"Pascal Germain,Francis R. Bach,Alexandre Lacoste,Simon Lacoste-Julien,"
211,Data Poisoning Attacks on Factorization-Based Collaborative Filtering.,"Bo Li,Yining Wang,Aarti Singh,Yevgeniy Vorobeychik,"
212,Learned Region Sparsity and Diversity Also Predicts Visual Attention.,"Zijun Wei,Hossein Adeli,Minh Hoai,Gregory J. Zelinsky,Dimitris Samaras,"
213,End-to-End Goal-Driven Web Navigation.,"Rodrigo Nogueira,Kyunghyun Cho,"
214,Automated scalable segmentation of neurons from multispectral images.,"Uygar Sümbül,Douglas H. Roossien,Dawen Cai,Fei Chen,Nicholas Barry,John P. Cunningham,Edward S. Boyden,Liam Paninski,"
215,Privacy Odometers and Filters: Pay-as-you-Go Composition.,"Ryan M. Rogers,Salil P. Vadhan,Aaron Roth,Jonathan R. Ullman,"
216,Minimax Estimation of Maximum Mean Discrepancy with Radial Kernels.,"Ilya O. Tolstikhin,Bharath K. Sriperumbudur,Bernhard Schölkopf,"
217,Adaptive optimal training of animal behavior.,"Ji Hyun Bak,Jung Choi,Ilana Witten,Athena Akrami,Jonathan W. Pillow,"
218,Hierarchical Object Representation for Open-Ended Object Category Learning and Recognition.,"Seyed Hamidreza Kasaei,Ana Maria Tomé,Luís Seabra Lopes,"
219,Relevant sparse codes with variational information bottleneck.,"Matthew Chalk,Olivier Marre,Gasper Tkacik,"
