,0,1
12,Social-BiGAT: Multimodal Trajectory Forecasting using Bicycle-GAN and Graph Attention Networks.,"Vineet Kosaraju,Amir Sadeghian,Roberto Martín-Martín,Ian D. Reid,Hamid Rezatofighi,Silvio Savarese,"
13,FreeAnchor: Learning to Match Anchors for Visual Object Detection.,"Xiaosong Zhang,Fang Wan,Chang Liu,Rongrong Ji,Qixiang Ye,"
14,Private Hypothesis Selection.,"Mark Bun,Gautam Kamath,Thomas Steinke,Steven Z. Wu,"
15,Differentially Private Algorithms for Learning Mixtures of Separated Gaussians.,"Gautam Kamath,Or Sheffet,Vikrant Singhal,Jonathan R. Ullman,"
16,Average-Case Averages: Private Algorithms for Smooth Sensitivity and Mean Estimation.,"Mark Bun,Thomas Steinke,"
17,Multi-Resolution Weak Supervision for Sequential Data.,"Paroma Varma,Frederic Sala,Shiori Sagawa,Jason Alan Fries,Daniel Y. Fu,Saelig Khattar,Ashwini Ramamoorthy,Ke Xiao,Kayvon Fatahalian,James Priest,Christopher Ré,"
18,DeepUSPS: Deep Robust Unsupervised Saliency Prediction via Self-supervision.,"Duc Tam Nguyen,Maximilian Dax,Chaithanya Kumar Mummadi,Thi-Phuong-Nhung Ngo,Thi Hoai Phuong Nguyen,Zhongyu Lou,Thomas Brox,"
19,The Point Where Reality Meets Fantasy: Mixed Adversarial Generators for Image Splice Detection.,"Vladimir V. Kniaz,Vladimir A. Knyaz,Fabio Remondino,"
20,You Only Propagate Once: Accelerating Adversarial Training via Maximal Principle.,"Dinghuai Zhang,Tianyuan Zhang,Yiping Lu,Zhanxing Zhu,Bin Dong,"
21,Imitation Learning from Observations by Minimizing Inverse Dynamics Disagreement.,"Chao Yang,Xiaojian Ma,Wenbing Huang,Fuchun Sun,Huaping Liu,Junzhou Huang,Chuang Gan,"
22,Asymptotic Guarantees for Learning Generative Models with the Sliced-Wasserstein Distance.,"Kimia Nadjahi,Alain Durmus,Umut Simsekli,Roland Badeau,"
23,Generalized Sliced Wasserstein Distances.,"Soheil Kolouri,Kimia Nadjahi,Umut Simsekli,Roland Badeau,Gustavo K. Rohde,"
24,First Exit Time Analysis of Stochastic Gradient Descent Under Heavy-Tailed Gradient Noise.,"Thanh Huy Nguyen,Umut Simsekli,Mert Gürbüzbalaban,Gaël Richard,"
25,Blind Super-Resolution Kernel Estimation using an Internal-GAN.,"Sefi Bell-Kligler,Assaf Shocher,Michal Irani,"
26,Noise-tolerant fair classification.,"Alexandre Louis Lamy,Ziyuan Zhong,"
27,Generalization in Generative Adversarial Networks: A Novel Perspective from Privacy Protection.,"Bingzhe Wu,Shiwan Zhao,Chaochao Chen,Haoyang Xu,Li Wang,Xiaolu Zhang,Guangyu Sun,Jun Zhou,"
28,Joint-task Self-supervised Learning for Temporal Correspondence.,"Xueting Li,Sifei Liu,Shalini De Mello,Xiaolong Wang,Jan Kautz,Ming-Hsuan Yang,"
29,Provable Gradient Variance Guarantees for Black-Box Variational Inference.,"Justin Domke,"
30,Divide and Couple: Using Monte Carlo Variational Objectives for Posterior Approximation.,"Justin Domke,Daniel R. Sheldon,"
31,Experience Replay for Continual Learning.,"David Rolnick,Arun Ahuja,Jonathan Schwarz,Timothy P. Lillicrap,Gregory Wayne,"
32,Deep ReLU Networks Have Surprisingly Few Activation Patterns.,"Boris Hanin,David Rolnick,"
33,Chasing Ghosts: Instruction Following as Bayesian State Tracking.,"Peter Anderson,Ayush Shrivastava,Devi Parikh,Dhruv Batra,Stefan Lee,"
34,Block Coordinate Regularization by Denoising.,"Yu Sun,Jiaming Liu,Ulugbek Kamilov,"
35,Reducing Noise in GAN Training with Variance Reduced Extragradient.,"Tatjana Chavdarova,Gauthier Gidel,François Fleuret,Simon Lacoste-Julien,"
36,Learning Erdos-Renyi Random Graphs via Edge Detecting Queries.,"Zihan Li,Matthias Fresacher,Jonathan Scarlett,"
37,A Primal-Dual link between GANs and Autoencoders.,"Hisham Husain,Richard Nock,Robert C. Williamson,"
38,muSSP: Efficient Min-cost Flow Algorithm for Multi-object Tracking.,"Congchao Wang,Yizhi Wang,Yinxue Wang,Chiung-Ting Wu,Guoqiang Yu,"
39,Category Anchor-Guided Unsupervised Domain Adaptation for Semantic Segmentation.,"Qiming Zhang,Jing Zhang,Wei Liu,Dacheng Tao,"
40,Invert to Learn to Invert.,"Patrick Putzky,Max Welling,"
41,Equitable Stable Matchings in Quadratic Time.,"Nikolaos Tziavelis,Ioannis Giannakopoulos,Katerina Doka,Nectarios Koziris,Panagiotis Karras,"
42,Zero-Shot Semantic Segmentation.,"Maxime Bucher,Tuan-Hung Vu,Matthieu Cord,Patrick Pérez,"
43,Metric Learning for Adversarial Robustness.,"Chengzhi Mao,Ziyuan Zhong,Junfeng Yang,Carl Vondrick,Baishakhi Ray,"
44,DISN: Deep Implicit Surface Network for High-quality Single-view 3D Reconstruction.,"Qiangeng Xu,Weiyue Wang,Duygu Ceylan,Radomír Mech,Ulrich Neumann,"
45,Batched Multi-armed Bandits Problem.,"Zijun Gao,Yanjun Han,Zhimei Ren,Zhengqing Zhou,"
46,vGraph: A Generative Model for Joint Community Detection and Node Representation Learning.,"Fan-Yun Sun,Meng Qu,Jordan Hoffmann,Chin-Wei Huang,Jian Tang,"
47,Differentially Private Bayesian Linear Regression.,"Garrett Bernstein,Daniel R. Sheldon,"
48,Semantic Conditioned Dynamic Modulation for Temporal Sentence Grounding in Videos.,"Yitian Yuan,Lin Ma,Jingwen Wang,Wei Liu,Wenwu Zhu,"
49,AGEM: Solving Linear Inverse Problems via Deep Priors and Sampling.,"Bichuan Guo,Yuxing Han,Jiangtao Wen,"
50,CPM-Nets: Cross Partial Multi-View Networks.,"Changqing Zhang,Zongbo Han,Yajie Cui,Huazhu Fu,Joey Tianyi Zhou,Qinghua Hu,"
51,Learning to Predict Layout-to-image Conditional Convolutions for Semantic Image Synthesis.,"Xihui Liu,Guojun Yin,Jing Shao,Xiaogang Wang,Hongsheng Li,"
52,Staying up to Date with Online Content Changes Using Reinforcement Learning for Scheduling.,"Andrey Kolobov,Yuval Peres,Cheng Lu,Eric Joel Horvitz,"
53,SySCD: A System-Aware Parallel Coordinate Descent Algorithm.,"Nikolas Ioannou,Celestine Mendler-Dünner,Thomas P. Parnell,"
54,Importance Weighted Hierarchical Variational Inference.,"Artem Sobolev,Dmitry P. Vetrov,"
55,RSN: Randomized Subspace Newton.,"Robert M. Gower,Dmitry Kovalev,Felix Lieder,Peter Richtárik,"
56,Trust Region-Guided Proximal Policy Optimization.,"Yuhui Wang,Hao He,Xiaoyang Tan,Yaozhong Gan,"
57,Adversarial Self-Defense for Cycle-Consistent GANs.,"Dina Bashkirova,Ben Usman,Kate Saenko,"
58,Towards closing the gap between the theory and practice of SVRG.,"Othmane Sebbouh,Nidham Gazagnadou,Samy Jelassi,Francis R. Bach,Robert M. Gower,"
59,Uniform Error Bounds for Gaussian Process Regression with Application to Safe Control.,"Armin Lederer,Jonas Umlauft,Sandra Hirche,"
60,ETNet: Error Transition Network for Arbitrary Style Transfer.,"Chunjin Song,Zhijie Wu,Yang Zhou,Minglun Gong,Hui Huang,"
61,No Pressure! Addressing the Problem of Local Minima in Manifold Learning Algorithms.,"Max Vladymyrov,"
62,Deep Equilibrium Models.,"Shaojie Bai,J. Zico Kolter,Vladlen Koltun,"
63,Saccader: Improving Accuracy of Hard Attention Models for Vision.,"Gamaleldin F. Elsayed,Simon Kornblith,Quoc V. Le,"
64,Multiway clustering via tensor block models.,"Miaoyan Wang,Yuchen Zeng,"
65,Regret Minimization for Reinforcement Learning with Vectorial Feedback and Complex Objectives.,"Wang Chi Cheung,"
66,NAT: Neural Architecture Transformer for Accurate and Compact Architectures.,"Yong Guo,Yin Zheng,Mingkui Tan,Qi Chen,Jian Chen,Peilin Zhao,Junzhou Huang,"
67,Selecting Optimal Decisions via Distributionally Robust Nearest-Neighbor Regression.,"Ruidi Chen,Ioannis Ch. Paschalidis,"
68,Network Pruning via Transformable Architecture Search.,"Xuanyi Dong,Yi Yang,"
69,Differentiable Cloth Simulation for Inverse Problems.,"Junbang Liang,Ming C. Lin,Vladlen Koltun,"
70,Poisson-Randomized Gamma Dynamical Systems.,"Aaron Schein,Scott W. Linderman,Mingyuan Zhou,David M. Blei,Hanna M. Wallach,"
71,Volumetric Correspondence Networks for Optical Flow.,"Gengshan Yang,Deva Ramanan,"
72,Learning Conditional Deformable Templates with Convolutional Networks.,"Adrian V. Dalca,Marianne Rakic,John V. Guttag,Mert R. Sabuncu,"
73,Fast Low-rank Metric Learning for Large-scale and High-dimensional Data.,"Han Liu,Zhizhong Han,Yu-Shen Liu,Ming Gu,"
74,Efficient Symmetric Norm Regression via Linear Sketching.,"Zhao Song,Ruosong Wang,Lin F. Yang,Hongyang Zhang,Peilin Zhong,"
75,RUBi: Reducing Unimodal Biases for Visual Question Answering.,"Rémi Cadène,Corentin Dancette,Hedi Ben-younes,Matthieu Cord,Devi Parikh,"
76,Why Can't I Dance in the Mall? Learning to Mitigate Scene Bias in Action Recognition.,"Jinwoo Choi,Chen Gao,Joseph C. E. Messou,Jia-Bin Huang,"
77,NeurVPS: Neural Vanishing Point Scanning via Conic Convolution.,"Yichao Zhou,Haozhi Qi,Jingwei Huang,Yi Ma,"
78,DATA: Differentiable ArchiTecture Approximation.,"Jianlong Chang,Xinbang Zhang,Yiwen Guo,Gaofeng Meng,Shiming Xiang,Chunhong Pan,"
79,"Learn, Imagine and Create: Text-to-Image Generation from Prior Knowledge.","Tingting Qiao,Jing Zhang,Duanqing Xu,Dacheng Tao,"
80,Memory-oriented Decoder for Light Field Salient Object Detection.,"Miao Zhang,Jingjing Li,Ji Wei,Yongri Piao,Huchuan Lu,"
81,Multi-label Co-regularization for Semi-supervised Facial Action Unit Recognition.,"Xuesong Niu,Hu Han,Shiguang Shan,Xilin Chen,"
82,Correlated Uncertainty for Learning Dense Correspondences from Noisy Labels.,"Natalia Neverova,David Novotný,Andrea Vedaldi,"
83,Powerset Convolutional Neural Networks.,"Chris Wendler,Markus Püschel,Dan Alistarh,"
84,Optimal Pricing in Repeated Posted-Price Auctions with Different Patience of the Seller and the Buyer.,"Arsenii Vanunts,Alexey Drutsa,"
85,An Accelerated Decentralized Stochastic Proximal Algorithm for Finite Sums.,"Hadrien Hendrikx,Francis R. Bach,Laurent Massoulié,"
86,Point-Voxel CNN for Efficient 3D Deep Learning.,"Zhijian Liu,Haotian Tang,Yujun Lin,Song Han,"
87,Deep Learning without Weight Transport.,"Mohamed Akrout,Collin Wilson,Peter C. Humphreys,Timothy P. Lillicrap,Douglas B. Tweed,"
88,Combinatorial Bandits with Relative Feedback.,"Aadirupa Saha,Aditya Gopalan,"
89,General Proximal Incremental Aggregated Gradient Algorithms: Better and Novel Results under General Scheme.,"Tao Sun,Yuejiao Sun,Dongsheng Li,Qing Liao,"
90,A Condition Number for Joint Optimization of Cycle-Consistent Networks.,"Leonidas J. Guibas,Qixing Huang,Zhenxiao Liang,"
91,Explicit Disentanglement of Appearance and Perspective in Generative Models.,"Nicki Skafte Detlefsen,Søren Hauberg,"
92,Polynomial Cost of Adaptation for X-Armed Bandits.,"Hédi Hadiji,"
93,Learning to Propagate for Graph Meta-Learning.,"Lu Liu,Tianyi Zhou,Guodong Long,Jing Jiang,Chengqi Zhang,"
94,Secretary Ranking with Minimal Inversions.,"Sepehr Assadi,Eric Balkanski,Renato Paes Leme,"
95,Nonparametric Regressive Point Processes Based on Conditional Gaussian Processes.,"Siqi Liu,Milos Hauskrecht,"
96,Learning Perceptual Inference by Contrasting.,"Chi Zhang,Baoxiong Jia,Feng Gao,Yixin Zhu,Hongjing Lu,Song-Chun Zhu,"
97,Selecting the independent coordinates of manifolds with large aspect ratios.,"Yu-Chia Chen,Marina Meila,"
98,Region-specific Diffeomorphic Metric Mapping.,"Zhengyang Shen,François-Xavier Vialard,Marc Niethammer,"
99,Deep Supervised Summarization: Algorithm and Application to Learning Instructions.,"Chengguang Xu,Ehsan Elhamifar,"
100,Scene Representation Networks: Continuous 3D-Structure-Aware Neural Scene Representations.,"Vincent Sitzmann,Michael Zollhöfer,Gordon Wetzstein,"
101,Reconciling λ-Returns with Experience Replay.,"Brett Daley,Christopher Amato,"
102,Control Batch Size and Learning Rate to Generalize Well: Theoretical and Empirical Evidence.,"Fengxiang He,Tongliang Liu,Dacheng Tao,"
103,Non-Asymptotic Gap-Dependent Regret Bounds for Tabular MDPs.,"Max Simchowitz,Kevin G. Jamieson,"
104,A Graph Theoretic Framework of Recomputation Algorithms for Memory-Efficient Backpropagation.,"Mitsuru Kusumoto,Takuya Inoue,Gentaro Watanabe,Takuya Akiba,Masanori Koyama,"
105,Combinatorial Inference against Label Noise.,"Paul Hongsuck Seo,Geeho Kim,Bohyung Han,"
106,Value Propagation for Decentralized Networked Deep Multi-agent Reinforcement Learning.,"Chao Qu,Shie Mannor,Huan Xu,Yuan Qi,Le Song,Junwu Xiong,"
107,Convolution with even-sized kernels and symmetric padding.,"Shuang Wu,Guanrui Wang,Pei Tang,Feng Chen,Luping Shi,"
108,On The Classification-Distortion-Perception Tradeoff.,"Dong Liu,Haochen Zhang,Zhiwei Xiong,"
109,Optimal Statistical Rates for Decentralised Non-Parametric Regression with Linear Speed-Up.,"Dominic Richards,Patrick Rebeschini,"
110,Online sampling from log-concave distributions.,"Holden Lee,Oren Mangoubi,Nisheeth K. Vishnoi,"
111,Envy-Free Classification.,"Maria-Florina Balcan,Travis Dick,Ritesh Noothigattu,Ariel D. Procaccia,"
112,Finding Friend and Foe in Multi-Agent Games.,"Jack Serrino,Max Kleiman-Weiner,David C. Parkes,Josh Tenenbaum,"
113,Image Synthesis with a Single (Robust) Classifier.,"Shibani Santurkar,Andrew Ilyas,Dimitris Tsipras,Logan Engstrom,Brandon Tran,Aleksander Madry,"
114,Model Compression with Adversarial Robustness: A Unified Optimization Framework.,"Shupeng Gui,Haotao Wang,Haichuan Yang,Chen Yu,Zhangyang Wang,Ji Liu,"
115,Cross-channel Communication Networks.,"Jianwei Yang,Zhile Ren,Chuang Gan,Hongyuan Zhu,Devi Parikh,"
116,CondConv: Conditionally Parameterized Convolutions for Efficient Inference.,"Brandon Yang,Gabriel Bender,Quoc V. Le,Jiquan Ngiam,"
117,Regression Planning Networks.,"Danfei Xu,Roberto Martín-Martín,De-An Huang,Yuke Zhu,Silvio Savarese,Fei-Fei Li,"
118,Twin Auxilary Classifiers GAN.,"Mingming Gong,Yanwu Xu,Chunyuan Li,Kun Zhang,Kayhan Batmanghelich,"
119,Conditional Structure Generation through Graph Variational Generative Adversarial Nets.,"Carl Yang,Peiye Zhuang,Wenhan Shi,Alan Luu,Pan Li,"
120,Distributional Policy Optimization: An Alternative Approach for Continuous Control.,"Chen Tessler,Guy Tennenholtz,Shie Mannor,"
121,Sampling Sketches for Concave Sublinear Functions of Frequencies.,"Edith Cohen,Ofir Geri,"
122,Deliberative Explanations: visualizing network insecurities.,"Pei Wang,Nuno Nasconcelos,"
123,Computing Full Conformal Prediction Set with Approximate Homotopy.,"Eugène Ndiaye,Ichiro Takeuchi,"
124,Failing Loudly: An Empirical Study of Methods for Detecting Dataset Shift.,"Stephan Rabanser,Stephan Günnemann,Zachary C. Lipton,"
125,Hierarchical Reinforcement Learning with Advantage-Based Auxiliary Rewards.,"Siyuan Li,Rui Wang,Minxue Tang,Chongjie Zhang,"
126,Multi-View Reinforcement Learning.,"Minne Li,Lisheng Wu,Jun Wang,Haitham Bou-Ammar,"
127,Cascade RPN: Delving into High-Quality Region Proposal Network with Adaptive Convolution.,"Thang Vu,Hyunjun Jang,Trung X. Pham,Chang Dong Yoo,"
128,Neural Diffusion Distance for Image Segmentation.,"Jian Sun,Zongben Xu,"
129,Fine-grained Optimization of Deep Neural Networks.,"Mete Ozay,"
130,Extending Stein's unbiased risk estimator to train deep denoisers with correlated pairs of noisy images.,"Magauiya Zhussip,Shakarim Soltanayev,Se Young Chun,"
131,Fixing Implicit Derivatives: Trust-Region Based Learning of Continuous Energy Functions.,"Chris Russell,Matteo Toso,Neill D. F. Campbell,"
132,Hyperspherical Prototype Networks.,"Pascal Mettes,Elise van der Pol,Cees Snoek,"
133,Expressive power of tensor-network factorizations for probabilistic modeling.,"Ivan Glasser,Ryan Sweke,Nicola Pancotti,Jens Eisert,J. Ignacio Cirac,"
134,HyperGCN: A New Method For Training Graph Convolutional Networks on Hypergraphs.,"Naganand Yadati,Madhav Nimishakavi,Prateek Yadav,Vikram Nitin,Anand Louis,Partha P. Talukdar,"
135,SSRGD: Simple Stochastic Recursive Gradient Descent for Escaping Saddle Points.,"Zhize Li,"
136,Efficient Meta Learning via Minibatch Proximal Update.,"Pan Zhou,Xiaotong Yuan,Huan Xu,Shuicheng Yan,Jiashi Feng,"
137,Unconstrained Monotonic Neural Networks.,"Antoine Wehenkel,Gilles Louppe,"
138,Guided Similarity Separation for Image Retrieval.,"Chundi Liu,Guang Wei Yu,Maksims Volkovs,Cheng Chang,Himanshu Rai,Junwei Ma,Satya Krishna Gorti,"
139,Learning Imbalanced Datasets with Label-Distribution-Aware Margin Loss.,"Kaidi Cao,Colin Wei,Adrien Gaidon,Nikos Aréchiga,Tengyu Ma,"
140,Strategizing against No-regret Learners.,"Yuan Deng,Jon Schneider,Balasubramanian Sivan,"
141,D-VAE: A Variational Autoencoder for Directed Acyclic Graphs.,"Muhan Zhang,Shali Jiang,Zhicheng Cui,Roman Garnett,Yixin Chen,"
142,Hierarchical Optimal Transport for Document Representation.,"Mikhail Yurochkin,Sebastian Claici,Edward Chien,Farzaneh Mirzazadeh,Justin M. Solomon,"
143,Multivariate Sparse Coding of Nonstationary Covariances with Gaussian Processes.,"Rui Li,"
144,Positional Normalization.,"Boyi Li,Felix Wu,Kilian Q. Weinberger,Serge J. Belongie,"
145,A New Defense Against Adversarial Images: Turning a Weakness into a Strength.,"Shengyuan Hu,Tao Yu,Chuan Guo,Wei-Lun Chao,Kilian Q. Weinberger,"
146,Quadratic Video Interpolation.,"Xiangyu Xu,Li Si-Yao,Wenxiu Sun,Qian Yin,Ming-Hsuan Yang,"
147,ResNets Ensemble via the Feynman-Kac Formalism to Improve Natural and Robust Accuracies.,"Bao Wang,Zuoqiang Shi,Stanley J. Osher,"
148,Incremental Scene Synthesis.,"Benjamin Planche,Xuejian Rong,Ziyan Wu,Srikrishna Karanam,Harald Kosch,Yingli Tian,Jan Ernst,Andreas Hutter,"
149,Self-Supervised Generalisation with Meta Auxiliary Learning.,"Shikun Liu,Andrew J. Davison,Edward Johns,"
150,Variational Denoising Network: Toward Blind Noise Modeling and Removal.,"Zongsheng Yue,Hongwei Yong,Qian Zhao,Deyu Meng,Lei Zhang,"
151,Fast Sparse Group Lasso.,"Yasutoshi Ida,Yasuhiro Fujiwara,Hisashi Kashima,"
152,Learnable Tree Filter for Structure-preserving Feature Transform.,"Lin Song,Yanwei Li,Zeming Li,Gang Yu,Hongbin Sun,Jian Sun,Nanning Zheng,"
153,Data-Dependence of Plateau Phenomenon in Learning with Neural Network - Statistical Mechanical Analysis.,"Yuki Yoshida,Masato Okada,"
154,Coordinated hippocampal-entorhinal replay as structural inference.,"Talfan Evans,Neil Burgess,"
155,Cascaded Dilated Dense Network with Two-step Data Consistency for MRI Reconstruction.,"Hao Zheng,Faming Fang,Guixu Zhang,"
156,On the Ineffectiveness of Variance Reduced Optimization for Deep Learning.,"Aaron Defazio,Léon Bottou,"
157,On the Curved Geometry of Accelerated Optimization.,"Aaron Defazio,"
158,Multi-marginal Wasserstein GAN.,"Jiezhang Cao,Langyuan Mo,Yifan Zhang,Kui Jia,Chunhua Shen,Mingkui Tan,"
159,Better Exploration with Optimistic Actor Critic.,"Kamil Ciosek,Quan Vuong,Robert Loftin,Katja Hofmann,"
160,Importance Resampling for Off-policy Prediction.,"Matthew Schlegel,Wesley Chung,Daniel Graves,Jian Qian,Martha White,"
161,The Label Complexity of Active Learning from Observational Data.,"Songbai Yan,Kamalika Chaudhuri,Tara Javidi,"
162,Meta-Learning Representations for Continual Learning.,"Khurram Javed,Martha White,"
163,Defense Against Adversarial Attacks Using Feature Scattering-based Adversarial Training.,"Haichao Zhang,Jianyu Wang,"
164,Visualizing the PHATE of Neural Networks.,"Scott Gigante,Adam S. Charles,Smita Krishnaswamy,Gal Mishne,"
165,The Cells Out of Sample (COOS) dataset and benchmarks for measuring out-of-sample generalization of image classifiers.,"Alex X. Lu,Amy X. Lu,Wiebke Schormann,Marzyeh Ghassemi,David W. Andrews,Alan M. Moses,"
166,Nonconvex Low-Rank Tensor Completion from Noisy Data.,"Changxiao Cai,Gen Li,H. Vincent Poor,Yuxin Chen,"
167,Beyond Online Balanced Descent: An Optimal Algorithm for Smoothed Online Optimization.,"Gautam Goel,Yiheng Lin,Haoyuan Sun,Adam Wierman,"
168,Channel Gating Neural Networks.,"Weizhe Hua,Yuan Zhou,Christopher De Sa,Zhiru Zhang,G. Edward Suh,"
169,Neural networks grown and self-organized by noise.,"Guruprasad Raghavan,Matt Thomson,"
170,Catastrophic Forgetting Meets Negative Transfer: Batch Spectral Shrinkage for Safe Transfer Learning.,"Xinyang Chen,Sinan Wang,Bo Fu,Mingsheng Long,Jianmin Wang,"
171,Meta-Weight-Net: Learning an Explicit Mapping For Sample Weighting.,"Jun Shu,Qi Xie,Lixuan Yi,Qian Zhao,Sanping Zhou,Zongben Xu,Deyu Meng,"
172,Variational Structured Semantic Inference for Diverse Image Captioning.,"Fuhai Chen,Rongrong Ji,Jiayi Ji,Xiaoshuai Sun,Baochang Zhang,Xuri Ge,Yongjian Wu,Feiyue Huang,Yan Wang,"
173,Mapping State Space using Landmarks for Universal Goal Reaching.,"Zhiao Huang,Fangchen Liu,Hao Su,"
174,Transferable Normalization: Towards Improving Transferability of Deep Neural Networks.,"Ximei Wang,Ying Jin,Mingsheng Long,Jianmin Wang,Michael I. Jordan,"
175,Random deep neural networks are biased towards simple functions.,"Giacomo De Palma,Bobak Toussi Kiani,Seth Lloyd,"
176,XNAS: Neural Architecture Search with Expert Advice.,"Niv Nayman,Asaf Noy,Tal Ridnik,Itamar Friedman,Rong Jin,Lihi Zelnik-Manor,"
177,CNN2: Viewpoint Generalization via a Binocular Vision.,"Wei-Da Chen,Shan-Hung Wu,"
178,Generalized Off-Policy Actor-Critic.,"Shangtong Zhang,Wendelin Boehmer,Shimon Whiteson,"
179,DAC: The Double Actor-Critic Architecture for Learning Options.,"Shangtong Zhang,Shimon Whiteson,"
180,Numerically Accurate Hyperbolic Embeddings Using Tiling-Based Models.,"Tao Yu,Christopher De Sa,"
181,Controlling Neural Level Sets.,"Matan Atzmon,Niv Haim,Lior Yariv,Ofer Israelov,Haggai Maron,Yaron Lipman,"
182,Blended Matching Pursuit.,"Cyrille W. Combettes,Sebastian Pokutta,"
183,An Improved Analysis of Training Over-parameterized Deep Neural Networks.,"Difan Zou,Quanquan Gu,"
184,Controllable Text-to-Image Generation.,"Bowen Li,Xiaojuan Qi,Thomas Lukasiewicz,Philip H. S. Torr,"
185,Improving Textual Network Learning with Variational Homophilic Embeddings.,"Wenlin Wang,Chenyang Tao,Zhe Gan,Guoyin Wang,Liqun Chen,Xinyuan Zhang,Ruiyi Zhang,Qian Yang,Ricardo Henao,Lawrence Carin,"
186,Rethinking Generative Mode Coverage: A Pointwise Guaranteed Approach.,"Peilin Zhong,Yuchen Mo,Chang Xiao,Pengyu Chen,Changxi Zheng,"
187,The Randomized Midpoint Method for Log-Concave Sampling.,"Ruoqi Shen,Yin Tat Lee,"
188,Sample-Efficient Deep Reinforcement Learning via Episodic Backward Update.,"Su Young Lee,Sung-Ik Choi,Sae-Young Chung,"
189,Fully Neural Network based Model for General Temporal Point Processes.,"Takahiro Omi,Naonori Ueda,Kazuyuki Aihara,"
190,Gate Decorator: Global Filter Pruning Method for Accelerating Deep Convolutional Neural Networks.,"Zhonghui You,Kun Yan,Jinmian Ye,Meng Ma,Ping Wang,"
191,Discrimination in Online Markets: Effects of Social Bias on Learning from Reviews and Policy Design.,"Faidra Georgia Monachou,Itai Ashlagi,"
192,Provably Powerful Graph Networks.,"Haggai Maron,Heli Ben-Hamu,Hadar Serviansky,Yaron Lipman,"
193,Order Optimal One-Shot Distributed Learning.,"Arsalan Sharif-Nassab,Saber Salehkaleybar,S. Jamaloddin Golestani,"
194,Information Competing Process for Learning Diversified Representations.,"Jie Hu,Rongrong Ji,Shengchuan Zhang,Xiaoshuai Sun,Qixiang Ye,Chia-Wen Lin,Qi Tian,"
195,GENO - GENeric Optimization for Classical Machine Learning.,"Sören Laue,Matthias Mitterreiter,Joachim Giesen,"
196,Conditional Independence Testing using Generative Adversarial Networks.,"Alexis Bellot,Mihaela van der Schaar,"
197,Online Stochastic Shortest Path with Bandit Feedback and Unknown Transition Function.,"Aviv Rosenberg,Yishay Mansour,"
198,Partitioning Structure Learning for Segmented Linear Regression Trees.,"Xiangyu Zheng,Song Xi Chen,"
199,A Tensorized Transformer for Language Modeling.,"Xindian Ma,Peng Zhang,Shuai Zhang,Nan Duan,Yuexian Hou,Ming Zhou,Dawei Song,"
200,Kernel Stein Tests for Multiple Model Comparison.,"Jen Ning Lim,Makoto Yamada,Bernhard Schölkopf,Wittawat Jitkrittum,"
201,Disentangled behavioural representations.,"Amir Dezfouli,Hassan Ashtiani,Omar Ghattas,Richard Nock,Peter Dayan,Cheng Soon Ong,"
202,More Is Less: Learning Efficient Video Representations by Big-Little Network and Depthwise Temporal Aggregation.,"Quanfu Fan,Chun-Fu (Richard) Chen,Hilde Kuehne,Marco Pistoia,David D. Cox,"
203,Rethinking the CSC Model for Natural Images.,"Dror Simon,Michael Elad,"
204,Integrating Bayesian and Discriminative Sparse Kernel Machines for Multi-class Active Learning.,"Weishi Shi,Qi Yu,"
