,0,1
230,Diverse Sequential Subset Selection for Supervised Video Summarization.,"Boqing Gong,Wei-Lun Chao,Kristen Grauman,Fei Sha,"
231,Self-Paced Learning with Diversity.,"Lu Jiang,Deyu Meng,Shoou-I Yu,Zhen-Zhong Lan,Shiguang Shan,Alexander G. Hauptmann,"
232,Feature Cross-Substitution in Adversarial Classification.,"Bo Li,Yevgeniy Vorobeychik,"
233,Deep Recursive Neural Networks for Compositionality in Language.,"Ozan Irsoy,Claire Cardie,"
234,Inference by Learning: Speeding-up Graphical Model Optimization via a Coarse-to-Fine Cascade of Pruning Classifiers.,"Bruno Conejo,Nikos Komodakis,Sébastien Leprince,Jean-Philippe Avouac,"
235,A Filtering Approach to Stochastic Variational Inference.,"Neil Houlsby,David M. Blei,"
236,Optimizing F-Measures by Cost-Sensitive Classification.,"Shameem Puthiya Parambath,Nicolas Usunier,Yves Grandvalet,"
237,Two-Layer Feature Reduction for Sparse-Group Lasso via Decomposition of Convex Sets.,"Jie Wang,Jieping Ye,"
238,Improved Multimodal Deep Learning with Variation of Information.,"Kihyuk Sohn,Wenling Shang,Honglak Lee,"
239,PEWA: Patch-based Exponentially Weighted Aggregation for image denoising.,"Charles Kervrann,"
240,Elementary Estimators for Graphical Models.,"Eunho Yang,Aurelie C. Lozano,Pradeep Ravikumar,"
241,Beyond the Birkhoff Polytope: Convex Relaxations for Vector Permutation Problems.,"Cong Han Lim,Stephen J. Wright,"
242,Neural Word Embedding as Implicit Matrix Factorization.,"Omer Levy,Yoav Goldberg,"
243,Multi-Resolution Cascades for Multiclass Object Detection.,"Mohammad J. Saberian,Nuno Vasconcelos,"
244,Median Selection Subset Aggregation for Parallel Inference.,"Xiangyu Wang,Peichao Peng,David B. Dunson,"
245,Recurrent Models of Visual Attention.,"Volodymyr Mnih,Nicolas Heess,Alex Graves,Koray Kavukcuoglu,"
246,Tree-structured Gaussian Process Approximations.,"Thang D. Bui,Richard E. Turner,"
247,Active Learning and Best-Response Dynamics.,"Maria-Florina Balcan,Christopher Berlind,Avrim Blum,Emma Cohen,Kaushik Patnaik,Le Song,"
248,Analog Memories in a Balanced Rate-Based Network of E-I Neurons.,"Dylan Festa,Guillaume Hennequin,Máté Lengyel,"
249,Fast Sampling-Based Inference in Balanced Neuronal Networks.,"Guillaume Hennequin,Laurence Aitchison,Máté Lengyel,"
250,Spectral Learning of Mixture of Hidden Markov Models.,"Y. Cem Sübakan,Johannes Traa,Paris Smaragdis,"
251,Subspace Embeddings for the Polynomial Kernel.,"Haim Avron,Huy L. Nguyen,David P. Woodruff,"
252,A Boosting Framework on Grounds of Online Learning.,"Tofigh Naghibi Mohamadpoor,Beat Pfister,"
253,A Dual Algorithm for Olfactory Computation in the Locust Brain.,"Sina Tootoonian,Máté Lengyel,"
254,Advances in Learning Bayesian Networks of Bounded Treewidth.,"Siqi Nie,Denis Deratani Mauá,Cassio P. de Campos,Qiang Ji,"
255,Learning the Learning Rate for Prediction with Expert Advice.,"Wouter M. Koolen,Tim van Erven,Peter Grünwald,"
256,On the Information Theoretic Limits of Learning Ising Models.,"Rashish Tandon,Karthikeyan Shanmugam,Pradeep Ravikumar,Alexandros G. Dimakis,"
257,Efficient Optimization for Average Precision SVM.,"Pritish Mohapatra,C. V. Jawahar,M. Pawan Kumar,"
258,Asymmetric LSH (ALSH) for Sublinear Time Maximum Inner Product Search (MIPS).,"Anshumali Shrivastava,Ping Li,"
259,A framework for studying synaptic plasticity with neural spike train data.,"Scott W. Linderman,Christopher H. Stock,Ryan P. Adams,"
260,Randomized Experimental Design for Causal Graph Discovery.,"Huining Hu,Zhentao Li,Adrian R. Vetta,"
261,A Multiplicative Model for Learning Distributed Text-Based Attribute Representations.,"Ryan Kiros,Richard S. Zemel,Ruslan Salakhutdinov,"
262,Learning Chordal Markov Networks by Dynamic Programming.,"Kustaa Kangas,Mikko Koivisto,Teppo Mikael Niinimäki,"
263,Depth Map Prediction from a Single Image using a Multi-Scale Deep Network.,"David Eigen,Christian Puhrsch,Rob Fergus,"
264,Proximal Quasi-Newton for Computationally Intensive L1-regularized M-estimators.,"Kai Zhong,Ian En-Hsu Yen,Inderjit S. Dhillon,Pradeep Ravikumar,"
265,A Probabilistic Framework for Multimodal Retrieval using Integrative Indian Buffet Process.,"Bahadir Ozdemir,Larry S. Davis,"
266,Searching for Higgs Boson Decay Modes with Deep Learning.,"Peter J. Sadowski,Daniel Whiteson,Pierre Baldi,"
267,Structure Regularization for Structured Prediction.,"Xu Sun,"
268,On Multiplicative Multitask Feature Learning.,"Xin Wang,Jinbo Bi,Shipeng Yu,Jiangwen Sun,"
269,Multivariate f-divergence Estimation With Confidence.,"Kevin R. Moon,Alfred O. Hero III,"
270,Generalized Unsupervised Manifold Alignment.,"Zhen Cui,Hong Chang,Shiguang Shan,Xilin Chen,"
271,Smoothed Gradients for Stochastic Variational Inference.,"Stephan Mandt,David M. Blei,"
272,Recursive Context Propagation Network for Semantic Scene Labeling.,"Abhishek Sharma,Oncel Tuzel,Ming-Yu Liu,"
273,Sparse Random Feature Algorithm as Coordinate Descent in Hilbert Space.,"Ian En-Hsu Yen,Ting-Wei Lin,Shou-De Lin,Pradeep Ravikumar,Inderjit S. Dhillon,"
274,Optimal Teaching for Limited-Capacity Human Learners.,"Kaustubh R. Patil,Xiaojin Zhu,Lukasz Kopec,Bradley C. Love,"
275,Shaping Social Activity by Incentivizing Users.,"Mehrdad Farajtabar,Nan Du,Manuel Gomez-Rodriguez,Isabel Valera,Hongyuan Zha,Le Song,"
276,Analysis of Brain States from Multi-Region LFP Time-Series.,"Kyle R. Ulrich,David E. Carlson,Wenzhao Lian,Jana Schaich Borg,Kafui Dzirasa,Lawrence Carin,"
277,Reputation-based Worker Filtering in Crowdsourcing.,"Srikanth Jagabathula,Lakshminarayanan Subramanian,Ashwin Venkataraman,"
278,Multi-Class Deep Boosting.,"Vitaly Kuznetsov,Mehryar Mohri,Umar Syed,"
279,A Differential Equation for Modeling Nesterov's Accelerated Gradient Method: Theory and Insights.,"Weijie Su,Stephen P. Boyd,Emmanuel J. Candès,"
280,Difference of Convex Functions Programming for Reinforcement Learning.,"Bilal Piot,Matthieu Geist,Olivier Pietquin,"
281,Design Principles of the Hippocampal Cognitive Map.,"Kimberly L. Stachenfeld,Matthew Botvinick,Samuel Gershman,"
282,Deep Symmetry Networks.,"Robert Gens,Pedro M. Domingos,"
283,Nonparametric Bayesian inference on multivariate exponential families.,"William Vega-Brown,Marek Doniec,Nicholas Roy,"
284,Optimal rates for k-NN density and mode estimation.,"Sanjoy Dasgupta,Samory Kpotufe,"
285,Feedforward Learning of Mixture Models.,"Matthew Lawlor,Steven W. Zucker,"
286,Diverse Randomized Agents Vote to Win.,"Albert Xin Jiang,Leandro Soriano Marcolino,Ariel D. Procaccia,Tuomas Sandholm,Nisarg Shah,Milind Tambe,"
287,Ranking via Robust Binary Classification.,"Hyokun Yun,Parameswaran Raman,S. V. N. Vishwanathan,"
288,Distributed Balanced Clustering via Mapping Coresets.,"MohammadHossein Bateni,Aditya Bhaskara,Silvio Lattanzi,Vahab S. Mirrokni,"
289,Augur: Data-Parallel Probabilistic Modeling.,"Jean-Baptiste Tristan,Daniel Huang,Joseph Tassarotti,Adam Craig Pocock,Stephen J. Green,Guy L. Steele Jr.,"
290,Learning Mixtures of Ranking Models.,"Pranjal Awasthi,Avrim Blum,Or Sheffet,Aravindan Vijayaraghavan,"
291,Controlling privacy in recommender systems.,"Yu Xin,Tommi S. Jaakkola,"
292,Convolutional Kernel Networks.,"Julien Mairal,Piotr Koniusz,Zaïd Harchaoui,Cordelia Schmid,"
293,Fairness in Multi-Agent Sequential Decision-Making.,"Chongjie Zhang,Julie A. Shah,"
294,Submodular meets Structured: Finding Diverse Subsets in Exponentially-Large Structured Item Sets.,"Adarsh Prasad,Stefanie Jegelka,Dhruv Batra,"
295,Do Deep Nets Really Need to be Deep?,"Jimmy Ba,Rich Caruana,"
296,Dynamic Rank Factor Model for Text Streams.,"Shaobo Han,Lin Du,Esther Salazar,Lawrence Carin,"
297,Generative Adversarial Nets.,"Ian J. Goodfellow,Jean Pouget-Abadie,Mehdi Mirza,Bing Xu,David Warde-Farley,Sherjil Ozair,Aaron C. Courville,Yoshua Bengio,"
298,Testing Unfaithful Gaussian Graphical Models.,"De Wen Soh,Sekhar C. Tatikonda,"
299,Global Sensitivity Analysis for MAP Inference in Graphical Models.,"Jasper De Bock,Cassio P. de Campos,Alessandro Antonucci,"
300,"Deconvolution of High Dimensional Mixtures via Boosting, with Application to Diffusion-Weighted MRI of Human Brain.","Charles Y. Zheng,Franco Pestilli,Ariel Rokem,"
301,Efficient Minimax Signal Detection on Graphs.,"Jing Qian,Venkatesh Saligrama,"
302,Cone-Constrained Principal Component Analysis.,"Yash Deshpande,Andrea Montanari,Emile Richard,"
303,On Communication Cost of Distributed Statistical Estimation and Dimensionality.,"Ankit Garg,Tengyu Ma,Huy L. Nguyen,"
304,Computing Nash Equilibria in Generalized Interdependent Security Games.,"Hau Chan,Luis E. Ortiz,"
305,Consistent Binary Classification with Generalized Performance Metrics.,"Oluwasanmi Koyejo,Nagarajan Natarajan,Pradeep Ravikumar,Inderjit S. Dhillon,"
306,Greedy Subspace Clustering.,"Dohyung Park,Constantine Caramanis,Sujay Sanghavi,"
307,Deterministic Symmetric Positive Semidefinite Matrix Completion.,"William E. Bishop,Byron M. Yu,"
308,Multi-Step Stochastic ADMM in High Dimensions: Applications to Sparse Optimization and Matrix Decomposition.,"Hanie Sedghi,Anima Anandkumar,Edmond A. Jonckheere,"
309,Online combinatorial optimization with stochastic decision sets and adversarial losses.,"Gergely Neu,Michal Valko,"
310,Sampling for Inference in Probabilistic Models with Fast Bayesian Quadrature.,"Tom Gunter,Michael A. Osborne,Roman Garnett,Philipp Hennig,Stephen J. Roberts,"
311,Multi-Scale Spectral Decomposition of Massive Graphs.,"Si Si,Donghyuk Shin,Inderjit S. Dhillon,Beresford N. Parlett,"
312,The limits of squared Euclidean distance regularization.,"Michal Derezinski,Manfred K. Warmuth,"
313,Bregman Alternating Direction Method of Multipliers.,"Huahua Wang,Arindam Banerjee,"
314,Multitask learning meets tensor factorization: task imputation via convex optimization.,"Kishan Wimalawarne,Masashi Sugiyama,Ryota Tomioka,"
315,On Model Parallelization and Scheduling Strategies for Distributed Machine Learning.,"Seunghak Lee,Jin Kyu Kim,Xun Zheng,Qirong Ho,Garth A. Gibson,Eric P. Xing,"
316,Scalable Inference for Neuronal Connectivity from Calcium Imaging.,"Alyson K. Fletcher,Sundeep Rangan,"
317,Structure learning of antiferromagnetic Ising models.,"Guy Bresler,David Gamarnik,Devavrat Shah,"
318,The Noisy Power Method: A Meta Algorithm with Applications.,"Moritz Hardt,Eric Price,"
319,Algorithm selection by rational metareasoning as a model of human strategy selection.,"Falk Lieder,Dillon Plunkett,Jessica B. Hamrick,Stuart J. Russell,Nicholas Hay,Thomas L. Griffiths,"
320,Extremal Mechanisms for Local Differential Privacy.,"Peter Kairouz,Sewoong Oh,Pramod Viswanath,"
321,Global Belief Recursive Neural Networks.,"Romain Paulus,Richard Socher,Christopher D. Manning,"
322,A statistical model for tensor PCA.,"Emile Richard,Andrea Montanari,"
323,Real-Time Decoding of an Integrate and Fire Encoder.,"Shreya Saxena,Munther A. Dahleh,"
324,Delay-Tolerant Algorithms for Asynchronous Distributed Online Learning.,"H. Brendan McMahan,Matthew J. Streeter,"
325,On the Number of Linear Regions of Deep Neural Networks.,"Guido F. Montúfar,Razvan Pascanu,KyungHyun Cho,Yoshua Bengio,"
326,Identifying and attacking the saddle point problem in high-dimensional non-convex optimization.,"Yann N. Dauphin,Razvan Pascanu,Çaglar Gülçehre,KyungHyun Cho,Surya Ganguli,Yoshua Bengio,"
327,Extracting Latent Structure From Multiple Interacting Neural Populations.,"João D. Semedo,Amin Zandvakili,Adam Kohn,Christian K. Machens,Byron M. Yu,"
328,Learning with Fredholm Kernels.,"Qichao Que,Mikhail Belkin,Yusu Wang,"
329,Hamming Ball Auxiliary Sampling for Factorial Hidden Markov Models.,"Michalis K. Titsias,Christopher Yau,"
330,Optimizing Energy Production Using Policy Search and Predictive State Representations.,"Yuri Grinberg,Doina Precup,Michel Gendreau,"
331,Scaling-up Importance Sampling for Markov Logic Networks.,"Deepak Venugopal,Vibhav Gogate,"
332,Optimal Neural Codes for Control and Estimation.,"Alex K. Susemihl,Ron Meir,Manfred Opper,"
333,Graph Clustering With Missing Data: Convex Algorithms and Analysis.,"Ramya Korlakai Vinayak,Samet Oymak,Babak Hassibi,"
334,Scale Adaptive Blind Deblurring.,"Haichao Zhang,Jianchao Yang,"
335,Weighted importance sampling for off-policy learning with linear function approximation.,"Ashique Rupam Mahmood,Hado van Hasselt,Richard S. Sutton,"
336,Information-based learning by agents in unbounded state spaces.,"Shariq A. Mobin,James A. Arnemann,Fritz Sommer,"
337,Exponential Concentration of a Density Functional Estimator.,"Shashank Singh,Barnabás Póczos,"
338,Scalable Kernel Methods via Doubly Stochastic Gradients.,"Bo Dai,Bo Xie,Niao He,Yingyu Liang,Anant Raj,Maria-Florina Balcan,Le Song,"
339,Fast Training of Pose Detectors in the Fourier Domain.,"João F. Henriques,Pedro Martins,Rui F. Caseiro,Jorge Batista,"
340,An Accelerated Proximal Coordinate Gradient Method.,"Qihang Lin,Zhaosong Lu,Lin Xiao,"
341,Communication-Efficient Distributed Dual Coordinate Ascent.,"Martin Jaggi,Virginia Smith,Martin Takác,Jonathan Terhorst,Sanjay Krishnan,Thomas Hofmann,Michael I. Jordan,"
342,Simple MAP Inference via Low-Rank Relaxations.,"Roy Frostig,Sida I. Wang,Percy Liang,Christopher D. Manning,"
343,A* Sampling.,"Chris J. Maddison,Daniel Tarlow,Tom Minka,"
344,A Bayesian model for identifying hierarchically organised states in neural population activity.,"Patrick Putzky,Florian Franzen,Giacomo Bassetto,Jakob H. Macke,"
345,Sequence to Sequence Learning with Neural Networks.,"Ilya Sutskever,Oriol Vinyals,Quoc V. Le,"
346,Improved Distributed Principal Component Analysis.,"Yingyu Liang,Maria-Florina Balcan,Vandana Kanchanapally,David P. Woodruff,"
347,Sparse Polynomial Learning and Graph Sketching.,"Murat Kocaoglu,Karthikeyan Shanmugam,Alexandros G. Dimakis,Adam R. Klivans,"
348,Tight Continuous Relaxation of the Balanced k-Cut Problem.,"Syama Sundar Rangapuram,Pramod Kaushik Mudrakarta,Matthias Hein,"
349,Mondrian Forests: Efficient Online Random Forests.,"Balaji Lakshminarayanan,Daniel M. Roy,Yee Whye Teh,"
350,Expectation-Maximization for Learning Determinantal Point Processes.,"Jennifer Gillenwater,Alex Kulesza,Emily B. Fox,Benjamin Taskar,"
351,Capturing Semantically Meaningful Word Dependencies with an Admixture of Poisson MRFs.,"David I. Inouye,Pradeep Ravikumar,Inderjit S. Dhillon,"
352,"Streaming, Memory Limited Algorithms for Community Detection.","Se-Young Yun,Marc Lelarge,Alexandre Proutière,"
353,Content-based recommendations with Poisson factorization.,"Prem Gopalan,Laurent Charlin,David M. Blei,"
354,A Statistical Decision-Theoretic Framework for Social Choice.,"Hossein Azari Soufiani,David C. Parkes,Lirong Xia,"
355,Compressive Sensing of Signals from a GMM with Sparse Precision Matrices.,"Jianbo Yang,Xuejun Liao,Minhua Chen,Lawrence Carin,"
356,Bayesian Sampling Using Stochastic Gradient Thermostats.,"Nan Ding,Youhan Fang,Ryan Babbush,Changyou Chen,Robert D. Skeel,Hartmut Neven,"
357,On Sparse Gaussian Chain Graph Models.,"Calvin McCarter,Seyoung Kim,"
358,Orbit Regularization.,"Renato Negrinho,Andre Martins,"
359,Efficient Minimax Strategies for Square Loss Games.,"Wouter M. Koolen,Alan Malek,Peter L. Bartlett,"
360,A Residual Bootstrap for High-Dimensional Regression with Near Low-Rank Designs.,"Miles Lopes,"
361,Large-Margin Convex Polytope Machine.,"Alex Kantchelian,Michael Carl Tschantz,Ling Huang,Peter L. Bartlett,Anthony D. Joseph,J. Doug Tygar,"
362,Distributed Variational Inference in Sparse Gaussian Process Regression and Latent Variable Models.,"Yarin Gal,Mark van der Wilk,Carl E. Rasmussen,"
363,Learning Distributed Representations for Structured Output Prediction.,"Vivek Srikumar,Christopher D. Manning,"
364,Convex Deep Learning via Normalized Kernels.,"Özlem Aslan,Xinhua Zhang,Dale Schuurmans,"
365,Tight convex relaxations for sparse matrix factorization.,"Emile Richard,Guillaume Obozinski,Jean-Philippe Vert,"
366,Learning to Search in Branch and Bound Algorithms.,"He He,Hal Daumé III,Jason Eisner,"
367,An Integer Polynomial Programming Based Framework for Lifted MAP Inference.,"Somdeb Sarkhel,Deepak Venugopal,Parag Singla,Vibhav Gogate,"
368,Conditional Random Field Autoencoders for Unsupervised Structured Prediction.,"Waleed Ammar,Chris Dyer,Noah A. Smith,"
369,How transferable are features in deep neural networks?,"Jason Yosinski,Jeff Clune,Yoshua Bengio,Hod Lipson,"
370,Accelerated Mini-batch Randomized Block Coordinate Descent Method.,"Tuo Zhao,Mo Yu,Yiming Wang,Raman Arora,Han Liu,"
371,Deep Learning for Real-Time Atari Game Play Using Offline Monte-Carlo Tree Search Planning.,"Xiaoxiao Guo,Satinder P. Singh,Honglak Lee,Richard L. Lewis,Xiaoshi Wang,"
372,A Latent Source Model for Online Collaborative Filtering.,"Guy Bresler,George H. Chen,Devavrat Shah,"
373,Distributed Bayesian Posterior Sampling via Moment Sharing.,"Minjie Xu,Balaji Lakshminarayanan,Yee Whye Teh,Jun Zhu,Bo Zhang,"
374,Learning with Pseudo-Ensembles.,"Philip Bachman,Ouais Alsharif,Doina Precup,"
375,Learning Time-Varying Coverage Functions.,"Nan Du,Yingyu Liang,Maria-Florina Balcan,Le Song,"
376,Tighten after Relax: Minimax-Optimal Sparse PCA in Polynomial Time.,"Zhaoran Wang,Huanran Lu,Han Liu,"
377,Discriminative Metric Learning by Neighborhood Gerrymandering.,"Shubhendu Trivedi,David A. McAllester,Greg Shakhnarovich,"
378,Finding a sparse vector in a subspace: Linear sparsity using alternating directions.,"Qing Qu,Ju Sun,John Wright,"
379,Asynchronous Anytime Sequential Monte Carlo.,"Brooks Paige,Frank D. Wood,Arnaud Doucet,Yee Whye Teh,"
380,Discrete Graph Hashing.,"Wei Liu,Cun Mu,Sanjiv Kumar,Shih-Fu Chang,"
381,Feedback Detection for Live Predictors.,"Stefan Wager,Nick Chamandy,Omkar Muralidharan,Amir Najmi,"
382,Rates of Convergence for Nearest Neighbor Classification.,"Kamalika Chaudhuri,Sanjoy Dasgupta,"
383,Consistency of weighted majority votes.,"Daniel Berend,Aryeh Kontorovich,"
384,Beta-Negative Binomial Process and Exchangeable Random Partitions for Mixed-Membership Modeling.,"Mingyuan Zhou,"
385,Zero-shot recognition with unreliable attributes.,"Dinesh Jayaraman,Kristen Grauman,"
386,Concavity of reweighted Kikuchi approximation.,"Po-Ling Loh,Andre Wibisono,"
387,Online Decision-Making in General Combinatorial Spaces.,"Arun Rajkumar,Shivani Agarwal,"
388,Fast Multivariate Spatio-temporal Analysis via Low Rank Tensor Learning.,"Mohammad Taha Bahadori,Qi Rose Yu,Yan Liu,"
389,Clustered factor analysis of multineuronal spike data.,"Lars Buesing,Timothy A. Machado,John P. Cunningham,Liam Paninski,"
390,Algorithms for CVaR Optimization in MDPs.,"Yinlam Chow,Mohammad Ghavamzadeh,"
391,Factoring Variations in Natural Images with Deep Gaussian Mixture Models.,"Aäron van den Oord,Benjamin Schrauwen,"
392,Partition-wise Linear Models.,"Hidekazu Oiwa,Ryohei Fujimaki,"
393,LSDA: Large Scale Detection through Adaptation.,"Judy Hoffman,Sergio Guadarrama,Eric Tzeng,Ronghang Hu,Jeff Donahue,Ross B. Girshick,Trevor Darrell,Kate Saenko,"
394,Deep Networks with Internal Selective Attention through Feedback Connections.,"Marijn F. Stollenga,Jonathan Masci,Faustino J. Gomez,Jürgen Schmidhuber,"
395,Parallel Feature Selection Inspired by Group Testing.,"Yingbo Zhou,Utkarsh Porwal,Ce Zhang,Hung Q. Ngo,Long Nguyen,Christopher Ré,Venu Govindaraju,"
396,Low-Rank Time-Frequency Synthesis.,"Cédric Févotte,Matthieu Kowalski,"
397,Pre-training of Recurrent Neural Networks via Linear Autoencoders.,"Luca Pasa,Alessandro Sperduti,"
398,Semi-supervised Learning with Deep Generative Models.,"Diederik P. Kingma,Shakir Mohamed,Danilo Jimenez Rezende,Max Welling,"
399,"Signal Aggregate Constraints in Additive Factorial HMMs, with Application to Energy Disaggregation.","Mingjun Zhong,Nigel H. Goddard,Charles Sutton,"
400,Stochastic variational inference for hidden Markov models.,"Nicholas J. Foti,Jason Xu,Dillon Laird,Emily B. Fox,"
401,A Wild Bootstrap for Degenerate Kernel Tests.,"Kacper Chwialkowski,Dino Sejdinovic,Arthur Gretton,"
402,Biclustering Usinig Message Passing.,"Luke J. O'Connor,Soheil Feizi,"
403,Fast Kernel Learning for Multidimensional Pattern Extrapolation.,"Andrew Gordon Wilson,Elad Gilboa,John P. Cunningham,Arye Nehorai,"
404,Learning on graphs using Orthonormal Representation is Statistically Consistent.,"Rakesh Shivanna,Chiranjib Bhattacharyya,"
405,Spectral k-Support Norm Regularization.,"Andrew M. McDonald,Massimiliano Pontil,Dimitris Stamos,"
406,Unsupervised learning of an efficient short-term memory network.,"Pietro Vertechi,Wieland Brendel,Christian K. Machens,"
407,Quantized Estimation of Gaussian Sequence Models in Euclidean Balls.,"Yuancheng Zhu,John D. Lafferty,"
408,Learning a Concept Hierarchy from Multi-labeled Documents.,"Viet-An Nguyen,Jordan L. Boyd-Graber,Philip Resnik,Jonathan Chang,"
409,Variational Gaussian Process State-Space Models.,"Roger Frigola,Yutian Chen,Carl E. Rasmussen,"
410,Fast Prediction for Large-Scale Kernel Machines.,"Cho-Jui Hsieh,Si Si,Inderjit S. Dhillon,"
