,0,1
20,Parallel Direction Method of Multipliers.,"Huahua Wang,Arindam Banerjee,Zhi-Quan Luo,"
21,(Almost) No Label No Cry.,"Giorgio Patrini,Richard Nock,Tibério S. Caetano,Paul Rivera,"
22,Stochastic Multi-Armed-Bandit Problem with Non-stationary Rewards.,"Yonatan Gur,Assaf J. Zeevi,Omar Besbes,"
23,Object Localization based on Structural SVM using Privileged Information.,"Jan Feyereisl,Suha Kwak,Jeany Son,Bohyung Han,"
24,Multi-View Perceptron: a Deep Model for Learning Face Identity and View Representations.,"Zhenyao Zhu,Ping Luo,Xiaogang Wang,Xiaoou Tang,"
25,Shape and Illumination from Shading using the Generic Viewpoint Assumption.,"Daniel Zoran,Dilip Krishnan,José Bento,Bill Freeman,"
26,Parallel Sampling of HDPs using Sub-Cluster Splits.,"Jason Chang,John W. Fisher III,"
27,From MAP to Marginals: Variational Inference in Bayesian Submodular Models.,"Josip Djolonga,Andreas Krause,"
28,Robust Logistic Regression and Classification.,"Jiashi Feng,Huan Xu,Shie Mannor,Shuicheng Yan,"
29,Extracting Certainty from Uncertainty: Transductive Pairwise Classification from Pairwise Similarities.,"Tianbao Yang,Rong Jin,"
30,A Unified Semantic Embedding: Relating Taxonomies and Attributes.,"Sung Ju Hwang,Leonid Sigal,"
31,Transportability from Multiple Environments with Limited Experiments: Completeness Results.,"Elias Bareinboim,Judea Pearl,"
32,Augmentative Message Passing for Traveling Salesman Problem and Graph Partitioning.,"Siamak Ravanbakhsh,Reihaneh Rabbany,Russell Greiner,"
33,Causal Inference through a Witness Protection Program.,"Ricardo Silva,Robin J. Evans,"
34,Incremental Clustering: The Case for Extra Clusters.,"Margareta Ackerman,Sanjoy Dasgupta,"
35,Multi-scale Graphical Models for Spatio-Temporal Processes.,"Firdaus Janoos,Huseyin Denli,Niranjan A. Subrahmanya,"
36,Iterative Neural Autoregressive Distribution Estimator NADE-k.,"Tapani Raiko,Li Yao,KyungHyun Cho,Yoshua Bengio,"
37,Sparse PCA via Covariance Thresholding.,"Yash Deshpande,Andrea Montanari,"
38,Low-dimensional models of neural population activity in sensory cortical circuits.,"Evan W. Archer,Urs Köster,Jonathan W. Pillow,Jakob H. Macke,"
39,A Synaptical Story of Persistent Activity with Graded Lifetime in a Neural System.,"Yuanyuan Mi,Luozheng Li,Dahui Wang,Si Wu,"
40,A Representation Theory for Ranking Functions.,"Harsh H. Pareek,Pradeep Ravikumar,"
41,Near-optimal sample compression for nearest neighbors.,"Lee-Ad Gottlieb,Aryeh Kontorovich,Pinhas Nisnevitch,"
42,Combinatorial Pure Exploration of Multi-Armed Bandits.,"Shouyuan Chen,Tian Lin,Irwin King,Michael R. Lyu,Wei Chen,"
43,Log-Hilbert-Schmidt metric between positive definite operators on Hilbert spaces.,"Minh Ha Quang,Marco San-Biagio,Vittorio Murino,"
44,Consistency of Spectral Partitioning of Uniform Hypergraphs under Planted Partition Model.,"Debarghya Ghoshdastidar,Ambedkar Dukkipati,"
45,Spectral Clustering of graphs with the Bethe Hessian.,"Alaa Saade,Florent Krzakala,Lenka Zdeborová,"
46,Fast and Robust Least Squares Estimation in Corrupted Linear Models.,"Brian McWilliams,Gabriel Krummenacher,Mario Lucic,Joachim M. Buhmann,"
47,Local Decorrelation For Improved Pedestrian Detection.,"Woonhyun Nam,Piotr Dollár,Joon Hee Han,"
48,Robust Kernel Density Estimation by Scaling and Projection in Hilbert Space.,"Robert A. Vandermeulen,Clayton D. Scott,"
49,Beyond Disagreement-Based Agnostic Active Learning.,"Chicheng Zhang,Kamalika Chaudhuri,"
50,Bayes-Adaptive Simulation-based Search with Value Function Approximation.,"Arthur Guez,Nicolas Heess,David Silver,Peter Dayan,"
51,A State-Space Model for Decoding Auditory Attentional Modulation from MEG in a Competing-Speaker Environment.,"Sahar Akram,Jonathan Z. Simon,Shihab A. Shamma,Behtash Babadi,"
52,Active Regression by Stratification.,"Sivan Sabato,Rémi Munos,"
53,Sensory Integration and Density Estimation.,"Joseph G. Makin,Philip N. Sabes,"
54,Learning Deep Features for Scene Recognition using Places Database.,"Bolei Zhou,Àgata Lapedriza,Jianxiong Xiao,Antonio Torralba,Aude Oliva,"
55,A Complete Variational Tracker.,"Ryan D. Turner,Steven Bottone,Bhargav Avasarala,"
56,Spike Frequency Adaptation Implements Anticipative Tracking in Continuous Attractor Neural Networks.,"Yuanyuan Mi,C. C. Alan Fung,K. Y. Michael Wong,Si Wu,"
57,Efficient Sampling for Learning Sparse Additive Models in High Dimensions.,"Hemant Tyagi,Bernd Gärtner,Andreas Krause,"
58,Deep Joint Task Learning for Generic Object Extraction.,"Xiaolong Wang,Liliang Zhang,Liang Lin,Zhujin Liang,Wangmeng Zuo,"
59,Robust Bayesian Max-Margin Clustering.,"Changyou Chen,Jun Zhu,Xinhua Zhang,"
60,Permutation Diffusion Maps (PDM) with Application to the Image Association Problem in Computer Vision.,"Deepti Pachauri,Risi Kondor,Gautam Sargur,Vikas Singh,"
61,Bounded Regret for Finite-Armed Structured Bandits.,"Tor Lattimore,Rémi Munos,"
62,Coresets for k-Segmentation of Streaming Data.,"Guy Rosman,Mikhail Volkov,Dan Feldman,John W. Fisher III,Daniela Rus,"
63,Two-Stream Convolutional Networks for Action Recognition in Videos.,"Karen Simonyan,Andrew Zisserman,"
64,Discovering Structure in High-Dimensional Data Through Correlation Explanation.,"Greg Ver Steeg,Aram Galstyan,"
65,Positive Curvature and Hamiltonian Monte Carlo.,"Christof Seiler,Simon Rubinstein-Salzedo,Susan P. Holmes,"
66,Learning Mixed Multinomial Logit Model from Ordinal Data.,"Sewoong Oh,Devavrat Shah,"
67,Near-optimal Reinforcement Learning in Factored MDPs.,"Ian Osband,Benjamin Van Roy,"
68,Efficient learning by implicit exploration in bandit problems with side observations.,"Tomás Kocák,Gergely Neu,Michal Valko,Rémi Munos,"
69,Repeated Contextual Auctions with Strategic Buyers.,"Kareem Amin,Afshin Rostamizadeh,Umar Syed,"
70,Recursive Inversion Models for Permutations.,"Christopher Meek,Marina Meila,"
71,On the Convergence Rate of Decomposable Submodular Function Minimization.,"Robert Nishihara,Stefanie Jegelka,Michael I. Jordan,"
72,New Rules for Domain Independent Lifted MAP Inference.,"Happy Mittal,Prasoon Goyal,Vibhav Gogate,Parag Singla,"
73,PAC-Bayesian AUC classification and scoring.,"James Ridgway,Pierre Alquier,Nicolas Chopin,Feng Liang,"
74,Optimization Methods for Sparse Pseudo-Likelihood Graphical Model Selection.,"Sang-Yun Oh,Onkar Dalal,Kshitij Khare,Bala Rajaratnam,"
75,On Prior Distributions and Approximate Inference for Structured Variables.,"Oluwasanmi Koyejo,Rajiv Khanna,Joydeep Ghosh,Russell A. Poldrack,"
76,On Iterative Hard Thresholding Methods for High-dimensional M-Estimation.,"Prateek Jain,Ambuj Tewari,Purushottam Kar,"
77,Online and Stochastic Gradient Methods for Non-decomposable Loss Functions.,"Purushottam Kar,Harikrishna Narasimhan,Prateek Jain,"
78,Analysis of Learning from Positive and Unlabeled Data.,"Marthinus Christoffel du Plessis,Gang Niu,Masashi Sugiyama,"
79,Dimensionality Reduction with Subspace Structure Preservation.,"Devansh Arpit,Ifeoma Nwogu,Venu Govindaraju,"
80,Constrained convex minimization via model-based excessive gap.,"Quoc Tran-Dinh,Volkan Cevher,"
81,Poisson Process Jumping between an Unknown Number of Rates: Application to Neural Spike Data.,"Florian Stimberg,Andreas Ruttor,Manfred Opper,"
82,Probabilistic ODE Solvers with Runge-Kutta Means.,"Michael Schober,David Duvenaud,Philipp Hennig,"
83,Optimal decision-making with time-varying evidence reliability.,"Jan Drugowitsch,Rubén Moreno-Bote,Alexandre Pouget,"
84,Learning Shuffle Ideals Under Restricted Distributions.,"Dongqu Chen,"
85,Discriminative Unsupervised Feature Learning with Convolutional Neural Networks.,"Alexey Dosovitskiy,Jost Tobias Springenberg,Martin A. Riedmiller,Thomas Brox,"
86,Distance-Based Network Recovery under Feature Correlation.,"David Adametz,Volker Roth,"
87,Bandit Convex Optimization: Towards Tight Bounds.,"Elad Hazan,Kfir Y. Levy,"
88,Projective dictionary pair learning for pattern classification.,"Shuhang Gu,Lei Zhang,Wangmeng Zuo,Xiangchu Feng,"
89,Provable Submodular Minimization using Wolfe's Algorithm.,"Deeparnab Chakrabarty,Prateek Jain,Pravesh Kothari,"
90,Exploiting easy data in online optimization.,"Amir Sani,Gergely Neu,Alessandro Lazaric,"
91,Sparse Multi-Task Reinforcement Learning.,"Daniele Calandriello,Alessandro Lazaric,Marcello Restelli,"
92,Best-Arm Identification in Linear Bandits.,"Marta Soare,Alessandro Lazaric,Rémi Munos,"
93,Mind the Nuisance: Gaussian Process Classification using Privileged Noise.,"Daniel Hernández-Lobato,Viktoriia Sharmanska,Kristian Kersting,Christoph H. Lampert,Novi Quadrianto,"
94,Tight Bounds for Influence in Diffusion Networks and Application to Bond Percolation and Epidemiology.,"Rémi Lemonnier,Kevin Scaman,Nicolas Vayatis,"
95,On the Computational Efficiency of Training Neural Networks.,"Roi Livni,Shai Shalev-Shwartz,Ohad Shamir,"
96,Self-Adaptable Templates for Feature Coding.,"Xavier Boix,Gemma Roig,Salomon Diether,Luc Van Gool,"
97,Multilabel Structured Output Learning with Random Spanning Trees of Max-Margin Markov Networks.,"Mario Marchand,Hongyu Su,Emilie Morvant,Juho Rousu,John Shawe-Taylor,"
98,Stochastic Network Design in Bidirected Trees.,"XiaoJian Wu,Daniel R. Sheldon,Shlomo Zilberstein,"
99,Learning convolution filters for inverse covariance estimation of neural network connectivity.,"George O. Mohler,"
100,SerialRank: Spectral Ranking using Seriation.,"Fajwel Fogel,Alexandre d'Aspremont,Milan Vojnovic,"
101,Clamping Variables and Approximate Inference.,"Adrian Weller,Tony Jebara,"
102,Predictive Entropy Search for Efficient Global Optimization of Black-box Functions.,"José Miguel Hernández-Lobato,Matthew W. Hoffman,Zoubin Ghahramani,"
103,A Block-Coordinate Descent Approach for Large-scale Sparse Inverse Covariance Estimation.,"Eran Treister,Javier Turek,"
104,Efficient Inference of Continuous Markov Random Fields with Polynomial Potentials.,"Shenlong Wang,Alexander G. Schwing,Raquel Urtasun,"
105,Scalable Methods for Nonnegative Matrix Factorizations of Near-separable Tall-and-skinny Matrices.,"Austin R. Benson,Jason D. Lee,Bartek Rajwa,David F. Gleich,"
106,Inferring synaptic conductances from spike trains with a biophysically inspired point process model.,"Kenneth W. Latimer,E. J. Chichilnisky,Fred Rieke,Jonathan W. Pillow,"
107,Expectation Backpropagation: Parameter-Free Training of Multilayer Neural Networks with Continuous or Discrete Weights.,"Daniel Soudry,Itay Hubara,Ron Meir,"
108,Incremental Local Gaussian Regression.,"Franziska Meier,Philipp Hennig,Stefan Schaal,"
109,General Table Completion using a Bayesian Nonparametric Model.,"Isabel Valera,Zoubin Ghahramani,"
110,Universal Option Models.,"Hengshuai Yao,Csaba Szepesvári,Richard S. Sutton,Joseph Modayil,Shalabh Bhatnagar,"
111,Approximating Hierarchical MV-sets for Hierarchical Clustering.,"Assaf Glazer,Omer Weissbrod,Michael Lindenbaum,Shaul Markovitch,"
112,Constant Nullspace Strong Convexity and Fast Convergence of Proximal Methods under High-Dimensional Settings.,"Ian En-Hsu Yen,Cho-Jui Hsieh,Pradeep Ravikumar,Inderjit S. Dhillon,"
113,"Stochastic Gradient Descent, Weighted Sampling, and the Randomized Kaczmarz algorithm.","Deanna Needell,Rachel Ward,Nathan Srebro,"
114,A Framework for Testing Identifiability of Bayesian Models of Perception.,"Luigi Acerbi,Wei Ji Ma,Sethu Vijayakumar,"
115,Optimistic Planning in Markov Decision Processes Using a Generative Model.,"Balázs Szörényi,Gunnar Kedenburg,Rémi Munos,"
116,Gaussian Process Volatility Model.,"Yue Wu,José Miguel Hernández-Lobato,Zoubin Ghahramani,"
117,A Safe Screening Rule for Sparse Logistic Regression.,"Jie Wang,Jiayu Zhou,Jun Liu,Peter Wonka,Jieping Ye,"
118,Hardness of parameter estimation in graphical models.,"Guy Bresler,David Gamarnik,Devavrat Shah,"
119,Learning Neural Network Policies with Guided Policy Search under Unknown Dynamics.,"Sergey Levine,Pieter Abbeel,"
120,Magnitude-sensitive preference formation.,"Nisheeth Srivastava,Ed Vul,Paul R. Schrater,"
121,Extreme bandits.,"Alexandra Carpentier,Michal Valko,"
122,"Distributed Estimation, Information Loss and Exponential Families.","Qiang Liu,Alexander T. Ihler,"
123,Non-convex Robust PCA.,"Praneeth Netrapalli,U. N. Niranjan,Sujay Sanghavi,Animashree Anandkumar,Prateek Jain,"
124,Simultaneous Model Selection and Optimization through Parameter-free Stochastic Learning.,"Francesco Orabona,"
125,Learning From Weakly Supervised Data by The Expectation Loss SVM (e-SVM) algorithm.,"Jun Zhu,Junhua Mao,Alan L. Yuille,"
126,Message Passing Inference for Large Scale Graphical Models with High Order Potentials.,"Jian Zhang,Alexander G. Schwing,Raquel Urtasun,"
127,Encoding High Dimensional Local Features by Sparse Coding Based Fisher Vectors.,"Lingqiao Liu,Chunhua Shen,Lei Wang,Anton van den Hengel,Chao Wang,"
128,Dependent nonparametric trees for dynamic hierarchical clustering.,"Kumar Avinava Dubey,Qirong Ho,Sinead A. Williamson,Eric P. Xing,"
129,Causal Strategic Inference in Networked Microfinance Economies.,"Mohammad Tanvir Irfan,Luis E. Ortiz,"
130,Learning Multiple Tasks in Parallel with a Shared Annotator.,"Haim Cohen,Koby Crammer,"
131,Reducing the Rank in Relational Factorization Models by Including Observable Patterns.,"Maximilian Nickel,Xueyan Jiang,Volker Tresp,"
132,Clustering from Labels and Time-Varying Graphs.,"Shiau Hong Lim,Yudong Chen,Huan Xu,"
133,From Stochastic Mixability to Fast Rates.,"Nishant A. Mehta,Robert C. Williamson,"
134,Recovery of Coherent Data via Low-Rank Dictionary Pursuit.,"Guangcan Liu,Ping Li,"
135,Inferring sparse representations of continuous signals with continuous orthogonal matching pursuit.,"Karin C. Knudson,Jacob L. Yates,Alexander Huk,Jonathan W. Pillow,"
136,Analysis of Variational Bayesian Latent Dirichlet Allocation: Weaker Sparsity Than MAP.,"Shinichi Nakajima,Issei Sato,Masashi Sugiyama,Kazuho Watanabe,Hiroko Kobayashi,"
137,"Discovering, Learning and Exploiting Relevance.","Cem Tekin,Mihaela van der Schaar,"
138,Divide-and-Conquer Learning by Anchoring a Conical Hull.,"Tianyi Zhou,Jeff A. Bilmes,Carlos Guestrin,"
139,Extended and Unscented Gaussian Processes.,"Daniel M. Steinberg,Edwin V. Bonilla,"
140,Spectral Methods meet EM: A Provably Optimal Algorithm for Crowdsourcing.,"Yuchen Zhang,Xi Chen,Dengyong Zhou,Michael I. Jordan,"
141,Exploiting Linear Structure Within Convolutional Networks for Efficient Evaluation.,"Emily L. Denton,Wojciech Zaremba,Joan Bruna,Yann LeCun,Rob Fergus,"
142,Learning to Discover Efficient Mathematical Identities.,"Wojciech Zaremba,Karol Kurach,Rob Fergus,"
143,The Large Margin Mechanism for Differentially Private Maximization.,"Kamalika Chaudhuri,Daniel J. Hsu,Shuang Song,"
144,DFacTo: Distributed Factorization of Tensors.,"Joon Hee Choi,S. Vishwanathan,"
145,Localized Data Fusion for Kernel k-Means Clustering with Application to Cancer Biology.,"Mehmet Gönen,Adam A. Margolin,"
146,Conditional Swap Regret and Conditional Correlated Equilibrium.,"Mehryar Mohri,Scott Yang,"
147,Mode Estimation for High Dimensional Discrete Tree Graphical Models.,"Chao Chen,Han Liu,Dimitris N. Metaxas,Tianqi Zhao,"
148,Large-scale L-BFGS using MapReduce.,"Weizhu Chen,Zhenghao Wang,Jingren Zhou,"
149,Submodular Attribute Selection for Action Recognition in Video.,"Jingjing Zheng,Zhuolin Jiang,Rama Chellappa,P. Jonathon Phillips,"
150,Efficient Structured Matrix Rank Minimization.,"Adams Wei Yu,Wanli Ma,Yaoliang Yu,Jaime G. Carbonell,Suvrit Sra,"
151,On Integrated Clustering and Outlier Detection.,"Lionel Ott,Linsey Xiaolin Pang,Fabio Tozeto Ramos,Sanjay Chawla,"
152,A Drifting-Games Analysis for Online Learning and Applications to Boosting.,"Haipeng Luo,Robert E. Schapire,"
153,Projecting Markov Random Field Parameters for Fast Mixing.,"Xianghang Liu,Justin Domke,"
154,Automatic Discovery of Cognitive Skills to Improve the Prediction of Student Learning.,"Robert V. Lindsey,Mohammad Khajah,Michael C. Mozer,"
155,Near-Optimal-Sample Estimators for Spherical Gaussian Mixtures.,"Ananda Theertha Suresh,Alon Orlitsky,Jayadev Acharya,Ashkan Jafarpour,"
156,Automated Variational Inference for Gaussian Process Models.,"Trung V. Nguyen,Edwin V. Bonilla,"
157,Learning Mixtures of Submodular Functions for Image Collection Summarization.,"Sebastian Tschiatschek,Rishabh K. Iyer,Haochen Wei,Jeff A. Bilmes,"
158,Robust Tensor Decomposition with Gross Corruption.,"Quanquan Gu,Huan Gui,Jiawei Han,"
159,Provable Tensor Factorization with Missing Data.,"Prateek Jain,Sewoong Oh,"
160,Parallel Successive Convex Approximation for Nonsmooth Nonconvex Optimization.,"Meisam Razaviyayn,Mingyi Hong,Zhi-Quan Luo,Jong-Shi Pang,"
161,Using Convolutional Neural Networks to Recognize Rhythm Stimuli from Electroencephalography Recordings.,"Sebastian Stober,Daniel J. Cameron,Jessica A. Grahn,"
162,Blossom Tree Graphical Models.,"Zhe Liu,John D. Lafferty,"
163,Model-based Reinforcement Learning and the Eluder Dimension.,"Ian Osband,Benjamin Van Roy,"
164,Minimax-optimal Inference from Partial Rankings.,"Bruce E. Hajek,Sewoong Oh,Jiaming Xu,"
165,Spectral Methods for Indian Buffet Process Inference.,"Hsiao-Yu Fish Tung,Alexander J. Smola,"
166,On the Statistical Consistency of Plug-in Classifiers for Non-decomposable Performance Measures.,"Harikrishna Narasimhan,Rohit Vaish,Shivani Agarwal,"
167,Top Rank Optimization in Linear Time.,"Nan Li,Rong Jin,Zhi-Hua Zhou,"
168,Spectral Methods for Supervised Topic Models.,"Yining Wang,Jun Zhu,"
169,Graphical Models for Recovering Probabilistic and Causal Queries from Missing Data.,"Karthika Mohan,Judea Pearl,"
170,Sparse PCA with Oracle Property.,"Quanquan Gu,Zhaoran Wang,Han Liu,"
171,Unsupervised Transcription of Piano Music.,"Taylor Berg-Kirkpatrick,Jacob Andreas,Dan Klein,"
172,Decoupled Variational Gaussian Inference.,"Mohammad E. Khan,"
173,Estimation with Norm Regularization.,"Arindam Banerjee,Sheng Chen,Farideh Fazayeli,Vidyashankar Sivakumar,"
174,Decomposing Parameter Estimation Problems.,"Khaled S. Refaat,Arthur Choi,Adnan Darwiche,"
175,Stochastic Proximal Gradient Descent with Acceleration Techniques.,"Atsushi Nitanda,"
176,Learning to Optimize via Information-Directed Sampling.,"Daniel Russo,Benjamin Van Roy,"
177,Covariance shrinkage for autocorrelated data.,"Daniel Bartz,Klaus-Robert Müller,"
178,Do Convnets Learn Correspondence?,"Jonathan Long,Ning Zhang,Trevor Darrell,"
179,The Blinded Bandit: Learning with Adaptive Feedback.,"Ofer Dekel,Elad Hazan,Tomer Koren,"
180,Convex Optimization Procedure for Clustering: Theoretical Revisit.,"Changbo Zhu,Huan Xu,Chenlei Leng,Shuicheng Yan,"
181,Sparse Bayesian structure learning with dependent relevance determination priors.,"Anqi Wu,Mijung Park,Oluwasanmi Koyejo,Jonathan W. Pillow,"
182,Weakly-supervised Discovery of Visual Pattern Configurations.,"Hyun Oh Song,Yong Jae Lee,Stefanie Jegelka,Trevor Darrell,"
183,SAGA: A Fast Incremental Gradient Method With Support for Non-Strongly Convex Composite Objectives.,"Aaron Defazio,Francis R. Bach,Simon Lacoste-Julien,"
184,"Exclusive Feature Learning on Arbitrary Structures via \ell_{1, 2}-norm.","Deguang Kong,Ryohei Fujimaki,Ji Liu,Feiping Nie,Chris H. Q. Ding,"
185,Time-Data Tradeoffs by Aggressive Smoothing.,"John J. Bruer,Joel A. Tropp,Volkan Cevher,Stephen Becker,"
186,Distributed Power-law Graph Computing: Theoretical and Empirical Analysis.,"Cong Xie,Ling Yan,Wu-Jun Li,Zhihua Zhang,"
187,A Multi-World Approach to Question Answering about Real-World Scenes based on Uncertain Input.,"Mateusz Malinowski,Mario Fritz,"
188,Efficient Partial Monitoring with Prior Information.,"Hastagiri P. Vanchinathan,Gábor Bartók,Andreas Krause,"
189,Distributed Parameter Estimation in Probabilistic Graphical Models.,"Yariv Dror Mizrahi,Misha Denil,Nando de Freitas,"
190,Unsupervised Deep Haar Scattering on Graphs.,"Xu Chen,Xiuyuan Cheng,Stéphane Mallat,"
191,Online Optimization for Max-Norm Regularization.,"Jie Shen,Huan Xu,Ping Li,"
192,Probabilistic low-rank matrix completion on finite alphabets.,"Jean Lafond,Olga Klopp,Eric Moulines,Joseph Salmon,"
193,Articulated Pose Estimation by a Graphical Model with Image Dependent Pairwise Relations.,"Xianjie Chen,Alan L. Yuille,"
194,Bayesian Inference for Structured Spike and Slab Priors.,"Michael Riis Andersen,Ole Winther,Lars Kai Hansen,"
195,Bayesian Nonlinear Support Vector Machines and Discriminative Factor Modeling.,"Ricardo Henao,Xin Yuan,Lawrence Carin,"
196,Generalized Higher-Order Orthogonal Iteration for Tensor Decomposition and Completion.,"Yuanyuan Liu,Fanhua Shang,Wei Fan,James Cheng,Hong Cheng,"
197,Making Pairwise Binary Graphical Models Attractive.,"Nicholas Ruozzi,Tony Jebara,"
198,Low Rank Approximation Lower Bounds in Row-Update Streams.,"David P. Woodruff,"
199,Deep Convolutional Neural Network for Image Deconvolution.,"Li Xu,Jimmy S. J. Ren,Ce Liu,Jiaya Jia,"
200,Joint Training of a Convolutional Network and a Graphical Model for Human Pose Estimation.,"Jonathan Tompson,Arjun Jain,Yann LeCun,Christoph Bregler,"
201,Learning Generative Models with Visual Attention.,"Yichuan Tang,Nitish Srivastava,Ruslan Salakhutdinov,"
202,Metric Learning for Temporal Sequence Alignment.,"Rémi Lajugie,Damien Garreau,Francis R. Bach,Sylvain Arlot,"
203,Learning Optimal Commitment to Overcome Insecurity.,"Avrim Blum,Nika Haghtalab,Ariel D. Procaccia,"
204,"How hard is my MDP?"" The distribution-norm to the rescue"".","Odalric-Ambrym Maillard,Timothy A. Mann,Shie Mannor,"
205,Near-Optimal Density Estimation in Near-Linear Time Using Variable-Width Histograms.,"Siu-on Chan,Ilias Diakonikolas,Rocco A. Servedio,Xiaorui Sun,"
206,An Autoencoder Approach to Learning Bilingual Word Representations.,"A. P. Sarath Chandar,Stanislas Lauly,Hugo Larochelle,Mitesh M. Khapra,Balaraman Ravindran,Vikas C. Raykar,Amrita Saha,"
207,Sequential Monte Carlo for Graphical Models.,"Christian A. Naesseth,Fredrik Lindsten,Thomas B. Schön,"
208,Optimal Regret Minimization in Posted-Price Auctions with Strategic Buyers.,"Mehryar Mohri,Andres Muñoz Medina,"
209,Optimal prior-dependent neural population codes under shared input noise.,"Agnieszka Grabska-Barwinska,Jonathan W. Pillow,"
210,Deep Fragment Embeddings for Bidirectional Image Sentence Mapping.,"Andrej Karpathy,Armand Joulin,Fei-Fei Li,"
211,Flexible Transfer Learning under Support and Model Shift.,"Xuezhi Wang,Jeff G. Schneider,"
212,Probabilistic Differential Dynamic Programming.,"Yunpeng Pan,Evangelos A. Theodorou,"
213,Predicting Useful Neighborhoods for Lazy Local Learning.,"Aron Yu,Kristen Grauman,"
214,"Modeling Deep Temporal Dependencies with Recurrent ""Grammar Cells"".","Vincent Michalski,Roland Memisevic,Kishore Reddy Konda,"
215,Generalized Dantzig Selector: Application to the k-support norm.,"Soumyadeep Chatterjee,Sheng Chen,Arindam Banerjee,"
216,Neurons as Monte Carlo Samplers: Bayesian Inference and Learning in Spiking Networks.,"Yanping Huang,Rajesh P. N. Rao,"
217,The Bayesian Case Model: A Generative Approach for Case-Based Reasoning and Prototype Classification.,"Been Kim,Cynthia Rudin,Julie A. Shah,"
218,Latent Support Measure Machines for Bag-of-Words Data Classification.,"Yuya Yoshikawa,Tomoharu Iwata,Hiroshi Sawada,"
219,Local Linear Convergence of Forward-Backward under Partial Smoothness.,"Jingwei Liang,Jalal Fadili,Gabriel Peyré,"
220,RAAM: The Benefits of Robustness in Approximating Aggregated MDPs in Reinforcement Learning.,"Marek Petrik,Dharmashankar Subramanian,"
221,Deep Learning Face Representation by Joint Identification-Verification.,"Yi Sun,Yuheng Chen,Xiaogang Wang,Xiaoou Tang,"
222,A provable SVD-based algorithm for learning topics in dominant admixture corpus.,"Trapit Bansal,Chiranjib Bhattacharyya,Ravindran Kannan,"
223,QUIC & DIRTY: A Quadratic Approximation Approach for Dirty Statistical Models.,"Cho-Jui Hsieh,Inderjit S. Dhillon,Pradeep Ravikumar,Stephen Becker,Peder A. Olsen,"
224,General Stochastic Networks for Classification.,"Matthias Zöhrer,Franz Pernkopf,"
225,Spatio-temporal Representations of Uncertainty in Spiking Neural Networks.,"Cristina Savin,Sophie Denève,"
226,Attentional Neural Network: Feature Selection Using Cognitive Feedback.,"Qian Wang,Jiaxing Zhang,Sen Song,Zheng Zhang,"
227,Convolutional Neural Network Architectures for Matching Natural Language Sentences.,"Baotian Hu,Zhengdong Lu,Hang Li,Qingcai Chen,"
228,Scalable Non-linear Learning with Adaptive Polynomial Expansions.,"Alekh Agarwal,Alina Beygelzimer,Daniel J. Hsu,John Langford,Matus Telgarsky,"
229,On the relations of LFPs & Neural Spike Trains.,"David E. Carlson,Jana Schaich Borg,Kafui Dzirasa,Lawrence Carin,"
