,0,1
22,Multi-View Learning of Word Embeddings via CCA.,"Paramveer S. Dhillon,Dean P. Foster,Lyle H. Ungar,"
23,Global Solution of Fully-Observed Variational Bayesian Matrix Factorization is Column-Wise Independent.,"Shinichi Nakajima,Masashi Sugiyama,S. Derin Babacan,"
24,Estimating time-varying input signals and ion channel states from a single voltage trace of a neuron.,"Ryota Kobayashi,Yasuhiro Tsubo,Petr Lánský,Shigeru Shinomoto,"
25,Additive Gaussian Processes.,"David Duvenaud,Hannes Nickisch,Carl Edward Rasmussen,"
26,Inferring Interaction Networks using the IBP applied to microRNA Target Prediction.,"Hai-Son Le,Ziv Bar-Joseph,"
27,Semantic Labeling of 3D Point Clouds for Indoor Scenes.,"Hema Swetha Koppula,Abhishek Anand,Thorsten Joachims,Ashutosh Saxena,"
28,Learning Higher-Order Graph Structure with Features by Structure Penalty.,"Shilin Ding,Grace Wahba,Xiaojin (Jerry) Zhu,"
29,Analysis and Improvement of Policy Gradient Estimation.,"Tingting Zhao,Hirotaka Hachiya,Gang Niu,Masashi Sugiyama,"
30,Dimensionality Reduction Using the Sparse Linear Model.,"Ioannis Gkioulekas,Todd E. Zickler,"
31,Robust Multi-Class Gaussian Process Classification.,"Daniel Hernández-Lobato,José Miguel Hernández-Lobato,Pierre Dupont,"
32,Maximum Margin Multi-Label Structured Prediction.,"Christoph H. Lampert,"
33,Extracting Speaker-Specific Information with a Regularized Siamese Deep Network.,"Ke Chen,Ahmad Salman,"
34,Thinning Measurement Models and Questionnaire Design.,"Ricardo Bezerra de Andrade e Silva,"
35,Inductive reasoning about chimeric creatures.,"Charles Kemp,"
36,Optimal Reinforcement Learning for Gaussian Systems.,"Philipp Hennig,"
37,A Denoising View of Matrix Completion.,"Weiran Wang,Miguel Á. Carreira-Perpiñán,Zhengdong Lu,"
38,Efficient Online Learning via Randomized Rounding.,"Nicolò Cesa-Bianchi,Ohad Shamir,"
39,Efficient Methods for Overlapping Group Lasso.,"Lei Yuan,Jun Liu,Jieping Ye,"
40,Differentially Private M-Estimators.,"Jing Lei,"
41,Multiple Instance Filtering.,"Kamil Wnuk,Stefano Soatto,"
42,Phase transition in the family of p-resistances.,"Morteza Alamgir,Ulrike von Luxburg,"
43,Convergent Bounds on the Euclidean Distance.,"Yoonho Hwang,Hee-Kap Ahn,"
44,Heavy-tailed Distances for Gradient Based Image Descriptors.,"Yangqing Jia,Trevor Darrell,"
45,RTRMC: A Riemannian trust-region method for low-rank matrix completion.,"Nicolas Boumal,Pierre-Antoine Absil,"
46,Expressive Power and Approximation Errors of Restricted Boltzmann Machines.,"Guido Montúfar,Johannes Rauh,Nihat Ay,"
47,History distribution matching method for predicting effectiveness of HIV combination therapies.,"Jasmina Bogojeska,"
48,Semi-supervised Regression via Parallel Field Regularization.,"Binbin Lin,Chiyuan Zhang,Xiaofei He,"
49,Object Detection with Grammar Models.,"Ross B. Girshick,Pedro F. Felzenszwalb,David A. McAllester,"
50,Non-Asymptotic Analysis of Stochastic Approximation Algorithms for Machine Learning.,"Francis R. Bach,Eric Moulines,"
51,On fast approximate submodular minimization.,"Stefanie Jegelka,Hui Lin,Jeff A. Bilmes,"
52,"Emergence of Multiplication in a Biophysical Model of a Wide-Field Visual Neuron for Computing Object Approaches: Dynamics, Peaks, & Fits.","Matthias S. Keil,"
53,Efficient anomaly detection using bipartite k-NN graphs.,"Kumar Sricharan,Alfred O. Hero III,"
54,Projection onto A Nonnegative Max-Heap.,"Jun Liu,Liang Sun,Jieping Ye,"
55,Improving Topic Coherence with Regularized Topic Models.,"David Newman,Edwin V. Bonilla,Wray L. Buntine,"
56,A Two-Stage Weighting Framework for Multi-Source Domain Adaptation.,"Qian Sun,Rita Chattopadhyay,Sethuraman Panchanathan,Jieping Ye,"
57,An ideal observer model for identifying the reference frame of objects.,"Joseph L. Austerweil,Abram L. Friesen,Thomas L. Griffiths,"
58,Generalized Beta Mixtures of Gaussians.,"Artin Armagan,David B. Dunson,Merlise Clyde,"
59,Large-Scale Sparse Principal Component Analysis with Application to Text Data.,"Youwei Zhang,Laurent El Ghaoui,"
60,Simultaneous Sampling and Multi-Structure Fitting with Adaptive Reversible Jump MCMC.,"Trung-Thanh Pham,Tat-Jun Chin,Jin Yu,David Suter,"
61,$\theta$-MRF: Capturing Spatial and Semantic Structure in the Parameters for Scene Understanding.,"Congcong Li,Ashutosh Saxena,Tsuhan Chen,"
62,Crowdclustering.,"Ryan Gomes,Peter Welinder,Andreas Krause,Pietro Perona,"
63,Fast and Balanced: Efficient Label Tree Learning for Large Scale Object Recognition.,"Jia Deng,Sanjeev Satheesh,Alexander C. Berg,Fei-Fei Li,"
64,Target Neighbor Consistent Feature Weighting for Nearest Neighbor Classification.,"Ichiro Takeuchi,Masashi Sugiyama,"
65,The Impact of Unlabeled Patterns in Rademacher Complexity Theory for Kernel Classifiers.,"Luca Oneto,Davide Anguita,Alessandro Ghio,Sandro Ridella,"
66,Relative Density-Ratio Estimation for Robust Distribution Comparison.,"Makoto Yamada,Taiji Suzuki,Takafumi Kanamori,Hirotaka Hachiya,Masashi Sugiyama,"
67,Solving Decision Problems with Limited Information.,"Denis Deratani Mauá,Cassio Polpo de Campos,"
68,Linearized Alternating Direction Method with Adaptive Penalty for Low-Rank Representation.,"Zhouchen Lin,Risheng Liu,Zhixun Su,"
69,Learning a Tree of Metrics with Disjoint Visual Features.,"Sung Ju Hwang,Kristen Grauman,Fei Sha,"
70,Efficient inference in matrix-variate Gaussian models with \iid observation noise.,"Oliver Stegle,Christoph Lippert,Joris M. Mooij,Neil D. Lawrence,Karsten M. Borgwardt,"
71,On Causal Discovery with Cyclic Additive Noise Models.,"Joris M. Mooij,Dominik Janzing,Tom Heskes,Bernhard Schölkopf,"
72,Learning to Agglomerate Superpixel Hierarchies.,"Viren Jain,Srinivas C. Turaga,Kevin L. Briggman,Moritz Helmstaedter,Winfried Denk,H. Sebastian Seung,"
73,A Convergence Analysis of Log-Linear Training.,"Simon Wiesler,Hermann Ney,"
74,Shallow vs. Deep Sum-Product Networks.,"Olivier Delalleau,Yoshua Bengio,"
75,Signal Estimation Under Random Time-Warpings and Nonlinear Signal Alignment.,"Sebastian Kurtek,Anuj Srivastava,Wei Wu,"
76,From Bandits to Experts: On the Value of Side-Observations.,"Shie Mannor,Ohad Shamir,"
77,Hogwild: A Lock-Free Approach to Parallelizing Stochastic Gradient Descent.,"Benjamin Recht,Christopher Ré,Stephen J. Wright,Feng Niu,"
78,Clustered Multi-Task Learning Via Alternating Structure Optimization.,"Jiayu Zhou,Jianhui Chen,Jieping Ye,"
79,Why The Brain Separates Face Recognition From Object Recognition.,"Joel Z. Leibo,Jim Mutch,Tomaso A. Poggio,"
80,Reinforcement Learning using Kernel-Based Stochastic Factorization.,"André da Motta Salles Barreto,Doina Precup,Joelle Pineau,"
81,k-NN Regression Adapts to Local Intrinsic Dimension.,"Samory Kpotufe,"
82,Learning unbelievable probabilities.,"Xaq Pitkow,Yashar Ahmadian,Kenneth D. Miller,"
83,A Machine Learning Approach to Predict Chemical Reactions.,"Matthew A. Kayala,Pierre Baldi,"
84,Dynamical segmentation of single trials from population neural data.,"Biljana Petreska,Byron M. Yu,John P. Cunningham,Gopal Santhanam,Stephen I. Ryu,Krishna V. Shenoy,Maneesh Sahani,"
85,Recovering Intrinsic Images with a Global Sparsity Prior on Reflectance.,"Peter V. Gehler,Carsten Rother,Martin Kiefel,Lumin Zhang,Bernhard Schölkopf,"
86,Probabilistic Modeling of Dependencies Among Visual Short-Term Memory Representations.,"Emin Orhan,Robert A. Jacobs,"
87,Optimistic Optimization of a Deterministic Function without the Knowledge of its Smoothness.,"Rémi Munos,"
88,Reconstructing Patterns of Information Diffusion from Incomplete Observations.,"Flavio Chierichetti,Jon M. Kleinberg,David Liben-Nowell,"
89,Dynamic Pooling and Unfolding Recursive Autoencoders for Paraphrase Detection.,"Richard Socher,Eric H. Huang,Jeffrey Pennington,Andrew Y. Ng,Christopher D. Manning,"
90,Active Learning Ranking from Pairwise Preferences with Almost Optimal Query Complexity.,"Nir Ailon,"
91,Modelling Genetic Variations using Fragmentation-Coagulation Processes.,"Yee Whye Teh,Charles Blundell,Lloyd T. Elliott,"
92,Prediction strategies without loss.,"Michael Kapralov,Rina Panigrahy,"
93,Data Skeletonization via Reeb Graphs.,"Xiaoyin Ge,Issam Safa,Mikhail Belkin,Yusu Wang,"
94,Information Rates and Optimal Decoding in Large Neural Populations.,"Kamiar Rahnama Rad,Liam Paninski,"
95,Selective Prediction of Financial Trends with Hidden Markov Models.,"Dmitry Pidan,Ran El-Yaniv,"
96,Maximal Cliques that Satisfy Hard Constraints with Application to Deformable Object Model Learning.,"Xinggang Wang,Xiang Bai,Xingwei Yang,Wenyu Liu,Longin Jan Latecki,"
97,Distributed Delayed Stochastic Optimization.,"Alekh Agarwal,John C. Duchi,"
98,Greedy Algorithms for Structurally Constrained High Dimensional Problems.,"Ambuj Tewari,Pradeep Ravikumar,Inderjit S. Dhillon,"
99,Newtron: an Efficient Bandit algorithm for Online Multiclass Prediction.,"Elad Hazan,Satyen Kale,"
100,Learning Sparse Representations of High Dimensional Data on Large Scale Dictionaries.,"Zhen James Xiang,Hao Xu,Peter J. Ramadge,"
101,Minimax Localization of Structural Information in Large Noisy Matrices.,"Mladen Kolar,Sivaraman Balakrishnan,Alessandro Rinaldo,Aarti Singh,"
102,Maximum Covariance Unfolding : Manifold Learning for Bimodal Data.,"Vijay Mahadevan,Chi Wah Wong,José Costa Pereira,Tom Liu,Nuno Vasconcelos,Lawrence K. Saul,"
103,Efficient Learning of Generalized Linear and Single Index Models with Isotonic Regression.,"Sham M. Kakade,Adam Kalai,Varun Kanade,Ohad Shamir,"
104,On the Analysis of Multi-Channel Neural Spike Data.,"Bo Chen,David E. Carlson,Lawrence Carin,"
105,Learning Eigenvectors for Free.,"Wouter M. Koolen,Wojciech Kotlowski,Manfred K. Warmuth,"
106,Noise Thresholds for Spectral Clustering.,"Sivaraman Balakrishnan,Min Xu,Akshay Krishnamurthy,Aarti Singh,"
107,The Kernel Beta Process.,"Lu Ren,Yingjian Wang,David B. Dunson,Lawrence Carin,"
108,Statistical Performance of Convex Tensor Decomposition.,"Ryota Tomioka,Taiji Suzuki,Kohei Hayashi,Hisashi Kashima,"
109,Probabilistic amplitude and frequency demodulation.,"Richard E. Turner,Maneesh Sahani,"
110,Directed Graph Embedding: an Algorithm based on Continuous Limits of Laplacian-type Operators.,"Dominique C. Perrault-Joncas,Marina Meila,"
111,Efficient coding of natural images with a population of noisy Linear-Nonlinear neurons.,"Yan Karklin,Eero P. Simoncelli,"
112,Complexity of Inference in Latent Dirichlet Allocation.,"David A. Sontag,Daniel M. Roy,"
113,ICA with Reconstruction Cost for Efficient Overcomplete Feature Learning.,"Quoc V. Le,Alexandre Karpenko,Jiquan Ngiam,Andrew Y. Ng,"
114,Lower Bounds for Passive and Active Learning.,"Maxim Raginsky,Alexander Rakhlin,"
115,Stochastic convex optimization with bandit feedback.,"Alekh Agarwal,Dean P. Foster,Daniel J. Hsu,Sham M. Kakade,Alexander Rakhlin,"
116,Structure Learning for Optimization.,"Shulin Yang,Ali Rahimi,"
117,Inverting Grice's Maxims to Learn Rules from Natural Language Extractions.,"Shahed Sorower,Thomas G. Dietterich,Janardhan Rao Doppa,John Walker Orr,Prasad Tadepalli,Xiaoli Z. Fern,"
118,Active Classification based on Value of Classifier.,"Tianshi Gao,Daphne Koller,"
119,Group Anomaly Detection using Flexible Genre Models.,"Liang Xiong,Barnabás Póczos,Jeff G. Schneider,"
120,Approximating Semidefinite Programs in Sublinear Time.,"Dan Garber,Elad Hazan,"
121,SpaRCS: Recovering low-rank and sparse matrices from compressive measurements.,"Andrew E. Waters,Aswin C. Sankaranarayanan,Richard G. Baraniuk,"
122,Budgeted Optimization with Concurrent Stochastic-Duration Experiments.,"Javad Azimi,Alan Fern,Xiaoli Z. Fern,"
123,"Online Submodular Set Cover, Ranking, and Repeated Active Learning.","Andrew Guillory,Jeff A. Bilmes,"
124,Structured sparse coding via lateral inhibition.,"Arthur Szlam,Karol Gregor,Yann LeCun,"
125,Sparse Filtering.,"Jiquan Ngiam,Pang Wei Koh,Zhenghao Chen,Sonia A. Bhaskar,Andrew Y. Ng,"
126,Divide-and-Conquer Matrix Factorization.,"Lester W. Mackey,Ameet Talwalkar,Michael I. Jordan,"
127,Im2Text: Describing Images Using 1 Million Captioned Photographs.,"Vicente Ordonez,Girish Kulkarni,Tamara L. Berg,"
128,Nonstandard Interpretations of Probabilistic Programs for Efficient Inference.,"David Wingate,Noah D. Goodman,Andreas Stuhlmüller,Jeffrey Mark Siskind,"
129,Collective Graphical Models.,"Daniel R. Sheldon,Thomas G. Dietterich,"
130,Metric Learning with Multiple Kernels.,"Jun Wang,Huyen Do,Adam Woznica,Alexandros Kalousis,"
131,ShareBoost: Efficient multiclass learning with feature sharing.,"Shai Shalev-Shwartz,Yonatan Wexler,Amnon Shashua,"
132,Active dendrites: adaptation to spike-based communication.,"Balázs Ujfalussy,Máté Lengyel,"
133,Message-Passing for Approximate MAP Inference with Latent Variables.,"Jiarong Jiang,Piyush Rai,Hal Daumé III,"
134,A More Powerful Two-Sample Test in High Dimensions using Random Projection.,"Miles Lopes,Laurent Jacob,Martin J. Wainwright,"
135,Orthogonal Matching Pursuit with Replacement.,"Prateek Jain,Ambuj Tewari,Inderjit S. Dhillon,"
136,Composite Multiclass Losses.,"Elodie Vernet,Robert C. Williamson,Mark D. Reid,"
137,Beating SGD: Learning SVMs in Sublinear Time.,"Elad Hazan,Tomer Koren,Nati Srebro,"
138,Greedy Model Averaging.,"Dong Dai,Tong Zhang,"
139,Large-Scale Category Structure Aware Image Categorization.,"Bin Zhao,Fei-Fei Li,Eric P. Xing,"
140,On the accuracy of l1-filtering of signals with block-sparse structure.,"Anatoli Iouditski,Fatma Kilinç-Karzan,Arkadi Nemirovski,Boris T. Polyak,"
141,Multilinear Subspace Regression: An Orthogonal Tensor Decomposition Approach.,"Qibin Zhao,Cesar F. Caiafa,Danilo P. Mandic,Liqing Zhang,Tonio Ball,Andreas Schulze-Bonhage,Andrzej Cichocki,"
142,Finite Time Analysis of Stratified Sampling for Monte Carlo.,"Alexandra Carpentier,Rémi Munos,"
143,Monte Carlo Value Iteration with Macro-Actions.,"Zhan Wei Lim,David Hsu,Wee Sun Lee,"
144,Structured Learning for Cell Tracking.,"Xinghua Lou,Fred A. Hamprecht,"
145,Two is better than one: distinct roles for familiarity and recollection in retrieving palimpsest memories.,"Cristina Savin,Peter Dayan,Máté Lengyel,"
146,Algorithms and hardness results for parallel large margin learning.,"Rocco A. Servedio,Philip M. Long,"
147,Portmanteau Vocabularies for Multi-Cue Image Representation.,"Fahad Shahbaz Khan,Joost van de Weijer,Andrew D. Bagdanov,María Vanrell,"
148,Boosting with Maximum Adaptive Sampling.,"Charles Dubout,François Fleuret,"
149,Gaussian Process Training with Input Noise.,"Andrew McHutchon,Carl Edward Rasmussen,"
150,Empirical models of spiking in neural populations.,"Jakob H. Macke,Lars Buesing,John P. Cunningham,Byron M. Yu,Krishna V. Shenoy,Maneesh Sahani,"
151,Learning Probabilistic Non-Linear Latent Variable Models for Tracking Complex Activities.,"Angela Yao,Juergen Gall,Luc Van Gool,Raquel Urtasun,"
152,Bayesian Partitioning of Large-Scale Distance Data.,"David Adametz,Volker Roth,"
153,From Stochastic Nonlinear Integrate-and-Fire to Generalized Linear Models.,"Skander Mensi,Richard Naud,Wulfram Gerstner,"
154,On the Completeness of First-Order Knowledge Compilation for Lifted Probabilistic Inference.,"Guy Van den Broeck,"
155,Hierarchical Topic Modeling for Analysis of Time-Evolving Personal Choices.,"XianXing Zhang,David B. Dunson,Lawrence Carin,"
156,An Exact Algorithm for F-Measure Maximization.,"Krzysztof Dembczynski,Willem Waegeman,Weiwei Cheng,Eyke Hüllermeier,"
157,Co-regularized Multi-view Spectral Clustering.,"Abhishek Kumar,Piyush Rai,Hal Daumé III,"
158,Sequence learning with hidden units in spiking neural networks.,"Johanni Brea,Walter Senn,Jean-Pascal Pfister,"
159,Identifying Alzheimer's Disease-Related Brain Regions from Multi-Modality Neuroimaging Data using Sparse Composite Linear Discrimination Analysis.,"Shuai Huang,Jing Li,Jieping Ye,Teresa Wu,Kewei Chen,Adam Fleisher,Eric Reiman,"
160,A blind sparse deconvolution method for neural spike identification.,"Chaitanya Ekanadham,Daniel Tranchina,Eero P. Simoncelli,"
161,How Do Humans Teach: On Curriculum Learning and Teaching Dimension.,"Faisal Khan,Xiaojin (Jerry) Zhu,Bilge Mutlu,"
162,Convergence Rates of Inexact Proximal-Gradient Methods for Convex Optimization.,"Mark Schmidt,Nicolas Le Roux,Francis R. Bach,"
163,Joint 3D Estimation of Objects and Scene Layout.,"Andreas Geiger,Christian Wojek,Raquel Urtasun,"
164,Spatial distance dependent Chinese restaurant processes for image segmentation.,"Soumya Ghosh,Andrei B. Ungureanu,Erik B. Sudderth,David M. Blei,"
165,Pylon Model for Semantic Segmentation.,"Victor S. Lempitsky,Andrea Vedaldi,Andrew Zisserman,"
166,t-divergence Based Approximate Inference.,"Nan Ding,S. V. N. Vishwanathan,Yuan (Alan) Qi,"
167,Learning person-object interactions for action recognition in still images.,"Vincent Delaitre,Josef Sivic,Ivan Laptev,"
168,Submodular Multi-Label Learning.,"James Petterson,Tibério S. Caetano,"
169,Uniqueness of Belief Propagation on Signed Graphs.,"Yusuke Watanabe,"
170,Higher-Order Correlation Clustering for Image Segmentation.,"Sungwoong Kim,Sebastian Nowozin,Pushmeet Kohli,Chang Dong Yoo,"
171,Optimal learning rates for least squares SVMs using Gaussian kernels.,"Mona Eberts,Ingo Steinwart,"
172,Learning Auto-regressive Models from Sequence and Non-sequence Data.,"Tzu-Kuo Huang,Jeff G. Schneider,"
173,Committing Bandits.,"Loc Bui,Ramesh Johari,Shie Mannor,"
174,Energetically Optimal Action Potentials.,"Martin B. Stemmler,Biswa Sengupta,Simon B. Laughlin,Jeremy E. Niven,"
175,Unifying Framework for Fast Learning Rate of Non-Sparse Multiple Kernel Learning.,"Taiji Suzuki,"
176,See the Tree Through the Lines: The Shazoo Algorithm.,"Fabio Vitale,Nicolò Cesa-Bianchi,Claudio Gentile,Giovanni Zappella,"
177,The Fast Convergence of Boosting.,"Matus Telgarsky,"
178,Multi-armed bandits on implicit metric spaces.,"Aleksandrs Slivkins,"
179,Learning Anchor Planes for Classification.,"Ziming Zhang,Lubor Ladicky,Philip H. S. Torr,Amir Saffari,"
180,Infinite Latent SVM for Classification and Multi-task Learning.,"Jun Zhu,Ning Chen,Eric P. Xing,"
181,Facial Expression Transfer with Input-Output Temporal Restricted Boltzmann Machines.,"Matthew D. Zeiler,Graham W. Taylor,Leonid Sigal,Iain A. Matthews,Rob Fergus,"
182,Universal low-rank matrix recovery from Pauli measurements.,"Yi-Kai Liu,"
183,Better Mini-Batch Algorithms via Accelerated Gradient Methods.,"Andrew Cotter,Ohad Shamir,Nati Srebro,Karthik Sridharan,"
184,Adaptive Hedge.,"Tim van Erven,Peter Grunwald,Wouter M. Koolen,Steven de Rooij,"
185,Agnostic Selective Classification.,"Yair Wiener,Ran El-Yaniv,"
186,Comparative Analysis of Viterbi Training and Maximum Likelihood Estimation for HMMs.,"Armen E. Allahverdyan,Aram Galstyan,"
187,PAC-Bayesian Analysis of Contextual Bandits.,"Yevgeny Seldin,Peter Auer,François Laviolette,John Shawe-Taylor,Ronald Ortner,"
188,Bayesian Spike-Triggered Covariance Analysis.,"Il Memming Park,Jonathan W. Pillow,"
189,Non-conjugate Variational Message Passing for Multinomial and Binary Regression.,"David A. Knowles,Tom Minka,"
190,Learning to Search Efficiently in High Dimensions.,"Zhen Li,Huazhong Ning,Liangliang Cao,Tong Zhang,Yihong Gong,Thomas S. Huang,"
191,A Non-Parametric Approach to Dynamic Programming.,"Oliver Kroemer,Jan Peters,"
192,Advice Refinement in Knowledge-Based SVMs.,"Gautam Kunapuli,Richard Maclin,Jude W. Shavlik,"
193,Kernel Bayes' Rule.,"Kenji Fukumizu,Le Song,Arthur Gretton,"
194,Transfer from Multiple MDPs.,"Alessandro Lazaric,Marcello Restelli,"
195,Sparse Bayesian Multi-Task Learning.,"Cédric Archambeau,Shengbo Guo,Onno Zoeter,"
196,"Online Learning: Stochastic, Constrained, and Smoothed Adversaries.","Alexander Rakhlin,Karthik Sridharan,Ambuj Tewari,"
197,Learning in Hilbert vs. Banach Spaces: A Measure Embedding Viewpoint.,"Bharath K. Sriperumbudur,Kenji Fukumizu,Gert R. G. Lanckriet,"
198,Sparse Recovery with Brownian Sensing.,"Alexandra Carpentier,Odalric-Ambrym Maillard,Rémi Munos,"
199,An Unsupervised Decontamination Procedure For Improving The Reliability Of Human Judgments.,"Michael C. Mozer,Benjamin Link,Harold Pashler,"
200,Bayesian Bias Mitigation for Crowdsourcing.,"Fabian L. Wauthier,Michael I. Jordan,"
201,Ranking annotators for crowdsourced labeling tasks.,"Vikas C. Raykar,Shipeng Yu,"
202,Clustering via Dirichlet Process Mixture Models for Portable Skill Discovery.,"Scott Niekum,Andrew G. Barto,"
203,Probabilistic Joint Image Segmentation and Labeling.,"Adrian Ion,João Carreira,Cristian Sminchisescu,"
204,Variance Reduction in Monte-Carlo Tree Search.,"Joel Veness,Marc Lanctot,Michael H. Bowling,"
205,Learning Patient-Specific Cancer Survival Distributions as a Sequence of Dependent Regressors.,"Chun-Nam Yu,Russell Greiner,Hsiu-Chin Lin,Vickie Baracos,"
206,An Application of Tree-Structured Expectation Propagation for Channel Decoding.,"Pablo M. Olmos,Luis Salamanca,Juan José Murillo-Fuentes,Fernando Pérez-Cruz,"
207,High-Dimensional Graphical Model Selection: Tractable Graph Families and Necessary Conditions.,"Animashree Anandkumar,Vincent Y. F. Tan,Alan S. Willsky,"
208,Structural equations and divisive normalization for energy-dependent component analysis.,"Junichiro Hirayama,Aapo Hyvärinen,"
209,Robust Lasso with missing and grossly corrupted observations.,"Nam H. Nguyen,Nasser M. Nasrabadi,Trac D. Tran,"
210,A concave regularization technique for sparse mixture models.,"Martin O. Larsson,Johan Ugander,"
211,Learning a Distance Metric from a Network.,"Blake Shaw,Bert Huang,Tony Jebara,"
212,Variance Penalizing AdaBoost.,"Pannagadatta K. Shivaswamy,Tony Jebara,"
213,Efficient Offline Communication Policies for Factored Multiagent POMDPs.,"João V. Messias,Matthijs T. J. Spaan,Pedro U. Lima,"
214,Sparse recovery by thresholded non-negative least squares.,"Martin Slawski,Matthias Hein,"
215,On Learning Discrete Graphical Models using Greedy Methods.,"Ali Jalali,Christopher C. Johnson,Pradeep Ravikumar,"
216,Policy Gradient Coagent Networks.,"Philip S. Thomas,"
217,Iterative Learning for Reliable Crowdsourcing Systems.,"David R. Karger,Sewoong Oh,Devavrat Shah,"
218,A Model for Temporal Dependencies in Event Streams.,"Asela Gunawardana,Christopher Meek,Puyang Xu,"
219,Unsupervised learning models of primary cortical receptive fields and receptive field plasticity.,"Andrew M. Saxe,Maneesh Bhand,Ritvik Mudur,Bipin Suresh,Andrew Y. Ng,"
220,The Doubly Correlated Nonparametric Topic Model.,"Dae Il Kim,Erik B. Sudderth,"
221,MAP Inference for Bayesian Inverse Reinforcement Learning.,"Jaedeug Choi,Kee-Eung Kim,"
222,Similarity-based Learning via Data Driven Embeddings.,"Purushottam Kar,Prateek Jain,"
223,Predicting Dynamic Difficulty.,"Olana Missura,Thomas Gärtner,"
224,Sparse Estimation with Structured Dictionaries.,"David P. Wipf,"
225,Spectral Methods for Learning Multivariate Latent Tree Structure.,"Animashree Anandkumar,Kamalika Chaudhuri,Daniel J. Hsu,Sham M. Kakade,Le Song,Tong Zhang,"
226,How biased are maximum entropy models?,"Jakob H. Macke,Iain Murray,Peter E. Latham,"
227,Active learning of neural response functions with Gaussian processes.,"Mijung Park,Greg Horwitz,Jonathan W. Pillow,"
228,Priors over Recurrent Continuous Time Processes.,"Ardavan Saeedi,Alexandre Bouchard-Côté,"
229,Learning to Learn with Compound HD Models.,"Ruslan Salakhutdinov,Joshua B. Tenenbaum,Antonio Torralba,"
230,Anatomically Constrained Decoding of Finger Flexion from Electrocorticographic Signals.,"Zuoguan Wang,Gerwin Schalk,Qiang Ji,"
231,Active Learning with a Drifting Distribution.,"Liu Yang,"
232,PiCoDes: Learning a Compact Code for Novel-Category Recognition.,"Alessandro Bergamo,Lorenzo Torresani,Andrew W. Fitzgibbon,"
233,Confidence Sets for Network Structure.,"David S. Choi,Patrick J. Wolfe,Edoardo M. Airoldi,"
234,Prismatic Algorithm for Discrete D.C. Programming Problem.,"Yoshinobu Kawahara,Takashi Washio,"
235,Hierarchical Matching Pursuit for Image Classification: Architecture and Fast Algorithms.,"Liefeng Bo,Xiaofeng Ren,Dieter Fox,"
236,Multiclass Boosting: Theory and Algorithms.,"Mohammad J. Saberian,Nuno Vasconcelos,"
237,Learning with the weighted trace-norm under arbitrary sampling distributions.,"Rina Foygel,Ruslan Salakhutdinov,Ohad Shamir,Nati Srebro,"
238,Scalable Training of Mixture Models via Coresets.,"Dan Feldman,Matthew Faulkner,Andreas Krause,"
239,Generalised Coupled Tensor Factorisation.,"Yusuf Kenan Yilmaz,Ali Taylan Cemgil,Umut Simsekli,"
240,Nearest Neighbor based Greedy Coordinate Descent.,"Inderjit S. Dhillon,Pradeep Ravikumar,Ambuj Tewari,"
