,0,1
233,Tractable Objectives for Robust Policy Optimization.,"Katherine Chen,Michael Bowling,"
234,Classification Calibration Dimension for General Multiclass Losses.,"Harish G. Ramaswamy,Shivani Agarwal,"
235,Structure estimation for discrete graphical models: Generalized covariance matrices and their inverses.,"Po-Ling Loh,Martin J. Wainwright,"
236,Collaborative Gaussian Processes for Preference Learning.,"Neil Houlsby,José Miguel Hernández-Lobato,Ferenc Huszar,Zoubin Ghahramani,"
237,Approximating Concavely Parameterized Optimization Problems.,"Joachim Giesen,Jens K. Müller,Sören Laue,Sascha Swiercy,"
238,Gradient-based kernel method for feature extraction and variable selection.,"Kenji Fukumizu,Chenlei Leng,"
239,Strategic Impatience in Go/NoGo versus Forced-Choice Decision-Making.,"Pradeep Shenoy,Angela J. Yu,"
240,On Triangular versus Edge Representations --- Towards Scalable Modeling of Networks.,"Qirong Ho,Junming Yin,Eric P. Xing,"
241,Relax and Randomize : From Value to Algorithms.,"Alexander Rakhlin,Ohad Shamir,Karthik Sridharan,"
242,Minimax Multi-Task Learning and a Generalized Loss-Compositional Paradigm for MTL.,"Nishant A. Mehta,Dongryeol Lee,Alexander G. Gray,"
243,Spectral Learning of General Weighted Automata via Constrained Matrix Completion.,"Borja Balle,Mehryar Mohri,"
244,"""Optimal Neural Tuning Curves for Arbitrary Stimulus Distributions: Discrimax, Infomax and Minimum $L_p$ Loss"".","Zhuo Wang,Alan A. Stocker,Daniel D. Lee,"
245,Algorithms for Learning Markov Field Policies.,"Abdeslam Boularias,Oliver Kroemer,Jan Peters,"
246,Affine Independent Variational Inference.,"Edward Challis,David Barber,"
247,Learning from the Wisdom of Crowds by Minimax Entropy.,"Dengyong Zhou,John C. Platt,Sumit Basu,Yi Mao,"
248,Clustering Sparse Graphs.,"Yudong Chen,Sujay Sanghavi,Huan Xu,"
249,Sketch-Based Linear Value Function Approximation.,"Marc G. Bellemare,Joel Veness,Michael Bowling,"
250,Multimodal Learning with Deep Boltzmann Machines.,"Nitish Srivastava,Ruslan Salakhutdinov,"
251,Learning with Target Prior.,"Zuoguan Wang,Siwei Lyu,Gerwin Schalk,Qiang Ji,"
252,Slice sampling normalized kernel-weighted completely random measure mixture models.,"Nicholas J. Foti,Sinead Williamson,"
253,Scalable Inference of Overlapping Communities.,"Prem Gopalan,David M. Mimno,Sean Gerrish,Michael J. Freedman,David M. Blei,"
254,Online L1-Dictionary Learning with Application to Novel Document Detection.,"Shiva Prasad Kasiviswanathan,Huahua Wang,Arindam Banerjee,Prem Melville,"
255,A systematic approach to extracting semantic information from functional MRI data.,"Francisco Pereira,Matthew Botvinick,"
256,Why MCA? Nonlinear sparse coding with spike-and-slab prior for neurally plausible image encoding.,"Jacquelyn A. Shelton,Philip Sterne,Jörg Bornschein,Abdul-Saboor Sheikh,Jörg Lücke,"
257,Learning optimal spike-based representations.,"Ralph Bourdoukan,David G. T. Barrett,Christian K. Machens,Sophie Denève,"
258,Collaborative Ranking With 17 Parameters.,"Maksims Volkovs,Richard S. Zemel,"
259,Rational inference of relative preferences.,"Nisheeth Srivastava,Paul R. Schrater,"
260,The topographic unsupervised learning of natural sounds in the auditory cortex.,"Hiroki Terashima,Masato Okada,"
261,Approximating Equilibria in Sequential Auctions with Incomplete Information and Multi-Unit Demand.,"Amy Greenwald,Jiacui Li,Eric Sodomka,"
262,A Divide-and-Conquer Method for Sparse Inverse Covariance Estimation.,"Cho-Jui Hsieh,Inderjit S. Dhillon,Pradeep Ravikumar,Arindam Banerjee,"
263,A Simple and Practical Algorithm for Differentially Private Data Release.,"Moritz Hardt,Katrina Ligett,Frank McSherry,"
264,Bayesian active learning with localized priors for fast receptive field characterization.,"Mijung Park,Jonathan W. Pillow,"
265,Weighted Likelihood Policy Search with Model Selection.,"Tsuyoshi Ueno,Kohei Hayashi,Takashi Washio,Yoshinobu Kawahara,"
266,Learning the Dependency Structure of Latent Factors.,"Yunlong He,Yanjun Qi,Koray Kavukcuoglu,Haesun Park,"
267,"""Provable ICA with Unknown Gaussian Noise, with Implications for Gaussian Mixtures and Autoencoders"".","Sanjeev Arora,Rong Ge,Ankur Moitra,Sushant Sachdeva,"
268,Globally Convergent Dual MAP LP Relaxation Solvers using Fenchel-Young Margins.,"Alexander G. Schwing,Tamir Hazan,Marc Pollefeys,Raquel Urtasun,"
269,Dip-means: an incremental clustering method for estimating the number of clusters.,"Argyris Kalogeratos,Aristidis Likas,"
270,No-Regret Algorithms for Unconstrained Online Convex Optimization.,"Matthew J. Streeter,H. Brendan McMahan,"
271,Bayesian models for Large-scale Hierarchical Classification.,"Siddharth Gopal,Yiming Yang,Bing Bai,Alexandru Niculescu-Mizil,"
272,Recovery of Sparse Probability Measures via Convex Programming.,"Mert Pilanci,Laurent El Ghaoui,Venkat Chandrasekaran,"
273,Multiple Operator-valued Kernel Learning.,"Hachem Kadri,Alain Rakotomamonjy,Francis R. Bach,Philippe Preux,"
274,Approximate Message Passing with Consistent Parameter Estimation and Applications to Sparse Learning.,"Ulugbek Kamilov,Sundeep Rangan,Alyson K. Fletcher,Michael Unser,"
275,A Better Way to Pretrain Deep Boltzmann Machines.,"Ruslan Salakhutdinov,Geoffrey E. Hinton,"
276,Towards a learning-theoretic analysis of spike-timing dependent plasticity.,"David Balduzzi,Michel Besserve,"
277,Learning Manifolds with K-Means and K-Flats.,"Guillermo D. Cañas,Tomaso A. Poggio,Lorenzo Rosasco,"
278,Iterative ranking from pair-wise comparisons.,"Sahand Negahban,Sewoong Oh,Devavrat Shah,"
279,A Polynomial-time Form of Robust Regression.,"Yaoliang Yu,Özlem Aslan,Dale Schuurmans,"
280,Learning Probability Measures with respect to Optimal Transport Metrics.,"Guillermo D. Cañas,Lorenzo Rosasco,"
281,Label Ranking with Partial Abstention based on Thresholded Probabilistic Models.,"Weiwei Cheng,Eyke Hüllermeier,Willem Waegeman,Volkmar Welker,"
282,Adaptive Learning of Smoothing Functions: Application to Electricity Load Forecasting.,"Amadou Ba,Mathieu Sinn,Yannig Goude,Pascal Pompey,"
283,Tensor Decomposition for Fast Parsing with Latent-Variable PCFGs.,"Shay B. Cohen,Michael Collins,"
284,Semi-supervised Eigenvectors for Locally-biased Learning.,"Toke Jansen Hansen,Michael W. Mahoney,"
285,Exponential Concentration for Mutual Information Estimation with Application to Forests.,"Han Liu,John D. Lafferty,Larry A. Wasserman,"
286,Augment-and-Conquer Negative Binomial Processes.,"Mingyuan Zhou,Lawrence Carin,"
287,Transferring Expectations in Model-based Reinforcement Learning.,"Trung Thanh Nguyen,Tomi Silander,Tze-Yun Leong,"
288,Minimization of Continuous Bethe Approximations: A Positive Variation.,"Jason L. Pacheco,Erik B. Sudderth,"
289,Non-linear Metric Learning.,"Dor Kedem,Stephen Tyree,Kilian Q. Weinberger,Fei Sha,Gert R. G. Lanckriet,"
290,Factorial LDA: Sparse Multi-Dimensional Text Models.,"Michael J. Paul,Mark Dredze,"
291,Ancestor Sampling for Particle Gibbs.,"Fredrik Lindsten,Michael I. Jordan,Thomas B. Schön,"
292,Modelling Reciprocating Relationships with Hawkes Processes.,"Charles Blundell,Katherine A. Heller,Jeffrey M. Beck,"
293,Expectation Propagation in Gaussian Process Dynamical Systems.,"Marc Peter Deisenroth,Shakir Mohamed,"
294,A quasi-Newton proximal splitting method.,"Stephen Becker,Mohamed-Jalal Fadili,"
295,Exact and Stable Recovery of Sequences of Signals with Sparse Increments via Differential _1-Minimization.,"Demba E. Ba,Behtash Babadi,Patrick L. Purdon,Emery N. Brown,"
296,Efficient Reinforcement Learning for High Dimensional Linear Quadratic Systems.,"Morteza Ibrahimi,Adel Javanmard,Benjamin Van Roy,"
297,Multilabel Classification using Bayesian Compressed Sensing.,"Ashish Kapoor,Raajay Viswanathan,Prateek Jain,"
298,Scaling MPE Inference for Constrained Continuous Markov Random Fields with Consensus Optimization.,"Stephen H. Bach,Matthias Broecheler,Lise Getoor,Dianne P. O'Leary,"
299,A Stochastic Gradient Method with an Exponential Convergence Rate for Finite Training Sets.,"Nicolas Le Roux,Mark Schmidt,Francis R. Bach,"
300,Query Complexity of Derivative-Free Optimization.,"Kevin G. Jamieson,Robert D. Nowak,Benjamin Recht,"
301,Emergence of Object-Selective Features in Unsupervised Feature Learning.,"Adam Coates,Andrej Karpathy,Andrew Y. Ng,"
302,"""Burn-in, bias, and the rationality of anchoring"".","Falk Lieder,Thomas L. Griffiths,Noah D. Goodman,"
303,Truly Nonparametric Online Variational Inference for Hierarchical Dirichlet Processes.,"Michael Bryant,Erik B. Sudderth,"
304,A Neural Autoregressive Topic Model.,"Hugo Larochelle,Stanislas Lauly,"
305,A Unifying Perspective of Parametric Policy Search Methods for Markov Decision Processes.,"Thomas Furmston,David Barber,"
306,Entangled Monte Carlo.,"Seong-Hwan Jun,Liangliang Wang,Alexandre Bouchard-Côté,"
307,Near-Optimal MAP Inference for Determinantal Point Processes.,"Jennifer Gillenwater,Alex Kulesza,Ben Taskar,"
308,Probabilistic Low-Rank Subspace Clustering.,"S. Derin Babacan,Shinichi Nakajima,Minh N. Do,"
309,How They Vote: Issue-Adjusted Models of Legislative Behavior.,"Sean Gerrish,David M. Blei,"
310,Density Propagation and Improved Bounds on the Partition Function.,"Stefano Ermon,Carla P. Gomes,Ashish Sabharwal,Bart Selman,"
311,Perceptron Learning of SAT.,"Alex Flint,Matthew B. Blaschko,"
312,Learning Networks of Heterogeneous Influence.,"Nan Du,Le Song,Alexander J. Smola,Ming Yuan,"
313,Multiclass Learning with Simplex Coding.,"Youssef Mroueh,Tomaso A. Poggio,Lorenzo Rosasco,Jean-Jacques E. Slotine,"
314,FastEx: Hash Clustering with Exponential Families.,"Amr Ahmed,Sujith Ravi,Shravan M. Narayanamurthy,Alexander J. Smola,"
315,Topic-Partitioned Multinetwork Embeddings.,"Peter M. Krafft,Juston Moore,Bruce A. Desmarais,Hanna M. Wallach,"
316,Learning Label Trees for Probabilistic Modelling of Implicit Feedback.,"Andriy Mnih,Yee Whye Teh,"
317,Learning with Recursive Perceptual Representations.,"Oriol Vinyals,Yangqing Jia,Li Deng,Trevor Darrell,"
318,Link Prediction in Graphs with Autoregressive Features.,"Emile Richard,Stéphane Gaïffas,Nicolas Vayatis,"
319,Deep Neural Networks Segment Neuronal Membranes in Electron Microscopy Images.,"Dan C. Ciresan,Alessandro Giusti,Luca Maria Gambardella,Jürgen Schmidhuber,"
320,Scalable imputation of genetic data with a discrete fragmentation-coagulation process.,"Lloyd T. Elliott,Yee Whye Teh,"
321,Gradient Weights help Nonparametric Regressors.,"Samory Kpotufe,Abdeslam Boularias,"
322,Online Sum-Product Computation Over Trees.,"Mark Herbster,Stephen Pasteris,Fabio Vitale,"
323,Sparse Approximate Manifolds for Differential Geometric MCMC.,"Ben Calderhead,Mátyás A. Sustik,"
324,Fast Variational Inference in the Conjugate Exponential Family.,"James Hensman,Magnus Rattray,Neil D. Lawrence,"
325,Bayesian Pedigree Analysis using Measure Factorization.,"Bonnie Kirkpatrick,Alexandre Bouchard-Côté,"
326,Accelerated Training for Matrix-norm Regularization: A Boosting Approach.,"Xinhua Zhang,Yaoliang Yu,Dale Schuurmans,"
327,Controlled Recognition Bounds for Visual Learning and Exploration.,"Vasiliy Karasev,Alessandro Chiuso,Stefano Soatto,"
328,Distributed Probabilistic Learning for Camera Networks with Missing Data.,"Sejong Yoon,Vladimir Pavlovic,"
329,Submodular-Bregman and the Lovász-Bregman Divergences with Applications.,"Rishabh K. Iyer,Jeff A. Bilmes,"
330,Minimizing Uncertainty in Pipelines.,"Nilesh N. Dalvi,Aditya G. Parameswaran,Vibhor Rastogi,"
331,Practical Bayesian Optimization of Machine Learning Algorithms.,"Jasper Snoek,Hugo Larochelle,Ryan P. Adams,"
332,Forging The Graphs: A Low Rank and Positive Semidefinite Graph Learning Approach.,"Dijun Luo,Chris H. Q. Ding,Heng Huang,Feiping Nie,"
333,The Time-Marginalized Coalescent Prior for Hierarchical Clustering.,"Levi Boyles,Max Welling,"
334,Fusion with Diffusion for Robust Visual Tracking.,"Yu Zhou,Xiang Bai,Wenyu Liu,Longin Jan Latecki,"
335,A nonparametric variable clustering model.,"David A. Knowles,Konstantina Palla,Zoubin Ghahramani,"
336,Priors for Diversity in Generative Latent Variable Models.,"James Y. Zou,Ryan P. Adams,"
337,A Nonparametric Conjugate Prior Distribution for the Maximizing Argument of a Noisy Function.,"Pedro A. Ortega,Jordi Grau-Moya,Tim Genewein,David Balduzzi,Daniel A. Braun,"
338,Convergence Rate Analysis of MAP Coordinate Minimization Algorithms.,"Ofer Meshi,Tommi S. Jaakkola,Amir Globerson,"
339,Projection Retrieval for Classification.,"Madalina Fiterau,Artur Dubrawski,"
340,Hierarchical spike coding of sound.,"Yan Karklin,Chaitanya Ekanadham,Eero P. Simoncelli,"
341,Human memory search as a random walk in a semantic network.,"Joshua T. Abbott,Joseph L. Austerweil,Thomas L. Griffiths,"
342,Probabilistic n-Choose-k Models for Classification and Ranking.,"Kevin Swersky,Daniel Tarlow,Ryan P. Adams,Richard S. Zemel,Brendan J. Frey,"
343,Complex Inference in Neural Circuits with Probabilistic Population Codes and Topic Models.,"Jeffrey M. Beck,Katherine A. Heller,Alexandre Pouget,"
344,Cost-Sensitive Exploration in Bayesian Reinforcement Learning.,"Dongho Kim,Kee-Eung Kim,Pascal Poupart,"
345,Learning with Partially Absorbing Random Walks.,"Xiao-Ming Wu,Zhenguo Li,Anthony Man-Cho So,John Wright,Shih-Fu Chang,"
346,Locating Changes in Highly Dependent Data with Unknown Number of Change Points.,"Azadeh Khaleghi,Daniil Ryabko,"
347,Probabilistic Event Cascades for Alzheimer's disease.,"Jonathan Huang,Daniel C. Alexander,"
348,Efficient and direct estimation of a neural subunit model for sensory coding.,"Brett Vintch,Andrew D. Zaharia,J. Anthony Movshon,Eero P. Simoncelli,"
349,One Permutation Hashing.,"Ping Li,Art B. Owen,Cun-Hui Zhang,"
350,Unsupervised Template Learning for Fine-Grained Object Recognition.,"Shulin Yang,Liefeng Bo,Jue Wang,Linda G. Shapiro,"
351,Risk Aversion in Markov Decision Processes via Near Optimal Chernoff Bounds.,"Teodor Mihai Moldovan,Pieter Abbeel,"
352,Fast Bayesian Inference for Non-Conjugate Gaussian Process Regression.,"Mohammad Emtiyaz Khan,Shakir Mohamed,Kevin P. Murphy,"
353,Imitation Learning by Coaching.,"He He,Hal Daumé III,Jason Eisner,"
354,Small-Variance Asymptotics for Exponential Family Dirichlet Process Mixture Models.,"Ke Jiang,Brian Kulis,Michael I. Jordan,"
355,A latent factor model for highly multi-relational data.,"Rodolphe Jenatton,Nicolas Le Roux,Antoine Bordes,Guillaume Obozinski,"
356,Entropy Estimations Using Correlated Symmetric Stable Random Projections.,"Ping Li,Cun-Hui Zhang,"
357,Simultaneously Leveraging Output and Task Structures for Multiple-Output Regression.,"Piyush Rai,Abhishek Kumar,Hal Daumé III,"
358,Continuous Relaxations for Discrete Hamiltonian Monte Carlo.,"Yichuan Zhang,Charles Sutton,Amos J. Storkey,Zoubin Ghahramani,"
359,Deep Learning of Invariant Features via Simulated Fixations in Video.,"Will Y. Zou,Andrew Y. Ng,Shenghuo Zhu,Kai Yu,"
360,Best Arm Identification: A Unified Approach to Fixed Budget and Fixed Confidence.,"Victor Gabillon,Mohammad Ghavamzadeh,Alessandro Lazaric,"
361,On the Sample Complexity of Robust PCA.,"Matthew Coudron,Gilad Lerman,"
362,Latent Coincidence Analysis: A Hidden Variable Model for Distance Metric Learning.,"Matthew F. Der,Lawrence K. Saul,"
363,Discriminative Learning of Sum-Product Networks.,"Robert Gens,Pedro M. Domingos,"
364,Trajectory-Based Short-Sighted Probabilistic Planning.,"Felipe W. Trevizan,Manuela M. Veloso,"
365,Tight Bounds on Profile Redundancy and Distinguishability.,"Jayadev Acharya,Hirakendu Das,Alon Orlitsky,"
366,Interpreting prediction markets: a stochastic approach.,"Nicolás Della Penna,Mark D. Reid,Rafael M. Frongillo,"
367,Risk-Aversion in Multi-armed Bandits.,"Amir Sani,Alessandro Lazaric,Rémi Munos,"
368,Confusion-Based Online Learning and a Passive-Aggressive Scheme.,"Liva Ralaivola,"
369,Cardinality Restricted Boltzmann Machines.,"Kevin Swersky,Daniel Tarlow,Ilya Sutskever,Ruslan Salakhutdinov,Richard S. Zemel,Ryan P. Adams,"
