,0
52,"Pia Bideau,Aruni RoyChowdhury,Rakesh R. Menon,Erik Learned-Miller,"
53,"Xingping Dong,Jianbing Shen,Wenguan Wang,Yu Liu,Ling Shao,Fatih Porikli,"
54,"Peng Zhou,Bingbing Ni,Cong Geng,Jianguo Hu,Yi Xu,"
55,"Chung-Ching Lin,Ying Hung,"
56,"Zheng Zhu,Wei Wu,Wei Zou,Junjie Yan,"
57,"Jia Xue,Hang Zhang,Kristin Dana,"
58,"Wei-Chih Tu,Ming-Yu Liu,Varun Jampani,Deqing Sun,Shao-Yi Chien,Ming-Hsuan Yang,Jan Kautz,"
59,"Zhuwen Li,Qifeng Chen,Vladlen Koltun,"
60,"Richard Zhang,Phillip Isola,Alexei A. Efros,Eli Shechtman,Oliver Wang,"
61,"Kun He,Yan Lu,Stan Sclaroff,"
62,"Xintao Wang,Ke Yu,Chao Dong,Chen Change Loy,"
63,"Kevis-Kokitsi Maninis,Sergi Caelles,Jordi Pont-Tuset,Luc Van Gool,"
64,"Kun Huang,Yifan Wang,Zihan Zhou,Tianjiao Ding,Shenghua Gao,Yi Ma,"
65,"Subeesh Vasu,Mahesh Mohan M. R.,A. N. Rajagopalan,"
66,"Ran Yi,Yong-Jin Liu,Yu-Kun Lai,"
67,"Lechao Cheng,Chengyi Zhang,Zicheng Liao,"
68,"Naeemullah Khan,Ganesh Sundaramoorthi,"
69,"Dan Xu,Wanli Ouyang,Xiaogang Wang,Nicu Sebe,"
70,"Qianqian Wang,Xiaowei Zhou,Kostas Daniilidis,"
71,"He Zhang,Vishal M. Patel,"
72,"Tianshu Yu,Junchi Yan,Jieyi Zhao,Baoxin Li,"
73,"Xiaoning Zhang,Tiantian Wang,Jinqing Qi,Huchuan Lu,Gang Wang,"
74,"Zheng Hui,Xiumei Wang,Xinbo Gao,"
75,"Kwan-Yee Lin,Guanxiang Wang,"
76,"Konda Reddy Mopuri,Utkarsh Ojha,Utsav Garg,R. Venkatesh Babu,"
77,"Xiaodan Liang,Hongfei Zhou,Eric Xing,"
78,"Zhongzheng Ren,Yong Jae Lee,"
79,"Naama Hadad,Lior Wolf,Moni Shahar,"
80,"Daniel Merget,Matthias Rock,Gerhard Rigoll,"
81,"Lei Huang,Dawei Yang,Bo Lang,Jia Deng,"
82,"Jifei Song,Kaiyue Pang,Yi-Zhe Song,Tao Xiang,Timothy M. Hospedales,"
83,"Hao Shen,"
84,"Yujun Shen,Ping Luo,Junjie Yan,Xiaogang Wang,Xiaoou Tang,"
85,"Yanzhu Liu,Adams Wai Kin Kong,Chi Keong Goh,"
86,"Xiaodi Wang,Baochang Zhang,Ce Li,Rongrong Ji,Jungong Han,Xianbin Cao,Jianzhuang Liu,"
87,"Maurice Weiler,Fred A. Hamprecht,Martin Storath,"
88,"David Acuna,Huan Ling,Amlan Kar,Sanja Fidler,"
89,"Matthias Fey,Jan Eric Lenssen,Frank Weichert,Heinrich Müller,"
90,"Jean Kossaifi,Linh Tran,Yannis Panagakis,Maja Pantic,"
91,"Anurag Arnab,Ondrej Miksik,Philip H.S. Torr,"
92,"Tianlu Wang,Kota Yamaguchi,Vicente Ordonez,"
93,"Xin Yu,Basura Fernando,Richard Hartley,Fatih Porikli,"
94,"Charles R. Qi,Wei Liu,Chenxia Wu,Hao Su,Leonidas J. Guibas,"
95,"Yongqiang Zhang,Yancheng Bai,Mingli Ding,Yongqiang Li,Bernard Ghanem,"
96,"Zhile Ren,Erik B. Sudderth,"
97,"Peihua Li,Jiangtao Xie,Qilong Wang,Zilin Gao,"
98,"Shu Kong,Charless C. Fowlkes,"
99,"Junhyug Noh,Soochan Lee,Beomsu Kim,Gunhee Kim,"
100,"Ching-Yao Chuang,Jiaman Li,Antonio Torralba,Sanja Fidler,"
101,"Binh-Son Hua,Minh-Khoi Tran,Sai-Kit Yeung,"
102,"Weijian Deng,Liang Zheng,Qixiang Ye,Guoliang Kang,Yi Yang,Jianbin Jiao,"
103,"Yizhe Zhu,Mohamed Elhoseiny,Bingchen Liu,Xi Peng,Ahmed Elgammal,"
104,"Seong Jae Hwang,Sathya N. Ravi,Zirui Tao,Hyunwoo J. Kim,Maxwell D. Collins,Vikas Singh,"
105,"Jie Song,Chengchao Shen,Yezhou Yang,Yang Liu,Mingli Song,"
106,"Kibok Lee,Kimin Lee,Kyle Min,Yuting Zhang,Jinwoo Shin,Honglak Lee,"
107,"Long Chen,Hanwang Zhang,Jun Xiao,Wei Liu,Shih-Fu Chang,"
108,"Peng Zhou,Xintong Han,Vlad I. Morariu,Larry S. Davis,"
109,"Mahdi M. Kalayeh,Emrah Basaran,Muhittin Gökmen,Mustafa E. Kamasak,Mubarak Shah,"
110,"Haoqi Fan,Jiatong Zhou,"
111,"Bharat Singh,Hengduo Li,Abhishek Sharma,Larry S. Davis,"
112,"Yuhong Li,Xiaofan Zhang,Deming Chen,"
113,"Jasper Uijlings,Stefan Popov,Vittorio Ferrari,"
114,"Edward Kim,Darryl Hannan,Garrett Kenyon,"
115,"Thibaud Ehret,Pablo Arias,"
116,"Yu-Wei Chao,Sudheendra Vijayanarasimhan,Bryan Seybold,David A. Ross,Jia Deng,Rahul Sukthankar,"
117,"Huaxin Xiao,Jiashi Feng,Guosheng Lin,Yu Liu,Maojun Zhang,"
118,"Jue Wang,Anoop Cherian,Fatih Porikli,Stephen Gould,"
119,"Mengyuan Liu,Junsong Yuan,"
120,"Dapeng Chen,Hongsheng Li,Tong Xiao,Shuai Yi,Xiaogang Wang,"
121,"Chunfeng Song,Yan Huang,Wanli Ouyang,Liang Wang,"
122,"Yuhua Chen,Jordi Pont-Tuset,Alberto Montes,Luc Van Gool,"
123,"Flood Sung,Yongxin Yang,Li Zhang,Tao Xiang,Philip H.S. Torr,Timothy M. Hospedales,"
124,"Holger Caesar,Jasper Uijlings,Vittorio Ferrari,"
125,"Justin Johnson,Agrim Gupta,Li Fei-Fei,"
126,"Yue Cao,Mingsheng Long,Bin Liu,Jianmin Wang,"
127,"Dinesh Jayaraman,Kristen Grauman,"
128,"Hao Wang,Qilong Wang,Mingqi Gao,Peihua Li,Wangmeng Zuo,"
129,"Jufeng Yang,Xiaoxiao Sun,Jie Liang,Paul L. Rosin,"
130,"Steven Chen,Kristen Grauman,"
131,"Weifeng Ge,Sibei Yang,Yizhou Yu,"
132,"Yue Cao,Bin Liu,Mingsheng Long,Jianmin Wang,"
133,"Fang Wan,Pengxu Wei,Jianbin Jiao,Zhenjun Han,Qixiang Ye,"
134,"Licheng Yu,Zhe Lin,Xiaohui Shen,Jimei Yang,Xin Lu,Mohit Bansal,Tamara L. Berg,"
135,"Tao Xu,Pengchuan Zhang,Qiuyuan Huang,Han Zhang,Zhe Gan,Xiaolei Huang,Xiaodong He,"
136,"Xiaolin Zhang,Yunchao Wei,Jiashi Feng,Yi Yang,Thomas S. Huang,"
137,"Weixiang Hong,Zhenzhen Wang,Ming Yang,Junsong Yuan,"
138,"Fuhai Chen,Rongrong Ji,Xiaoshuai Sun,Yongjian Wu,Jinsong Su,"
139,"Xiang Wang,Shaodi You,Xi Li,Huimin Ma,"
140,"Tong Shen,Guosheng Lin,Chunhua Shen,Ian Reid,"
141,"Zhishuai Zhang,Cihang Xie,Jianyu Wang,Lingxi Xie,Alan L. Yuille,"
142,"Fangfang Wang,Liming Zhao,Xi Li,Xinchao Wang,Dacheng Tao,"
143,"Shuyang Sun,Zhanghui Kuang,Lu Sheng,Wanli Ouyang,Wei Zhang,"
144,"Ping Hu,Gang Wang,Xiangfei Kong,Jason Kuen,Yap-Peng Tan,"
145,"Sangho Lee,Jinyoung Sung,Youngjae Yu,Gunhee Kim,"
146,"Hsien-Tzu Cheng,Chun-Hung Chao,Jin-Dong Dong,Hao-Kai Wen,Tyng-Luh Liu,Min Sun,"
147,"Limin Wang,Wei Li,Wen Li,Luc Van Gool,"
148,"Sarah Adel Bargal,Andrea Zunino,Donghyun Kim,Jianming Zhang,Vittorio Murino,Stan Sclaroff,"
149,"Hongtao Yang,Xuming He,Fatih Porikli,"
150,"Jingwei Xu,Bingbing Ni,Zefan Li,Shuo Cheng,Xiaokang Yang,"
151,"Yicheng Wang,Zhenzhong Chen,Feng Wu,Gang Wang,"
152,"Aleksandar Zlateski,Ronnachai Jaroensri,Prafull Sharma,Frédo Durand,"
153,"Xiaobin Chang,Tao Xiang,Timothy M. Hospedales,"
154,"Lanqing Hu,Meina Kan,Shiguang Shan,Xilin Chen,"
155,"Fan Bai,Zhanzhan Cheng,Yi Niu,Shiliang Pu,Shuigeng Zhou,"
156,"Guo-Jun Qi,Liheng Zhang,Hao Hu,Marzieh Edraki,Jingdong Wang,Xian-Sheng Hua,"
157,"Sergey Tulyakov,Ming-Yu Liu,Xiaodong Yang,Jan Kautz,"
158,"Bowen Pan,Wuwei Lin,Xiaolin Fang,Chaoqin Huang,Bolei Zhou,Cewu Lu,"
159,"Sina Honari,Pavlo Molchanov,Stephen Tyree,Pascal Vincent,Christopher Pal,Jan Kautz,"
160,"Arghya Pal,Vineeth N. Balasubramanian,"
161,"Tobias Plötz,Anne S. Wannenwetsch,Stefan Roth,"
162,"Chung-Wei Lee,Wei Fang,Chih-Kuan Yeh,Yu-Chiang Frank Wang,"
163,"Ariel Gordon,Elad Eban,Ofir Nachum,Bo Chen,Hao Wu,Tien-Ju Yang,Edward Choi,"
164,"Pan Zhou,Yunqing Hou,Jiashi Feng,"
165,"Keze Wang,Xiaopeng Yan,Dongyu Zhang,Lei Zhang,Liang Lin,"
166,"Emanuel Laude,Jan-Hendrik Lange,Jonas Schüpfer,Csaba Domokos,Laura Leal-Taixé,Frank R. Schmidt,Bjoern Andres,Daniel Cremers,"
167,"Kevin Eykholt,Ivan Evtimov,Earlence Fernandes,Bo Li,Amir Rahmati,Chaowei Xiao,Atul Prakash,Tadayoshi Kohno,Dawn Song,"
168,"DongGyu Joo,Doyeon Kim,Junmo Kim,"
169,"Yu Zeng,Huchuan Lu,Lihe Zhang,Mengyang Feng,Ali Borji,"
170,"Wei Han,Shiyu Chang,Ding Liu,Mo Yu,Michael Witbrock,Thomas S. Huang,"
171,"Muhammad Haris,Gregory Shakhnarovich,Norimichi Ukita,"
172,"Can Chen,Scott McCloskey,Jingyi Yu,"
173,"Nathan D. Cahill,Tyler L. Hayes,Renee T. Meinhold,John F. Hamilton,"
174,"Abdelrahman Abdelhamed,Stephen Lin,Michael S. Brown,"
175,"Simon Niklaus,Feng Liu,"
176,"Wenguan Wang,Jianbing Shen,Xingping Dong,Ali Borji,"
177,"Daniel S. Jeon,Seung-Hwan Baek,Inchang Choi,Min H. Kim,"
178,"Amos Sironi,Manuele Brambilla,Nicolas Bourdis,Xavier Lagorce,Ryad Benosman,"
179,"Lu Zhang,Ju Dai,Huchuan Lu,You He,Gang Wang,"
180,"Rotal Kat,Roy Jevnisek,Shai Avidan,"
181,"Gwangmo Song,Heesoo Myeong,Kyoung Mu Lee,"
182,"Shoichiro Takeda,Kazuki Okami,Dan Mikami,Megumi Isogai,Hideaki Kimata,"
183,"Fangzhou Liao,Ming Liang,Yinpeng Dong,Tianyu Pang,Xiaolin Hu,Jun Zhu,"
184,"Jifeng Wang,Xiang Li,Jian Yang,"
185,"Xin Yang,Ke Xu,Yibing Song,Qiang Zhang,Xiaopeng Wei,Rynson W.H. Lau,"
186,"Ekta Prashnani,Hong Cai,Yasamin Mostofi,Pradeep Sen,"
187,"Meng Tang,Abdelaziz Djelouah,Federico Perazzi,Yuri Boykov,Christopher Schroers,"
188,"Jian Zhang,Bernard Ghanem,"
189,"Huikai Wu,Shuai Zheng,Junge Zhang,Kaiqi Huang,"
190,"Andrew Gilbert,John Collomosse,Hailin Jin,Brian Price,"
191,"Changqian Yu,Jingbo Wang,Chao Peng,Changxin Gao,Gang Yu,Nong Sang,"
192,"Xing Wei,Yue Zhang,Yihong Gong,Nanning Zheng,"
193,"Je Hyeong Hong,Christopher Zach,"
194,"Or Litany,Alex Bronstein,Michael Bronstein,Ameesh Makadia,"
195,"Syed Zulqarnain Gilani,Ajmal Mian,"
196,"N. Dinesh Reddy,Minh Vo,Srinivasa G. Narasimhan,"
197,"Tiancheng Zhi,Bernardo R. Pires,Martial Hebert,Srinivasa G. Narasimhan,"
198,"True Price,Johannes L. Schönberger,Zhen Wei,Marc Pollefeys,Jan-Michael Frahm,"
199,"Stephan R. Richter,Stefan Roth,"
200,"Xinwei He,Yang Zhou,Zhichao Zhou,Song Bai,Xiang Bai,"
201,"David Stutz,Andreas Geiger,"
202,"Georgios Georgakis,Srikrishna Karanam,Ziyan Wu,Jan Ernst,Jana Košecká,"
203,"Haomin Liu,Mingyu Chen,Guofeng Zhang,Hujun Bao,Yingze Bao,"
204,"Zhichao Yin,Jianping Shi,"
205,"James Pritts,Zuzana Kukelova,Viktor Larsson,Ondřej Chum,"
206,"Huan Fu,Mingming Gong,Chaohui Wang,Kayhan Batmanghelich,Dacheng Tao,"
207,"Pedro Miraldo,Francisco Eiras,Srikumar Ramalingam,"
208,"Chaoyang Wang,José Miguel Buenaposada,Rui Zhu,Simon Lucey,"
209,"Shizheng Wang,Wenjuan Liao,Phil Surman,Zhigang Tu,Yuanjin Zheng,Junsong Yuan,"
210,"Zhengqi Li,Noah Snavely,"
211,"Chuhang Zou,Alex Colburn,Qi Shan,Derek Hoiem,"
212,"Konstantinos Batsos,Changjiang Cai,Philippos Mordohai,"
213,"Jiahao Pang,Wenxiu Sun,Chengxi Yang,Jimmy Ren,Ruichao Xiao,Jin Zeng,Liang Lin,"
214,"Yu Liu,Fangyin Wei,Jing Shao,Lu Sheng,Junjie Yan,Xiaogang Wang,"
215,"Kaili Zhao,Wen-Sheng Chu,Aleix M. Martinez,"
216,"Xuecheng Nie,Jiashi Feng,Yiming Zuo,Shuicheng Yan,"
217,"Xiaobin Chang,Timothy M. Hospedales,Tao Xiang,"
218,"Jing Xu,Rui Zhao,Feng Zhu,Huaming Wang,Wanli Ouyang,"
219,"Wayne Wu,Chen Qian,Shuo Yang,Quan Wang,Yici Cai,Qiang Zhou,"
220,"Kuan Fang,Te-Lin Wu,Daniel Yang,Silvio Savarese,Joseph J. Lim,"
221,"Andrei Zanfir,Elisabeta Marinoiu,Cristian Sminchisescu,"
222,"Elisabeta Marinoiu,Mihai Zanfir,Vlad Olaru,Cristian Sminchisescu,"
223,"Huiyuan Yang,Umur Ciftci,Lijun Yin,"
224,"Yuanlu Xu,Lei Qin,Xiaobai Liu,Jianwen Xie,Song-Chun Zhu,"
225,"Guozhu Peng,Shangfei Wang,"
226,"Anoop Cherian,Suvrit Sra,Stephen Gould,Richard Hartley,"
227,"Jian Zhao,Yu Cheng,Yan Xu,Lin Xiong,Jianshu Li,Fang Zhao,Karlekar Jayashree,Sugiri Pranata,Shengmei Shen,Junliang Xing,Shuicheng Yan,Jiashi Feng,"
228,"Qingqiu Huang,Yu Xiong,Dahua Lin,"
229,"Xi Peng,Zhiqiang Tang,Fei Yang,Rogerio S. Feris,Dimitris Metaxas,"
230,"Zhen-Hua Feng,Josef Kittler,Muhammad Awais,Patrik Huber,Xiao-Jun Wu,"
231,"Taiping Yao,Minsi Wang,Bingbing Ni,Huawei Wei,Xiaokang Yang,"
232,"Agrim Gupta,Justin Johnson,Li Fei-Fei,Silvio Savarese,Alexandre Alahi,"
233,"Yantao Shen,Hongsheng Li,Tong Xiao,Shuai Yi,Dapeng Chen,Xiaogang Wang,"
234,"Jingya Wang,Xiatian Zhu,Shaogang Gong,Wei Li,"
235,"Wei Li,Xiatian Zhu,Shaogang Gong,"
236,"Xuepeng Shi,Shiguang Shan,Meina Kan,Shuzhe Wu,Xilin Chen,"
237,"Wei Shen,Yilu Guo,Yan Wang,Kai Zhao,Bo Wang,Alan L. Yuille,"
238,"Yong Zhang,Weiming Dong,Bao-Gang Hu,Qiang Ji,"
239,"Federico Pernici,Federico Bartoli,Matteo Bruni,Alberto Del Bimbo,"
240,"Yiluan Guo,Ngai-Man Cheung,"
241,"Bin Xu,Zhenzhong Chen,"
242,"Yannick Hold-Geoffroy,Kalyan Sunkavalli,Jonathan Eisenmann,Matthew Fisher,Emiliano Gambaretto,Sunil Hadap,Jean-François Lalonde,"
243,"Wei Xiong,Wenhan Luo,Lin Ma,Wei Liu,Jiebo Luo,"
244,"Netanel Kligler,Sagi Katz,Ayellet Tal,"
245,"Michel Silva,Washington Ramos,João Ferreira,Felipe Chamone,Mario Campos,Erickson R. Nascimento,"
246,"Henghui Ding,Xudong Jiang,Bing Shuai,Ai Qun Liu,Gang Wang,"
247,"Fisher Yu,Dequan Wang,Evan Shelhamer,Trevor Darrell,"
248,"Yibo Yang,Zhisheng Zhong,Tiancheng Shen,Zhouchen Lin,"
249,"Zhao Zhong,Junjie Yan,Wei Wu,Jing Shao,Cheng-Lin Liu,"
250,"Idan Kligvasser,Tamar Rott Shaham,Tomer Michaeli,"
251,"Ke Yu,Chao Dong,Liang Lin,Chen Change Loy,"
252,"Tamar Rott Shaham,Tomer Michaeli,"
253,"Nan Hu,Qixing Huang,Boris Thibert,Leonidas J. Guibas,"
254,"Yulun Zhang,Yapeng Tian,Yu Kong,Bineng Zhong,Yun Fu,"
255,"Rui Qian,Robby T. Tan,Wenhan Yang,Jiajun Su,Jiaying Liu,"
256,"Yu Chen,Ying Tai,Xiaoming Liu,Chunhua Shen,Jian Yang,"
257,"Ben Mildenhall,Jonathan T. Barron,Jiawen Chen,Dillon Sharlet,Ren Ng,Robert Carroll,"
258,"Ying Qu,Hairong Qi,Chiman Kwan,"
259,"Jiawei Zhang,Jinshan Pan,Jimmy Ren,Yibing Song,Linchao Bao,Rynson W.H. Lau,Ming-Hsuan Yang,"
260,"Hang Su,Varun Jampani,Deqing Sun,Subhransu Maji,Evangelos Kalogerakis,Ming-Hsuan Yang,Jan Kautz,"
261,"Ilya Kostrikov,Zhongshi Jiang,Daniele Panozzo,Denis Zorin,Joan Bruna,"
262,"Ayush Tewari,Michael Zollhöfer,Pablo Garrido,Florian Bernard,Hyeongwoo Kim,Patrick Pérez,Christian Theobalt,"
263,"Michael Bloesch,Jan Czarnowski,Ronald Clark,Stefan Leutenegger,Andrew J. Davison,"
264,"Weiyue Wang,Ronald Yu,Qiangui Huang,Ulrich Neumann,"
265,"Chen Liu,Jimei Yang,Duygu Ceylan,Ersin Yumer,Yasutaka Furukawa,"
266,"Shenlong Wang,Simon Suo,Wei-Chiu Ma,Andrei Pokrovsky,Raquel Urtasun,"
267,"Nitika Verma,Edmond Boyer,Jakob Verbeek,"
268,"Antonio Agudo,Melcior Pijoan,Francesc Moreno-Noguer,"
269,"Samarth Brahmbhatt,Jinwei Gu,Kihwan Kim,James Hays,Jan Kautz,"
270,"Qiangui Huang,Weiyue Wang,Ulrich Neumann,"
271,"Shanxin Yuan,Guillermo Garcia-Hernando,Björn Stenger,Gyeongsik Moon,Ju Yong Chang,Kyoung Mu Lee,Pavlo Molchanov,Jan Kautz,Sina Honari,Liuhao Ge,Junsong Yuan,Xinghao Chen,Guijin Wang,Fan Yang,Kai Akiyama,Yang Wu,Qingfu Wan,Meysam Madadi,Sergio Escalera,Shile Li,Dongheui Lee,Iason Oikonomidis,Antonis Argyros,Tae-Kyun Kim,"
272,"Miroslava Slavcheva,Maximilian Baust,Slobodan Ilic,"
273,"Jogendra Nath Kundu,Phani Krishna Uppala,Anuj Pahuja,R. Venkatesh Babu,"
274,"Kwang Moo Yi,Eduard Trulls,Yuki Ono,Vincent Lepetit,Mathieu Salzmann,Pascal Fua,"
275,"Simon Korman,Mark Milam,Stefano Soatto,"
276,"Andrei Zanfir,Cristian Sminchisescu,"
277,"Yuting Zhang,Yijie Guo,Yixin Jin,Yijun Luo,Zhiyuan He,Honglak Lee,"
278,"Benoit Jacob,Skirmantas Kligys,Bo Chen,Menglong Zhu,Matthew Tang,Andrew Howard,Hartwig Adam,Dmitry Kalenichenko,"
279,"Grant Van Horn,Steve Branson,Scott Loarie,Serge Belongie,Pietro Perona,"
280,"Zhangjie Cao,Mingsheng Long,Jianmin Wang,Michael I. Jordan,"
281,"Simon Jenni,Paolo Favaro,"
282,"Wei Zhu,Qiang Qiu,Jiaji Huang,Robert Calderbank,Guillermo Sapiro,Ingrid Daubechies,"
283,"Gao Huang,Shichen Liu,Laurens van der Maaten,Kilian Q. Weinberger,"
284,"Michel Keller,Zetao Chen,Fabiola Maffra,Patrik Schmuck,Margarita Chli,"
285,"Weiyang Liu,Zhen Liu,Zhiding Yu,Bo Dai,Rongmei Lin,Yisen Wang,James M. Rehg,Le Song,"
286,"Yueqi Duan,Wenzhao Zheng,Xudong Lin,Jiwen Lu,Jie Zhou,"
287,"Lequan Yu,Xianzhi Li,Chi-Wing Fu,Daniel Cohen-Or,Pheng-Ann Heng,"
288,"Amir Atapour-Abarghouei,Toby P. Breckon,"
289,"Zhengfa Liang,Yiliu Feng,Yulan Guo,Hengzhu Liu,Wei Chen,Linbo Qiao,Li Zhou,Jianfeng Zhang,"
290,"Po-Han Huang,Kevin Matzen,Johannes Kopf,Narendra Ahuja,Jia-Bin Huang,"
291,"Daniel Teo,Boxin Shi,Yinqiang Zheng,Sai-Kit Yeung,"
292,"Amor Ben Tanfous,Hassen Drira,Boulbaba Ben Amor,"
293,"Javier S. Turek,Alexander G. Huth,"
294,"Xun Xu,Loong Fah Cheong,Zhuwen Li,"
295,"Yunpeng Shi,Gilad Lerman,"
296,"Zhong Li,Minye Wu,Wangyiteng Zhou,Jingyi Yu,"
297,"Shiwei Li,Yao Yao,Tian Fang,Long Quan,"
298,"Shubham Tulsiani,Alexei A. Efros,Jitendra Malik,"
299,"Takahiro Isokane,Fumio Okura,Ayaka Ide,Yasuyuki Matsushita,Yasushi Yagi,"
300,"Yiyi Liao,Simon Donné,Andreas Geiger,"
301,"Sanjeev Muralikrishnan,Vladimir G. Kim,Siddhartha Chaudhuri,"
302,"Zhipeng Mo,Boxin Shi,Feng Lu,Sai-Kit Yeung,Yasuyuki Matsushita,"
303,"Sunghoon Im,Hae-Gon Jeon,In So Kweon,"
304,"Philipp Krähenbühl,"
305,"Hao Fang,Florent Lafarge,Mathieu Desbrun,"
306,"Xingyuan Sun,Jiajun Wu,Xiuming Zhang,Zhoutong Zhang,Chengkai Zhang,Tianfan Xue,Joshua B. Tenenbaum,William T. Freeman,"
307,"Viktor Larsson,Zuzana Kukelova,Yinqiang Zheng,"
308,"Jayakorn Vongkulbhisal,Beñat Irastorza Ugalde,Fernando De la Torre,João P. Costeira,"
309,"Hang Chu,Wei-Chiu Ma,Kaustav Kundu,Raquel Urtasun,Sanja Fidler,"
310,"Qianggong Zhang,Tat-Jun Chin,Huu Minh Le,"
311,"Alexander Grabner,Peter M. Roth,Vincent Lepetit,"
312,"Xiu Li,Hongdong Li,Hanbyul Joo,Yebin Liu,Yaser Sheikh,"
313,"Alex Poms,Chenglei Wu,Shoou-I Yu,Yaser Sheikh,"
314,"Hao Chen,Youfu Li,"
315,"Daeyun Shin,Charless C. Fowlkes,Derek Hoiem,"
