,0
28,"Bingbing Zhuang,Quoc-Huy Tran,Pan Ji,Loong-Fah Cheong,Manmohan Chandraker,"
29,"Sida Peng,Yuan Liu,Qixing Huang,Xiaowei Zhou,Hujun Bao,"
30,"Pengpeng Liu,Michael Lyu,Irwin King,Jia Xu,"
31,"Zhaoyang Lv,Frank Dellaert,James M. Rehg,Andreas Geiger,"
32,"Zhipeng Zhang,Houwen Peng,"
33,"Jae Shin Yoon,Takaaki Shiratori,Shoou-I Yu,Hyun Soo Park,"
34,"Raymond A. Yeh,Alexander G. Schwing,Jonathan Huang,Kevin Murphy,"
35,"Yaadhav Raaj,Haroon Idrees,Gines Hidalgo,Yaser Sheikh,"
36,"Simone Melzi,Riccardo Spezialetti,Federico Tombari,Michael M. Bronstein,Luigi Di Stefano,Emanuele Rodola,"
37,"Andrii Maksai,Pascal Fua,"
38,"Junyu Gao,Tianzhu Zhang,Changsheng Xu,"
39,"Martin Danelljan,Goutam Bhat,Fahad Shahbaz Khan,Michael Felsberg,"
40,"Kenan Dai,Dong Wang,Huchuan Lu,Chong Sun,Jianhua Li,"
41,"Yaojie Liu,Joel Stehouwer,Amin Jourabloo,Xiaoming Liu,"
42,"Jiankang Deng,Jia Guo,Niannan Xue,Stefanos Zafeiriou,"
43,"Kaihao Zhang,Wenhan Luo,Lin Ma,Wei Liu,Hongdong Li,"
44,"Ziyuan Zhang,Luan Tran,Xi Yin,Yousef Atoum,Xiaoming Liu,Jian Wan,Nanxin Wang,"
45,"Tycho F.A. van der Ouderaa,Daniel E. Worrall,"
46,"Zecheng He,Tianwei Zhang,Ruby Lee,"
47,"Raul Diaz,Amit Marathe,"
48,"Hao Cheng,Dongze Lian,Bowen Deng,Shenghua Gao,Tao Tan,Yanlin Geng,"
49,"Ciprian A. Corneanu,Meysam Madadi,Sergio Escalera,Aleix M. Martinez,"
50,"Ayan Kumar Bhunia,Abhirup Das,Ankan Kumar Bhunia,Perla Sai Raj Kishore,Partha Pratim Roy,"
51,"Yuxian Qiu,Jingwen Leng,Cong Guo,Quan Chen,Chao Li,Minyi Guo,Yuhao Zhu,"
52,"Yukang Chen,Gaofeng Meng,Qian Zhang,Shiming Xiang,Chang Huang,Lisen Mu,Xinggang Wang,"
53,"Irina Shevlev,Shai Avidan,"
54,"Yunhui Guo,Honghui Shi,Abhishek Kumar,Kristen Grauman,Tajana Rosing,Rogerio Feris,"
55,"Tongtong Yuan,Weihong Deng,Jian Tang,Yinan Tang,Binghui Chen,"
56,"Jiayang Liu,Weiming Zhang,Yiwei Zhang,Dongdong Hou,Yujia Liu,Hongyue Zha,Nenghai Yu,"
57,"Pravendra Singh,Vinay Kumar Verma,Piyush Rai,Vinay P. Namboodiri,"
58,"Michael A. Alcorn,Qi Li,Zhitao Gong,Chengfei Wang,Long Mai,Wei-Shinn Ku,Anh Nguyen,"
59,"Xiaoyu Li,Bo Zhang,Pedro V. Sander,Jing Liao,"
60,"Songhao Jia,Ding-Jie Chen,Hwann-Tzong Chen,"
61,"Lei Huang,Yi Zhou,Fan Zhu,Li Liu,Ling Shao,"
62,"Soumyadeep Ghosh,Richa Singh,Mayank Vatsa,"
63,"Guoliang Kang,Lu Jiang,Yi Yang,Alexander G. Hauptmann,"
64,"Sudhakar Kumawat,Shanmuganathan Raman,"
65,"Yiru Zhao,Xu Shen,Zhongming Jin,Hongtao Lu,Xian-sheng Hua,"
66,"Shilin Zhu,Xin Dong,Hao Su,"
67,"Tao Wang,Li Yuan,Xiaopeng Zhang,Jiashi Feng,"
68,"Xiaohan Ding,Guiguang Ding,Yuchen Guo,Jungong Han,"
69,"Tribhuvanesh Orekondy,Bernt Schiele,Mario Fritz,"
70,"Yueqi Duan,Lei Chen,Jiwen Lu,Jie Zhou,"
71,"Kai Chen,Jiangmiao Pang,Jiaqi Wang,Yu Xiong,Xiaoxiao Li,Shuyang Sun,Wansen Feng,Ziwei Liu,Jianping Shi,Wanli Ouyang,Chen Change Loy,Dahua Lin,"
72,"Wonhee Lee,Joonil Na,Gunhee Kim,"
73,"Chao Chen,Guanbin Li,Ruijia Xu,Tianshui Chen,Meng Wang,Liang Lin,"
74,"Wei-Hong Li,Fa-Ting Hong,Wei-Shi Zheng,"
75,"Heliang Zheng,Jianlong Fu,Zheng-Jun Zha,Jiebo Luo,"
76,"Xun Wang,Xintong Han,Weilin Huang,Dengke Dong,Matthew R. Scott,"
77,"Yabin Zhang,Hui Tang,Kui Jia,Mingkui Tan,"
78,"Benjamin Klein,Lior Wolf,"
79,"Junnan Li,Yongkang Wong,Qi Zhao,Mohan S. Kankanhalli,"
80,"Jian Li,Yabiao Wang,Changan Wang,Ying Tai,Jianjun Qian,Jian Yang,Chengjie Wang,Jilin Li,Feiyue Huang,"
81,"Ahmet Iscen,Giorgos Tolias,Yannis Avrithis,Ondrej Chum,"
82,"Qilong Wang,Peihua Li,Qinghua Hu,Pengfei Zhu,Wangmeng Zuo,"
83,"Anjan Dutta,Zeynep Akata,"
84,"Weizhe Liu,Mathieu Salzmann,Pascal Fua,"
85,"Marvin Teichmann,Andre Araujo,Menglong Zhu,Jack Sim,"
86,"Kean Chen,Jianguo Li,Weiyao Lin,John See,Ji Wang,Lingyu Duan,Zhibo Chen,Changwei He,Junni Zou,"
87,"Yibing Zhan,Jun Yu,Ting Yu,Dacheng Tao,"
88,"Prithviraj Dhar,Rajat Vikram Singh,Kuan-Chuan Peng,Ziyan Wu,Rama Chellappa,"
89,"Qiushan Guo,Zhipeng Yu,Yichao Wu,Ding Liang,Haoyu Qin,Junjie Yan,"
90,"Yue Chen,Yalong Bai,Wei Zhang,Tao Mei,"
91,"Quanlong Zheng,Xiaotian Qiao,Ying Cao,Rynson W.H. Lau,"
92,"Zhao-Min Chen,Xiu-Shen Wei,Peng Wang,Yanwen Guo,"
93,"Wei Liu,Shengcai Liao,Weiqiang Ren,Weidong Hu,Yinan Yu,"
94,"Leonid Karlinsky,Joseph Shtok,Sivan Harary,Eli Schwartz,Amit Aides,Rogerio Feris,Raja Giryes,Alex M. Bronstein,"
95,"Xinshao Wang,Yang Hua,Elyor Kodirov,Guosheng Hu,Romain Garnier,Neil M. Robertson,"
96,"Chi Zhang,Guosheng Lin,Fayao Liu,Rui Yao,Chunhua Shen,"
97,"Eran Goldman,Roei Herzig,Aviv Eisenschtat,Jacob Goldberger,Tal Hassner,"
98,"Mengshi Qi,Yunhong Wang,Jie Qin,Annan Li,"
99,"Seoung Wug Oh,Joon-Young Lee,Ning Xu,Seon Joo Kim,"
100,"Huan Ling,Jun Gao,Amlan Kar,Wenzheng Chen,Sanja Fidler,"
101,"Jungbeom Lee,Eunji Kim,Sungmin Lee,Jangho Lee,Sungroh Yoon,"
102,"Carles Ventura,Miriam Bellver,Andreu Girbau,Amaia Salvador,Ferran Marques,Xavier Giro-i-Nieto,"
103,"Yukang Wang,Yongchao Xu,Stavros Tsogkas,Xiang Bai,Sven Dickinson,Kaleem Siddiqi,"
104,"Won-Dong Jang,Chang-Su Kim,"
105,"Hengcan Shi,Hongliang Li,Qingbo Wu,Zichen Song,"
106,"Chi Zhang,Feng Gao,Baoxiong Jia,Yixin Zhu,Song-Chun Zhu,"
107,"Wuyuan Xie,Miaohui Wang,Mingqiang Wei,Jianmin Jiang,Jing Qin,"
108,"Yuying Ge,Ruimao Zhang,Xiaogang Wang,Xiaoou Tang,Ping Luo,"
109,"Suryansh Kumar,"
110,"Agrim Gupta,Piotr Dollar,Ross Girshick,"
111,"Michael Gygli,Vittorio Ferrari,"
112,"Heng Fan,Liting Lin,Fan Yang,Peng Chu,Ge Deng,Sijia Yu,Hexin Bai,Yong Xu,Chunyuan Liao,Haibin Ling,"
113,"Maria Shugrina,Ziheng Liang,Amlan Kar,Jiaman Li,Angad Singh,Karan Singh,Sanja Fidler,"
114,"Shuhan Tan,Jiening Jiao,Wei-Shi Zheng,"
115,"Nathaniel Blanchard,Jeffery Kinnison,Brandon RichardWebster,Pouya Bashivan,Walter J. Scheirer,"
116,"Alireza Zaeemzadeh,Mohsen Joneidi,Nazanin Rahnavard,Mubarak Shah,"
117,"Yunsheng Li,Nuno Vasconcelos,"
118,"Nanyang Ye,Krzysztof Wolski,Rafal K. Mantiuk,"
119,"Zezhou Cheng,Matheus Gadelha,Subhransu Maji,Daniel Sheldon,"
120,"Xibin Song,Peng Wang,Dingfu Zhou,Rui Zhu,Chenye Guan,Yuchao Dai,Hao Su,Hongdong Li,Ruigang Yang,"
121,"Jin Li,Xuguang Lan,Yang Liu,Le Wang,Nanning Zheng,"
122,"Junjian Zhang,Chun-Guang Li,Chong You,Xianbiao Qi,Honggang Zhang,Jun Guo,Zhouchen Lin,"
123,"Qingshan Xu,Wenbing Tao,"
124,"Pablo Speciale,Johannes L. Schonberger,Sing Bing Kang,Sudipta N. Sinha,Marc Pollefeys,"
125,"Tao Yu,Zerong Zheng,Yuan Zhong,Jianhui Zhao,Qionghai Dai,Gerard Pons-Moll,Yebin Liu,"
126,"Gengshan Yang,Joshua Manela,Michael Happold,Deva Ramanan,"
127,"Yao Yao,Zixin Luo,Shiwei Li,Tianwei Shen,Tian Fang,Long Quan,"
128,"Xiao Li,Yue Dong,Pieter Peers,Xin Tong,"
129,"Zan Gojcic,Caifa Zhou,Jan D. Wegner,Andreas Wieser,"
130,"Rui Wang,Stephen M. Pizer,Jan-Michael Frahm,"
131,"Hengshuang Zhao,Li Jiang,Chi-Wing Fu,Jiaya Jia,"
132,"Angela Dai,Matthias Niessner,"
133,"Gianluca Agresti,Henrik Schaefer,Piergiorgio Sartor,Pietro Zanuttigh,"
134,"Zhe Cao,Abhishek Kar,Christian Hane,Jitendra Malik,"
135,"Weifeng Chen,Shengyi Qian,Jia Deng,"
136,"Angjoo Kanazawa,Jason Y. Zhang,Panna Felsen,Jitendra Malik,"
137,"Liu Liu,Hongdong Li,"
138,"Philippe Weinzaepfel,Gabriela Csurka,Yohann Cabon,Martin Humenberger,"
139,"Alex Wong,Stefano Soatto,"
140,"Jinpeng Lin,Hao Yang,Dong Chen,Ming Zeng,Fang Wen,Lu Yuan,"
141,"Sheng Jin,Wentao Liu,Wanli Ouyang,Chen Qian,"
142,"Kai Su,Dongdong Yu,Zhenqi Xu,Xin Geng,Changhu Wang,"
143,"Raviteja Vemulapalli,Aseem Agarwala,"
144,"Ke Sun,Bin Xiao,Dong Liu,Jingdong Wang,"
145,"Xi Yin,Xiang Yu,Kihyuk Sohn,Xiaoming Liu,Manmohan Chandraker,"
146,"Ching-Hang Chen,Ambrish Tyagi,Amit Agrawal,Dylan Drover,Rohith MV,Stefan Stojanov,James M. Rehg,"
147,"Junwei Liang,Lu Jiang,Juan Carlos Niebles,Alexander G. Hauptmann,Li Fei-Fei,"
148,"Meng Zheng,Srikrishna Karanam,Ziyan Wu,Richard J. Radke,"
149,"Yi Zhou,Connelly Barnes,Jingwan Lu,Jimei Yang,Hao Li,"
150,"Junhwa Hur,Stefan Roth,"
151,"Ping Wei,Huan Li,Ping Hu,"
152,"Guodong Mu,Di Huang,Guosheng Hu,Jia Sun,Yunhong Wang,"
153,"Yuxuan Sun,Chong Sun,Dong Wang,You He,Huchuan Lu,"
154,"Dahun Kim,Sanghyun Woo,Joon-Young Lee,In So Kweon,"
155,"Minfeng Zhu,Pingbo Pan,Wei Chen,Yi Yang,"
156,"Yedid Hoshen,Ke Li,Jitendra Malik,"
157,"Hamid Eghbal-zadeh,Werner Zellinger,Gerhard Widmer,"
158,"Fang Liu,Xiaoming Deng,Yu-Kun Lai,Yong-Jin Liu,Cuixia Ma,Hongan Wang,"
159,"Wei Xiong,Jiahui Yu,Zhe Lin,Jimei Yang,Xin Lu,Connelly Barnes,Jiebo Luo,"
160,"Matteo Tomei,Marcella Cornia,Lorenzo Baraldi,Rita Cucchiara,"
161,"Yu Zhang,Dongqing Zou,Jimmy S. Ren,Zhe Jiang,Xiaohao Chen,"
162,"Yifang Men,Zhouhui Lian,Yingmin Tang,Jianguo Xiao,"
163,"Dae Young Park,Kwang Hee Lee,"
164,"Wenjing Wang,Jiaying Liu,Shuai Yang,Zongming Guo,"
165,"Muhammad Sarmad,Hyunjoo Jenny Lee,Young Min Kim,"
166,"Chung-Yi Weng,Brian Curless,Ira Kemelmacher-Shlizerman,"
167,"Chloe LeGendre,Wan-Chun Ma,Graham Fyffe,John Flynn,Laurent Charbonnel,Jay Busch,Paul Debevec,"
168,"Filippos Kokkinos,Stamatis Lefkimmiatis,"
169,"Zhiqin Chen,Hao Zhang,"
170,"Hui Zeng,Lida Li,Zisheng Cao,Lei Zhang,"
171,"Wang Yifan,Shihao Wu,Hui Huang,Daniel Cohen-Or,Olga Sorkine-Hornung,"
172,"Wenguan Wang,Jianbing Shen,Ming-Ming Cheng,Ling Shao,"
173,"Hongguang Zhang,Yuchao Dai,Hongdong Li,Piotr Koniusz,"
174,"Feifan Lv,Yinqiang Zheng,Bohan Zhang,Feng Lu,"
175,"Canyi Lu,Xi Peng,Yunchao Wei,"
176,"Suchen Wang,Jingjing Meng,Junsong Yuan,Yap-Peng Tan,"
177,"Akash Bapat,Jan-Michael Frahm,"
178,"Lu Zhang,Jianming Zhang,Zhe Lin,Huchuan Lu,You He,"
179,"Liyuan Pan,Richard Hartley,Miaomiao Liu,Yuchao Dai,"
180,"Zhichao Yin,Trevor Darrell,Fisher Yu,"
181,"Xixi Jia,Sanyang Liu,Xiangchu Feng,Lei Zhang,"
182,"Chang Liu,Fang Wan,Wei Ke,Zhuowei Xiao,Yuan Yao,Xiaosong Zhang,Qixiang Ye,"
183,"Yu Zeng,Yunzhi Zhuge,Huchuan Lu,Lihe Zhang,Mingyang Qian,Yizhou Yu,"
184,"Xiaojun Jia,Xingxing Wei,Xiaochun Cao,Hassan Foroosh,"
185,"Jan-Hendrik Lange,Bjoern Andres,Paul Swoboda,"
186,"Ruochen Fan,Ming-Ming Cheng,Qibin Hou,Tai-Jiang Mu,Jingdong Wang,Shi-Min Hu,"
187,"Ganzhao Yuan,Li Shen,Wei-Shi Zheng,"
188,"Zhichao Wang,Qian Li,Gang Li,Guandong Xu,"
189,"Xiaolong Jiang,Zehao Xiao,Baochang Zhang,Xiantong Zhen,Xianbin Cao,David Doermann,Ling Shao,"
190,"Shiwei Li,Zixin Luo,Mingmin Zhen,Yao Yao,Tianwei Shen,Tian Fang,Long Quan,"
191,"Jin Zeng,Yanfeng Tong,Yunmu Huang,Qiong Yan,Wenxiu Sun,Jing Chen,Yongtian Wang,"
192,"Tianshui Chen,Weihao Yu,Riquan Chen,Liang Lin,"
193,"Huanyu Liu,Chao Peng,Changqian Yu,Jingbo Wang,Xu Liu,Gang Yu,Wei Jiang,"
194,"Daniel Ritchie,Kai Wang,Yu-An Lin,"
195,"Zhengming Ding,Hongfu Liu,"
196,"Jaime Spencer,Richard Bowden,Simon Hadfield,"
197,"Mang Ye,Xu Zhang,Pong C. Yuen,Shih-Fu Chang,"
198,"Xilai Li,Xi Song,Tianfu Wu,"
199,"Yiqun Wang,Jianwei Guo,Dong-Ming Yan,Kai Wang,Xiaopeng Zhang,"
200,"Guojun Yin,Lu Sheng,Bin Liu,Nenghai Yu,Xiaogang Wang,Jing Shao,"
201,"Wen-Hsuan Chu,Yu-Jhe Li,Jing-Cheng Chang,Yu-Chiang Frank Wang,"
202,"Quanshi Zhang,Yu Yang,Haotian Ma,Ying Nian Wu,"
203,"Dong-Jin Kim,Jinsoo Choi,Tae-Hyun Oh,In So Kweon,"
204,"Zhou Yu,Jun Yu,Yuhao Cui,Dacheng Tao,Qi Tian,"
205,"Yuan-Hong Liao,Xavier Puig,Marko Boben,Antonio Torralba,Sanja Fidler,"
206,"Junlong Gao,Shiqi Wang,Shanshe Wang,Siwei Ma,Wen Gao,"
207,"Licheng Yu,Xinlei Chen,Georgia Gkioxari,Mohit Bansal,Tamara L. Berg,Dhruv Batra,"
208,"Hui Li,Peng Wang,Chunhua Shen,Anton van den Hengel,"
209,"Yitong Li,Zhe Gan,Yelong Shen,Jingjing Liu,Yu Cheng,Yuexin Wu,Lawrence Carin,David Carlson,Jianfeng Gao,"
210,"Xuelian Cheng,Yiran Zhong,Yuchao Dai,Pan Ji,Hongdong Li,"
211,"Kai Tian,Yi Xu,Shuigeng Zhou,Jihong Guan,"
212,"Yanxiang Wang,Bowen Du,Yiran Shen,Kai Wu,Guangrong Zhao,Jianguo Sun,Hongkai Wen,"
213,"Zhiming Cui,Changjian Li,Wenping Wang,"
214,"Zhiyuan Fang,Shu Kong,Charless Fowlkes,Yezhou Yang,"
215,"Weixin Lu,Yao Zhou,Guowei Wan,Shenhua Hou,Shiyu Song,"
216,"Alexander Kirillov,Ross Girshick,Kaiming He,Piotr Dollar,"
217,"Zhaojin Huang,Lichao Huang,Yongchao Gong,Chang Huang,Xinggang Wang,"
218,"Hang Xu,Chenhan Jiang,Xiaodan Liang,Liang Lin,Zhenguo Li,"
219,"Nils Murrugarra-Llerena,Adriana Kovashka,"
220,"Nam Vo,Lu Jiang,Chen Sun,Kevin Murphy,Li-Jia Li,Li Fei-Fei,James Hays,"
221,"Xiaobing Wang,Yingying Jiang,Zhenbo Luo,Cheng-Lin Liu,Hyunsoo Choi,Sungjin Kim,"
222,"Songtao Liu,Di Huang,Yunhong Wang,"
223,"Yuting Liu,Miaojing Shi,Qijun Zhao,Xiaofang Wang,"
224,"Javier Ribera,David Guera,Yuhao Chen,Edward J. Delp,"
225,"Krishna Kumar Singh,Utkarsh Ojha,Yong Jae Lee,"
226,"Si Wu,Jichang Li,Cheng Liu,Zhiwen Yu,Hau-San Wong,"
227,"Yusuke Niitani,Takuya Akiba,Tommi Kerola,Toru Ogawa,Shotaro Sano,Shuji Suzuki,"
228,"Yucheng Shi,Siyu Wang,Yahong Han,"
229,"Edward Raff,Jared Sylvester,Steven Forsyth,Mark McLean,"
230,"Zecheng Xie,Yaoxiong Huang,Yuanzhi Zhu,Lianwen Jin,Yuliang Liu,Lele Xie,"
231,"Amit Alfassy,Leonid Karlinsky,Amit Aides,Joseph Shtok,Sivan Harary,Rogerio Feris,Raja Giryes,Alex M. Bronstein,"
232,"Davis Wertheimer,Bharath Hariharan,"
233,"Massimiliano Mancini,Samuel Rota Bulo,Barbara Caputo,Elisa Ricci,"
234,"Luowei Zhou,Yannis Kalantidis,Xinlei Chen,Jason J. Corso,Marcus Rohrbach,"
235,"Jonghwan Mun,Linjie Yang,Zhou Ren,Ning Xu,Bohyung Han,"
236,"Jae Sung Park,Marcus Rohrbach,Trevor Darrell,Anna Rohrbach,"
237,"Hao Wu,Jiayuan Mao,Yufeng Zhang,Yuning Jiang,Lei Li,Weiwei Sun,Wei-Ying Ma,"
238,"Kaihua Tang,Hanwang Zhang,Baoyuan Wu,Wenhan Luo,Wei Liu,"
239,"Xin Wang,Qiuyuan Huang,Asli Celikyilmaz,Jianfeng Gao,Dinghan Shen,Yuan-Fang Wang,William Yang Wang,Lei Zhang,"
240,"Peng Gao,Zhengkai Jiang,Haoxuan You,Pan Lu,Steven C. H. Hoi,Xiaogang Wang,Hongsheng Li,"
241,"Meet Shah,Xinlei Chen,Marcus Rohrbach,Devi Parikh,"
242,"Erik Wijmans,Samyak Datta,Oleksandr Maksymets,Abhishek Das,Georgia Gkioxari,Stefan Lee,Irfan Essa,Devi Parikh,Dhruv Batra,"
243,"Zilong Zheng,Wenguan Wang,Siyuan Qi,Song-Chun Zhu,"
244,"Yulei Niu,Hanwang Zhang,Manli Zhang,Jianhong Zhang,Zhiwu Lu,Ji-Rong Wen,"
245,"Unnat Jain,Luca Weihs,Eric Kolve,Mohammad Rastegari,Svetlana Lazebnik,Ali Farhadi,Alexander G. Schwing,Aniruddha Kembhavi,"
246,"Drew A. Hudson,Christopher D. Manning,"
247,"Fuwen Tan,Song Feng,Vicente Ordonez,"
248,"Rowan Zellers,Yonatan Bisk,Ali Farhadi,Yejin Choi,"
249,"Chih-Yao Ma,Zuxuan Wu,Ghassan AlRegib,Caiming Xiong,Zsolt Kira,"
250,"Liyiming Ke,Xiujun Li,Yonatan Bisk,Ari Holtzman,Zhe Gan,Jingjing Liu,Jianfeng Gao,Yejin Choi,Siddhartha Srinivasa,"
251,"Mitchell Wortsman,Kiana Ehsani,Mohammad Rastegari,Ali Farhadi,Roozbeh Mottaghi,"
252,"Atul Ingle,Andreas Velten,Mohit Gupta,"
253,"Anant Gupta,Atul Ingle,Andreas Velten,Mohit Gupta,"
254,"David B. Lindell,Gordon Wetzstein,Vladlen Koltun,"
255,"Wenzheng Chen,Simon Daneau,Fahim Mannan,Felix Heide,"
256,"Shumian Xin,Sotiris Nousias,Kiriakos N. Kutulakos,Aswin C. Sankaranarayanan,Srinivasa G. Narasimhan,Ioannis Gkioulekas,"
257,"Bingyao Huang,Haibin Ling,"
258,"Liyuan Pan,Cedric Scheerlinck,Xin Yu,Richard Hartley,Miaomiao Liu,Yuchao Dai,"
259,"Kuldeep Purohit,Anshul Shah,A. N. Rajagopalan,"
260,"Tim Brooks,Jonathan T. Barron,"
261,"Ruixing Wang,Qing Zhang,Chi-Wing Fu,Xiaoyong Shen,Wei-Shi Zheng,Jiaya Jia,"
262,"Amir Hertz,Sharon Fogel,Rana Hanocka,Raja Giryes,Daniel Cohen-Or,"
263,"Wei He,Quanming Yao,Chao Li,Naoto Yokoya,Qibin Zhao,"
264,"Moustafa Meshry,Dan B. Goldman,Sameh Khamis,Hugues Hoppe,Rohit Pandey,Noah Snavely,Ricardo Martin-Brualla,"
265,"Tong He,Haibin Huang,Li Yi,Yuqian Zhou,Chihao Wu,Jue Wang,Stefano Soatto,"
266,"Chaowei Xiao,Dawei Yang,Bo Li,Jia Deng,Mingyan Liu,"
267,"Mathieu Garon,Kalyan Sunkavalli,Sunil Hadap,Nathan Carr,Jean-Francois Lalonde,"
268,"Shuran Song,Thomas Funkhouser,"
269,"Yannick Hold-Geoffroy,Akshaya Athawale,Jean-Francois Lalonde,"
270,"Yunsheng Li,Lu Yuan,Nuno Vasconcelos,"
271,"Xin Yuan,Liangliang Ren,Jiwen Lu,Jie Zhou,"
272,"Kuniaki Saito,Yoshitaka Ushiku,Tatsuya Harada,Kate Saenko,"
273,"Juan-Manuel Perez-Rua,Valentin Vielzeuf,Stephane Pateux,Moez Baccouche,Frederic Jurie,"
274,"David Stutz,Matthias Hein,Bernt Schiele,"
275,"Rajkumar Theagarajan,Ming Chen,Bir Bhanu,Jing Zhang,"
276,"Dawei Sun,Anbang Yao,Aojun Zhou,Hao Zhao,"
277,"Xing Liu,Masanori Suganuma,Zhun Sun,Takayuki Okatani,"
278,"Kun Yi,Jianxin Wu,"
279,"Yanwei Li,Xinze Chen,Zheng Zhu,Lingxi Xie,Guan Huang,Dalong Du,Xingang Wang,"
280,"Golnaz Ghiasi,Tsung-Yi Lin,Quoc V. Le,"
281,"Jiashi Li,Qi Qi,Jingyu Wang,Ce Ge,Yujian Li,Zhangzhang Yue,Haifeng Sun,"
282,"Akanksha Paul,Narayanan C. Krishnan,Prateek Munjal,"
283,"Nathan Inkawhich,Wei Wen,Hai (Helen) Li,Yiran Chen,"
284,"Dominic Jack,Frederic Maire,Sareh Shirazi,Anders Eriksson,"
285,"Georgios Georgiadis,"
286,"Yufan Liu,Jiajiong Cao,Bing Li,Chunfeng Yuan,Weiming Hu,Yangxi Li,Yunqiang Duan,"
287,"Ziheng Zhang,Zhengxin Li,Ning Bi,Jia Zheng,Jinlei Wang,Kun Huang,Weixin Luo,Yanyu Xu,Shenghua Gao,"
288,"Zhen Wei,Jingyi Zhang,Li Liu,Fan Zhu,Fumin Shen,Yi Zhou,Si Liu,Yao Sun,Ling Shao,"
289,"Yuhang Liu,Wenyong Dong,Lei Zhang,Dong Gong,Qinfeng Shi,"
290,"Chiat-Pin Tay,Sharmili Roy,Kim-Hui Yap,"
291,"Osama Makansi,Eddy Ilg,Ozgun Cicek,Thomas Brox,"
292,"Yinghao Xu,Xin Dong,Yudian Li,Hao Su,"
293,"Yasuhiro Aoki,Hunter Goforth,Rangaprasad Arun Srivatsan,Simon Lucey,"
294,"Tao Wang,Xiaopeng Zhang,Li Yuan,Jiashi Feng,"
295,"Ruibing Hou,Bingpeng Ma,Hong Chang,Xinqian Gu,Shiguang Shan,Xilin Chen,"
296,"Yajing Liu,Xinmei Tian,Ya Li,Zhiwei Xiong,Feng Wu,"
297,"Jiawei Liu,Zheng-Jun Zha,Di Chen,Richang Hong,Meng Wang,"
298,"Aoxue Li,Tiange Luo,Zhiwu Lu,Tao Xiang,Liwei Wang,"
299,"Moein Shakeri,Hong Zhang,"
300,"Garrick Brazil,Xiaoming Liu,"
301,"Weijie Chen,Di Xie,Yuan Zhang,Shiliang Pu,"
302,"Yumin Suh,Bohyung Han,Wonsik Kim,Kyoung Mu Lee,"
303,"Wenbin Li,Lei Wang,Jinglin Xu,Jing Huo,Yang Gao,Jiebo Luo,"
304,"Zichuan Liu,Guosheng Lin,Sheng Yang,Fayao Liu,Weisi Lin,Wang Ling Goh,"
305,"Miaojing Shi,Zhaohui Yang,Chao Xu,Qijun Chen,"
306,"Xudong Wang,Zhaowei Cai,Dashan Gao,Nuno Vasconcelos,"
307,"Nicolas Aziere,Sinisa Todorovic,"
