,0
150,"Miao Wang,Guo-Ye Yang,Ruilong Li,Run-Ze Liang,Song-Hai Zhang,Peter M. Hall,Shi-Min Hu,"
151,"Tingting Qiao,Jing Zhang,Duanqing Xu,Dacheng Tao,"
152,"Eric Wengrowski,Kristin Dana,"
153,"Yijun Li,Chen Fang,Aaron Hertzmann,Eli Shechtman,Ming-Hsuan Yang,"
154,"Mahmoud Afifi,Brian Price,Scott Cohen,Michael S. Brown,"
155,"Chia-Yin Tsai,Aswin C. Sankaranarayanan,Ioannis Gkioulekas,"
156,"Abhijith Punnappurath,Michael S. Brown,"
157,"Felipe Gutierrez-Barragan,Syed Azer Reza,Andreas Velten,Mohit Gupta,"
158,"Xuecai Hu,Haoyuan Mu,Xiangyu Zhang,Zilei Wang,Tieniu Tan,Jian Sun,"
159,"Qi Xie,Minghao Zhou,Qian Zhao,Deyu Meng,Wangmeng Zuo,Zongben Xu,"
160,"Nan Xue,Song Bai,Fudong Wang,Gui-Song Xia,Tianfu Wu,Liangpei Zhang,"
161,"Jinjin Gu,Hannan Lu,Wangmeng Zuo,Chao Dong,"
162,"Shoichiro Takeda,Yasunori Akagi,Kazuki Okami,Megumi Isogai,Hideaki Kimata,"
163,"Mengyang Feng,Huchuan Lu,Errui Ding,"
164,"Ruoteng Li,Loong-Fah Cheong,Robby T. Tan,"
165,"Zhucun Xue,Nan Xue,Gui-Song Xia,Weiming Shen,"
166,"Chang Chen,Zhiwei Xiong,Xinmei Tian,Zheng-Jun Zha,Feng Wu,"
167,"Wenhan Yang,Jiaying Liu,Jiashi Feng,"
168,"Kai Zhang,Wangmeng Zuo,Lei Zhang,"
169,"Derya Akkaynak,Tali Treibitz,"
170,"Xintao Wang,Ke Yu,Chao Dong,Xiaoou Tang,Chen Change Loy,"
171,"Jinshan Pan,Jiangxin Dong,Jimmy S. Ren,Liang Lin,Jinhui Tang,Ming-Hsuan Yang,"
172,"Shi Guo,Zifei Yan,Kai Zhang,Wangmeng Zuo,Lei Zhang,"
173,"Xiangyu Xu,Yongrui Ma,Wenxiu Sun,"
174,"Xiangyu He,Zitao Mo,Peisong Wang,Yang Liu,Mingyuan Yang,Jian Cheng,"
175,"Liang Chen,Faming Fang,Tingting Wang,Guixu Zhang,"
176,"Qingsen Yan,Dong Gong,Qinfeng Shi,Anton van den Hengel,Chunhua Shen,Ian Reid,Yanning Zhang,"
177,"Xuanyi Dong,Yi Yang,"
178,"Yifei Shi,Angel X. Chang,Zhelun Wu,Manolis Savva,Kai Xu,"
179,"Guangrun Wang,Keze Wang,Liang Lin,"
180,"Yun-Chun Chen,Yen-Yu Lin,Ming-Hsuan Yang,Jia-Bin Huang,"
181,"Debidatta Dwibedi,Yusuf Aytar,Jonathan Tompson,Pierre Sermanet,Andrew Zisserman,"
182,"Yong-Hoon Kwon,Min-Gyu Park,"
183,"Dongze Lian,Jing Li,Jia Zheng,Weixin Luo,Shenghua Gao,"
184,"Xin Wang,Fisher Yu,Ruth Wang,Trevor Darrell,Joseph E. Gonzalez,"
185,"Yuhua Chen,Wen Li,Xiaoran Chen,Luc Van Gool,"
186,"Kevis-Kokitsi Maninis,Ilija Radosavovic,Iasonas Kokkinos,"
187,"Fatih Cakir,Kun He,Xide Xia,Brian Kulis,Stan Sclaroff,"
188,"Shikun Liu,Edward Johns,Andrew J. Davison,"
189,"Xiaohang Zhan,Xingang Pan,Ziwei Liu,Dahua Lin,Chen Change Loy,"
190,"Hsueh-Ying Lai,Yi-Hsuan Tsai,Wei-Chen Chiu,"
191,"Wei-Lun Chang,Hui-Po Wang,Wen-Hsiao Peng,Wei-Chen Chiu,"
192,"Chen Wei,Lingxi Xie,Xutong Ren,Yingda Xia,Chi Su,Jiaying Liu,Qi Tian,Alan L. Yuille,"
193,"Alexander Kolesnikov,Xiaohua Zhai,Lucas Beyer,"
194,"Monica Haurilet,Alina Roitberg,Rainer Stiefelhagen,"
195,"Damien Teney,Anton van den Hengel,"
196,"Xihui Liu,Zihao Wang,Jing Shao,Xiaogang Wang,Hongsheng Li,"
197,"Peng Wang,Qi Wu,Jiewei Cao,Chunhua Shen,Lianli Gao,Anton van den Hengel,"
198,"Jiuxiang Gu,Handong Zhao,Zhe Lin,Sheng Li,Jianfei Cai,Mingyang Ling,"
199,"Yale Song,Mohammad Soleymani,"
200,"Remi Cadene,Hedi Ben-younes,Matthieu Cord,Nicolas Thome,"
201,"Chenyou Fan,Xiaofan Zhang,Shu Zhang,Wensheng Wang,Chi Zhang,Heng Huang,"
202,"Ranjay Krishna,Michael Bernstein,Li Fei-Fei,"
203,"Bingjie Xu,Yongkang Wong,Junnan Li,Qi Zhao,Mohan S. Kankanhalli,"
204,"Didac Suris,Adria Recasens,David Bau,David Harwath,James Glass,Antonio Torralba,"
205,"Idan Schwartz,Seunghak Yu,Tamir Hazan,Alexander G. Schwing,"
206,"Zizhao Zhang,Adriana Romero,Matthew J. Muckley,Pascal Vincent,Lin Yang,Michal Drozdzal,"
207,"Fangneng Zhan,Shijian Lu,"
208,"Fabian Manhardt,Wadim Kehl,Adrien Gaidon,"
209,"Yi Zhou,Xiaodong He,Lei Huang,Li Liu,Fan Zhu,Shanshan Cui,Ling Shao,"
210,"Brian Matejek,Daniel Haehn,Haidong Zhu,Donglai Wei,Toufiq Parag,Hanspeter Pfister,"
211,"Bingzhe Wu,Shiwan Zhao,Guangyu Sun,Xiaolu Zhang,Zhong Su,Caihong Zeng,Zhihong Liu,"
212,"Tianwei Ni,Lingxi Xie,Huangjie Zheng,Elliot K. Fishman,Alan L. Yuille,"
213,"Caijing Miao,Lingxi Xie,Fang Wan,Chi Su,Hongye Liu,Jianbin Jiao,Qixiang Ye,"
214,"Alexander Krull,Tim-Oliver Buchholz,Florian Jug,"
215,"Zhedong Zheng,Xiaodong Yang,Zhiding Yu,Liang Zheng,Yi Yang,Jan Kautz,"
216,"Hong-Xing Yu,Wei-Shi Zheng,Ancong Wu,Xiaowei Guo,Shaogang Gong,Jian-Huang Lai,"
217,"Yichao Yan,Qiang Zhang,Bingbing Ni,Wendong Zhang,Minghao Xu,Xiaokang Yang,"
218,"Mert Bulent Sariyildiz,Ramazan Gokberk Cinbis,"
219,"Sounak Dey,Pau Riba,Anjan Dutta,Josep Llados,Yi-Zhe Song,"
220,"Arghya Pal,Vineeth N Balasubramanian,"
221,"Fang Wan,Chang Liu,Wei Ke,Xiangyang Ji,Jianbin Jiao,Qixiang Ye,"
222,"Jiwoon Ahn,Sunghyun Cho,Suha Kwak,"
223,"Junsuk Choe,Hyunjung Shim,"
224,"Fabio M. Carlucci,Antonio D'Innocente,Silvia Bucci,Barbara Caputo,Tatiana Tommasi,"
225,"Yingwei Pan,Ting Yao,Yehao Li,Yu Wang,Chong-Wah Ngo,Tao Mei,"
226,"Ziliang Chen,Jingyu Zhuang,Xiaodan Liang,Liang Lin,"
227,"Huiyu Wang,Aniruddha Kembhavi,Ali Farhadi,Alan L. Yuille,Mohammad Rastegari,"
228,"Rui Zhu,Shifeng Zhang,Xiaobo Wang,Longyin Wen,Hailin Shi,Liefeng Bo,Tao Mei,"
229,"Junghyup Lee,Dohyung Kim,Jean Ponce,Bumsub Ham,"
230,"Sungyeon Kim,Minkyo Seo,Ivan Laptev,Minsu Cho,Suha Kwak,"
231,"Lei Yang,Xiaohang Zhan,Dapeng Chen,Junjie Yan,Chen Change Loy,Dahua Lin,"
232,"Poojan Oza,Vishal M. Patel,"
233,"Aayush Bansal,Yaser Sheikh,Deva Ramanan,"
234,"Guojun Yin,Bin Liu,Lu Sheng,Nenghai Yu,Xiaogang Wang,Jing Shao,"
235,"Taesung Park,Ming-Yu Liu,Ting-Chun Wang,Jun-Yan Zhu,"
236,"Zhen Zhu,Tengteng Huang,Baoguang Shi,Miao Yu,Bofei Wang,Xiang Bai,"
237,"Sijie Song,Wei Zhang,Jiaying Liu,Tao Mei,"
238,"John Flynn,Michael Broxton,Paul Debevec,Matthew DuVall,Graham Fyffe,Ryan Overbeck,Noah Snavely,Richard Tucker,"
239,"Aliaksandr Siarohin,Stephane Lathuiliere,Sergey Tulyakov,Elisa Ricci,Nicu Sebe,"
240,"Aliaksandra Shysheya,Egor Zakharov,Kara-Ali Aliev,Renat Bashirov,Egor Burkov,Karim Iskakov,Aleksei Ivakhnenko,Yury Malkov,Igor Pasechnik,Dmitry Ulyanov,Alexander Vakhitov,Victor Lempitsky,"
241,"Tomer Peleg,Pablo Szekely,Doron Sabo,Omry Sendik,"
242,"Ying-Cong Chen,Xiaogang Xu,Zhuotao Tian,Jiaya Jia,"
243,"Hao Tang,Dan Xu,Nicu Sebe,Yanzhi Wang,Jason J. Corso,Yan Yan,"
244,"Huan Fu,Mingming Gong,Chaohui Wang,Kayhan Batmanghelich,Kun Zhang,Dacheng Tao,"
245,"Vincent Sitzmann,Justus Thies,Felix Heide,Matthias Niessner,Gordon Wetzstein,Michael Zollhofer,"
246,"Dejan Azinovic,Tzu-Mao Li,Anton Kaplanyan,Matthias Niessner,"
247,"Jean-Baptiste Alayrac,Joao Carreira,Andrew Zisserman,"
248,"Takuhiro Kaneko,Yoshitaka Ushiku,Tatsuya Harada,"
249,"Rui Gong,Wen Li,Yuhua Chen,Luc Van Gool,"
250,"Dongwook Lee,Junyoung Kim,Won-Jin Moon,Jong Chul Ye,"
251,"Xiang Xu,Xiong Zhou,Ragav Venkatesan,Gurumurthy Swaminathan,Orchid Majumder,"
252,"Yawei Luo,Liang Zheng,Tao Guan,Junqing Yu,Yi Yang,"
253,"Tuan-Hung Vu,Himalaya Jain,Maxime Bucher,Matthieu Cord,Patrick Perez,"
254,"Zixin Luo,Tianwei Shen,Lei Zhou,Jiahui Zhang,Yao Yao,Shiwei Li,Tian Fang,Long Quan,"
255,"Ziwei Liu,Zhongqi Miao,Xiaohang Zhan,Jiayun Wang,Boqing Gong,Stella X. Yu,"
256,"Liheng Zhang,Guo-Jun Qi,Liqiang Wang,Jiebo Luo,"
257,"Rene Schuster,Oliver Wasenmuller,Christian Unger,Didier Stricker,"
258,"Xiaolong Wang,Allan Jabri,Alexei A. Efros,"
259,"Changqing Zhang,Yeqing Liu,Huazhu Fu,"
260,"Proteek Chandan Roy,Vishnu Naresh Boddeti,"
261,"Hsiao-Yu Fish Tung,Ricson Cheng,Katerina Fragkiadaki,"
262,"Yifan Liu,Ke Chen,Chris Liu,Zengchang Qin,Zhenbo Luo,Jingdong Wang,"
263,"Armen Avetisyan,Manuel Dahnert,Angela Dai,Manolis Savva,Angel X. Chang,Matthias Niessner,"
264,"Po-Yi Chen,Alexander H. Liu,Yen-Cheng Liu,Yu-Chiang Frank Wang,"
265,"Xiaotian Qiao,Quanlong Zheng,Ying Cao,Rynson W.H. Lau,"
266,"He Wang,Srinath Sridhar,Jingwei Huang,Julien Valentin,Shuran Song,Leonidas J. Guibas,"
267,"Lingxiao Li,Minhyuk Sung,Anastasia Dubrovina,Li Yi,Leonidas J. Guibas,"
268,"Simon Kornblith,Jonathon Shlens,Quoc V. Le,"
269,"Luan Tran,Kihyuk Sohn,Xiang Yu,Xiaoming Liu,Manmohan Chandraker,"
270,"Xiang Li,Shuo Chen,Xiaolin Hu,Jian Yang,"
271,"Chunlei Liu,Wenrui Ding,Xin Xia,Baochang Zhang,Jiaxin Gu,Jianzhuang Liu,Rongrong Ji,David Doermann,"
272,"Chang Tang,Xinzhong Zhu,Xinwang Liu,Lizhe Wang,Albert Zomaya,"
273,"Eunwoo Kim,Chanho Ahn,Philip H.S. Torr,Songhwai Oh,"
274,"Kaichao You,Mingsheng Long,Zhangjie Cao,Jianmin Wang,Michael I. Jordan,"
275,"Cihang Xie,Zhishuai Zhang,Yuyin Zhou,Song Bai,Jianyu Wang,Zhou Ren,Alan L. Yuille,"
276,"Yaping Zhang,Shuai Nie,Wenju Liu,Xing Xu,Dongxiang Zhang,Heng Tao Shen,"
277,"Binghui Chen,Weihong Deng,"
278,"Oren Dovrat,Itai Lang,Shai Avidan,"
279,"Hongguang Zhang,Jing Zhang,Piotr Koniusz,"
280,"Chenglong Zhao,Bingbing Ni,Jian Zhang,Qiwei Zhao,Wenjun Zhang,Qi Tian,"
281,"Shaohui Lin,Rongrong Ji,Chenqian Yan,Baochang Zhang,Liujuan Cao,Qixiang Ye,Feiyue Huang,David Doermann,"
282,"Yuchao Li,Shaohui Lin,Baochang Zhang,Jianzhuang Liu,David Doermann,Yongjian Wu,Feiyue Huang,Rongrong Ji,"
283,"Rundong Li,Yan Wang,Feng Liang,Hongwei Qin,Junjie Yan,Rui Fan,"
284,"Mingxing Tan,Bo Chen,Ruoming Pang,Vijay Vasudevan,Mark Sandler,Andrew Howard,Quoc V. Le,"
285,"Jingwen Ye,Yixin Ji,Xinchao Wang,Kairi Ou,Dapeng Tao,Mingli Song,"
286,"Xiangyu He,Peisong Wang,Jian Cheng,"
287,"Jian Ding,Nan Xue,Yang Long,Gui-Song Xia,Qikai Lu,"
288,"Chenglin Yang,Lingxi Xie,Chi Su,Alan L. Yuille,"
289,"Jianbo Jiao,Yunchao Wei,Zequn Jie,Honghui Shi,Rynson W.H. Lau,Thomas S. Huang,"
290,"John Collomosse,Tu Bui,Hailin Jin,"
291,"Yihui He,Chenchen Zhu,Jianren Wang,Marios Savvides,Xiangyu Zhang,"
292,"Pramuditha Perera,Ramesh Nallapati,Bing Xiang,"
293,"Lu Yu,Vacit Oguz Yazici,Xialei Liu,Joost van de Weijer,Yongmei Cheng,Arnau Ramisa,"
294,"Zhenheng Yang,Dhruv Mahajan,Deepti Ghadiyaram,Ram Nevatia,Vignesh Ramanathan,"
295,"Hong Liu,Zhangjie Cao,Mingsheng Long,Jianmin Wang,Qiang Yang,"
