,0
55,"Yichao Zhang,Silvia L. Pintea,Jan C. van Gemert,"
56,"Hugo Proenca,Joao C. Neves,"
57,"Yu-Wei Chao,Jimei Yang,Brian Price,Scott Cohen,Jia Deng,"
58,"Yuting Zhang,Luyao Yuan,Yijie Guo,Zhiyuan He,I-An Huang,Honglak Lee,"
59,"Kosuke Takahashi,Akihiro Miyata,Shohei Nobuhara,Takashi Matsuyama,"
60,"Marc T. Law,Yaoliang Yu,Raquel Urtasun,Richard S. Zemel,Eric P. Xing,"
61,"Gunnar A. Sigurdsson,Santosh Divvala,Ali Farhadi,Abhinav Gupta,"
62,"Pichao Wang,Wanqing Li,Zhimin Gao,Yuyao Zhang,Chang Tang,Philip Ogunbona,"
63,"Haoqiang Fan,Hao Su,Leonidas J. Guibas,"
64,"Ziad Al-Halah,Rainer Stiefelhagen,"
65,"Wei-Sheng Lai,Jia-Bin Huang,Narendra Ahuja,Ming-Hsuan Yang,"
66,"Bolei Zhou,Hang Zhao,Xavier Puig,Sanja Fidler,Adela Barriuso,Antonio Torralba,"
67,"Thibaut Durand,Taylor Mordan,Nicolas Thome,Matthieu Cord,"
68,"Charles R. Qi,Hao Su,Kaichun Mo,Leonidas J. Guibas,"
69,"Yurun Tian,Bin Fan,Fuchao Wu,"
70,"Simon Niklaus,Long Mai,Feng Liu,"
71,"Chengde Wan,Thomas Probst,Luc Van Gool,Angela Yao,"
72,"Qingxing Cao,Liang Lin,Yukai Shi,Xiaodan Liang,Guanbin Li,"
73,"Jiajun Wu,Joshua B. Tenenbaum,Pushmeet Kohli,"
74,"Hang Zhang,Jia Xue,Kristin Dana,"
75,"Xingcheng Zhang,Zhizhong Li,Chen Change Loy,Dahua Lin,"
76,"Kai Kang,Hongsheng Li,Tong Xiao,Wanli Ouyang,Junjie Yan,Xihui Liu,Xiaogang Wang,"
77,"Cheng Da,Shibiao Xu,Kun Ding,Gaofeng Meng,Shiming Xiang,Chunhong Pan,"
78,"Wadim Kehl,Federico Tombari,Slobodan Ilic,Nassir Navab,"
79,"Alexander Richard,Hilde Kuehne,Juergen Gall,"
80,"Jia Xue,Hang Zhang,Kristin Dana,Ko Nishino,"
81,"Wei-Chiu Ma,De-An Huang,Namhoon Lee,Kris M. Kitani,"
82,"Haozhi Huang,Hao Wang,Wenhan Luo,Lin Ma,Wenhao Jiang,Xiaolong Zhu,Zhifeng Li,Wei Liu,"
83,"Juncheng Liu,Zhouhui Lian,Yi Wang,Jianguo Xiao,"
84,"Eisuke Ito,Takayuki Okatani,"
85,"Mude Lin,Liang Lin,Xiaodan Liang,Keze Wang,Hui Cheng,"
86,"Viktor Larsson,Kalle Astrom,Magnus Oskarsson,"
87,"Andreas Veit,Serge Belongie,Theofanis Karaletsos,"
88,"Andreas Veit,Neil Alldrin,Gal Chechik,Ivan Krasin,Abhinav Gupta,Serge Belongie,"
89,"Xiaodan Liang,Lisa Lee,Eric P. Xing,"
90,"Gedas Bertasius,Lorenzo Torresani,Stella X. Yu,Jianbo Shi,"
91,"Menghua Zhai,Zachary Bessinger,Scott Workman,Nathan Jacobs,"
92,"Anna Khoreva,Rodrigo Benenson,Jan Hosang,Matthias Hein,Bernt Schiele,"
93,"Jonathan T. Barron,Yun-Ta Tsai,"
94,"Cesc Chunseong Park,Byeongchang Kim,Gunhee Kim,"
95,"Christian Mostegel,Rudolf Prettenthaler,Friedrich Fraundorfer,Horst Bischof,"
96,"Ali Diba,Vivek Sharma,Ali Pazandeh,Hamed Pirsiavash,Luc Van Gool,"
97,"Xiaobo Wang,Xiaojie Guo,Zhen Lei,Changqing Zhang,Stan Z. Li,"
98,"Ke Gong,Xiaodan Liang,Dongyu Zhang,Xiaohui Shen,Liang Lin,"
99,"Fotios Logothetis,Roberto Mecca,Roberto Cipolla,"
100,"Peiyun Hu,Deva Ramanan,"
101,"Jingming Dong,Xiaohan Fei,Stefano Soatto,"
102,"Rohit Girdhar,Deva Ramanan,Abhinav Gupta,Josef Sivic,Bryan Russell,"
103,"Achal Dave,Olga Russakovsky,Deva Ramanan,"
104,"Hexiang Hu,Shiyi Lan,Yuning Jiang,Zhimin Cao,Fei Sha,"
105,"Florian Bernard,Frank R. Schmidt,Johan Thunberg,Daniel Cremers,"
106,"Xiaodan Liang,Liang Lin,Xiaohui Shen,Jiashi Feng,Shuicheng Yan,Eric P. Xing,"
107,"Carl Vondrick,Antonio Torralba,"
108,"Behrooz Mahasseni,Sinisa Todorovic,Alan Fern,"
109,"Michael Figurnov,Maxwell D. Collins,Yukun Zhu,Li Zhang,Jonathan Huang,Dmitry Vetrov,Ruslan Salakhutdinov,"
110,"Bing Su,Gang Hua,"
111,"Richard Zhang,Phillip Isola,Alexei A. Efros,"
112,"Wei Ke,Jie Chen,Jianbin Jiao,Guoying Zhao,Qixiang Ye,"
113,"Haiyu Zhao,Maoqing Tian,Shuyang Sun,Jing Shao,Junjie Yan,Shuai Yi,Xiaogang Wang,Xiaoou Tang,"
114,"Weifeng Ge,Yizhou Yu,"
115,"Noureldien Hussein,Efstratios Gavves,Arnold W.M. Smeulders,"
116,"Mahdi Abbaspour Tehrani,Thabo Beeler,Anselm Grundhofer,"
117,"Ronghang Hu,Marcus Rohrbach,Jacob Andreas,Trevor Darrell,Kate Saenko,"
118,"Phillip Isola,Jun-Yan Zhu,Tinghui Zhou,Alexei A. Efros,"
119,"Prithvijit Chattopadhyay,Ramakrishna Vedantam,Ramprasaath R. Selvaraju,Dhruv Batra,Devi Parikh,"
120,"Tomas Simon,Hanbyul Joo,Iain Matthews,Yaser Sheikh,"
121,"Yuke Zhu,Joseph J. Lim,Li Fei-Fei,"
122,"Zhongwen Xu,Linchao Zhu,Yi Yang,"
123,"Peng Wang,Qi Wu,Chunhua Shen,Anton van den Hengel,"
124,"Yueqi Duan,Jiwen Lu,Ziwei Wang,Jianjiang Feng,Jie Zhou,"
125,"Naveed Akhtar,Ajmal Mian,Fatih Porikli,"
126,"Shijie Yang,Liang Li,Shuhui Wang,Weigang Zhang,Qingming Huang,"
127,"Hainan Cui,Xiang Gao,Shuhan Shen,Zhanyi Hu,"
128,"Jianan Li,Xiaodan Liang,Yunchao Wei,Tingfa Xu,Jiashi Feng,Shuicheng Yan,"
129,"Yani Ioannou,Duncan Robertson,Roberto Cipolla,Antonio Criminisi,"
130,"Tushar Sandhan,Jin Young Choi,"
131,"Francois Chollet,"
132,"Elad Richardson,Matan Sela,Roy Or-El,Ron Kimmel,"
133,"Yiming Qian,Minglun Gong,Yee-Hong Yang,"
134,"Shuochen Su,Mauricio Delbracio,Jue Wang,Guillermo Sapiro,Wolfgang Heidrich,Oliver Wang,"
135,"Jia Xu,Rene Ranftl,Vladlen Koltun,"
136,"Yan Yan,Chenliang Xu,Dawen Cai,Jason J. Corso,"
137,"Amir R. Zamir,Te-Lin Wu,Lin Sun,William B. Shen,Bertram E. Shi,Jitendra Malik,Silvio Savarese,"
138,"Zhun Zhong,Liang Zheng,Donglin Cao,Shaozi Li,"
139,"Yue Cao,Mingsheng Long,Jianmin Wang,Shichen Liu,"
140,"Yao Li,Guosheng Lin,Bohan Zhuang,Lingqiao Liu,Chunhua Shen,Anton van den Hengel,"
141,"Yikang Li,Wanli Ouyang,Xiaogang Wang,Xiao'ou Tang,"
142,"Wenhan Yang,Robby T. Tan,Jiashi Feng,Jiaying Liu,Zongming Guo,Shuicheng Yan,"
143,"Liang Zheng,Hengheng Zhang,Shaoyan Sun,Manmohan Chandraker,Yi Yang,Qi Tian,"
144,"Zequn Jie,Yunchao Wei,Xiaojie Jin,Jiashi Feng,Wei Liu,"
145,"Miroslava Slavcheva,Maximilian Baust,Daniel Cremers,Slobodan Ilic,"
146,"Matthias Mueller,Neil Smith,Bernard Ghanem,"
147,"Luan Tran,Xiaoming Liu,Jiayu Zhou,Rong Jin,"
148,"Luan Tran,Xi Yin,Xiaoming Liu,"
149,"Li Liu,Ling Shao,Fumin Shen,Mengyang Yu,"
150,"Geoffrey Pascoe,Will Maddern,Michael Tanner,Pedro Pinies,Paul Newman,"
151,"Hossam Isack,Olga Veksler,Ipek Oguz,Milan Sonka,Yuri Boykov,"
152,"Fabian Caba Heilbron,Wayner Barrios,Victor Escorcia,Bernard Ghanem,"
153,"Yan Zhu,Yuandong Tian,Dimitris Metaxas,Piotr Dollar,"
154,"Yu Kong,Zhiqiang Tao,Yun Fu,"
155,"Johannes L. Schonberger,Hans Hardmeier,Torsten Sattler,Marc Pollefeys,"
156,"Saining Xie,Ross Girshick,Piotr Dollar,Zhuowen Tu,Kaiming He,"
157,"Shan Su,Jung Pyo Hong,Jianbo Shi,Hyun Soo Park,"
158,"Amir Arsalan Soltani,Haibin Huang,Jiajun Wu,Tejas D. Kulkarni,Joshua B. Tenenbaum,"
159,"Bo Zhao,Jiashi Feng,Xiao Wu,Shuicheng Yan,"
160,"Yunbo Wang,Mingsheng Long,Jianmin Wang,Philip S. Yu,"
161,"Matthew O'Toole,Felix Heide,David B. Lindell,Kai Zang,Steven Diamond,Gordon Wetzstein,"
162,"Jinwei Gu,Xiaodong Yang,Shalini De Mello,Jan Kautz,"
163,"Zhaopeng Cui,Jinwei Gu,Boxin Shi,Ping Tan,Jan Kautz,"
164,"Yunchao Wei,Jiashi Feng,Xiaodan Liang,Ming-Ming Cheng,Yao Zhao,Shuicheng Yan,"
165,"Hao Yang,Joey Tianyi Zhou,Jianfei Cai,Yew Soon Ong,"
166,"Tobias Plotz,Stefan Roth,"
167,"Paul Swoboda,Jan Kuske,Bogdan Savchynskyy,"
168,"Paul Swoboda,Carsten Rother,Hassan Abu Alhaija,Dagmar Kainmuller,Bogdan Savchynskyy,"
169,"Paul Swoboda,Bjoern Andres,"
170,"Yang Long,Li Liu,Ling Shao,Fumin Shen,Guiguang Ding,Jungong Han,"
171,"Torsten Sattler,Akihiko Torii,Josef Sivic,Marc Pollefeys,Hajime Taira,Masatoshi Okutomi,Tomas Pajdla,"
172,"Jun Liu,Gang Wang,Ping Hu,Ling-Yu Duan,Alex C. Kot,"
173,"Lorenzo Baraldi,Costantino Grana,Rita Cucchiara,"
174,"Ronak Kosti,Jose M. Alvarez,Adria Recasens,Agata Lapedriza,"
175,"Jongyoo Kim,Sanghoon Lee,"
176,"Jian Shi,Yue Dong,Hao Su,Stella X. Yu,"
177,"Xiangyu Kong,Bo Xin,Yizhou Wang,Gang Hua,"
178,"Zaeem Hussain,Mingda Zhang,Xiaozhong Zhang,Keren Ye,Christopher Thomas,Zuha Agha,Nathan Ong,Adriana Kovashka,"
179,"Adel Bibi,Hani Itani,Bernard Ghanem,"
180,"Pierre Baque,Francois Fleuret,Pascal Fua,"
181,"Jinsun Park,Yu-Wing Tai,Donghyeon Cho,In So Kweon,"
182,"Shuran Song,Fisher Yu,Andy Zeng,Angel X. Chang,Manolis Savva,Thomas Funkhouser,"
183,"Maciej Halber,Thomas Funkhouser,"
184,"Seyed-Mohsen Moosavi-Dezfooli,Alhussein Fawzi,Omar Fawzi,Pascal Frossard,"
185,"Hamed R. Tavakoli,Fawad Ahmed,Ali Borji,Jorma Laaksonen,"
186,"Ehsan Elhamifar,M. Clara De Paolis Kaluza,"
187,"Ishan Misra,Abhinav Gupta,Martial Hebert,"
188,"Andy Zeng,Shuran Song,Matthias Niessner,Matthew Fisher,Jianxiong Xiao,Thomas Funkhouser,"
189,"Donghun Yeo,Jeany Son,Bohyung Han,Joon Hee Han,"
190,"Nikolay Savinov,Akihito Seki,Lubor Ladicky,Torsten Sattler,Marc Pollefeys,"
191,"Xiao Chu,Wei Yang,Wanli Ouyang,Cheng Ma,Alan L. Yuille,Xiaogang Wang,"
192,"Wei Li,Farnaz Abtahi,Zhigang Zhu,"
193,"Tinghui Zhou,Matthew Brown,Noah Snavely,David G. Lowe,"
194,"Jing Zhang,Wanqing Li,Philip Ogunbona,"
195,"Katsuyuki Nakamura,Serena Yeung,Alexandre Alahi,Li Fei-Fei,"
196,"Bohan Zhuang,Lingqiao Liu,Yao Li,Chunhua Shen,Ian Reid,"
197,"Huu Le,Tat-Jun Chin,David Suter,"
198,"Dongdong Chen,Lu Yuan,Jing Liao,Nenghai Yu,Gang Hua,"
199,"Xiaozhi Chen,Huimin Ma,Ji Wan,Bo Li,Tian Xia,"
200,"Zhiqiang Shen,Jianguo Li,Zhou Su,Minjun Li,Yurong Chen,Yu-Gang Jiang,Xiangyang Xue,"
201,"Guosheng Lin,Anton Milan,Chunhua Shen,Ian Reid,"
202,"Matthew Trager,Bernd Sturmfels,John Canny,Martial Hebert,Jean Ponce,"
203,"Giorgio Patrini,Alessandro Rozza,Aditya Krishna Menon,Richard Nock,Lizhen Qu,"
204,"Falong Shen,Rui Gan,Shuicheng Yan,Gang Zeng,"
205,"Yuliang Liu,Lianwen Jin,"
206,"Shuang Li,Tong Xiao,Hongsheng Li,Bolei Zhou,Dayu Yue,Xiaogang Wang,"
207,"Oliver Zendel,Katrin Honauer,Markus Murschitz,Martin Humenberger,Gustavo Fernandez Dominguez,"
208,"Liuhao Ge,Hui Liang,Junsong Yuan,Daniel Thalmann,"
209,"Sylvestre-Alvise Rebuffi,Alexander Kolesnikov,Georg Sperl,Christoph H. Lampert,"
210,"Umar Iqbal,Anton Milan,Juergen Gall,"
211,"Li Zhang,Tao Xiang,Shaogang Gong,"
212,"Emilio J. Almazan,Ron Tal,Yiming Qian,James H. Elder,"
213,"Florian Chabot,Mohamed Chaouch,Jaonary Rabarisoa,Celine Teuliere,Thierry Chateau,"
214,"Zhengming Ding,Ming Shao,Yun Fu,"
215,"Mariano Tepper,Guillermo Sapiro,"
216,"Jacob Chan,Jimmy Addison Lee,Qian Kemao,"
217,"Ahmet Iscen,Giorgos Tolias,Yannis Avrithis,Teddy Furon,Ondrej Chum,"
218,"Yanchao Yang,Stefano Soatto,"
219,"Xiaosong Wang,Yifan Peng,Le Lu,Zhiyong Lu,Mohammadhadi Bagheri,Ronald M. Summers,"
220,"Ashish Shrivastava,Tomas Pfister,Oncel Tuzel,Joshua Susskind,Wenda Wang,Russell Webb,"
221,"Tsung-Yi Lin,Piotr Dollar,Ross Girshick,Kaiming He,Bharath Hariharan,Serge Belongie,"
222,"Samuel Rota Bulo,Gerhard Neuhold,Peter Kontschieder,"
223,"Hyo Jin Kim,Enrique Dunn,Jan-Michael Frahm,"
224,"Tali Dekel,Michael Rubinstein,Ce Liu,William T. Freeman,"
225,"Dinghuang Ji,Junghyun Kwon,Max McFarland,Silvio Savarese,"
226,"Henryk Blasinski,Joyce Farrell,Brian Wandell,"
227,"Huazhe Xu,Yang Gao,Fisher Yu,Trevor Darrell,"
228,"De-An Huang,Joseph J. Lim,Li Fei-Fei,Juan Carlos Niebles,"
229,"Linjie Yang,Kevin Tang,Jianchao Yang,Li-Jia Li,"
230,"Zelun Luo,Boya Peng,De-An Huang,Alexandre Alahi,Li Fei-Fei,"
231,"Che-Han Chang,Chun-Nan Chou,Edward Y. Chang,"
232,"Kuo-Hao Zeng,Shih-Han Chou,Fu-Hsiang Chan,Juan Carlos Niebles,Min Sun,"
233,"Shireen Elhabian,Ross Whitaker,"
234,"Shiyu Huang,Deva Ramanan,"
235,"Zhanning Gao,Gang Hua,Dongqing Zhang,Nebojsa Jojic,Le Wang,Jianru Xue,Nanning Zheng,"
236,"Pan Zhou,Jiashi Feng,"
237,"Hongliang Yan,Yukang Ding,Peihua Li,Qilong Wang,Yong Xu,Wangmeng Zuo,"
238,"Li Yi,Hao Su,Xingwen Guo,Leonidas J. Guibas,"
239,"Vijay Rengarajan,Yogesh Balaji,A. N. Rajagopalan,"
240,"Ping Hu,Bing Shuai,Jun Liu,Gang Wang,"
241,"Yan Huang,Wei Wang,Liang Wang,"
242,"Dong Gong,Jie Yang,Lingqiao Liu,Yanning Zhang,Ian Reid,Chunhua Shen,Anton van den Hengel,Qinfeng Shi,"
243,"Ali Diba,Vivek Sharma,Luc Van Gool,"
244,"Patrick Knobelreiter,Christian Reinbacher,Alexander Shekhovtsov,Thomas Pock,"
245,"Xizhou Zhu,Yuwen Xiong,Jifeng Dai,Lu Yuan,Yichen Wei,"
246,"Yi Li,Haozhi Qi,Jifeng Dai,Xiangyang Ji,Yichen Wei,"
247,"Pankaj Pansari,M. Pawan Kumar,"
248,"Giorgos Tolias,Ondrej Chum,"
249,"Guanbin Li,Yuan Xie,Liang Lin,Yizhou Yu,"
250,"Rafael S. Rezende,Joaquin Zepeda,Jean Ponce,Francis Bach,Patrick Perez,"
251,"Kaimo Lin,Nianjuan Jiang,Shuaicheng Liu,Loong-Fah Cheong,Minh Do,Jiangbo Lu,"
252,"Ali Osman Ulusoy,Michael J. Black,Andreas Geiger,"
253,"Tan Yu,Yuwei Wu,Junsong Yuan,"
254,"Zhen Wei,Yao Sun,Jinqiao Wang,Hanjiang Lai,Si Liu,"
255,"Se-Ho Lee,Won-Dong Jang,Chang-Su Kim,"
256,"Matteo Poggi,Stefano Mattoccia,"
257,"Eddy Ilg,Nikolaus Mayer,Tonmoy Saikia,Margret Keuper,Alexey Dosovitskiy,Thomas Brox,"
258,"Yu-Xiong Wang,Deva Ramanan,Martial Hebert,"
259,"Zhen-Hua Feng,Josef Kittler,William Christmas,Patrik Huber,Xiao-Jun Wu,"
260,"Calvin Murdock,Fernando De la Torre,"
261,"Denis Tome,Chris Russell,Lourdes Agapito,"
262,"Siavash Gorji,James J. Clark,"
263,"Michael Lam,Behrooz Mahasseni,Sinisa Todorovic,"
264,"Song Bai,Xiang Bai,Qi Tian,"
265,"Hyunwoo J. Kim,Nagesh Adluru,Heemanshu Suri,Baba C. Vemuri,Sterling C. Johnson,Vikas Singh,"
266,"Baoguang Shi,Xiang Bai,Serge Belongie,"
267,"Baoyuan Wu,Fan Jia,Wei Liu,Bernard Ghanem,"
268,"Chen-Hsuan Lin,Simon Lucey,"
269,"Zhiwei Deng,Rajitha Navarathna,Peter Carr,Stephan Mandt,Yisong Yue,Iain Matthews,Greg Mori,"
270,"VSR Veeravasarapu,Constantin Rothkopf,Ramesh Visvanathan,"
271,"Xiaolong Wang,Rohit Girdhar,Abhinav Gupta,"
272,"Xiaolong Wang,Abhinav Shrivastava,Abhinav Gupta,"
273,"Saurabh Gupta,James Davidson,Sergey Levine,Rahul Sukthankar,Jitendra Malik,"
274,"Shubham Tulsiani,Tinghui Zhou,Alexei A. Efros,Jitendra Malik,"
275,"Shubham Tulsiani,Hao Su,Leonidas J. Guibas,Alexei A. Efros,Jitendra Malik,"
276,"Kan Chen,Trung Bui,Chen Fang,Zhaowen Wang,Ram Nevatia,"
277,"Linchao Zhu,Zhongwen Xu,Yi Yang,"
278,"Federico Perazzi,Anna Khoreva,Rodrigo Benenson,Bernt Schiele,Alexander Sorkine-Hornung,"
279,"Kenneth Marino,Ruslan Salakhutdinov,Abhinav Gupta,"
280,"Shiming Ge,Jia Li,Qiting Ye,Zhao Luo,"
281,"Sean Ryan Fanello,Julien Valentin,Christoph Rhemann,Adarsh Kowdle,Vladimir Tankovich,Philip Davidson,Shahram Izadi,"
282,"Deepak Pathak,Ross Girshick,Piotr Dollar,Trevor Darrell,Bharath Hariharan,"
283,"Sangdoo Yun,Jongwon Choi,Youngjoon Yoo,Kimin Yun,Jin Young Choi,"
284,"Peng Wang,Lingqiao Liu,Chunhua Shen,Zi Huang,Anton van den Hengel,Heng Tao Shen,"
285,"Qilong Wang,Peihua Li,Lei Zhang,"
286,"Huixuan Tang,Scott Cohen,Brian Price,Stephen Schiller,Kiriakos N. Kutulakos,"
287,"Weixiang Hong,Junsong Yuan,Sreyasee Das Bhattacharjee,"
288,"Yunseok Jang,Yale Song,Youngjae Yu,Youngjin Kim,Gunhee Kim,"
289,"Munawar Hayat,Salman H. Khan,Naoufel Werghi,Roland Goecke,"
290,"Fan Yang,Xin Li,Hong Cheng,Jianping Li,Leiting Chen,"
291,"Tobias Palmer,Kalle Astrom,Jan-Michael Frahm,"
292,"Johann Sawatzky,Abhilash Srikantha,Juergen Gall,"
293,"Jack Valmadre,Luca Bertinetto,Joao Henriques,Andrea Vedaldi,Philip H. S. Torr,"
294,"Michael Strecke,Anna Alperovich,Bastian Goldluecke,"
295,"Francesc Moreno-Noguer,"
296,"Jie Qin,Li Liu,Ling Shao,Fumin Shen,Bingbing Ni,Jiaxin Chen,Yunhong Wang,"
297,"Peng Tang,Xinggang Wang,Xiang Bai,Wenyu Liu,"
298,"Shan Li,Weihong Deng,JunPing Du,"
299,"Li Liu,Fumin Shen,Yuming Shen,Xianglong Liu,Ling Shao,"
300,"Feng Liu,Tao Xiang,Timothy M. Hospedales,Wankou Yang,Changyin Sun,"
301,"Hengshuang Zhao,Jianping Shi,Xiaojuan Qi,Xiaogang Wang,Jiaya Jia,"
302,"Julieta Martinez,Michael J. Black,Javier Romero,"
303,"Justin Johnson,Bharath Hariharan,Laurens van der Maaten,Li Fei-Fei,C. Lawrence Zitnick,Ross Girshick,"
304,"Shyamal Buch,Victor Escorcia,Chuanqi Shen,Bernard Ghanem,Juan Carlos Niebles,"
305,"Yin Cui,Feng Zhou,Jiang Wang,Xiao Liu,Yuanqing Lin,Serge Belongie,"
306,"Chong Peng,Zhao Kang,Qiang Cheng,"
307,"Julian Straub,Trevor Campbell,Jonathan P. How,John W. Fisher III,"
308,"Vamsi K. Ithapu,Risi Kondor,Sterling C. Johnson,Vikas Singh,"
309,"Wayne Treible,Philip Saponaro,Scott Sorensen,Abhishek Kolagunda,Michael O'Neal,Brian Phelan,Kelly Sherbondy,Chandra Kambhamettu,"
310,"Ning Xu,Brian Price,Scott Cohen,Thomas Huang,"
311,"Anil Usumezbas,Ricardo Fabbri,Benjamin B. Kimia,"
312,"Slawomir Bak,Peter Carr,"
313,"Yun Liu,Ming-Ming Cheng,Xiaowei Hu,Kai Wang,Xiang Bai,"
314,"Rui Yang,Bingbing Ni,Chao Ma,Yi Xu,Xiaokang Yang,"
315,"Amaia Salvador,Nicholas Hynes,Yusuf Aytar,Javier Marin,Ferda Ofli,Ingmar Weber,Antonio Torralba,"
316,"Yanhua Cheng,Rui Cai,Zhiwei Li,Xin Zhao,Kaiqi Huang,"
317,"Jun Guo,Hongyang Chao,"
318,"Minsi Wang,Bingbing Ni,Xiaokang Yang,"
319,"Heng Zhang,Vishal M. Patel,Rama Chellappa,"
320,"Behnam Gholami,Vladimir Pavlovic,"
321,"Bo Dai,Yuqi Zhang,Dahua Lin,"
322,"Kai Chen,Hang Song,Chen Change Loy,Dahua Lin,"
323,"Ionut Cosmin Duta,Bogdan Ionescu,Kiyoharu Aizawa,Nicu Sebe,"
324,"Chen Li,Stephen Lin,Kun Zhou,Katsushi Ikeuchi,"
325,"Chen Li,Stephen Lin,Kun Zhou,Katsushi Ikeuchi,"
326,"Jiayuan Mao,Tete Xiao,Yuning Jiang,Zhimin Cao,"
327,"Chuang Gan,Zhe Gan,Xiaodong He,Jianfeng Gao,Li Deng,"
