,0
105,"Sungha Choi,Joanne T. Kim,Jaegul Choo,"
106,"Matteo Fabbri,Fabio Lanzi,Simone Calderara,Stefano Alletto,Rita Cucchiara,"
107,"Francis Engelmann,Martin Bokeloh,Alireza Fathi,Bastian Leibe,Matthias Niessner,"
108,"Ying-Cong Chen,Xiaogang Xu,Jiaya Jia,"
109,"Yuan Yao,Chang Liu,Dezhao Luo,Yu Zhou,Qixiang Ye,"
110,"Kyu-Yul Lee,Jae-Young Sim,"
111,"Prune Truong,Martin Danelljan,Radu Timofte,"
112,"Cheng Peng,Wei-An Lin,Haofu Liao,Rama Chellappa,S. Kevin Zhou,"
113,"Yunjey Choi,Youngjung Uh,Jaejun Yoo,Jung-Woo Ha,"
114,"Kyle Genova,Forrester Cole,Avneesh Sud,Aaron Sarna,Thomas Funkhouser,"
115,"Seungryul Baek,Kwang In Kim,Tae-Kyun Kim,"
116,"Zhengzhe Liu,Xiaojuan Qi,Philip H.S. Torr,"
117,"Albert Pumarola,Stefan Popov,Francesc Moreno-Noguer,Vittorio Ferrari,"
118,"Valentin Khrulkov,Leyla Mirvakhabova,Evgeniya Ustinova,Ivan Oseledets,Victor Lempitsky,"
119,"Lingzhi Zhang,Jiancong Wang,Yinshuang Xu,Jie Min,Tarmily Wen,James C. Gee,Jianbo Shi,"
120,"Peiliang Li,Jieqi Shi,Shaojie Shen,"
121,"Runfa Chen,Wenbing Huang,Binghui Huang,Fuchun Sun,Bin Fang,"
122,"Spyros Gidaris,Andrei Bursuc,Nikos Komodakis,Patrick Perez,Matthieu Cord,"
123,"Yongming Rao,Jiwen Lu,Jie Zhou,"
124,"Long Zhao,Xi Peng,Yuxiao Chen,Mubbasir Kapadia,Dimitris N. Metaxas,"
125,"Hyodong Lee,Joonseok Lee,Joe Yue-Hei Ng,Paul Natsev,"
126,"Zixin Luo,Lei Zhou,Xuyang Bai,Hongkai Chen,Jiahui Zhang,Yao Yao,Shiwei Li,Tian Fang,Long Quan,"
127,"Takashi Isobe,Songjiang Li,Xu Jia,Shanxin Yuan,Gregory Slabaugh,Chunjing Xu,Ya-Li Li,Shengjin Wang,Qi Tian,"
128,"Chaitanya Patel,Zhouyingcheng Liao,Gerard Pons-Moll,"
129,"Yuge Huang,Yuhan Wang,Ying Tai,Xiaoming Liu,Pengcheng Shen,Shaoxin Li,Jilin Li,Feiyue Huang,"
130,"Hao Dang,Feng Liu,Joel Stehouwer,Xiaoming Liu,Anil K. Jain,"
131,"Hangyu Lin,Yanwei Fu,Xiangyang Xue,Yu-Gang Jiang,"
132,"Jianbo Liu,Yongcheng Liu,Ying Wang,Veronique Prinet,Shiming Xiang,Chunhong Pan,"
133,"Tero Karras,Samuli Laine,Miika Aittala,Janne Hellsten,Jaakko Lehtinen,Timo Aila,"
134,"Qianli Ma,Jinlong Yang,Anurag Ranjan,Sergi Pujades,Gerard Pons-Moll,Siyu Tang,Michael J. Black,"
135,"Chaoqun Wang,Chunyan Xu,Zhen Cui,Ling Zhou,Tong Zhang,Xiaoya Zhang,Jian Yang,"
136,"Xibin Song,Yuchao Dai,Dingfu Zhou,Liu Liu,Wei Li,Hongdong Li,Ruigang Yang,"
137,"Amnon Geifman,Yoni Kasten,Meirav Galun,Ronen Basri,"
138,"Zezheng Wang,Zitong Yu,Chenxu Zhao,Xiangyu Zhu,Yunxiao Qin,Qiusheng Zhou,Feng Zhou,Zhen Lei,"
139,"Jheng-Wei Su,Hung-Kuo Chu,Jia-Bin Huang,"
140,"Wenbin Zhu,HsiangTao Wu,Zeyu Chen,Noranart Vesdapunt,Baoyuan Wang,"
141,"Weibin Wu,Yuxin Su,Xixian Chen,Shenglin Zhao,Irwin King,Michael R. Lyu,Yu-Wing Tai,"
142,"Guoqing Wang,Hu Han,Shiguang Shan,Xilin Chen,"
143,"Chia-Chi Cheng,Hung-Yu Chen,Wei-Chen Chiu,"
144,"Abdallah Benzine,Florian Chabot,Bertrand Luvison,Quoc Cuong Pham,Catherine Achard,"
145,"Fabio Cermelli,Massimiliano Mancini,Samuel Rota Bulo,Elisa Ricci,Barbara Caputo,"
146,"Konstantin Sofiiuk,Ilia Petrov,Olga Barinova,Anton Konushin,"
147,"Simon Jenni,Hailin Jin,Paolo Favaro,"
148,"Dominik Kulon,Riza Alp Guler,Iasonas Kokkinos,Michael M. Bronstein,Stefanos Zafeiriou,"
149,"Aritra Bhowmik,Stefan Gumhold,Carsten Rother,Eric Brachmann,"
150,"VSR Veeravasarapu,Abhishek Goel,Deepak Mittal,Maneesh Singh,"
151,"Yi Wang,Ying-Cong Chen,Xiangyu Zhang,Jian Sun,Jiaya Jia,"
152,"Liang Liu,Jiangning Zhang,Ruifei He,Yong Liu,Yabiao Wang,Ying Tai,Donghao Luo,Chengjie Wang,Jilin Li,Feiyue Huang,"
153,"Wang Zhao,Shaohui Liu,Yezhi Shu,Yong-Jin Liu,"
154,"Yuxin Yao,Bailin Deng,Weiwei Xu,Juyong Zhang,"
155,"Kui Jiang,Zhongyuan Wang,Peng Yi,Chen Chen,Baojin Huang,Yimin Luo,Jiayi Ma,Junjun Jiang,"
156,"Mihai Fieraru,Mihai Zanfir,Elisabeta Oneata,Alin-Ionut Popa,Vlad Olaru,Cristian Sminchisescu,"
157,"Rui Hou,Jie Li,Arjun Bhargava,Allan Raventos,Vitor Guizilini,Chao Fang,Jerome Lynch,Adrien Gaidon,"
158,"Matthew J. Vowels,Necati Cihan Camgoz,Richard Bowden,"
159,"Jingyuan Li,Ning Wang,Lefei Zhang,Bo Du,Dacheng Tao,"
160,"Chaoqi Chen,Zebiao Zheng,Xinghao Ding,Yue Huang,Qi Dou,"
161,"Michael Dorkenwald,Uta Buchler,Bjorn Ommer,"
162,"Karsten Roth,Timo Milbich,Bjorn Ommer,"
163,"Dat Huynh,Ehsan Elhamifar,"
164,"Chengying Gao,Qi Liu,Qi Xu,Limin Wang,Jianzhuang Liu,Changqing Zou,"
165,"Min Jin Chong,David Forsyth,"
166,"Lei Huang,Li Liu,Fan Zhu,Diwen Wan,Zehuan Yuan,Bo Li,Ling Shao,"
167,"Yujun Shen,Jinjin Gu,Xiaoou Tang,Bolei Zhou,"
168,"Guangting Wang,Chong Luo,Xiaoyan Sun,Zhiwei Xiong,Wenjun Zeng,"
169,"Zhengxue Cheng,Heming Sun,Masaru Takeuchi,Jiro Katto,"
170,"Li Jiang,Hengshuang Zhao,Shaoshuai Shi,Shu Liu,Chi-Wing Fu,Jiaya Jia,"
171,"Lu Yu,Bartlomiej Twardowski,Xialei Liu,Luis Herranz,Kai Wang,Yongmei Cheng,Shangling Jui,Joost van de Weijer,"
172,"Yan Zhang,Mohamed Hassan,Heiko Neumann,Michael J. Black,Siyu Tang,"
173,"Kosuke Tanizaki,Noriaki Hashimoto,Yu Inatsu,Hidekata Hontani,Ichiro Takeuchi,"
174,"Jin Gao,Weiming Hu,Yan Lu,"
175,"Rui Qian,Divyansh Garg,Yan Wang,Yurong You,Serge Belongie,Bharath Hariharan,Mark Campbell,Kilian Q. Weinberger,Wei-Lun Chao,"
176,"Vladislav Golyanik,Christian Theobalt,"
177,"Haohan Wang,Xindi Wu,Zeyi Huang,Eric P. Xing,"
178,"Hang Zhou,Jihao Liu,Ziwei Liu,Yu Liu,Xiaogang Wang,"
179,"Myungsub Choi,Janghoon Choi,Sungyong Baik,Tae Hyun Kim,Kyoung Mu Lee,"
180,"Kyle Wilson,David Bindel,"
181,"Yiran Xu,Xiaoyin Yang,Lihang Gong,Hsuan-Chu Lin,Tz-Ying Wu,Yunsheng Li,Nuno Vasconcelos,"
182,"Vignesh Ramanathan,Rui Wang,Dhruv Mahajan,"
183,"Yingji Zhong,Xiaoyu Wang,Shiliang Zhang,"
184,"Ricard Durall,Margret Keuper,Janis Keuper,"
185,"Junjie Huang,Zheng Zhu,Feng Guo,Guan Huang,"
186,"Xiang Gao,Wei Hu,Guo-Jun Qi,"
187,"Jing Zhang,Deng-Ping Fan,Yuchao Dai,Saeed Anwar,Fatemeh Sadat Saleh,Tong Zhang,Nick Barnes,"
188,"Aayush Bansal,Minh Vo,Yaser Sheikh,Deva Ramanan,Srinivasa Narasimhan,"
189,"Jean Kossaifi,Antoine Toisoul,Adrian Bulat,Yannis Panagakis,Timothy M. Hospedales,Maja Pantic,"
190,"Ali Mosleh,Avinash Sharma,Emmanuel Onzon,Fahim Mannan,Nicolas Robidoux,Felix Heide,"
191,"Zhixiang Min,Yiding Yang,Enrique Dunn,"
192,"Haozhe Qi,Chen Feng,Zhiguo Cao,Feng Zhao,Yang Xiao,"
193,"Yi Shi,Mengchen Xu,Shuaihang Yuan,Yi Fang,"
194,"Aymen Mir,Thiemo Alldieck,Gerard Pons-Moll,"
195,"Yu Deng,Jiaolong Yang,Dong Chen,Fang Wen,Xin Tong,"
196,"Youwei Pang,Xiaoqi Zhao,Lihe Zhang,Huchuan Lu,"
197,"Fei Du,Peng Liu,Wei Zhao,Xianglong Tang,"
198,"Fukun Yin,Shizhe Zhou,"
199,"Yunpeng Zhai,Shijian Lu,Qixiang Ye,Xuebo Shan,Jie Chen,Rongrong Ji,Yonghong Tian,"
200,"Rongmei Lin,Weiyang Liu,Zhen Liu,Chen Feng,Zhiding Yu,James M. Rehg,Li Xiong,Le Song,"
201,"Senhui Guo,Jing Xu,Dapeng Chen,Chao Zhang,Xiaogang Wang,Rui Zhao,"
202,"Yanchao Yang,Yutong Chen,Stefano Soatto,"
203,"Meng-Li Shih,Shih-Yang Su,Johannes Kopf,Jia-Bin Huang,"
204,"Qiangeng Xu,Xudong Sun,Cho-Ying Wu,Panqu Wang,Ulrich Neumann,"
205,"Lei Zhou,Zixin Luo,Tianwei Shen,Jiahui Zhang,Mingmin Zhen,Yao Yao,Tian Fang,Long Quan,"
206,"Paul-Edouard Sarlin,Daniel DeTone,Tomasz Malisiewicz,Andrew Rabinovich,"
207,"Mang Ye,Jianbing Shen,"
208,"Alejandro Newell,Jia Deng,"
209,"Min-Hung Chen,Baopu Li,Yingze Bao,Ghassan AlRegib,Zsolt Kira,"
210,"Yi Liu,Guangchang Deng,Xiangping Zeng,Si Wu,Zhiwen Yu,Hau-San Wong,"
211,"Beichen Zhang,Liang Li,Shijie Yang,Shuhui Wang,Zheng-Jun Zha,Qingming Huang,"
212,"Yawei Li,Shuhang Gu,Christoph Mayer,Luc Van Gool,Radu Timofte,"
213,"Grigorios G. Chrysos,Stylianos Moschoglou,Giorgos Bouritsas,Yannis Panagakis,Jiankang Deng,Stefanos Zafeiriou,"
214,"Yaohui Wang,Piotr Bilinski,Francois Bremond,Antitza Dantcheva,"
215,"Mohammad Rami Koujan,Anastasios Roussos,Stefanos Zafeiriou,"
216,"Bo Pang,Yizhuo Li,Yifan Zhang,Muchen Li,Cewu Lu,"
217,"Bo Liu,Hao Kang,Haoxiang Li,Gang Hua,Nuno Vasconcelos,"
218,"Kangkan Wang,Jin Xie,Guofeng Zhang,Lei Liu,Jian Yang,"
219,"Guy Davidson,Michael C. Mozer,"
220,"Paul Voigtlaender,Jonathon Luiten,Philip H.S. Torr,Bastian Leibe,"
221,"Aditya Golatkar,Alessandro Achille,Stefano Soatto,"
222,"Animesh Karnewar,Oliver Wang,"
223,"Dongxu Li,Xin Yu,Chenchen Xu,Lars Petersson,Hongdong Li,"
224,"Ruiqi Gao,Erik Nijkamp,Diederik P. Kingma,Zhen Xu,Andrew M. Dai,Ying Nian Wu,"
225,"Jindong Gu,Volker Tresp,"
226,"Huajun Zhou,Xiaohua Xie,Jian-Huang Lai,Zixuan Chen,Lingxiao Yang,"
227,"Yawar Siddiqui,Julien Valentin,Matthias Niessner,"
228,"Edgar Schonfeld,Bernt Schiele,Anna Khoreva,"
229,"Zhizhong Wang,Lei Zhao,Haibo Chen,Lihong Qiu,Qihang Mo,Sihuan Lin,Wei Xing,Dongming Lu,"
230,"Michael Snower,Asim Kadav,Farley Lai,Hans Peter Graf,"
231,"Abhinav Kumar,Tim K. Marks,Wenxuan Mou,Ye Wang,Michael Jones,Anoop Cherian,Toshiaki Koike-Akino,Xiaoming Liu,Chen Feng,"
232,"Xinrui Wang,Jinze Yu,"
233,"Ruihui Li,Xianzhi Li,Pheng-Ann Heng,Chi-Wing Fu,"
234,"Zedu Chen,Bineng Zhong,Guorong Li,Shengping Zhang,Rongrong Ji,"
235,"Zixuan Huang,Yin Li,"
236,"Yerlan Idelbayev,Miguel A. Carreira-Perpinan,"
237,"Sylvestre-Alvise Rebuffi,Ruth Fong,Xu Ji,Andrea Vedaldi,"
238,"Jianzhu Guo,Xiangyu Zhu,Chenxu Zhao,Dong Cao,Zhen Lei,Stan Z. Li,"
239,"Yaxing Wang,Abel Gonzalez-Garcia,David Berga,Luis Herranz,Fahad Shahbaz Khan,Joost van de Weijer,"
240,"Xi Chen,Zuoxin Li,Ye Yuan,Gang Yu,Jianxin Shen,Donglian Qi,"
241,"Zekun Hao,Hadar Averbuch-Elor,Noah Snavely,Serge Belongie,"
242,"Safa Messaoud,Maghav Kumar,Alexander G. Schwing,"
243,"Alan Lukezic,Jiri Matas,Matej Kristan,"
244,"Boyan Duan,Chaoyou Fu,Yi Li,Xingguang Song,Ran He,"
245,"Cheng Ma,Zhenyu Jiang,Yongming Rao,Jiwen Lu,Jie Zhou,"
246,"Umar Iqbal,Pavlo Molchanov,Jan Kautz,"
247,"Jie Chang,Zhonghao Lan,Changmao Cheng,Yichen Wei,"
248,"Andreas Robinson,Felix Jaremo Lawin,Martin Danelljan,Fahad Shahbaz Khan,Michael Felsberg,"
249,"Yiheng Zhang,Zhaofan Qiu,Ting Yao,Chong-Wah Ngo,Dong Liu,Tao Mei,"
250,"Zhongnan Qu,Zimu Zhou,Yun Cheng,Lothar Thiele,"
251,"Cheng-Han Lee,Ziwei Liu,Lingyun Wu,Ping Luo,"
252,"Xueting Yan,Ishan Misra,Abhinav Gupta,Deepti Ghadiyaram,Dhruv Mahajan,"
253,"Tianjiao Ding,Yunchen Yang,Zhihui Zhu,Daniel P. Robinson,Rene Vidal,Laurent Kneip,Manolis C. Tsakiris,"
254,"Lingzhi Li,Jianmin Bao,Ting Zhang,Hao Yang,Dong Chen,Fang Wen,Baining Guo,"
255,"Hyojin Bahng,Sunghyo Chung,Seungjoo Yoo,Jaegul Choo,"
256,"Ildoo Kim,Woonhyuk Baek,Sungwoong Kim,"
257,"Dat Huynh,Ehsan Elhamifar,"
258,"Yinqiang Zheng,Mingfang Zhang,Feng Lu,"
259,"Amy Zhao,Guha Balakrishnan,Kathleen M. Lewis,Fredo Durand,John V. Guttag,Adrian V. Dalca,"
260,"Guillem Braso,Laura Leal-Taixe,"
261,"Jaejun Yoo,Namhyuk Ahn,Kyung-Ah Sohn,"
262,"Yanru Xiao,Cong Wang,Xing Gao,"
263,"Enric Corona,Albert Pumarola,Guillem Alenya,Francesc Moreno-Noguer,Gregory Rogez,"
264,"Lin Wang,Tae-Kyun Kim,Kuk-Jin Yoon,"
265,"Xuan Zhang,Shaofei Qin,Yi Xu,Hongteng Xu,"
266,"Wang Zeng,Wanli Ouyang,Ping Luo,Wentao Liu,Xiaogang Wang,"
267,"Qingyuan Zheng,Zhuoru Li,Adam Bargteil,"
268,"Michal Rolinek,Vit Musil,Anselm Paulus,Marin Vlastelica,Claudio Michaelis,Georg Martius,"
269,"Wu Shi,Yu Qiao,"
270,"Song Bian,Tianchen Wang,Masayuki Hiromoto,Yiyu Shi,Takashi Sato,"
271,"Qiongjie Cui,Huaijiang Sun,Fei Yang,"
272,"Naman Bansal,Chirag Agarwal,Anh Nguyen,"
273,"Zhi Gao,Yuwei Wu,Yunde Jia,Mehrtash Harandi,"
274,"Sinead Kearney,Wenbin Li,Martin Parsons,Kwang In Kim,Darren Cosker,"
275,"Bin Zhu,Chong-Wah Ngo,"
276,"Assaf Neuberger,Eran Borenstein,Bar Hilleli,Eduard Oks,Sharon Alpert,"
277,"Lan Xu,Weipeng Xu,Vladislav Golyanik,Marc Habermann,Lu Fang,Christian Theobalt,"
278,"Hongxu Yin,Pavlo Molchanov,Jose M. Alvarez,Zhizhong Li,Arun Mallya,Derek Hoiem,Niraj K. Jha,Jan Kautz,"
279,"Xiang Gu,Jian Sun,Zongben Xu,"
280,"Muxingzi Li,Florent Lafarge,Renaud Marlet,"
281,"Chi Nhan Duong,Thanh-Dat Truong,Khoa Luu,Kha Gia Quach,Hung Bui,Kaushik Roy,"
282,"Dongyan Guo,Jun Wang,Ying Cui,Zhenhua Wang,Shengyong Chen,"
283,"Yurui Ren,Xiaoming Yu,Junming Chen,Thomas H. Li,Ge Li,"
284,"Haoye Dong,Xiaodan Liang,Yixuan Zhang,Xujie Zhang,Xiaohui Shen,Zhenyu Xie,Bowen Wu,Jian Yin,"
285,"Rahul Mitra,Nitesh B. Gundavarapu,Abhishek Sharma,Arjun Jain,"
286,"Mohammad A. A. K. Jalwana,Naveed Akhtar,Mohammed Bennamoun,Ajmal Mian,"
287,"Shaohua Li,Kaiping Xue,Bin Zhu,Chenkai Ding,Xindi Gao,David Wei,Tao Wan,"
288,"Matan Haroush,Itay Hubara,Elad Hoffer,Daniel Soudry,"
289,"Xiehe Huang,Weihong Deng,Haifeng Shen,Xiubao Zhang,Jieping Ye,"
290,"Yizhe Zhu,Martin Renqiang Min,Asim Kadav,Hans Peter Graf,"
291,"Jaime Spencer,Richard Bowden,Simon Hadfield,"
292,"Julian Chibane,Thiemo Alldieck,Gerard Pons-Moll,"
