,0
300,"Qi Cai,Yingwei Pan,Chong-Wah Ngo,Xinmei Tian,Lingyu Duan,Ting Yao,"
301,"Bin Tong,Chao Wang,Martin Klinkigt,Yoshiyuki Kobayashi,Yuuichi Nonaka,"
302,"Bin Zhu,Chong-Wah Ngo,Jingjing Chen,Yanbin Hao,"
303,"Michael Kampffmeyer,Yinbo Chen,Xiaodan Liang,Hao Wang,Yujia Zhang,Eric P. Xing,"
304,"Linjun Zhou,Peng Cui,Shiqiang Yang,Wenwu Zhu,Qi Tian,"
305,"Philippe Burlina,Neil Joshi,I-Jeng Wang,"
306,"Mengying Hu,Hu Han,Shiguang Shan,Xilin Chen,"
307,"Yi Li,Zhanghui Kuang,Yimin Chen,Wayne Zhang,"
308,"Ji Zhang,Kevin J. Shih,Ahmed Elgammal,Andrew Tao,Bryan Catanzaro,"
309,"Pramuditha Perera,Vishal M. Patel,"
310,"Jiaxin Cheng,Yue Wu,Wael AbdAlmageed,Premkumar Natarajan,"
311,"Jake Zhao (Junbo),Kyunghyun Cho,"
312,"Hao Wang,Doyen Sahoo,Chenghao Liu,Ee-peng Lim,Steven C. H. Hoi,"
313,"Jonah Philion,"
314,"Niluthpol Chowdhury Mithun,Sujoy Paul,Amit K. Roy-Chowdhury,"
315,"Soumajit Majumder,Angela Yao,"
316,"Adam Kortylewski,Aleksander Wieczorek,Mario Wieser,Clemens Blumer,Sonali Parbhoo,Andreas Morel-Forster,Volker Roth,Thomas Vetter,"
317,"Eirikur Agustsson,Jasper R. R. Uijlings,Vittorio Ferrari,"
318,"Xu Chen,Bryan M. Williams,Srinivasa R. Vallabhaneni,Gabriela Czanner,Rachel Williams,Yalin Zheng,"
319,"Yiheng Zhang,Zhaofan Qiu,Jingen Liu,Ting Yao,Dong Liu,Tao Mei,"
320,"Oriane Simeoni,Yannis Avrithis,Ondrej Chum,"
321,"Ying Fu,Tao Zhang,Yinqiang Zheng,Debing Zhang,Hua Huang,"
322,"Yuval Atzmon,Gal Chechik,"
323,"Wei-Ting Chen,Jian-Jiun Ding,Sy-Yen Kuo,"
324,"Sepehr Eghbali,Ladan Tahvildari,"
325,"Rodrigo Benenson,Stefan Popov,Vittorio Ferrari,"
326,"Yide Zhang,Yinhao Zhu,Evan Nichols,Qingfei Wang,Siyuan Zhang,Cody Smith,Scott Howard,"
327,"Muhammad Abdullah Jamal,Guo-Jun Qi,"
328,"Meng Ye,Yuhong Guo,"
329,"Xin Lei,Liangyu He,Yixuan Tan,Ken Xingze Wang,Xinggang Wang,Yihan Du,Shanhui Fan,Zongfu Yu,"
330,"Mahdi S. Hosseini,Lyndon Chan,Gabriel Tse,Michael Tang,Jun Deng,Sajad Norouzi,Corwyn Rowsell,Konstantinos N. Plataniotis,Savvas Damaskinos,"
331,"Thiago L. T. da Silveira,Claudio R. Jung,"
332,"Matthew Wicker,Marta Kwiatkowska,"
333,"Shuaifeng Zhi,Michael Bloesch,Stefan Leutenegger,Andrew J. Davison,"
334,"Rohan Chabra,Julian Straub,Christopher Sweeney,Richard Newcombe,Henry Fuchs,"
335,"Dylan Campbell,Lars Petersson,Laurent Kneip,Hongdong Li,Stephen Gould,"
336,"Yana Hasson,Gul Varol,Dimitrios Tzionas,Igor Kalevatykh,Michael J. Black,Ivan Laptev,Cordelia Schmid,"
337,"Manuel Lopez,Roger Mari,Pau Gargallo,Yubin Kuang,Javier Gonzalez-Jimenez,Gloria Haro,"
338,"Jose M. Facil,Benjamin Ummenhofer,Huizhong Zhou,Luis Montesano,Thomas Brox,Javier Civera,"
339,"Dapeng Du,Limin Wang,Huiling Wang,Kai Zhao,Gangshan Wu,"
340,"Jian Wang,Yunshan Zhong,Yachun Li,Chi Zhang,Yichen Wei,"
341,"Quanzeng You,Hao Jiang,"
342,"Jason Ku,Alex D. Pon,Steven L. Waslander,"
343,"Yunfan Liu,Qi Li,Zhenan Sun,"
344,"Wei Hu,Yangyu Huang,Fan Zhang,Ruirui Li,"
345,"Jiayu Dong,Huicheng Zheng,Lina Lian,"
346,"Kang Wang,Rui Zhao,Hui Su,Qiang Ji,"
347,"Xuesong Niu,Hu Han,Songfan Yang,Yan Huang,Shiguang Shan,"
348,"Shile Li,Dongheui Lee,"
349,"Yu Yu,Gang Liu,Jean-Marc Odobez,"
350,"Hao Liu,Xiangyu Zhu,Zhen Lei,Stan Z. Li,"
351,"Zi-Hang Jiang,Qianyi Wu,Keyu Chen,Juyong Zhang,"
352,"Chun-Liang Li,Tomas Simon,Jason Saragih,Barnabas Poczos,Yaser Sheikh,"
353,"Sven Kreiss,Lorenzo Bertoni,Alexandre Alahi,"
354,"Lin Song,Shiwei Zhang,Gang Yu,Hongbin Sun,"
355,"Romero Morais,Vuong Le,Truyen Tran,Budhaditya Saha,Moussa Mansour,Svetha Venkatesh,"
356,"Yan Zhang,Siyu Tang,Krikamol Muandet,Christian Jarvers,Heiko Neumann,"
357,"Rui Su,Wanli Ouyang,Luping Zhou,Dong Xu,"
358,"Lei Shi,Yifan Zhang,Jian Cheng,Hanqing Lu,"
359,"Xuan Son Nguyen,Luc Brun,Olivier Lezoray,Sebastien Bougleux,"
360,"Deepti Ghadiyaram,Du Tran,Dhruv Mahajan,"
361,"Zhaofan Qiu,Ting Yao,Chong-Wah Ngo,Xinmei Tian,Tao Mei,"
362,"Anna Kukleva,Hilde Kuehne,Fadime Sener,Jurgen Gall,"
363,"Xinglin Piao,Yongli Hu,Junbin Gao,Yanfeng Sun,Baocai Yin,"
364,"Pu Zhang,Wanli Ouyang,Pengfei Zhang,Jianru Xue,Nanning Zheng,"
365,"Yiran Zhong,Pan Ji,Jianyuan Wang,Yuchao Dai,Hongdong Li,"
366,"Patrick Geneva,James Maley,Guoquan Huang,"
367,"Anand Gopalakrishnan,Ankur Mali,Dan Kifer,Lee Giles,Alexander G. Ororbia,"
368,"Tianyang Zhao,Yifei Xu,Mathew Monfort,Wongun Choi,Chris Baker,Yibiao Zhao,Yizhou Wang,Ying Nian Wu,"
369,"Artur Grigorev,Artem Sevastopolsky,Alexander Vakhitov,Victor Lempitsky,"
370,"Simon Jenni,Paolo Favaro,"
371,"Ting Chen,Xiaohua Zhai,Marvin Ritter,Mario Lucic,Neil Houlsby,"
372,"Ning Yu,Connelly Barnes,Eli Shechtman,Sohrab Amirghodsi,Michal Lukac,"
373,"Wenbo Li,Pengchuan Zhang,Lei Zhang,Qiuyuan Huang,Xiaodong He,Siwei Lyu,Jianfeng Gao,"
374,"Liangzhe Yuan,Yibo Chen,Hantian Liu,Tao Kong,Jianbo Shi,"
375,"Zhilin Zheng,Li Sun,"
376,"Yuanyuan Zhao,Xuemei Hu,Hui Guo,Zhan Ma,Tao Yue,Xun Cao,"
377,"Simone Bianco,Claudio Cusano,"
378,"Junyong Lee,Sungkil Lee,Sunghyun Cho,Seungyong Lee,"
379,"Adam B. Yedidia,Manel Baradad,Christos Thrampoulidis,William T. Freeman,Gregory W. Wornell,"
380,"Anurag Ranjan,Varun Jampani,Lukas Balles,Kihwan Kim,Deqing Sun,Jonas Wulff,Michael J. Black,"
381,"Longguang Wang,Yingqian Wang,Zhengfa Liang,Zaiping Lin,Jungang Yang,Wei An,Yulan Guo,"
382,"Chenglong Wang,Rudy Bunel,Krishnamurthy Dvijotham,Po-Sen Huang,Edward Grefenstette,Pushmeet Kohli,"
383,"Tianyu Wang,Xin Yang,Ke Xu,Shaozhe Chen,Qiang Zhang,Rynson W.H. Lau,"
384,"Guillermo Gallego,Mathias Gehrig,Davide Scaramuzza,"
385,"Wuzhen Shi,Feng Jiang,Shaohui Liu,Debin Zhao,"
386,"Timo Stoffregen,Lindsay Kleeman,"
387,"Alexander Gomez-Villa,Adrian Martin,Javier Vazquez-Corral,Marcelo Bertalmio,"
388,"Anthony Yezzi,Ganesh Sundaramoorthi,Minas Benyamin,"
389,"Jun-Sang Yoo,Jong-Ok Kim,"
390,"Seungryong Kim,Dongbo Min,Somi Jeong,Sunok Kim,Sangryul Jeon,Kwanghoon Sohn,"
391,"Takeshi Uemori,Atsushi Ito,Yusuke Moriuchi,Alexander Gatto,Jun Murayama,"
392,"Kazuki Osawa,Yohei Tsuji,Yuichiro Ueno,Akira Naruse,Rio Yokota,Satoshi Matsuoka,"
393,"Xueting Li,Sifei Liu,Kihwan Kim,Xiaolong Wang,Ming-Hsuan Yang,Jan Kautz,"
394,"Chih-Hui Ho,Pedro Morgado,Amir Persekian,Nuno Vasconcelos,"
395,"Kshitij Dwivedi,Gemma Roig,"
396,"Hisham Cholakkal,Guolei Sun,Fahad Shahbaz Khan,Ling Shao,"
397,"Michal Rolinek,Dominik Zietlow,Georg Martius,"
398,"Lichao Mou,Yuansheng Hua,Xiao Xiang Zhu,"
399,"Suhas Lohit,Qiao Wang,Pavan Turaga,"
400,"Wenxiao Zhang,Chunxia Xiao,"
401,"Saif Imran,Yunfei Long,Xiaoming Liu,Daniel Morris,"
402,"Taekyung Kim,Minki Jeong,Seunghyeon Kim,Seokeon Choi,Changick Kim,"
403,"Ali Furkan Biten,Lluis Gomez,Marcal Rusinol,Dimosthenis Karatzas,"
404,"Hassan Akbari,Svebor Karaman,Surabhi Bhargava,Brian Chen,Carl Vondrick,Shih-Fu Chang,"
405,"Nayyer Aafaq,Naveed Akhtar,Wei Liu,Syed Zulqarnain Gilani,Ajmal Mian,"
406,"Yehao Li,Ting Yao,Yingwei Pan,Hongyang Chao,Tao Mei,"
407,"Lior Bracha,Gal Chechik,"
408,"Kurt Shuster,Samuel Humeau,Hexiang Hu,Antoine Bordes,Jason Weston,"
409,"Khanh Nguyen,Debadeepta Dey,Chris Brockett,Bill Dolan,"
410,"Howard Chen,Alane Suhr,Dipendra Misra,Noah Snavely,Yoav Artzi,"
411,"Idan Schwartz,Alexander G. Schwing,Tamir Hazan,"
412,"Lorenzo Cerrone,Alexander Zeilmann,Fred A. Hamprecht,"
413,"Hyeji Kim,Muhammad Umar Karim Khan,Chong-Min Kyung,"
414,"Fandong Zhang,Ling Luo,Xinwei Sun,Zhen Zhou,Xiuli Li,Yizhou Yu,Yizhou Wang,"
415,"Chao Zhang,Shuaicheng Liu,Xun Xu,Ce Zhu,"
416,"Hiroki Tokunaga,Yuki Teramoto,Akihiko Yoshizawa,Ryoma Bise,"
417,"Marin Orsic,Ivan Kreso,Petra Bevandic,Sinisa Segvic,"
418,"Guillem Cucurull,Perouz Taslakian,David Vazquez,"
419,"Stephen James,Paul Wohlhart,Mrinal Kalakrishnan,Dmitry Kalashnikov,Alex Irpan,Julian Ibarz,Sergey Levine,Raia Hadsell,Konstantinos Bousmalis,"
420,"Haofu Liao,Wei-An Lin,Jiarui Zhang,Jingdan Zhang,Jiebo Luo,S. Kevin Zhou,"
421,"Feigege Wang,Yue Gu,Wenxi Liu,Yuanlong Yu,Shengfeng He,Jia Pan,"
422,"George Retsinas,Georgios Louloudis,Nikolaos Stamatopoulos,Giorgos Sfikas,Basilis Gatos,"
423,"Sofia Broome,Karina Bech Gleerup,Pia Haubro Andersen,Hedvig Kjellstrom,"
424,"Gregory P. Meyer,Ankit Laddha,Eric Kee,Carlos Vallespi-Gonzalez,Carl K. Wellington,"
425,"Zihao Liu,Xiaowei Xu,Tao Liu,Qi Liu,Yanzhi Wang,Yiyu Shi,Wujie Wen,Meiping Huang,Haiyun Yuan,Jian Zhuang,"
426,"Alex H. Lang,Sourabh Vora,Holger Caesar,Lubing Zhou,Jiong Yang,Oscar Beijbom,"
427,"Kun Huang,Yifu Wang,Laurent Kneip,"
428,"Paul-Edouard Sarlin,Cesar Cadena,Roland Siegwart,Marcin Dymczyk,"
429,"Caleb Robinson,Le Hou,Kolya Malkin,Rachel Soobitsky,Jacob Czawlytko,Bistra Dilkina,Nebojsa Jojic,"
430,"Muming Zhao,Jian Zhang,Chongyang Zhang,Wenjun Zhang,"
