,0
312,"Yue Zhao,Yuanjun Xiong,Dahua Lin,"
313,"Jiyang Gao,Runzhou Ge,Kan Chen,Ram Nevatia,"
314,"Shanghang Zhang,Xiaohui Shen,Zhe Lin,Radomír Měch,João P. Costeira,José M. F. Moura,"
315,"Piotr Bilinski,Victor Prisacariu,"
316,"Takuhiro Kaneko,Kaoru Hiramatsu,Kunio Kashino,"
317,"Lerenhan Li,Jinshan Pan,Wei-Sheng Lai,Changxin Gao,Nong Sang,Ming-Hsuan Yang,"
318,"Mehdi S. M. Sajjadi,Raviteja Vemulapalli,Matthew Brown,"
319,"Edward Zhang,Michael F. Cohen,Brian Curless,"
320,"Minghan Li,Qi Xie,Qian Zhao,Wei Wei,Shuhang Gu,Jing Tao,Deyu Meng,"
321,"Dongdong Chen,Lu Yuan,Jing Liao,Nenghai Yu,Gang Hua,"
322,"Ren Yang,Mai Xu,Zulin Wang,Tianyi Li,"
323,"Anil S. Baslamisli,Hoang-An Le,Theo Gevers,"
324,"Jaeyoung Yoo,Sang-ho Lee,Nojun Kwak,"
325,"Simon Korman,Roee Litman,"
326,"Matthew Tesfaldet,Marcus A. Brubaker,Konstantinos G. Derpanis,"
327,"Jianmin Bao,Dong Chen,Fang Wen,Houqiang Li,Gang Hua,"
328,"Derya Akkaynak,Tali Treibitz,"
329,"Daniel Barath,Jiří Matas,"
330,"Peng Lei,Sinisa Todorovic,"
331,"Phuc Nguyen,Ting Liu,Gautam Prasad,Bohyung Han,"
332,"Dingwen Zhang,Guangyu Guo,Dong Huang,Junwei Han,"
333,"Shuyue Lan,Rameswar Panda,Qi Zhu,Amit K. Roy-Chowdhury,"
334,"Jianfu Zhang,Naiyan Wang,Liqing Zhang,"
335,"Chih-Yao Ma,Asim Kadav,Iain Melvin,Zsolt Kira,Ghassan AlRegib,Hans Peter Graf,"
336,"Ping Wei,Yang Liu,Tianmin Shu,Nanning Zheng,Song-Chun Zhu,"
337,"Yiheng Zhang,Zhaofan Qiu,Ting Yao,Dong Liu,Tao Mei,"
338,"David Nilsson,Cristian Sminchisescu,"
339,"Xian Wu,Guanbin Li,Qingxing Cao,Qingge Ji,Liang Lin,"
340,"Zhixiang Chen,Xin Yuan,Jiwen Lu,Qi Tian,Jie Zhou,"
341,"Xiangyu Zhang,Xinyu Zhou,Mengxiao Lin,Jian Sun,"
342,"Xiaolong Wang,Yufei Ye,Abhinav Gupta,"
343,"Ranjay Krishna,Ines Chami,Michael Bernstein,Li Fei-Fei,"
344,"Lachlan Tychsen-Smith,Lars Petersson,"
345,"Yantao Shen,Tong Xiao,Hongsheng Li,Shuai Yi,Xiaogang Wang,"
346,"Johannes L. Schönberger,Marc Pollefeys,Andreas Geiger,Torsten Sattler,"
347,"Abel Gonzalez-Garcia,Davide Modolo,Vittorio Ferrari,"
348,"Ignacio Rocco,Relja Arandjelović,Josef Sivic,"
349,"Mingfei Gao,Ruichi Yu,Ang Li,Vlad I. Morariu,Larry S. Davis,"
350,"Zichuan Liu,Guosheng Lin,Sheng Yang,Jiashi Feng,Weisi Lin,Wang Ling Goh,"
351,"Aleksis Pirinen,Cristian Sminchisescu,"
352,"Cewu Lu,Hao Su,Yonglu Li,Yongyi Lu,Li Yi,Chi-Keung Tang,Leonidas J. Guibas,"
353,"Ruotian Luo,Brian Price,Scott Cohen,Gregory Shakhnarovich,"
354,"Chao Ma,Chunhua Shen,Anthony Dick,Qi Wu,Peng Wang,Anton van den Hengel,Ian Reid,"
355,"Yong Liu,Ruiping Wang,Shiguang Shan,Xilin Chen,"
356,"Shanshan Zhang,Jian Yang,Bernt Schiele,"
357,"Hsiao-Yu Tung,Adam W. Harley,Liang-Kang Huang,Katerina Fragkiadaki,"
358,"Zilong Huang,Xinggang Wang,Jiasi Wang,Wenyu Liu,Jingdong Wang,"
359,"Vasileios Choutas,Philippe Weinzaepfel,Jérôme Revaud,Cordelia Schmid,"
360,"Yong Zhang,Rui Zhao,Weiming Dong,Bao-Gang Hu,Qiang Ji,"
361,"Yang Wang,Minh Hoai,"
362,"Lingxiao He,Haiqing Li,Qi Zhang,Zhenan Sun,"
363,"Sourya Roy,Sujoy Paul,Neal E. Young,Amit K. Roy-Chowdhury,"
364,"Lingxiao He,Jian Liang,Haiqing Li,Zhenan Sun,"
365,"Wei Wang,Xavier Alameda-Pineda,Dan Xu,Pascal Fua,Elisa Ricci,Nicu Sebe,"
366,"Jiankang Deng,Shiyang Cheng,Niannan Xue,Yuxiang Zhou,Stefanos Zafeiriou,"
367,"Yilun Chen,Zhicheng Wang,Yuxiang Peng,Zhiqiang Zhang,Gang Yu,Jian Sun,"
368,"Hang Chu,Daiqing Li,Sanja Fidler,"
369,"Angjoo Kanazawa,Michael J. Black,David W. Jacobs,Jitendra Malik,"
